時間,買價,賣價,成交,漲跌,單量,累計
09:00:14,,,458.0,3.00,7,7
09:00:22,458.0,459.0,458.0,3.00,1,8
09:00:25,458.0,459.0,459.0,4.00,1,9
09:00:25,459.0,459.5,459.0,4.00,1,10
09:00:34,459.0,459.5,459.5,4.50,1,11
09:00:41,459.0,459.5,459.5,4.50,1,12
09:00:45,459.5,460.0,459.5,4.50,1,13
09:00:45,459.0,460.0,459.0,4.00,2,15
09:00:51,458.5,460.0,459.0,4.00,1,16
09:01:04,459.5,460.0,459.5,4.50,1,17
09:01:06,459.5,460.0,459.5,4.50,1,18
09:01:12,459.0,459.5,459.5,4.50,1,19
09:01:17,459.0,459.5,459.0,4.00,5,24
09:01:17,459.0,459.5,459.0,4.00,3,27
09:01:17,458.5,459.5,458.5,3.50,2,29
09:01:21,458.0,459.5,458.0,3.00,2,31
09:01:21,458.0,459.0,458.0,3.00,6,37
09:01:21,458.0,459.0,458.0,3.00,3,40
09:01:21,457.5,459.0,457.5,2.50,1,41
09:01:21,457.5,459.0,457.5,2.50,1,42
09:02:12,457.0,458.5,457.5,2.50,1,43
09:02:29,457.5,458.5,457.5,2.50,1,44
09:02:44,457.5,458.0,457.5,2.50,1,45
09:02:45,457.0,458.0,458.0,3.00,1,46
09:02:55,457.5,458.0,458.0,3.00,1,47
09:03:10,458.0,458.5,458.5,3.50,1,48
09:03:56,458.0,458.5,458.5,3.50,1,49
09:04:03,458.0,458.5,458.5,3.50,1,50
09:04:08,458.0,458.5,458.5,3.50,1,51
09:04:11,458.0,458.5,458.5,3.50,1,52
09:04:18,458.5,459.0,458.5,3.50,1,53
09:04:22,458.0,459.0,459.0,4.00,2,55
09:04:25,458.5,459.0,459.0,4.00,3,58
09:04:25,458.5,459.0,459.0,4.00,1,59
09:04:25,458.5,459.5,459.5,4.50,3,62
09:04:30,459.5,460.0,460.0,5.00,4,66
09:04:54,460.0,461.5,460.0,5.00,1,67
09:04:54,459.5,460.0,459.5,4.50,1,68
09:04:57,459.0,460.0,460.0,5.00,1,69
09:04:58,460.5,461.5,460.5,5.50,1,70
09:05:14,459.0,460.5,460.0,5.00,1,71
09:05:19,459.0,460.5,460.5,5.50,1,72
09:05:55,459.5,460.5,460.0,5.00,1,73
09:05:55,459.5,460.5,459.5,4.50,2,75
09:06:15,459.0,460.0,460.0,5.00,1,76
09:06:27,459.0,460.0,459.0,4.00,1,77
09:06:45,459.0,460.0,459.0,4.00,2,79
09:06:45,458.5,460.0,458.5,3.50,1,80
09:06:46,458.5,460.0,458.5,3.50,1,81
