時間,買價,賣價,成交,漲跌,單量,累計
09:00:12,,,471.0,10.00,20,20
09:00:13,471.0,471.5,471.0,10.00,1,21
09:00:20,470.5,471.0,471.0,10.00,3,24
09:00:20,470.5,471.0,471.5,10.50,2,26
09:00:31,471.0,471.5,471.5,10.50,1,27
09:00:31,471.0,471.5,472.0,11.00,2,29
09:00:35,471.5,472.0,472.0,11.00,1,30
09:00:40,471.5,472.0,471.5,10.50,1,31
09:00:41,471.0,472.0,472.0,11.00,1,32
09:00:42,471.0,472.0,472.0,11.00,1,33
09:00:46,472.0,472.5,472.0,11.00,1,34
09:00:52,472.0,472.5,472.0,11.00,1,35
09:00:55,472.0,472.5,472.0,11.00,3,38
09:00:56,471.5,472.0,472.0,11.00,1,39
09:01:03,471.5,472.0,472.0,11.00,6,45
09:01:04,471.5,472.5,472.5,11.50,2,47
09:01:05,472.0,473.0,472.0,11.00,1,48
09:01:08,472.0,473.0,472.0,11.00,1,49
09:01:11,472.0,472.5,472.5,11.50,1,50
09:01:12,472.5,473.0,473.0,12.00,1,51
09:01:14,472.5,473.0,472.5,11.50,1,52
09:01:14,472.0,473.0,472.0,11.00,1,53
09:01:17,472.0,473.0,472.0,11.00,1,54
09:01:17,472.0,473.0,472.0,11.00,1,55
09:01:18,472.0,473.0,472.5,11.50,2,57
09:01:18,472.0,473.0,472.0,11.00,4,61
09:01:18,472.0,473.0,472.0,11.00,2,63
09:01:19,471.5,473.0,472.0,11.00,1,64
09:01:23,472.0,473.0,472.0,11.00,1,65
09:01:27,472.0,473.0,472.0,11.00,1,66
09:01:29,472.0,472.5,472.0,11.00,1,67
09:01:29,472.0,472.5,472.0,11.00,1,68
09:01:30,472.0,472.5,472.5,11.50,1,69
09:01:33,472.0,472.5,472.5,11.50,1,70
09:01:34,472.0,472.5,472.0,11.00,1,71
09:01:40,472.0,472.5,472.0,11.00,1,72
09:01:43,472.0,472.5,472.0,11.00,1,73
09:01:46,471.5,472.5,471.5,10.50,1,74
09:02:03,471.0,471.5,471.0,10.00,1,75
09:02:03,471.0,471.5,471.5,10.50,1,76
09:02:19,471.0,471.5,471.5,10.50,1,77
09:02:20,471.0,471.5,471.5,10.50,1,78
09:02:20,470.0,471.5,471.0,10.00,1,79
09:02:20,470.5,471.5,471.5,10.50,2,81
09:02:22,471.5,472.0,471.5,10.50,1,82
09:02:23,471.0,472.0,471.5,10.50,1,83
09:02:28,471.5,472.0,471.5,10.50,1,84
09:02:38,471.5,472.0,471.5,10.50,1,85
09:02:38,471.0,471.5,471.5,10.50,1,86
09:02:40,471.0,471.5,471.5,10.50,1,87
09:02:50,471.0,471.5,471.5,10.50,3,90
09:02:50,471.0,472.0,471.5,10.50,1,91
09:02:55,471.0,471.5,471.5,10.50,1,92
09:03:00,471.0,471.5,471.5,10.50,1,93
09:03:02,471.0,472.0,472.0,11.00,2,95
09:03:06,471.0,472.0,471.0,10.00,1,96
09:03:25,471.5,472.0,471.5,10.50,1,97
09:03:42,471.5,472.0,471.5,10.50,1,98
09:03:43,471.5,472.0,472.0,11.00,1,99
09:03:47,471.5,472.0,472.0,11.00,3,102
09:03:47,471.5,472.0,472.0,11.00,1,103
09:03:57,472.0,472.5,472.0,11.00,2,105
09:04:02,471.5,472.0,471.5,10.50,1,106
09:04:03,471.0,472.0,472.0,11.00,1,107
09:04:23,471.0,472.0,471.0,10.00,1,108
09:04:23,471.0,472.0,471.0,10.00,2,110
09:04:30,470.0,471.5,471.0,10.00,1,111
09:04:38,470.5,471.0,470.5,9.50,1,112
09:04:41,470.5,471.0,470.5,9.50,1,113
09:04:44,470.0,470.5,470.5,9.50,1,114
09:04:46,470.0,471.0,470.0,9.00,1,115
09:04:49,470.0,471.0,470.0,9.00,1,116
09:04:58,469.0,470.0,469.0,8.00,3,119
09:05:18,469.0,470.0,469.0,8.00,1,120
09:05:31,468.5,469.0,468.5,7.50,1,121
09:05:46,468.0,469.0,468.0,7.00,1,122
09:05:46,468.0,469.0,468.0,7.00,1,123
09:05:46,468.0,469.0,467.0,6.00,3,126
09:05:52,466.5,469.0,467.0,6.00,1,127
09:05:52,466.5,467.0,467.0,6.00,2,129
09:05:53,467.0,468.5,468.5,7.50,3,132
09:06:13,467.5,469.0,467.5,6.50,4,136
09:06:20,467.0,468.5,468.5,7.50,1,137
09:06:35,467.5,468.5,468.5,7.50,1,138
09:06:51,467.5,468.5,468.5,7.50,1,139
09:06:51,467.5,468.5,468.5,7.50,1,140
09:07:02,468.5,469.0,469.0,8.00,1,141
09:07:16,468.5,469.0,468.5,7.50,1,142
09:07:17,467.5,469.0,467.5,6.50,1,143
09:07:20,467.5,469.0,467.5,6.50,1,144
09:07:21,467.0,467.5,467.5,6.50,1,145
09:07:39,468.0,468.5,468.0,7.00,1,146
09:07:45,467.5,468.0,468.0,7.00,1,147
09:07:51,467.5,468.0,468.0,7.00,1,148
09:07:55,467.5,468.0,468.0,7.00,1,149
09:07:58,468.0,469.0,468.0,7.00,1,150
09:08:15,468.0,468.5,468.5,7.50,1,151
09:08:34,468.5,469.0,468.5,7.50,1,152
09:08:34,468.5,469.0,468.5,7.50,1,153
09:08:36,468.0,469.0,469.0,8.00,1,154
09:09:00,468.5,469.0,469.0,8.00,1,155
09:09:03,468.5,469.0,469.0,8.00,1,156
09:09:09,468.5,469.0,469.0,8.00,5,161
09:09:14,469.0,470.0,470.0,9.00,5,166
09:09:14,469.5,470.0,470.0,9.00,2,168
09:09:39,470.5,471.0,470.5,9.50,1,169
09:09:43,470.0,471.0,470.5,9.50,1,170
09:09:45,470.0,471.0,470.5,9.50,1,171
09:09:48,470.0,471.0,470.5,9.50,1,172
09:09:54,470.0,470.5,470.5,9.50,1,173
09:09:57,470.0,470.5,470.5,9.50,1,174
09:10:34,470.5,471.0,470.5,9.50,6,180
09:10:35,470.0,471.0,470.0,9.00,1,181
09:10:39,470.0,471.0,470.0,9.00,2,183
09:10:40,470.0,471.0,470.0,9.00,1,184
09:10:42,470.0,471.0,470.0,9.00,1,185
09:10:42,470.0,471.0,470.0,9.00,1,186
09:10:45,469.5,470.5,470.0,9.00,1,187
09:10:51,470.0,470.5,470.0,9.00,1,188
09:11:29,469.5,470.0,470.0,9.00,5,193
09:11:30,469.5,470.0,469.5,8.50,1,194
09:11:32,469.5,470.0,469.5,8.50,1,195
09:11:32,469.5,470.0,469.5,8.50,1,196
09:12:17,469.5,470.0,469.5,8.50,1,197
09:12:40,469.5,470.0,469.5,8.50,1,198
09:12:41,469.5,470.0,469.5,8.50,1,199
09:14:21,469.0,469.5,469.0,8.00,1,200
09:14:21,469.0,469.5,469.0,8.00,1,201
09:15:01,468.5,469.0,469.0,8.00,1,202
09:16:06,468.5,469.0,469.0,8.00,1,203
09:16:06,468.5,469.0,468.5,7.50,1,204
09:16:29,468.0,468.5,468.5,7.50,1,205
09:16:34,468.0,469.0,469.0,8.00,1,206
09:17:14,468.0,469.0,469.0,8.00,1,207
09:17:30,468.5,469.5,469.0,8.00,1,208
09:17:49,468.5,469.5,469.5,8.50,3,211
09:17:49,468.5,469.5,469.5,8.50,2,213
09:17:51,469.0,470.0,469.0,8.00,1,214
09:17:51,468.5,469.0,469.0,8.00,1,215
09:17:52,469.0,470.0,469.0,8.00,1,216
09:18:40,468.5,469.0,469.0,8.00,1,217
09:18:59,469.0,469.5,469.0,8.00,1,218
09:19:30,469.0,469.5,469.0,8.00,1,219
09:20:31,468.5,469.0,469.0,8.00,1,220
09:21:23,469.0,469.5,469.0,8.00,1,221
