時間,買價,賣價,成交,漲跌,單量,累計
09:00:09,,,1850,0.00,69,69
09:00:10,1850,1855,1850,0.00,1,70
09:00:10,1850,1855,1850,0.00,1,71
09:00:10,1850,1855,1855,5.00,1,72
09:00:10,1850,1855,1855,5.00,2,74
09:00:11,1855,1860,1855,5.00,1,75
09:00:12,1855,1860,1855,5.00,1,76
09:00:12,1850,1855,1855,5.00,1,77
09:00:15,1855,1860,1860,10.00,1,78
09:00:15,1855,1860,1860,10.00,1,79
09:00:15,1855,1860,1860,10.00,1,80
09:00:15,1855,1865,1855,5.00,1,81
09:00:16,1855,1865,1865,15.00,1,82
09:00:19,1860,1865,1860,10.00,3,85
09:00:19,1855,1865,1855,5.00,1,86
09:00:19,1855,1865,1865,15.00,1,87
09:00:20,1855,1865,1865,15.00,1,88
09:00:20,1855,1865,1860,10.00,1,89
09:00:21,1855,1865,1860,10.00,1,90
09:00:22,1855,1865,1860,10.00,1,91
09:00:22,1855,1865,1865,15.00,1,92
09:00:23,1855,1865,1860,10.00,1,93
09:00:25,1855,1860,1860,10.00,1,94
09:00:25,1855,1860,1860,10.00,1,95
09:00:26,1855,1860,1855,5.00,1,96
09:00:26,1855,1860,1855,5.00,3,99
09:00:26,1855,1860,1855,5.00,10,109
09:00:26,1850,1860,1860,10.00,1,110
09:00:26,1850,1860,1855,5.00,1,111
09:00:27,1850,1855,1855,5.00,1,112
09:00:28,1850,1855,1855,5.00,1,113
09:00:28,1850,1855,1855,5.00,1,114
09:00:29,1850,1860,1860,10.00,1,115
09:00:30,1850,1860,1855,5.00,1,116
09:00:31,1850,1860,1855,5.00,1,117
09:00:31,1850,1860,1855,5.00,1,118
09:00:31,1855,1860,1855,5.00,1,119
09:00:32,1850,1855,1855,5.00,1,120
09:00:32,1850,1855,1855,5.00,1,121
09:00:33,1850,1860,1855,5.00,1,122
09:00:35,1850,1855,1855,5.00,1,123
09:00:36,1850,1855,1855,5.00,1,124
09:00:36,1850,1855,1850,0.00,2,126
09:00:36,1850,1855,1855,5.00,1,127
09:00:36,1850,1860,1855,5.00,1,128
09:00:37,1850,1860,1855,5.00,1,129
09:00:37,1855,1860,1855,5.00,1,130
09:00:38,1850,1860,1855,5.00,1,131
09:00:38,1850,1860,1855,5.00,1,132
09:00:40,1850,1855,1850,0.00,1,133
09:00:40,1850,1855,1850,0.00,1,134
09:00:41,1850,1855,1855,5.00,1,135
09:00:41,1850,1855,1855,5.00,3,138
09:00:42,1850,1860,1855,5.00,1,139
09:00:43,1850,1860,1860,10.00,1,140
09:00:45,1850,1860,1860,10.00,4,144
09:00:45,1850,1860,1860,10.00,3,147
09:00:45,1855,1860,1860,10.00,3,150
09:00:47,1855,1865,1855,5.00,1,151
09:00:50,1855,1865,1865,15.00,1,152
09:00:53,1855,1865,1860,10.00,2,154
09:00:56,1855,1860,1860,10.00,1,155
09:00:57,1855,1860,1860,10.00,1,156
09:00:58,1855,1860,1860,10.00,1,157
09:00:59,1855,1860,1860,10.00,1,158
09:00:59,1855,1860,1860,10.00,1,159
09:01:00,1855,1860,1860,10.00,1,160
09:01:00,1855,1865,1860,10.00,1,161
09:01:00,1855,1865,1865,15.00,1,162
09:01:01,1860,1865,1860,10.00,1,163
09:01:01,1860,1865,1860,10.00,2,165
09:01:02,1855,1865,1860,10.00,1,166
09:01:05,1860,1865,1860,10.00,3,169
09:01:06,1855,1860,1860,10.00,1,170
09:01:06,1855,1860,1860,10.00,1,171
09:01:06,1855,1860,1860,10.00,6,177
09:01:06,1860,1865,1860,10.00,2,179
09:01:06,1855,1865,1860,10.00,1,180
09:01:07,1855,1865,1860,10.00,1,181
09:01:07,1855,1865,1860,10.00,1,182
09:01:07,1855,1860,1860,10.00,1,183
09:01:07,1855,1865,1860,10.00,1,184
