時間,買價,賣價,成交,漲跌,單量,累計
09:00:00,,,1645,30.00,50,50
09:00:00,1635,1645,1645,30.00,2,52
09:00:02,1635,1645,1645,30.00,10,62
09:00:05,1635,1650,1645,30.00,1,63
09:00:08,1645,1650,1650,35.00,1,64
09:00:08,1645,1650,1650,35.00,1,65
09:00:08,1645,1650,1645,30.00,1,66
09:00:09,1645,1650,1645,30.00,1,67
09:00:10,1645,1650,1650,35.00,1,68
09:00:10,1645,1650,1650,35.00,1,69
09:00:11,1645,1650,1650,35.00,1,70
09:00:13,1645,1650,1645,30.00,1,71
09:00:13,1645,1650,1650,35.00,1,72
09:00:15,1645,1650,1650,35.00,1,73
09:00:15,1645,1650,1650,35.00,1,74
09:00:18,1645,1650,1650,35.00,2,76
09:00:18,1645,1650,1650,35.00,1,77
09:00:19,1645,1650,1650,35.00,1,78
09:00:20,1645,1650,1650,35.00,13,91
09:00:22,1650,1655,1650,35.00,1,92
09:00:22,1650,1655,1650,35.00,5,97
09:00:24,1650,1655,1650,35.00,1,98
09:00:25,1645,1655,1650,35.00,1,99
09:00:26,1645,1655,1650,35.00,1,100
09:00:28,1645,1650,1650,35.00,1,101
09:00:30,1645,1650,1650,35.00,1,102
09:00:30,1645,1655,1650,35.00,1,103
09:00:30,1650,1655,1650,35.00,1,104
09:00:31,1645,1655,1650,35.00,1,105
09:00:31,1650,1655,1650,35.00,1,106
09:00:32,1645,1655,1650,35.00,1,107
09:00:33,1645,1650,1650,35.00,1,108
09:00:34,1645,1650,1650,35.00,1,109
09:00:34,1645,1650,1650,35.00,1,110
09:00:34,1645,1650,1650,35.00,1,111
09:00:34,1645,1655,1650,35.00,1,112
09:00:41,1650,1655,1655,40.00,1,113
09:00:42,1650,1655,1655,40.00,1,114
09:00:42,1650,1655,1655,40.00,1,115
09:00:43,1650,1655,1650,35.00,1,116
09:00:45,1650,1655,1655,40.00,1,117
09:00:56,1650,1655,1655,40.00,1,118
09:00:56,1650,1655,1655,40.00,1,119
09:00:58,1650,1655,1655,40.00,1,120
09:01:00,1650,1655,1655,40.00,1,121
09:01:02,1650,1655,1655,40.00,1,122
09:01:02,1650,1655,1655,40.00,1,123
09:01:02,1650,1655,1655,40.00,1,124
09:01:04,1650,1655,1655,40.00,1,125
09:01:09,1650,1655,1655,40.00,1,126
09:01:11,1650,1655,1655,40.00,5,131
09:01:14,1650,1655,1650,35.00,3,134
09:01:17,1650,1655,1650,35.00,2,136
09:01:18,1650,1655,1650,35.00,2,138
09:01:18,1650,1655,1650,35.00,1,139
09:01:18,1650,1655,1650,35.00,2,141
09:01:18,1650,1655,1650,35.00,2,143
09:01:18,1650,1655,1650,35.00,2,145
09:01:18,1650,1655,1650,35.00,3,148
09:01:18,1650,1655,1650,35.00,1,149
09:01:18,1650,1655,1650,35.00,2,151
09:01:18,1650,1655,1650,35.00,10,161
09:01:18,1650,1655,1650,35.00,4,165
09:01:18,1650,1655,1650,35.00,3,168
09:01:20,1645,1650,1650,35.00,1,169
09:01:22,1645,1650,1650,35.00,1,170
09:01:24,1645,1650,1650,35.00,1,171
09:01:26,1645,1650,1650,35.00,1,172
09:01:27,1645,1650,1650,35.00,1,173
09:01:29,1645,1650,1650,35.00,1,174
09:01:29,1645,1650,1650,35.00,1,175
09:01:32,1645,1650,1645,30.00,1,176
09:01:38,1645,1650,1650,35.00,1,177
09:01:42,1645,1650,1645,30.00,1,178
09:01:43,1645,1650,1645,30.00,1,179
09:01:45,1645,1650,1645,30.00,1,180
09:01:47,1645,1650,1645,30.00,1,181
09:01:51,1645,1650,1645,30.00,1,182
09:01:55,1645,1650,1645,30.00,1,183
09:01:56,1645,1650,1645,30.00,1,184
09:01:56,1645,1650,1645,30.00,1,185
09:01:58,1645,1650,1645,30.00,1,186
09:01:59,1645,1650,1645,30.00,1,187
09:02:00,1645,1650,1645,30.00,1,188
09:02:02,1645,1650,1645,30.00,1,189
09:02:03,1645,1650,1645,30.00,1,190
09:02:04,1645,1650,1645,30.00,1,191
09:02:05,1645,1650,1650,35.00,1,192
09:02:05,1645,1650,1645,30.00,1,193
09:02:07,1645,1650,1645,30.00,1,194
09:02:09,1645,1650,1645,30.00,1,195
09:02:14,1645,1650,1645,30.00,1,196
09:02:15,1645,1650,1650,35.00,1,197
09:02:16,1645,1650,1645,30.00,3,200
09:02:16,1645,1650,1645,30.00,1,201
09:02:18,1645,1650,1650,35.00,1,202
09:02:19,1645,1650,1650,35.00,1,203
09:02:24,1645,1650,1650,35.00,1,204
09:02:35,1645,1650,1650,35.00,1,205
09:02:35,1645,1650,1650,35.00,1,206
09:02:36,1645,1650,1650,35.00,1,207
09:02:40,1645,1650,1645,30.00,1,208
09:02:40,1645,1650,1650,35.00,1,209
09:02:40,1645,1650,1650,35.00,2,211
09:02:40,1645,1650,1650,35.00,2,213
09:02:40,1645,1650,1650,35.00,4,217
09:02:40,1645,1650,1650,35.00,6,223
09:02:40,1645,1650,1650,35.00,3,226
09:02:40,1645,1650,1650,35.00,4,230
09:02:40,1645,1650,1650,35.00,22,252
09:02:40,1645,1650,1650,35.00,3,255
09:02:40,1645,1650,1650,35.00,10,265
09:02:40,1645,1650,1650,35.00,2,267
09:02:40,1645,1650,1650,35.00,10,277
09:02:40,1645,1655,1645,30.00,1,278
09:02:40,1645,1655,1645,30.00,1,279
09:02:51,1650,1655,1650,35.00,1,280
09:02:57,1650,1655,1655,40.00,2,282
09:02:59,1650,1655,1650,35.00,1,283
09:03:05,1650,1655,1655,40.00,1,284
09:03:05,1650,1655,1655,40.00,1,285
09:03:10,1650,1655,1655,40.00,1,286
09:03:10,1650,1655,1655,40.00,1,287
09:03:11,1650,1655,1655,40.00,1,288
09:03:13,1650,1655,1655,40.00,1,289
09:03:18,1650,1655,1655,40.00,1,290
09:03:21,1650,1655,1655,40.00,1,291
09:03:22,1650,1655,1655,40.00,1,292
09:03:22,1650,1655,1655,40.00,36,328
09:03:25,1655,1660,1655,40.00,1,329
09:03:25,1650,1660,1655,40.00,1,330
09:03:26,1650,1660,1655,40.00,1,331
09:03:26,1650,1660,1655,40.00,2,333
09:03:26,1650,1655,1655,40.00,1,334
09:03:26,1650,1655,1655,40.00,1,335
09:03:27,1650,1655,1655,40.00,10,345
09:03:28,1650,1655,1655,40.00,1,346
09:03:29,1650,1655,1655,40.00,1,347
09:03:30,1650,1655,1655,40.00,1,348
09:03:31,1650,1655,1655,40.00,5,353
09:03:31,1650,1655,1655,40.00,1,354
09:03:31,1650,1655,1655,40.00,1,355
09:03:34,1650,1655,1655,40.00,1,356
09:03:34,1650,1655,1655,40.00,1,357
09:03:34,1650,1655,1655,40.00,1,358
09:03:35,1650,1655,1655,40.00,1,359
09:03:36,1650,1655,1655,40.00,1,360
09:03:36,1650,1655,1655,40.00,1,361
09:03:37,1650,1655,1655,40.00,1,362
09:03:37,1650,1655,1655,40.00,1,363
09:03:37,1650,1655,1655,40.00,1,364
09:03:38,1650,1655,1655,40.00,1,365
09:03:39,1650,1655,1655,40.00,3,368
09:03:40,1650,1660,1655,40.00,1,369
09:03:40,1650,1655,1655,40.00,1,370
09:03:40,1655,1660,1655,40.00,9,379
09:03:40,1650,1655,1650,35.00,6,385
09:03:40,1650,1655,1655,40.00,1,386
09:03:41,1650,1655,1655,40.00,1,387
09:03:42,1650,1655,1655,40.00,1,388
09:03:43,1650,1655,1655,40.00,1,389
09:03:43,1650,1660,1655,40.00,1,390
09:03:46,1650,1655,1655,40.00,1,391
09:03:46,1650,1660,1655,40.00,1,392
09:03:47,1650,1660,1655,40.00,2,394
09:03:47,1650,1660,1650,35.00,36,430
09:03:47,1645,1650,1650,35.00,5,435
09:03:47,1645,1650,1645,30.00,1,436
09:03:47,1645,1650,1645,30.00,1,437
09:03:47,1645,1650,1645,30.00,1,438
09:03:47,1645,1650,1650,35.00,1,439
09:03:48,1645,1650,1650,35.00,1,440
09:03:51,1645,1650,1650,35.00,1,441
09:03:52,1645,1650,1650,35.00,1,442
09:03:55,1645,1650,1650,35.00,1,443
09:03:58,1645,1650,1650,35.00,1,444
09:03:58,1645,1650,1650,35.00,1,445
09:03:59,1645,1650,1650,35.00,2,447
09:03:59,1645,1650,1650,35.00,1,448
09:04:01,1645,1650,1650,35.00,1,449
09:04:02,1645,1650,1650,35.00,1,450
09:04:07,1645,1655,1650,35.00,1,451
09:04:09,1650,1655,1650,35.00,1,452
09:04:11,1650,1655,1650,35.00,1,453
09:04:15,1650,1655,1650,35.00,1,454
09:04:23,1650,1655,1650,35.00,5,459
09:04:29,1645,1650,1645,30.00,1,460
09:04:32,1645,1650,1650,35.00,1,461
09:04:33,1645,1650,1650,35.00,1,462
09:04:37,1645,1650,1650,35.00,1,463
09:04:43,1645,1650,1650,35.00,1,464
09:04:48,1645,1650,1650,35.00,1,465
09:04:48,1645,1650,1650,35.00,1,466
09:04:48,1645,1650,1650,35.00,1,467
09:05:00,1645,1650,1650,35.00,1,468
09:05:02,1645,1650,1645,30.00,1,469
09:05:02,1645,1650,1650,35.00,5,474
09:05:04,1645,1650,1650,35.00,1,475
09:05:07,1645,1650,1650,35.00,1,476
09:05:12,1645,1650,1645,30.00,1,477
09:05:24,1645,1650,1645,30.00,1,478
09:05:31,1645,1650,1645,30.00,1,479
09:05:32,1645,1650,1645,30.00,1,480
09:05:32,1645,1650,1645,30.00,1,481
09:05:32,1645,1650,1645,30.00,3,484
09:05:32,1645,1650,1645,30.00,20,504
09:05:32,1645,1650,1645,30.00,2,506
09:05:32,1645,1650,1645,30.00,19,525
09:05:33,1640,1645,1645,30.00,1,526
09:05:40,1640,1645,1640,25.00,2,528
09:05:42,1640,1645,1645,30.00,1,529
09:05:48,1640,1645,1640,25.00,10,539
09:05:48,1640,1645,1645,30.00,1,540
09:05:53,1640,1645,1645,30.00,1,541
09:06:11,1640,1645,1640,25.00,1,542
09:06:11,1640,1645,1640,25.00,1,543
09:06:31,1640,1645,1640,25.00,2,545
09:06:36,1640,1645,1640,25.00,1,546
09:07:12,1640,1645,1645,30.00,1,547
09:07:15,1640,1645,1645,30.00,1,548
09:07:16,1640,1645,1645,30.00,1,549
09:07:21,1640,1645,1645,30.00,1,550
09:07:25,1640,1645,1645,30.00,1,551
09:07:29,1640,1645,1645,30.00,5,556
09:07:29,1640,1645,1645,30.00,1,557
09:07:29,1640,1645,1645,30.00,1,558
09:07:29,1640,1645,1645,30.00,4,562
09:07:30,1640,1645,1645,30.00,1,563
09:07:30,1640,1645,1645,30.00,1,564
09:07:31,1640,1645,1645,30.00,1,565
09:07:46,1645,1650,1650,35.00,1,566
09:07:48,1645,1650,1650,35.00,1,567
09:08:00,1645,1650,1645,30.00,1,568
09:08:11,1645,1650,1645,30.00,4,572
09:08:12,1645,1650,1645,30.00,1,573
09:08:13,1645,1650,1645,30.00,2,575
09:08:14,1645,1650,1645,30.00,1,576
09:08:14,1645,1650,1645,30.00,1,577
09:08:32,1640,1645,1645,30.00,7,584
09:08:32,1645,1650,1645,30.00,2,586
09:08:36,1645,1650,1645,30.00,1,587
09:08:44,1640,1650,1645,30.00,1,588
09:08:47,1640,1650,1645,30.00,1,589
09:08:51,1640,1645,1645,30.00,1,590
09:09:00,1640,1645,1645,30.00,1,591
09:09:05,1640,1645,1645,30.00,1,592
09:09:06,1640,1645,1645,30.00,1,593
09:09:31,1645,1650,1645,30.00,3,596
09:09:36,1645,1650,1645,30.00,1,597
09:09:36,1645,1650,1645,30.00,2,599
09:09:36,1645,1650,1645,30.00,1,600
09:09:57,1640,1645,1645,30.00,5,605
09:10:14,1640,1645,1645,30.00,1,606
09:10:15,1640,1645,1645,30.00,1,607
09:10:17,1640,1645,1640,25.00,1,608
09:10:20,1640,1645,1645,30.00,1,609
09:10:26,1640,1645,1645,30.00,1,610
09:10:40,1640,1645,1645,30.00,1,611
09:10:48,1640,1645,1645,30.00,1,612
09:11:15,1640,1645,1645,30.00,1,613
09:11:17,1640,1645,1645,30.00,1,614
09:11:18,1640,1645,1640,25.00,1,615
09:11:19,1640,1645,1645,30.00,1,616
09:11:22,1640,1645,1645,30.00,5,621
09:11:25,1640,1645,1645,30.00,1,622
09:11:25,1640,1645,1645,30.00,2,624
09:11:41,1640,1650,1645,30.00,2,626
09:11:59,1645,1650,1645,30.00,1,627
09:12:01,1645,1650,1645,30.00,1,628
09:12:01,1645,1650,1645,30.00,1,629
09:12:03,1645,1650,1645,30.00,1,630
09:12:03,1645,1650,1645,30.00,1,631
09:12:09,1645,1650,1645,30.00,2,633
09:12:20,1645,1650,1645,30.00,1,634
09:12:21,1645,1650,1645,30.00,1,635
09:12:24,1645,1650,1645,30.00,1,636
09:12:24,1640,1650,1640,25.00,1,637
09:12:33,1640,1650,1640,25.00,10,647
09:12:33,1640,1650,1640,25.00,8,655
