時間,買價,賣價,成交,漲跌,單量,累計
09:00:07,,,468.5,6.50,24,24
09:00:12,468.5,469.0,469.0,7.00,1,25
09:00:13,468.5,469.0,468.5,6.50,1,26
09:00:16,468.5,469.0,469.0,7.00,3,29
09:00:16,468.5,469.0,469.0,7.00,1,30
09:00:16,468.5,469.0,469.0,7.00,1,31
09:00:25,468.5,469.0,469.0,7.00,1,32
09:00:35,469.0,469.5,469.5,7.50,1,33
09:00:36,469.0,469.5,469.5,7.50,1,34
09:00:39,469.0,469.5,469.5,7.50,1,35
09:00:41,469.0,470.0,469.5,7.50,1,36
09:00:42,469.0,470.0,470.0,8.00,1,37
09:00:43,469.0,470.0,470.0,8.00,1,38
09:00:46,469.0,470.0,470.0,8.00,1,39
09:00:47,469.0,470.0,470.0,8.00,1,40
09:00:47,469.0,470.0,470.0,8.00,1,41
09:00:48,469.0,470.0,470.0,8.00,1,42
09:00:48,470.0,471.0,470.0,8.00,1,43
09:00:48,469.0,471.0,470.0,8.00,1,44
09:00:48,469.0,471.0,471.0,9.00,1,45
09:00:48,469.0,471.0,469.5,7.50,1,46
09:00:49,469.0,471.0,470.0,8.00,1,47
09:00:49,470.0,471.0,470.0,8.00,1,48
09:00:51,469.5,471.0,469.5,7.50,1,49
09:00:53,469.0,471.0,470.0,8.00,1,50
09:00:58,469.0,470.0,469.0,7.00,1,51
09:00:59,468.5,470.0,468.5,6.50,1,52
09:01:14,469.0,470.0,469.5,7.50,1,53
09:01:14,469.0,470.0,469.5,7.50,1,54
09:01:23,469.5,470.0,470.0,8.00,1,55
09:01:23,469.5,470.0,470.0,8.00,6,61
09:01:26,470.0,471.0,470.0,8.00,1,62
09:01:26,470.0,471.0,470.0,8.00,2,64
09:01:37,470.5,471.0,470.5,8.50,1,65
09:01:39,470.0,471.0,470.0,8.00,1,66
09:01:42,470.5,471.0,470.5,8.50,1,67
09:01:50,470.5,471.0,470.5,8.50,1,68
09:01:53,470.0,470.5,470.0,8.00,2,70
09:01:55,470.0,470.5,470.0,8.00,1,71
09:01:59,470.0,470.5,470.0,8.00,1,72
09:02:03,469.5,470.0,469.5,7.50,1,73
09:02:05,469.5,470.0,470.0,8.00,1,74
09:02:11,469.5,470.0,470.0,8.00,1,75
09:02:20,469.5,470.0,470.0,8.00,1,76
09:02:20,469.5,470.0,470.0,8.00,5,81
09:02:23,469.5,470.5,469.5,7.50,1,82
09:02:24,470.0,470.5,470.0,8.00,1,83
09:02:25,470.0,470.5,470.0,8.00,1,84
09:02:27,470.0,470.5,470.0,8.00,1,85
09:02:30,470.0,470.5,470.5,8.50,2,87
09:02:34,470.5,471.0,470.5,8.50,1,88
09:02:34,470.0,471.0,470.0,8.00,1,89
09:02:38,470.5,471.0,470.5,8.50,1,90
09:02:40,470.5,471.0,470.5,8.50,1,91
09:02:42,470.5,471.0,470.5,8.50,1,92
09:02:42,470.0,471.0,470.5,8.50,1,93
09:02:55,470.5,471.0,470.5,8.50,1,94
09:02:55,470.5,471.0,471.0,9.00,2,96
09:03:00,470.5,471.0,471.0,9.00,1,97
09:03:00,470.5,471.0,471.0,9.00,5,102
09:03:03,471.0,471.5,471.5,9.50,2,104
09:03:04,471.0,471.5,471.5,9.50,3,107
09:03:04,471.0,471.5,471.5,9.50,2,109
09:03:05,471.0,472.0,471.5,9.50,1,110
09:03:06,471.0,472.0,471.0,9.00,1,111
09:03:09,471.0,472.0,471.0,9.00,1,112
09:03:10,470.5,472.0,470.5,8.50,1,113
09:03:10,470.0,472.0,471.0,9.00,2,115
09:03:21,470.5,471.0,470.5,8.50,2,117
09:03:24,470.0,471.0,471.0,9.00,1,118
09:03:28,470.0,471.0,470.0,8.00,1,119
09:03:29,470.0,471.0,471.0,9.00,1,120
09:03:29,470.5,471.0,470.5,8.50,1,121
09:03:37,470.0,470.5,470.0,8.00,1,122
09:03:40,470.0,471.0,470.0,8.00,1,123
09:03:44,470.0,470.5,470.5,8.50,1,124
09:03:54,470.5,471.0,470.5,8.50,1,125
09:04:02,470.0,470.5,470.5,8.50,4,129
09:04:05,470.5,471.0,470.5,8.50,1,130
09:04:14,470.5,471.0,470.5,8.50,1,131
09:04:25,470.5,471.0,470.5,8.50,2,133
09:04:30,470.5,471.0,470.5,8.50,1,134
09:04:30,470.0,470.5,470.5,8.50,1,135
09:04:41,470.0,470.5,470.5,8.50,2,137
09:04:44,470.0,471.0,471.0,9.00,3,140
09:04:44,470.5,471.0,471.0,9.00,3,143
09:04:44,470.5,471.5,471.5,9.50,1,144
09:04:49,471.0,471.5,471.5,9.50,3,147
09:04:49,471.0,471.5,471.5,9.50,1,148
09:04:50,471.5,472.0,471.5,9.50,1,149
09:04:55,471.5,472.0,471.5,9.50,2,151
09:04:58,471.5,472.0,471.5,9.50,2,153
09:05:10,470.5,471.5,470.5,8.50,1,154
09:05:16,470.5,471.5,471.0,9.00,1,155
09:05:28,471.0,471.5,471.5,9.50,1,156
