時間,買價,賣價,成交,漲跌,單量,累計
09:00:17,,,1785,35.00,60,60
09:00:20,1785,1790,1785,35.00,4,64
09:00:23,1785,1790,1785,35.00,1,65
09:00:24,1785,1790,1785,35.00,2,67
09:00:25,1785,1790,1790,40.00,1,68
09:00:25,1785,1790,1785,35.00,3,71
09:00:25,1780,1785,1785,35.00,4,75
09:00:27,1780,1790,1785,35.00,1,76
09:00:29,1785,1790,1785,35.00,1,77
09:00:30,1785,1790,1785,35.00,1,78
09:00:30,1785,1790,1785,35.00,7,85
09:00:31,1785,1790,1785,35.00,1,86
09:00:32,1785,1790,1785,35.00,1,87
09:00:32,1785,1790,1785,35.00,2,89
09:00:32,1780,1785,1785,35.00,3,92
09:00:32,1780,1790,1785,35.00,1,93
09:00:35,1785,1790,1785,35.00,1,94
09:00:38,1785,1790,1785,35.00,6,100
09:00:39,1785,1790,1790,40.00,1,101
09:00:40,1785,1790,1785,35.00,2,103
09:00:41,1785,1790,1790,40.00,1,104
09:00:43,1785,1790,1785,35.00,1,105
09:00:44,1785,1790,1790,40.00,1,106
09:00:47,1785,1790,1785,35.00,1,107
09:00:48,1785,1790,1790,40.00,1,108
09:00:49,1785,1790,1785,35.00,1,109
09:00:50,1785,1790,1790,40.00,1,110
09:00:52,1785,1790,1790,40.00,1,111
09:00:52,1785,1790,1790,40.00,1,112
09:00:53,1785,1790,1790,40.00,1,113
09:00:54,1785,1790,1790,40.00,1,114
09:00:56,1785,1790,1790,40.00,1,115
09:00:56,1785,1790,1790,40.00,1,116
09:00:57,1785,1790,1790,40.00,2,118
09:00:57,1785,1790,1790,40.00,1,119
09:00:58,1785,1790,1790,40.00,1,120
09:00:58,1785,1790,1790,40.00,1,121
09:00:58,1785,1790,1790,40.00,1,122
09:00:58,1785,1790,1790,40.00,12,134
09:01:01,1790,1795,1790,40.00,3,137
09:01:02,1790,1795,1795,45.00,1,138
09:01:04,1790,1795,1790,40.00,1,139
09:01:04,1790,1795,1795,45.00,1,140
09:01:06,1790,1795,1795,45.00,1,141
09:01:06,1790,1795,1795,45.00,1,142
09:01:06,1790,1795,1795,45.00,1,143
09:01:06,1790,1795,1795,45.00,1,144
09:01:07,1790,1795,1795,45.00,2,146
09:01:07,1790,1795,1795,45.00,1,147
09:01:07,1790,1795,1795,45.00,1,148
09:01:08,1790,1795,1795,45.00,1,149
09:01:08,1790,1795,1795,45.00,1,150
09:01:08,1790,1795,1795,45.00,1,151
09:01:08,1790,1795,1795,45.00,1,152
09:01:08,1790,1795,1795,45.00,1,153
09:01:08,1790,1795,1795,45.00,1,154
09:01:09,1790,1795,1795,45.00,1,155
09:01:09,1790,1795,1795,45.00,1,156
09:01:09,1790,1800,1795,45.00,1,157
09:01:10,1790,1800,1795,45.00,1,158
09:01:11,1790,1800,1795,45.00,1,159
09:01:11,1790,1800,1795,45.00,1,160
09:01:11,1790,1795,1795,45.00,1,161
09:01:11,1790,1795,1795,45.00,1,162
09:01:11,1790,1795,1795,45.00,1,163
09:01:11,1790,1800,1795,45.00,1,164
09:01:11,1790,1800,1800,50.00,1,165
09:01:12,1790,1800,1795,45.00,2,167
09:01:12,1795,1800,1795,45.00,2,169
09:01:12,1790,1800,1795,45.00,2,171
09:01:12,1790,1800,1795,45.00,1,172
09:01:12,1790,1800,1795,45.00,1,173
09:01:12,1790,1800,1795,45.00,1,174
09:01:12,1790,1795,1795,45.00,1,175
09:01:12,1790,1795,1795,45.00,1,176
09:01:13,1790,1795,1795,45.00,1,177
09:01:13,1790,1800,1795,45.00,1,178
09:01:13,1790,1800,1800,50.00,1,179
09:01:13,1790,1800,1795,45.00,1,180
09:01:14,1790,1800,1795,45.00,1,181
09:01:17,1790,1795,1795,45.00,2,183
09:01:17,1790,1795,1795,45.00,1,184
09:01:17,1795,1800,1795,45.00,1,185
09:01:17,1790,1800,1795,45.00,1,186
09:01:19,1790,1800,1795,45.00,1,187
09:01:21,1790,1795,1795,45.00,1,188
09:01:21,1790,1795,1795,45.00,1,189
09:01:21,1790,1795,1795,45.00,2,191
09:01:22,1790,1800,1795,45.00,9,200
09:01:22,1795,1800,1795,45.00,1,201
09:01:22,1790,1800,1795,45.00,1,202
09:01:22,1795,1800,1795,45.00,1,203
09:01:22,1790,1795,1795,45.00,1,204
09:01:23,1790,1795,1795,45.00,1,205
