時間,買價,賣價,成交,漲跌,單量,累計
09:00:18,,,2120,-10.00,100,100
09:00:18,2115,2120,2120,-10.00,1,101
09:00:18,2115,2120,2120,-10.00,1,102
09:00:22,2115,2120,2115,-15.00,1,103
09:00:22,2110,2120,2110,-20.00,6,109
09:00:22,2105,2120,2120,-10.00,2,111
09:00:24,2105,2120,2120,-10.00,1,112
09:00:26,2105,2120,2120,-10.00,1,113
09:00:27,2105,2120,2120,-10.00,1,114
09:00:27,2105,2120,2125,-5.00,1,115
09:00:29,2105,2120,2120,-10.00,1,116
09:00:30,2105,2125,2125,-5.00,2,118
09:00:36,2120,2125,2125,-5.00,1,119
09:00:36,2120,2130,2130,0.00,1,120
09:00:37,2120,2130,2120,-10.00,1,121
09:00:39,2125,2130,2130,0.00,1,122
09:00:40,2125,2130,2130,0.00,7,129
09:00:40,2130,2135,2130,0.00,3,132
09:00:41,2125,2135,2135,5.00,1,133
09:00:41,2130,2135,2130,0.00,1,134
09:00:42,2130,2135,2130,0.00,8,142
09:00:44,2125,2130,2130,0.00,1,143
09:00:44,2125,2130,2130,0.00,1,144
09:00:44,2125,2135,2135,5.00,1,145
09:00:48,2130,2140,2135,5.00,1,146
09:00:49,2135,2140,2140,10.00,1,147
09:00:49,2135,2140,2135,5.00,1,148
09:00:50,2130,2140,2135,5.00,2,150
09:00:51,2130,2140,2130,0.00,1,151
09:00:51,2130,2140,2135,5.00,2,153
09:00:52,2130,2140,2135,5.00,1,154
09:00:53,2130,2135,2135,5.00,1,155
09:00:53,2130,2140,2130,0.00,11,166
09:00:53,2125,2140,2140,10.00,1,167
09:00:53,2125,2140,2130,0.00,1,168
09:00:55,2125,2140,2135,5.00,1,169
09:00:55,2125,2135,2125,-5.00,5,174
09:00:57,2120,2135,2125,-5.00,1,175
09:00:57,2120,2135,2135,5.00,1,176
09:00:57,2120,2135,2135,5.00,1,177
09:00:58,2120,2140,2130,0.00,1,178
09:01:00,2120,2140,2130,0.00,1,179
09:01:00,2120,2140,2135,5.00,1,180
09:01:02,2125,2140,2125,-5.00,1,181
09:01:03,2120,2135,2135,5.00,1,182
09:01:04,2125,2135,2135,5.00,1,183
09:01:04,2125,2140,2130,0.00,1,184
09:01:04,2125,2140,2125,-5.00,4,188
09:01:05,2120,2135,2125,-5.00,1,189
09:01:05,2125,2135,2125,-5.00,1,190
09:01:06,2120,2130,2125,-5.00,1,191
09:01:08,2120,2130,2120,-10.00,8,199
09:01:08,2115,2130,2125,-5.00,1,200
09:01:09,2115,2125,2125,-5.00,1,201
09:01:10,2115,2130,2125,-5.00,1,202
09:01:11,2115,2130,2125,-5.00,1,203
09:01:16,2120,2130,2120,-10.00,1,204
09:01:16,2120,2125,2120,-10.00,1,205
09:01:16,2115,2125,2120,-10.00,1,206
09:01:17,2115,2125,2125,-5.00,1,207
09:01:17,2115,2125,2125,-5.00,1,208
09:01:22,2115,2120,2115,-15.00,5,213
09:01:22,2115,2120,2115,-15.00,1,214
09:01:22,2110,2120,2110,-20.00,6,220
09:01:22,2110,2115,2110,-20.00,3,223
09:01:24,2105,2115,2105,-25.00,3,226
09:01:29,2105,2115,2105,-25.00,1,227
09:01:30,2105,2115,2105,-25.00,4,231
09:01:34,2100,2105,2100,-30.00,1,232
09:01:34,2100,2105,2100,-30.00,5,237
09:01:34,2100,2105,2100,-30.00,1,238
09:01:34,2100,2105,2100,-30.00,1,239
09:01:34,2100,2105,2100,-30.00,8,247
09:01:34,2095,2105,2095,-35.00,1,248
09:01:38,2095,2105,2095,-35.00,1,249
09:01:41,2090,2095,2090,-40.00,1,250
09:01:42,2090,2095,2095,-35.00,1,251
09:01:42,2090,2095,2090,-40.00,1,252
