"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","4.34B","-11.9%","673.67M","3.02B","-2.34B","363","412"
"QQQ","","2.46B","11.29%","572.16M","1.76B","-1.19B","137","212"
"IWM","","845.13M","3.14%","238.89M","569.27M","-330.38M","46","41"
"IVV","","546.45M","151.36%","59.41M","435.05M","-375.64M","36","79"
"GOOGL","","536.86M","314.11%","536.86M","0","536.86M","7","0"
"IWD","","466.44M","486.87%","423.67M","13.0M","410.67M","37","75"
"IWY","","419.12M","5826.98%","26.57M","370.88M","-344.32M","4","31"
"BRK/B","","342.92M","43.62%","50.83M","270.91M","-220.08M","11","99"
"META","","334.45M","5.21%","187.44M","147.01M","40.43M","5","1"
"BIL","","321.79M","-12.62%","108.35M","69.54M","38.81M","0","282"
"TQQQ","","306.89M","-27.43%","88.86M","105.71M","-16.86M","152","422"
"MUB","","286.34M","-40.91%","37.49M","211.7M","-174.21M","14","114"
"NVDA","","255.49M","32.27%","102.4M","153.1M","-50.7M","4","2"
"EFA","","243.37M","15.2%","44.81M","188.37M","-143.56M","5","75"
"AMD","","213.04M","-16.41%","196.22M","6.36M","189.86M","12","5"
"MSFT","","187.02M","95.23%","133.38M","53.64M","79.73M","3","0"
"USFR","","184.78M","214.93%","128.68M","13.09M","115.6M","0","127"
"ACWI","","180.01M","87.02%","14.37M","95.64M","-81.27M","4","22"
"TSLA","","179.27M","-28.96%","148.36M","15.91M","132.44M","5","3"
"PFE","","175.45M","91.5%","145.83M","16.1M","129.73M","6","8"
"AAPL","","170.62M","-33.29%","81.97M","88.65M","-6.68M","4","0"
"CTSH","","169.85M","653.66%","167.4M","0","167.4M","0","10"
"SQQQ","","164.54M","-35.14%","58.62M","51.94M","6.68M","42","276"
"NFLX","","163.96M","12.03%","143.51M","18.64M","124.87M","3","15"
"MS","","153.23M","81.32%","135.47M","16.47M","119.0M","1","11"
"TJX","","151.91M","447.41%","149.66M","2.25M","147.41M","1","6"
"IWB","","150.82M","897.3%","106.9M","19.87M","87.03M","25","111"
"VOO","","141.98M","-38.5%","70.08M","31.63M","38.45M","40","89"
"VMW","","137.9M","-29.73%","89.22M","12.83M","76.39M","2","11"
"VGLT","","137.74M","276.71%","124.0M","11.23M","112.78M","2","16"
"SJNK","","135.59M","3336.11%","4.91M","685.33K","4.22M","0","8"
"VTV","","135.2M","95.9%","35.16M","30.7M","4.45M","27","64"
"BABA","","134.9M","13.84%","0","134.9M","-134.9M","0","3"
"PGR","","132.65M","240.83%","59.86M","69.41M","-9.55M","3","7"
"ASML","","132.15M","163.54%","15.3M","99.01M","-83.71M","13","3"
"LRCX","","131.78M","288.32%","34.94M","96.84M","-61.9M","3","7"
"AVGO","","129.57M","7.27%","129.57M","0","129.57M","2","4"
"TLH","","128.81M","113.93%","24.85M","97.99M","-73.14M","3","19"
"NKE","","128.78M","309.95%","1.88M","122.75M","-120.87M","2","11"
"LULU","","128.59M","681.31%","56.03M","52.21M","3.83M","35","120"
"RVMD","","126.57M","1335.51%","5.68M","111.38M","-105.7M","10","27"
"DIS","","123.93M","-12.31%","99.23M","14.26M","84.97M","3","8"
"ORCL","","122.94M","61.05%","7.59M","110.56M","-102.97M","1","4"
"PYPL","","121.66M","318.58%","3.94M","81.84M","-77.9M","6","26"
"SPTS","","119.45M","486.36%","945.48K","117.03M","-116.09M","0","9"
"V","","116.18M","313.74%","0","116.18M","-116.18M","0","2"
"AMZN","","116.01M","-29.14%","17.26M","98.76M","-81.5M","2","1"
"SPTL","","114.56M","27.69%","100.99M","6.35M","94.63M","1","21"
"C","","113.84M","-15.77%","102.76M","5.76M","96.99M","8","10"
"VTEB","","112.82M","-61.01%","19.17M","49.5M","-30.32M","7","95"
"AXP","","112.26M","31.77%","3.21M","105.84M","-102.63M","1","9"
"BND","","111.62M","-60.82%","35.73M","13.35M","22.38M","1","97"
"CVX","","110.14M","-44.74%","106.43M","3.7M","102.73M","0","4"
"VCIT","","109.02M","99.8%","18.73M","79.64M","-60.9M","8","53"
"AGG","","108.0M","-67.67%","13.83M","55.73M","-41.9M","3","114"
"VRTX","","106.78M","147.01%","25.01M","7.13M","17.87M","7","8"
"VTI","","105.37M","3.55%","39.4M","18.45M","20.95M","26","104"
"DELL","","102.5M","90.06%","99.6M","1.92M","97.68M","7","11"
"UPS","","100.28M","30.46%","0","91.2M","-91.2M","0","7"
"ADI","","99.28M","116.91%","23.47M","74.07M","-50.61M","2","8"
"MO","","98.84M","1058.37%","95.77M","874.55K","94.9M","1","7"
"TXN","","97.98M","87.83%","85.71M","7.87M","77.85M","0","7"
"VCSH","","96.54M","158.26%","8.31M","72.18M","-63.87M","0","45"
"INTC","","96.2M","138.98%","4.85M","87.2M","-82.35M","5","4"
"VEA","","95.81M","22.28%","21.36M","55.49M","-34.12M","4","71"
"DG","","95.09M","106.95%","12.99M","67.84M","-54.85M","24","44"
"ON","","94.12M","107.26%","56.04M","34.13M","21.9M","12","17"
"EMB","","93.89M","-20.91%","68.94M","19.72M","49.22M","2","26"
"IEFA","","93.7M","59.22%","20.82M","45.57M","-24.75M","2","80"
"AMAT","","93.02M","141.04%","69.15M","11.63M","57.51M","4","12"
"PDD","","92.22M","16.12%","23.34M","64.33M","-40.99M","6","5"
"BAC","","87.55M","39.5%","42.22M","34.56M","7.66M","8","6"
"XOM","","84.31M","-78.43%","26.79M","26.76M","39.82K","4","3"
"XLRE","","84.13M","1399.03%","81.49M","1.01M","80.47M","4","7"
"VEU","","82.79M","239.9%","9.3M","64.15M","-54.84M","1","29"
"ICF","","80.78M","8549.01%","1.35M","78.65M","-77.3M","1","5"
"ISRG","","80.3M","49.98%","65.64M","5.38M","60.26M","2","11"
"NSC","","80.28M","92.8%","79.73M","550.38K","79.18M","0","15"
"JPM","","78.86M","-55.31%","63.2M","15.67M","47.53M","0","3"
"DEO","","78.2M","342.78%","78.2M","0","78.2M","1","1"
"ASND","","77.76M","3999.8%","76.2M","612.77K","75.59M","0","6"
"SHV","","77.7M","-21.84%","17.12M","28.22M","-11.1M","0","60"
"SMCI","","76.57M","-47.09%","29.84M","38.13M","-8.3M","18","117"
"NXPI","","75.72M","231.2%","12.36M","60.43M","-48.07M","1","8"
"ELV","","75.56M","175.03%","7.36M","57.47M","-50.11M","6","22"
"KLAC","","73.07M","231.73%","24.41M","48.65M","-24.24M","6","5"
"UNH","","72.1M","-5.62%","23.7M","42.87M","-19.17M","2","4"
"RSP","","70.35M","-26.42%","41.88M","12.0M","29.89M","28","54"
"PXD","","68.22M","-75.33%","37.12M","25.85M","11.27M","8","21"
"IJR","","67.75M","57.6%","14.67M","39.31M","-24.64M","11","44"
"ILMN","","67.37M","796.03%","34.81M","10.81M","24.0M","5","36"
"RIO","","65.85M","527.39%","25.11M","40.74M","-15.62M","11","3"
"MCHP","","64.21M","389.35%","57.16M","1.78M","55.38M","7","14"
"CL","","63.89M","113.41%","10.79M","42.21M","-31.42M","2","7"
"COIN","","63.28M","127.87%","15.87M","39.02M","-23.15M","26","49"
"EWZ","","63.15M","-17.53%","24.76M","27.11M","-2.35M","3","48"
"VUG","","61.34M","22.35%","18.02M","32.12M","-14.1M","4","55"
"QCOM","","61.23M","174.82%","7.89M","46.69M","-38.8M","2","5"
"SGEN","","61.11M","14.22%","1.01M","56.99M","-55.98M","2","14"
"HDV","","60.99M","1368.01%","57.01M","676.38K","56.33M","3","11"
"HUM","","59.71M","-33.54%","21.85M","37.87M","-16.02M","2","6"
"WST","","58.91M","653.05%","1.1M","57.81M","-56.71M","0","4"
"NEE","","57.86M","-51.13%","15.75M","33.82M","-18.07M","8","16"
"CCI","","57.54M","79.73%","30.56M","22.02M","8.55M","13","19"
"MU","","57.5M","107.64%","3.8M","51.1M","-47.3M","3","4"
"EWJ","","57.04M","168.59%","7.43M","47.12M","-39.69M","5","10"
"IWS","","56.3M","789.42%","1.99M","886.63K","1.1M","2","5"
"FMX","","56.28M","615.62%","2.67M","50.95M","-48.28M","0","4"
"IGSB","","55.92M","-75.82%","46.94M","1.4M","45.54M","1","18"
"VICI","","55.75M","47.32%","54.85M","900.81K","53.95M","2","7"
"FIXD","","55.66M","435.31%","15.59M","3.39M","12.2M","2","11"
"IJH","","55.12M","-19.0%","11.59M","32.28M","-20.68M","3","30"
"CMCSA","","54.51M","60.39%","5.83M","48.67M","-42.84M","4","0"
"KVUE","","53.52M","28.57%","7.13M","33.25M","-26.13M","5","38"
"TFC","","53.46M","49.65%","22.22M","10.42M","11.8M","14","37"
"NU","","52.94M","115.5%","26.57M","23.16M","3.42M","3","31"
"CDNS","","52.77M","99.08%","36.09M","9.68M","26.42M","2","18"
"LLY","","52.53M","1.78%","20.38M","32.16M","-11.78M","1","1"
"IWN","","52.53M","167.56%","45.12M","2.06M","43.06M","4","16"
"XBI","","51.9M","-11.17%","14.47M","30.26M","-15.79M","17","41"
"MRVL","","51.87M","90.11%","3.01M","46.98M","-43.97M","4","4"
"CPT","","50.85M","511.26%","50.37M","0","50.37M","0","2"
"HDB","","50.5M","0%","5.33M","45.17M","-39.84M","2","4"
"FNV","","49.51M","939.44%","47.86M","1.65M","46.21M","0","3"
"PBR","","49.05M","97.79%","23.15M","24.78M","-1.63M","7","7"
"DVN","","48.62M","161.8%","32.38M","9.47M","22.91M","12","27"
"SCHW","","48.35M","68.25%","35.62M","10.07M","25.55M","5","10"
"UBER","","47.91M","-2.53%","0","31.54M","-31.54M","2","13"
"ULTA","","47.34M","81.33%","2.86M","22.41M","-19.55M","2","17"
"PM","","47.28M","68.56%","0","47.28M","-47.28M","0","3"
"GILD","","46.92M","127.53%","46.92M","0","46.92M","6","0"
"CLVT","","46.63M","705.46%","0","45.91M","-45.91M","1","2"
"TGT","","46.27M","-48.24%","3.12M","42.36M","-39.23M","2","5"
"GMAB","","46.19M","537.89%","18.91M","19.66M","-746.07K","3","11"
"AMP","","45.84M","1031.94%","45.84M","0","45.84M","0","6"
"DUK","","45.65M","16.88%","42.47M","1.58M","40.89M","1","8"
"SCHX","","45.52M","36.91%","32.67M","8.23M","24.44M","0","38"
"MRK","","45.45M","17.14%","31.31M","14.14M","17.18M","0","3"
"KHC","","45.24M","96.03%","2.01M","6.12M","-4.11M","5","12"
"GOVT","","44.87M","-28.49%","18.26M","18.06M","199.37K","0","43"
"CI","","44.85M","139.54%","15.03M","23.04M","-8.01M","2","7"
"CCL","","44.83M","125.31%","14.83M","1.66M","13.17M","1","21"
"PBR/A","","44.4M","68.63%","27.52M","14.76M","12.76M","1","11"
"EL","","44.25M","387.33%","8.38M","32.07M","-23.69M","5","13"
"TER","","44.18M","228.84%","24.22M","19.95M","4.27M","0","5"
"IEMG","","44.16M","-67.78%","7.11M","19.72M","-12.61M","1","49"
"WM","","44.08M","274.36%","41.47M","2.62M","38.85M","1","5"
"VWO","","43.87M","-33.62%","9.96M","11.91M","-1.95M","2","59"
"SCZ","","43.77M","1743.97%","38.96M","2.45M","36.51M","1","4"
"USO","","43.71M","14.67%","20.47M","10.6M","9.87M","11","34"
"SOXL","","43.71M","-32.86%","13.29M","16.27M","-2.98M","23","74"
"NOW","","43.02M","156.19%","6.57M","36.45M","-29.87M","2","6"
"JPST","","42.89M","16.34%","7.38M","14.82M","-7.44M","0","56"
"SO","","42.74M","19.0%","38.64M","3.23M","35.41M","1","8"
"CAR","","42.68M","1021.11%","42.38M","0","42.38M","0","6"
"IWO","","42.16M","565.92%","31.49M","9.6M","21.89M","2","13"
"SNAP","","42.06M","14.0%","32.5M","4.21M","28.29M","9","21"
"TSM","","42.06M","0%","0","42.06M","-42.06M","1","0"
"BIIB","","41.11M","13.63%","39.61M","531.39K","39.08M","0","10"
"NOC","","41.1M","25.13%","14.64M","882.28K","13.76M","1","12"
"RMD","","40.92M","644.33%","34.47M","505.33K","33.96M","0","9"
"KRE","","40.67M","-3.45%","14.49M","19.46M","-4.97M","8","26"
"PODD","","40.12M","-15.59%","35.21M","2.29M","32.92M","1","17"
"EW","","39.81M","14.4%","3.08M","28.27M","-25.19M","5","17"
"TRU","","39.78M","737.79%","5.38M","3.38M","2.0M","0","14"
"BSV","","39.55M","-35.71%","5.8M","18.75M","-12.95M","1","37"
"MBB","","39.44M","-54.76%","14.98M","16.38M","-1.41M","1","38"
