"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","7.7B","59.51%","3.29B","3.91B","-617.02M","350","558"
"JNJ","","6.39B","52.47%","2.72B","3.53B","-807.48M","66","29"
"QQQ","","4.75B","7.34%","1.63B","2.23B","-594.24M","390","794"
"MSFT","","961.05M","22.71%","492.64M","468.42M","24.22M","2","3"
"IWM","","931.51M","46.31%","411.74M","449.77M","-38.02M","38","78"
"NVDA","","786.95M","81.07%","13.23M","773.72M","-760.49M","4","3"
"AAPL","","705.83M","74.47%","482.98M","222.85M","260.12M","4","0"
"GS","","679.87M","3600.38%","645.14M","34.73M","610.41M","4","5"
"TQQQ","","584.44M","28.33%","197.11M","185.31M","11.8M","147","800"
"JNK","","522.74M","471.8%","288.64M","226.46M","62.18M","6","49"
"META","","488.81M","196.2%","414.89M","73.91M","340.98M","8","2"
"SQQQ","","404.74M","13.39%","94.05M","162.3M","-68.25M","47","614"
"EWZ","","400.2M","729.69%","231.89M","145.55M","86.34M","9","57"
"KVUE","","364.49M","22.36%","227.96M","73.88M","154.08M","35","130"
"BIL","","351.42M","63.26%","206.89M","46.57M","160.33M","0","217"
"TJX","","344.2M","147.65%","85.2M","220.88M","-135.68M","15","24"
"TSLA","","337.64M","38.81%","117.74M","173.88M","-56.14M","10","10"
"GOOGL","","332.13M","29.95%","255.84M","76.29M","179.55M","7","0"
"AKAM","","327.08M","1173.88%","206.22M","51.1M","155.12M","28","144"
"XOM","","313.36M","23.65%","313.36M","0","313.36M","5","2"
"PG","","298.73M","6.14%","168.56M","96.4M","72.17M","1","12"
"STIP","","268.09M","1259.89%","0","260.38M","-260.38M","1","17"
"BRK/B","","223.76M","-27.22%","161.4M","49.33M","112.08M","16","72"
"CVX","","196.65M","-19.14%","3.43M","34.64M","-31.21M","1","4"
"TGT","","196.25M","18.29%","134.49M","45.25M","89.24M","37","81"
"JEPI","","185.0M","507.66%","8.8M","159.97M","-151.16M","8","60"
"MRK","","182.94M","-14.03%","178.77M","4.17M","174.61M","3","6"
"PFE","","176.83M","34.63%","35.2M","0","35.2M","3","3"
"IVV","","176.36M","-65.07%","94.87M","36.89M","57.99M","21","89"
"LLY","","172.7M","-49.06%","43.38M","120.96M","-77.58M","1","4"
"SE","","169.92M","62.47%","55.41M","58.5M","-3.1M","48","126"
"HUM","","160.56M","100.87%","1.44M","110.39M","-108.94M","0","20"
"ADBE","","158.61M","153.52%","27.86M","121.14M","-93.28M","1","10"
"MGA","","151.92M","4408.56%","663.28K","150.32M","-149.66M","3","4"
"USHY","","147.53M","152.21%","104.99M","40.75M","64.24M","0","34"
"VOO","","144.43M","-59.09%","42.76M","51.2M","-8.45M","26","103"
"ANET","","142.63M","597.15%","15.19M","95.22M","-80.04M","5","25"
"C","","142.41M","-1.46%","87.33M","27.55M","59.79M","7","9"
"ORCL","","142.4M","13.27%","26.2M","93.07M","-66.86M","2","8"
"AON","","139.35M","333.62%","9.3M","95.26M","-85.96M","0","14"
"DIS","","138.67M","-32.31%","128.95M","3.56M","125.39M","4","5"
"DLR","","132.92M","1795.53%","0","118.53M","-118.53M","3","18"
"RSP","","132.03M","102.33%","49.97M","60.19M","-10.22M","21","60"
"AMD","","128.4M","-0.84%","78.0M","50.4M","27.59M","12","14"
"LIN","","127.68M","29.68%","51.03M","7.63M","43.39M","0","5"
"AYX","","126.61M","1389.74%","80.13M","46.48M","33.66M","4","3"
"ABC","","121.86M","63.32%","110.18M","4.27M","105.91M","4","12"
"AGG","","118.45M","-42.2%","42.88M","24.62M","18.25M","5","139"
"YUM","","117.92M","148.82%","21.89M","96.03M","-74.14M","0","15"
"BMY","","114.02M","-65.52%","100.43M","12.15M","88.28M","0","5"
