"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","21.49B","87.57%","17.52B","3.49B","14.03B","399","531"
"TSLA","","6.0B","-6.4%","1.81B","2.1B","-288.6M","2588","8859"
"QQQ","","4.69B","89.12%","2.22B","978.83M","1.24B","115","219"
"NVDA","","3.97B","55.81%","1.33B","1.53B","-203.29M","605","3891"
"IWM","","2.79B","135.34%","1.01B","1.68B","-671.97M","83","152"
"AMD","","1.78B","32.64%","352.6M","573.76M","-221.16M","888","2636"
"AAPL","","1.23B","12.33%","314.4M","572.86M","-258.46M","277","997"
"AMZN","","1.11B","71.18%","669.2M","147.07M","522.12M","192","761"
"HYG","","1.08B","180.42%","444.13M","341.37M","102.76M","21","253"
"META","","1.04B","41.36%","313.19M","495.74M","-182.54M","91","609"
"HD","","936.0M","1487.92%","924.62M","6.7M","917.92M","12","24"
"MSFT","","841.67M","-6.3%","131.49M","461.04M","-329.55M","198","719"
"TLT","","678.76M","77.61%","210.21M","296.82M","-86.61M","39","284"
"EEM","","596.59M","154.58%","151.96M","438.02M","-286.05M","7","90"
"BRK/B","","481.25M","76.63%","43.0M","427.19M","-384.19M","13","76"
"XOM","","464.64M","-1.65%","15.59M","416.37M","-400.78M","30","121"
"TQQQ","","411.77M","36.06%","84.45M","137.33M","-52.88M","131","696"
"EFA","","378.19M","80.93%","337.88M","27.14M","310.75M","6","95"
"LTHM","","356.57M","5150.89%","1.47M","10.48M","-9.02M","2","28"
"CVX","","299.53M","32.02%","36.9M","237.79M","-200.89M","35","79"
"LQD","","280.61M","13.54%","50.61M","208.94M","-158.33M","15","88"
"LOW","","257.04M","1488.0%","247.97M","6.55M","241.43M","3","33"
"FXI","","251.91M","66.9%","161.72M","82.02M","79.7M","6","47"
"COIN","","248.16M","0.4%","96.5M","119.35M","-22.85M","125","427"
"VYX","","246.77M","82575.1%","0","246.77M","-246.77M","0","26"
"VTI","","211.09M","-17.88%","77.0M","29.29M","47.71M","51","213"
"IWD","","207.86M","55.8%","17.0M","168.68M","-151.68M","15","66"
"VOO","","206.3M","-36.1%","61.55M","44.27M","17.28M","43","163"
"GOOGL","","203.62M","-29.6%","38.73M","106.34M","-67.61M","60","158"
"BIL","","203.05M","-14.2%","18.69M","25.47M","-6.78M","0","301"
"AVGO","","193.71M","-30.3%","150.77M","27.13M","123.64M","4","30"
"IWB","","190.82M","519.78%","5.09M","171.7M","-166.61M","12","35"
"DIS","","184.49M","-6.84%","142.57M","21.66M","120.9M","34","98"
"DIA","","180.6M","8.06%","149.28M","15.0M","134.28M","21","58"
"GOOG","","174.54M","-2.43%","37.84M","107.59M","-69.75M","53","128"
