"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","4.61B","-41.11%","702.25M","3.7B","-3.0B","209","303"
"QQQ","","2.37B","-37.88%","583.25M","1.56B","-973.75M","130","220"
"CVX","","1.31B","462.63%","1.09B","214.7M","877.06M","0","24"
"JNJ","","941.35M","55.75%","394.99M","529.11M","-134.12M","16","16"
"AAPL","","769.77M","11.26%","257.84M","511.93M","-254.1M","16","0"
"IWM","","692.21M","-17.19%","234.58M","430.86M","-196.28M","25","40"
"NVDA","","596.61M","125.33%","331.42M","265.19M","66.24M","7","2"
"TIP","","494.8M","2247.01%","452.96M","19.02M","433.94M","2","52"
"BRK/B","","486.86M","56.74%","319.12M","126.62M","192.5M","25","182"
"BKI","","444.04M","784.96%","158.64M","188.76M","-30.12M","26","146"
"BABA","","432.42M","168.18%","344.78M","87.64M","257.14M","9","9"
"MSFT","","387.17M","325.54%","230.36M","156.82M","73.54M","2","2"
"C","","377.41M","83.16%","70.45M","89.0M","-18.55M","1","10"
"TQQQ","","314.67M","-31.85%","103.52M","101.63M","1.89M","164","451"
"AMZN","","308.35M","-37.34%","22.05M","123.77M","-101.72M","2","6"
"XOM","","291.9M","-26.13%","152.26M","139.64M","12.62M","3","5"
"ERIE","","287.95M","15280.92%","287.68M","275.17K","287.4M","22","5"
"PANW","","276.09M","84.84%","131.15M","122.84M","8.3M","8","66"
"META","","265.96M","16.43%","115.59M","150.38M","-34.79M","7","6"
"BIL","","257.83M","-25.9%","61.3M","77.3M","-16.0M","0","215"
"TSLA","","257.63M","120.73%","81.65M","168.69M","-87.04M","7","6"
"SQQQ","","250.1M","-12.63%","68.79M","80.45M","-11.66M","34","430"
"LLY","","245.39M","9.39%","232.3M","13.09M","219.2M","0","7"
"PFE","","244.61M","28.4%","3.49M","115.67M","-112.18M","1","7"
"ABC","","240.05M","34.58%","12.02M","226.36M","-214.34M","2","28"
"IVV","","224.77M","-32.11%","46.38M","129.3M","-82.92M","27","93"
"MRK","","203.02M","15.9%","184.75M","14.47M","170.28M","2","5"
"SQ","","197.03M","86.74%","174.67M","10.95M","163.72M","30","31"
"WFC","","194.64M","51.95%","182.01M","12.64M","169.37M","1","11"
"SOVO","","186.96M","14004.47%","60.51M","91.2M","-30.69M","9","49"
"HWM","","180.95M","256.4%","72.94M","12.5M","60.44M","20","36"
"HUM","","177.33M","26.81%","9.81M","130.63M","-120.81M","3","33"
"EFA","","169.86M","45.15%","107.32M","53.05M","54.27M","3","46"
"PG","","168.35M","-23.6%","161.53M","0","161.53M","3","4"
"AMD","","154.48M","-47.66%","60.23M","89.34M","-29.11M","21","8"
"LIN","","139.62M","-35.44%","139.62M","0","139.62M","1","4"
"PYPL","","136.86M","77.8%","15.23M","119.08M","-103.85M","11","15"
"ORCL","","136.68M","37.56%","136.68M","0","136.68M","0","3"
"GTLS","","135.7M","3855.82%","0","135.7M","-135.7M","34","0"
"VOO","","133.12M","-59.84%","31.93M","61.22M","-29.29M","24","99"
"AGG","","127.83M","-14.89%","38.07M","47.37M","-9.3M","2","127"
"ABBV","","126.58M","-43.37%","83.16M","43.42M","39.75M","0","5"
"FLR","","123.26M","463.23%","112.32M","0","112.32M","4","12"
"DDOG","","117.98M","258.96%","44.25M","22.78M","21.47M","16","52"
"UNH","","115.08M","-9.14%","104.92M","5.07M","99.85M","1","5"
"PLTR","","114.43M","51.65%","30.14M","50.65M","-20.51M","62","141"
"RETA","","114.32M","619.27%","28.44M","61.82M","-33.38M","1","30"
"ABT","","113.58M","-19.37%","113.58M","0","113.58M","1","3"
"JPM","","113.54M","181.33%","20.32M","93.22M","-72.91M","2","2"
"MS","","111.9M","9.96%","101.67M","9.07M","92.59M","0","7"
