"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","5.61B","-5.92%","1.1B","4.11B","-3.01B","328","502"
"QQQ","","3.6B","-3.8%","1.4B","1.98B","-579.05M","198","267"
"BIL","","1.86B","125.56%","1.46B","18.26M","1.44B","0","231"
"IWM","","985.69M","-39.18%","234.57M","678.05M","-443.48M","52","51"
"NVDA","","646.77M","54.75%","585.16M","61.62M","523.54M","9","0"
"META","","642.22M","82.14%","461.82M","180.41M","281.41M","8","2"
"MUB","","595.76M","34.03%","199.33M","158.51M","40.82M","26","235"
"VTEB","","489.7M","48.29%","105.58M","168.19M","-62.61M","12","174"
"BMY","","456.7M","845.56%","24.03M","420.07M","-396.04M","9","10"
"VTV","","428.34M","121.27%","39.76M","344.59M","-304.83M","22","110"
"TQQQ","","422.25M","-18.4%","120.95M","126.84M","-5.88M","113","685"
"RTX","","387.21M","-19.39%","372.36M","6.62M","365.74M","12","9"
"TMO","","361.3M","104.43%","88.78M","45.98M","42.81M","1","21"
"VOO","","351.15M","-8.34%","140.2M","73.9M","66.3M","75","142"
"SQQQ","","341.2M","13.97%","107.32M","117.15M","-9.83M","51","458"
"TSLA","","337.78M","74.38%","181.57M","156.2M","25.37M","11","9"
"CVX","","326.36M","-13.44%","320.51M","5.85M","314.66M","6","1"
"IEFA","","321.7M","99.52%","156.6M","114.92M","41.67M","9","150"
"O","","311.49M","2820.45%","135.68M","114.97M","20.71M","68","56"
"C","","308.23M","47.22%","181.01M","124.41M","56.6M","12","15"
"GOOGL","","306.17M","81.33%","268.81M","37.35M","231.46M","2","4"
"ON","","297.51M","296.96%","89.82M","86.57M","3.25M","93","246"
"XOM","","285.68M","-40.24%","28.53M","252.87M","-224.34M","6","4"
"BRK/B","","238.12M","-27.39%","171.28M","50.55M","120.73M","13","85"
"AMD","","222.83M","60.66%","197.28M","21.55M","175.73M","12","4"
"RSP","","218.05M","-26.33%","108.18M","77.98M","30.21M","28","121"
"SRC","","216.52M","5171.72%","119.63M","51.4M","68.24M","29","59"
"VONG","","215.65M","395.56%","211.07M","2.04M","209.03M","3","11"
"ABBV","","213.46M","139.03%","144.53M","55.76M","88.77M","0","12"
"VONV","","209.77M","789.41%","197.74M","10.57M","187.17M","4","10"
"AMZN","","208.73M","-31.65%","139.75M","68.98M","70.77M","5","2"
"IEMG","","205.01M","173.92%","49.7M","130.02M","-80.33M","4","98"
"VCIT","","202.94M","23.45%","49.4M","138.32M","-88.92M","3","59"
"VO","","202.03M","477.32%","176.58M","17.24M","159.35M","5","47"
"IJH","","195.65M","235.91%","16.54M","144.73M","-128.19M","20","60"
"VSS","","195.09M","18.1%","2.02M","192.55M","-190.52M","0","9"
"VTI","","191.88M","21.71%","40.15M","58.63M","-18.48M","41","159"
"AVGO","","187.45M","66.62%","187.45M","0","187.45M","0","5"
"IVV","","184.4M","-12.66%","65.9M","42.74M","23.16M","38","107"
"VGSH","","170.23M","97.19%","118.17M","35.05M","83.12M","1","64"
"GOVT","","170.15M","86.56%","36.7M","118.19M","-81.48M","0","43"
"ISRG","","168.24M","167.2%","158.54M","8.78M","149.76M","1","11"
"EQT","","167.86M","1222.83%","155.18M","9.52M","145.66M","1","14"
"IWB","","164.58M","144.63%","119.21M","25.3M","93.9M","13","85"
"QLD","","160.81M","222.47%","4.17M","152.22M","-148.05M","9","18"
"DIS","","160.04M","19.57%","6.93M","7.98M","-1.06M","2","9"
"ADBE","","158.57M","108.71%","136.49M","22.08M","114.41M","1","5"
"MSFT","","157.53M","-61.57%","55.12M","102.41M","-47.29M","2","1"
"IEI","","156.7M","78.15%","30.44M","106.11M","-75.67M","0","56"
"WELL","","151.61M","202.6%","8.07M","142.47M","-134.39M","3","12"
"WFC","","150.08M","26.25%","128.76M","21.32M","107.45M","2","6"
"IWD","","148.94M","55.59%","43.18M","68.59M","-25.41M","20","104"
"AAPL","","145.11M","-57.43%","115.35M","29.76M","85.6M","3","1"
"USIG","","144.69M","1628.89%","140.45M","1.76M","138.68M","3","16"
"JPM","","143.76M","10.43%","143.76M","0","143.76M","3","1"
"IR","","143.71M","283.69%","47.36M","70.99M","-23.62M","3","38"
"HES","","140.17M","-40.54%","102.98M","12.38M","90.6M","6","36"
"UPS","","138.66M","1.07%","112.28M","0","112.28M","5","20"
