"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","8.3B","83.64%","6.81B","1.32B","5.49B","306","220"
"QQQ","","3.78B","56.06%","2.74B","944.52M","1.8B","137","155"
"IWM","","839.51M","-17.93%","570.92M","131.43M","439.49M","35","38"
"META","","611.13M","80.35%","378.74M","232.4M","146.34M","7","2"
"AAPL","","604.29M","44.38%","107.59M","427.03M","-319.45M","5","5"
"IVV","","471.3M","4.01%","332.81M","98.58M","234.23M","41","80"
"AMD","","402.13M","251.7%","120.81M","179.49M","-58.68M","7","15"
"XOM","","389.45M","134.04%","381.44M","0","381.44M","6","3"
"VOO","","352.05M","50.65%","139.12M","35.28M","103.84M","58","60"
"ABT","","324.93M","382.96%","0","317.19M","-317.19M","5","3"
"UPS","","303.31M","211.13%","2.29M","288.01M","-285.72M","2","13"
"TQQQ","","295.65M","-38.46%","82.6M","92.34M","-9.74M","141","362"
"VMW","","284.29M","-29.45%","112.75M","169.64M","-56.9M","11","15"
"NVDA","","280.54M","-16.81%","250.19M","30.35M","219.85M","5","0"
"NFLX","","235.92M","8.26%","119.13M","113.64M","5.49M","6","14"
"EFA","","222.47M","67.38%","131.86M","83.51M","48.35M","5","33"
"C","","188.95M","94.1%","46.79M","140.57M","-93.79M","5","14"
"CSCO","","176.48M","162.22%","123.38M","53.1M","70.28M","1","4"
"OEF","","171.49M","-0.28%","54.78M","41.5M","13.28M","9","25"
"MSFT","","170.42M","8.55%","106.34M","64.08M","42.26M","2","2"
"ABBV","","161.72M","83.52%","0","161.72M","-161.72M","0","2"
"ISRG","","160.76M","141.17%","62.07M","46.77M","15.3M","4","30"
"SQQQ","","160.08M","-34.94%","43.51M","59.79M","-16.28M","47","228"
"GOVT","","146.69M","-54.18%","52.77M","79.94M","-27.17M","2","82"
"PG","","139.4M","-12.81%","33.69M","105.71M","-72.01M","1","2"
"AMZN","","135.09M","-57.22%","135.09M","0","135.09M","3","0"
"KRE","","135.02M","280.52%","68.23M","61.8M","6.43M","9","32"
"JPST","","134.0M","272.53%","94.77M","19.62M","75.16M","0","56"
"JPM","","131.74M","219.82%","81.61M","50.13M","31.48M","2","4"
"CMCSA","","131.0M","244.16%","128.58M","0","128.58M","0","2"
"MUB","","122.9M","-61.66%","28.69M","51.08M","-22.4M","14","112"
"BAC","","122.38M","31.12%","60.34M","62.04M","-1.7M","8","4"
"AXP","","119.7M","7.96%","91.4M","21.31M","70.09M","6","11"
"GOOGL","","118.56M","-56.06%","84.57M","33.99M","50.58M","3","1"
"PDD","","117.64M","-8.13%","109.92M","7.71M","102.21M","5","1"
"GOOG","","113.42M","416.4%","72.1M","41.32M","30.78M","2","1"
"VTEB","","111.96M","-35.64%","33.55M","40.08M","-6.53M","11","98"
"MS","","107.77M","-42.99%","105.35M","0","105.35M","0","9"
"IUSB","","107.56M","-43.73%","31.48M","66.01M","-34.53M","1","48"
"VUG","","105.07M","27.27%","6.77M","93.4M","-86.63M","5","30"
