"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","5.62B","-24.36%","1.93B","3.12B","-1.19B","238","536"
"QQQ","","2.62B","-25.27%","1.02B","1.35B","-332.18M","167","210"
"BIL","","1.97B","124.14%","157.56M","1.43B","-1.27B","0","491"
"IWM","","1.49B","25.63%","757.05M","437.81M","319.23M","47","105"
"SHV","","1.4B","771.36%","30.68M","908.25M","-877.57M","1","157"
"JNK","","1.08B","603.61%","954.75M","86.09M","868.66M","21","83"
"AAPL","","1.03B","331.58%","486.54M","36.66M","449.88M","12","2"
"AMZN","","723.39M","105.73%","425.67M","144.5M","281.17M","11","3"
"ADBE","","623.56M","264.47%","523.27M","94.69M","428.58M","4","9"
"JPST","","539.96M","534.35%","10.01M","41.61M","-31.6M","0","92"
"MINT","","503.1M","861.04%","50.64M","415.06M","-364.42M","0","101"
"CVX","","485.06M","25.64%","258.34M","209.52M","48.81M","7","10"
"XOM","","477.65M","-45.93%","150.39M","279.06M","-128.67M","4","7"
"SPLG","","463.25M","695.96%","73.03M","309.3M","-236.27M","4","63"
"BRK/B","","456.82M","28.27%","327.09M","101.59M","225.5M","21","167"
"BURL","","446.41M","3416.89%","3.34M","438.28M","-434.94M","4","37"
"LLY","","389.84M","432.65%","345.54M","44.31M","301.23M","3","4"
"TQQQ","","388.32M","-11.26%","92.6M","134.49M","-41.9M","110","610"
"MSFT","","384.37M","93.21%","290.75M","93.62M","197.13M","4","1"
"VTEB","","379.48M","30.98%","311.59M","22.32M","289.27M","7","126"
"DIS","","356.35M","156.06%","12.14M","323.86M","-311.72M","11","8"
"AMD","","343.56M","0.54%","325.48M","18.08M","307.4M","9","2"
"BMY","","331.61M","1005.35%","328.46M","1.72M","326.74M","3","5"
"MUB","","329.08M","-6.69%","94.29M","175.91M","-81.61M","19","190"
"C","","303.72M","60.28%","135.8M","122.04M","13.77M","6","10"
