"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.35B","-16.38%","5.22B","763.85M","4.46B","303","346"
"QQQ","","1.95B","-45.37%","1.14B","595.93M","545.93M","171","226"
"JNJ","","1.4B","87.48%","514.63M","863.7M","-349.07M","17","14"
"AAPL","","1.21B","49.47%","145.54M","1.06B","-915.56M","13","4"
"IWM","","658.7M","-6.42%","484.06M","145.64M","338.42M","29","44"
"LLY","","638.53M","196.24%","357.68M","183.92M","173.76M","4","17"
"IVV","","578.73M","92.0%","111.03M","428.44M","-317.42M","28","92"
"TQQQ","","470.03M","1.9%","131.14M","142.7M","-11.56M","183","739"
"PKW","","416.54M","9094.4%","10.52M","347.87M","-337.35M","6","20"
"MSFT","","410.01M","125.95%","237.34M","172.67M","64.67M","2","3"
"XOM","","364.51M","4.07%","75.33M","289.19M","-213.86M","5","2"
"BRK/B","","360.72M","-0.1%","33.75M","285.34M","-251.59M","24","144"
"AMZN","","344.82M","-29.26%","133.51M","97.57M","35.94M","7","4"
"BIL","","295.68M","15.14%","109.32M","97.8M","11.52M","0","244"
"DIS","","289.17M","131.12%","269.37M","13.4M","255.97M","7","8"
"NVST","","255.12M","937.64%","87.33M","145.42M","-58.09M","21","76"
"SQQQ","","251.25M","-16.6%","51.98M","100.42M","-48.44M","43","401"
"C","","240.72M","7.26%","171.36M","69.35M","102.01M","11","9"
"AON","","234.02M","186.29%","202.38M","644.22K","201.74M","2","13"
"DDOG","","219.06M","267.84%","86.04M","82.48M","3.57M","137","219"
"PANW","","216.53M","4.12%","127.18M","65.05M","62.13M","7","90"
"MRK","","212.25M","21.95%","161.22M","29.22M","132.0M","7","6"
"ABC","","212.14M","-10.49%","196.68M","14.6M","182.08M","3","22"
"BABA","","211.0M","-7.8%","84.0M","127.0M","-42.99M","10","6"
"EFA","","201.2M","47.24%","30.54M","160.24M","-129.69M","11","52"
"WFC","","192.33M","42.11%","152.19M","40.14M","112.05M","7","5"
"MUB","","182.14M","161.04%","130.79M","31.12M","99.67M","14","97"
"VOO","","181.68M","-41.75%","107.39M","34.09M","73.3M","36","94"
"NSC","","177.49M","296.73%","4.98M","153.77M","-148.78M","2","19"
"PG","","172.77M","-12.6%","172.77M","0","172.77M","0","3"
"ARMK","","171.45M","1878.76%","10.92M","16.05M","-5.13M","11","31"
