"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.75B","12.08%","3.46B","2.97B","492.24M","295","400"
"QQQ","","3.93B","22.56%","2.18B","1.44B","737.95M","241","367"
"MSFT","","1.1B","65.05%","315.41M","783.42M","-468.01M","18","0"
"IWM","","1.05B","-30.37%","532.21M","450.64M","81.57M","44","83"
"ABBV","","934.69M","757.57%","199.13M","730.75M","-531.62M","18","6"
"NVDA","","673.55M","288.75%","250.25M","364.62M","-114.38M","4","5"
"AAPL","","588.33M","-3.92%","401.58M","186.74M","214.84M","6","0"
"DIS","","527.11M","101.01%","426.47M","68.33M","358.14M","12","15"
"BIL","","526.14M","-38.83%","152.02M","70.18M","81.85M","1","481"
"META","","503.59M","107.01%","425.46M","68.55M","356.91M","10","1"
"TQQQ","","449.83M","12.94%","148.41M","108.81M","39.6M","143","657"
"XOM","","419.84M","-33.83%","383.09M","26.4M","356.69M","5","10"
"IVV","","361.19M","5.91%","40.75M","276.98M","-236.23M","29","86"
"LLY","","358.97M","83.17%","10.75M","342.18M","-331.42M","2","8"
"BRK/B","","354.58M","6.07%","261.08M","77.13M","183.95M","10","74"
"VFH","","323.09M","11387.05%","322.29M","438.99K","321.85M","0","4"
"GOOGL","","321.92M","62.44%","268.53M","53.39M","215.15M","4","3"
"NEM","","305.38M","-2.64%","241.55M","60.42M","181.12M","24","23"
"SQQQ","","277.93M","16.29%","89.34M","88.41M","937.25K","44","521"
"CVX","","274.06M","-24.95%","180.59M","36.32M","144.28M","9","10"
"C","","268.61M","80.83%","125.5M","142.28M","-16.78M","4","8"
"IWD","","243.78M","72.62%","84.81M","34.19M","50.62M","22","85"
"TSLA","","238.56M","-0.35%","110.28M","96.81M","13.47M","16","1"
"VOO","","236.72M","-24.15%","52.65M","100.48M","-47.82M","39","132"
"INTC","","227.93M","249.73%","9.3M","218.63M","-209.33M","7","3"
"AMZN","","218.51M","-52.8%","201.8M","16.71M","185.1M","5","2"
"MUB","","199.64M","-33.57%","47.25M","105.1M","-57.85M","30","147"
"RSP","","191.03M","36.27%","44.04M","120.87M","-76.83M","18","119"
"AMD","","187.75M","-21.75%","55.41M","132.34M","-76.93M","12","7"
"WFC","","183.51M","18.0%","83.93M","99.58M","-15.64M","1","7"
"RIVN","","181.32M","58.06%","77.56M","88.79M","-11.23M","36","95"
"VTEB","","156.43M","-44.13%","72.63M","47.08M","25.56M","5","84"
"VCIT","","151.6M","22.5%","59.73M","79.48M","-19.76M","5","38"
"COIN","","150.2M","246.03%","63.54M","73.51M","-9.97M","54","206"
"REGN","","149.1M","10.79%","123.19M","17.18M","106.01M","1","10"
"CRM","","148.79M","215.78%","8.77M","114.93M","-106.16M","3","16"
"MRK","","144.39M","69.72%","8.74M","135.65M","-126.92M","1","7"
"BND","","143.71M","-21.76%","71.41M","26.73M","44.68M","3","104"
"VCSH","","143.11M","132.9%","5.64M","126.01M","-120.38M","2","32"
"JNK","","140.69M","-69.25%","11.38M","126.42M","-115.04M","2","18"
"HES","","138.04M","26.43%","110.58M","23.34M","87.24M","5","15"
"EWZ","","137.4M","104.3%","108.36M","17.6M","90.76M","10","52"
"SMCI","","134.2M","23.71%","58.16M","57.13M","1.03M","36","260"
"BDX","","133.2M","1345.51%","28.13M","47.78M","-19.65M","4","44"
"SO","","125.91M","38.8%","103.33M","14.87M","88.46M","6","12"
"SPXL","","124.87M","30.32%","50.5M","46.8M","3.7M","91","121"
"AON","","122.86M","137.55%","43.82M","77.75M","-33.93M","2","9"
"NKE","","113.65M","119.68%","70.62M","21.8M","48.82M","8","11"
"GOOG","","113.58M","-24.03%","99.08M","14.49M","84.59M","3","1"
"VTI","","110.97M","-26.93%","34.02M","27.01M","7.01M","23","128"
"UPS","","110.71M","12.86%","50.19M","60.52M","-10.33M","2","10"
"SPLG","","110.18M","-31.67%","87.35M","9.78M","77.57M","3","42"
"MRTX","","108.87M","240.34%","47.9M","58.3M","-10.41M","1","5"
"EMB","","105.02M","-20.31%","49.63M","47.17M","2.45M","8","33"
"TJX","","104.96M","25.38%","2.28M","82.01M","-79.73M","3","21"
"ARM","","104.94M","668.36%","21.14M","31.38M","-10.24M","26","97"
"VEA","","104.87M","23.05%","58.85M","15.99M","42.87M","6","90"
"QCOM","","104.2M","60.89%","0","92.72M","-92.72M","12","3"
"AGG","","103.73M","-50.53%","26.82M","15.06M","11.76M","7","144"
"BKLN","","102.08M","107.84%","31.35M","4.7M","26.65M","1","36"
"PANW","","101.49M","12.03%","40.64M","59.03M","-18.38M","2","19"
"BMY","","100.45M","-54.37%","10.79M","0","10.79M","2","16"
"BWX","","98.58M","1217.22%","23.79M","71.82M","-48.04M","1","13"
"TMUS","","97.41M","89.79%","78.11M","17.57M","60.54M","4","12"
"VEEV","","97.1M","259.08%","10.47M","41.75M","-31.28M","16","67"
"VHT","","96.95M","1125.74%","3.48M","92.22M","-88.73M","1","12"
"PGR","","93.0M","157.74%","78.33M","9.31M","69.02M","0","8"
"VGK","","92.91M","302.65%","1.29M","88.42M","-87.12M","7","12"
"PM","","92.59M","60.21%","0","89.36M","-89.36M","1","5"
"MSTR","","92.35M","358.19%","48.37M","37.96M","10.41M","11","77"
"KRE","","92.05M","107.79%","8.21M","78.37M","-70.16M","12","30"
"MU","","91.91M","171.35%","5.32M","72.33M","-67.0M","9","12"
"EFA","","91.58M","-32.25%","28.54M","46.86M","-18.32M","8","72"
"ADI","","89.99M","272.66%","0","83.87M","-83.87M","3","14"
"PEP","","89.44M","-8.57%","6.48M","72.14M","-65.66M","5","8"
"PFE","","89.15M","-35.97%","6.06M","83.09M","-77.03M","3","3"
"SQ","","88.73M","-35.19%","60.03M","16.88M","43.15M","32","29"
"SU","","88.13M","275.62%","84.08M","819.75K","83.26M","3","6"
"SBUX","","87.87M","-46.0%","27.25M","11.14M","16.1M","3","22"
"VIG","","87.76M","18.72%","47.37M","6.12M","41.25M","8","52"
"IEFA","","85.95M","-13.94%","23.89M","24.02M","-130.83K","13","104"
"BILL","","85.34M","133.08%","21.54M","37.17M","-15.63M","31","109"
"ABCM","","84.53M","37.6%","10.27M","52.59M","-42.33M","6","35"
"CTRA","","83.17M","79.55%","42.23M","6.31M","35.92M","9","20"
"HWM","","82.8M","1468.93%","8.76M","9.14M","-376.77K","8","24"
"SPR","","82.02M","1295.09%","44.46M","18.97M","25.49M","32","35"
"MA","","81.95M","27.55%","3.72M","78.23M","-74.52M","1","4"
"KMB","","80.4M","1896.49%","2.99M","62.53M","-59.55M","3","10"
"SONY","","79.14M","289.81%","70.67M","7.47M","63.2M","4","8"
"VTIP","","78.89M","242.89%","4.78M","65.03M","-60.25M","0","22"
"TTWO","","77.05M","91.56%","16.79M","28.12M","-11.33M","32","77"
"GILD","","76.7M","-18.18%","24.72M","24.56M","157.82K","9","17"
"PG","","76.67M","27.12%","60.81M","3.73M","57.08M","4","5"
"GS","","76.65M","92.46%","70.44M","6.22M","64.22M","0","5"
"ARKK","","76.13M","25.52%","29.14M","22.45M","6.7M","45","83"
"RBLX","","76.0M","19.77%","64.62M","7.62M","57.0M","25","40"
"EMR","","75.99M","21.19%","1.28M","59.15M","-57.87M","1","20"
"HLT","","75.18M","921.52%","71.79M","2.91M","68.88M","0","6"
"VTV","","74.47M","-30.12%","33.49M","6.55M","26.94M","9","89"
"CTVA","","74.18M","365.02%","7.95M","49.68M","-41.74M","3","26"
"VGIT","","73.76M","67.71%","61.11M","1.75M","59.37M","2","41"
"DUK","","73.72M","18.29%","30.92M","40.71M","-9.79M","1","7"
"SPAB","","73.67M","190.41%","5.02M","45.81M","-40.79M","2","29"
"DXC","","73.46M","246.66%","651.21K","70.32M","-69.67M","1","6"
"WDC","","73.23M","45.74%","29.58M","18.17M","11.42M","11","30"
"DUOL","","72.64M","319.81%","19.73M","31.95M","-12.22M","14","65"
"CNM","","72.08M","255.01%","66.57M","2.09M","64.49M","5","15"
"AXP","","71.97M","16.73%","2.29M","69.68M","-67.39M","6","2"
"CSGP","","71.67M","456.1%","67.55M","2.05M","65.5M","0","17"
"SOXL","","70.97M","50.13%","19.09M","32.92M","-13.83M","29","114"
"MDT","","70.38M","210.38%","7.4M","57.15M","-49.74M","2","17"
"RHP","","70.06M","978.56%","0","69.32M","-69.32M","0","3"
"UBER","","69.29M","-28.21%","28.8M","24.98M","3.82M","7","9"
"ON","","67.58M","-2.86%","20.61M","18.92M","1.68M","13","52"
"NOC","","67.54M","-2.74%","27.86M","38.58M","-10.73M","1","9"
"TXN","","67.07M","48.06%","25.73M","37.71M","-11.98M","2","12"
"MO","","66.75M","262.31%","2.4M","64.35M","-61.95M","5","4"
"SHV","","65.82M","-85.77%","12.91M","25.44M","-12.53M","0","65"
"AMR","","65.75M","4263.0%","0","65.02M","-65.02M","0","12"
"SNY","","65.7M","351.99%","63.5M","1.09M","62.42M","5","4"
"TNA","","65.62M","59.12%","24.96M","27.52M","-2.57M","25","79"
"CTSH","","65.38M","109.14%","0","63.93M","-63.93M","0","9"
"AVGO","","64.72M","61.11%","13.32M","37.59M","-24.27M","0","6"
"HPQ","","64.68M","68.29%","1.7M","62.97M","-61.27M","2","3"
"DKNG","","64.27M","1.42%","38.84M","14.05M","24.79M","34","33"
"USO","","64.02M","45.51%","14.06M","41.92M","-27.86M","6","35"
"TWLO","","63.54M","280.62%","18.78M","27.61M","-8.84M","32","114"
"CNQ","","63.05M","20.05%","29.72M","32.43M","-2.7M","2","3"
"DDOG","","62.66M","-50.43%","11.76M","34.32M","-22.56M","9","31"
"T","","62.24M","-17.64%","2.64M","10.73M","-8.09M","0","8"
"W","","60.41M","65.57%","14.14M","30.12M","-15.98M","8","18"
"V","","60.35M","10.0%","9.0M","41.34M","-32.34M","1","5"
"SCZ","","59.37M","603.75%","47.43M","1.38M","46.04M","4","2"
"SNOW","","59.33M","22.09%","20.27M","17.8M","2.47M","3","25"
"SCHC","","57.85M","3353.09%","352.66K","45.77M","-45.42M","2","1"
"RCL","","57.83M","35.58%","48.65M","5.64M","43.01M","2","19"
"CHDN","","57.21M","999.6%","57.21M","0","57.21M","0","1"
"AMAT","","56.98M","29.3%","0","22.42M","-22.42M","3","14"
"PXD","","56.8M","9.37%","21.27M","28.77M","-7.5M","8","18"
"SCHD","","56.61M","-23.29%","25.22M","13.4M","11.82M","5","54"
"GSK","","55.06M","293.25%","0","55.06M","-55.06M","0","2"
"TMO","","54.97M","-5.52%","0","42.46M","-42.46M","1","12"
"IRT","","54.91M","2799.43%","1.3M","53.34M","-52.03M","0","5"
"ED","","54.87M","276.75%","17.06M","30.07M","-13.01M","7","15"
"VZ","","54.82M","119.11%","26.67M","26.16M","505.13K","6","3"
"CNC","","53.39M","45.68%","4.81M","29.59M","-24.78M","5","25"
"HON","","52.85M","-10.63%","0","51.32M","-51.32M","1","12"
"FANG","","52.66M","80.59%","23.28M","15.45M","7.83M","10","27"
"ADBE","","52.52M","-82.7%","2.86M","41.55M","-38.69M","3","6"
"CELH","","52.42M","-40.63%","44.13M","7.06M","37.07M","1","26"
"VO","","52.21M","21.6%","23.11M","9.86M","13.25M","10","26"
"BKR","","51.49M","28.91%","22.25M","24.26M","-2.01M","3","14"
"SOXS","","51.41M","36.24%","13.07M","15.94M","-2.87M","6","131"
"QQQM","","51.16M","-11.46%","37.64M","8.67M","28.97M","4","26"
"VICI","","50.69M","164.29%","2.84M","47.34M","-44.5M","2","12"
"GDX","","50.55M","-38.24%","10.49M","16.58M","-6.09M","9","29"
"TER","","49.64M","495.86%","3.53M","36.9M","-33.37M","2","16"
"DOCU","","49.31M","556.5%","32.59M","15.15M","17.44M","2","6"
"AFRM","","49.07M","456.83%","20.03M","26.6M","-6.57M","20","17"
"USFR","","49.04M","-42.68%","15.8M","13.67M","2.13M","1","69"
"SCHW","","48.31M","-18.72%","5.37M","39.63M","-34.26M","1","12"
"MINT","","47.79M","-66.01%","23.62M","9.66M","13.96M","0","31"
"AER","","47.6M","50.42%","26.27M","20.24M","6.03M","2","8"
"IJR","","46.99M","-56.48%","11.88M","9.96M","1.92M","26","68"
"TGT","","46.91M","-15.94%","13.57M","29.08M","-15.51M","5","16"
"IEMG","","46.72M","-41.15%","25.39M","11.02M","14.38M","9","54"
"VLTO","","46.66M","3.41%","636.81K","36.39M","-35.75M","2","26"
"PYPL","","46.04M","-8.97%","25.57M","19.74M","5.84M","15","6"
"NU","","45.75M","76.1%","10.28M","4.68M","5.6M","1","34"
"ETN","","45.72M","69.51%","25.12M","12.28M","12.84M","3","11"
"JPST","","45.42M","-77.57%","20.53M","9.38M","11.16M","0","43"
"PENN","","45.08M","55.47%","43.84M","619.25K","43.22M","1","12"
"VMBS","","44.76M","79.35%","22.29M","18.8M","3.48M","6","21"
"SPGI","","44.74M","123.76%","32.61M","12.13M","20.48M","1","8"
"GE","","44.63M","140.31%","21.91M","21.36M","554.17K","3","6"
"TZA","","44.17M","46.75%","16.61M","17.58M","-960.87K","21","50"
"MOS","","44.02M","29.39%","6.55M","17.94M","-11.39M","1","9"
"SHOP","","43.56M","-26.77%","15.47M","28.09M","-12.62M","3","2"
"OIH","","43.47M","84.27%","10.41M","20.06M","-9.65M","0","18"
"UPRO","","43.4M","90.69%","11.21M","20.02M","-8.81M","18","67"
"FR","","43.31M","2312.07%","0","43.31M","-43.31M","0","3"
"CMCSA","","43.24M","-29.85%","36.06M","7.18M","28.88M","9","1"
"SE","","42.94M","76.38%","6.64M","22.04M","-15.41M","12","15"
"BKNG","","42.87M","-50.11%","36.85M","0","36.85M","1","4"
"CB","","42.49M","-1.44%","1.62M","2.38M","-765.8K","1","8"
"MARA","","42.26M","292.94%","15.79M","24.77M","-8.99M","25","39"
"LMT","","41.86M","-18.38%","7.56M","33.15M","-25.59M","3","6"
"GD","","41.73M","592.42%","32.72M","7.22M","25.5M","0","9"
"MS","","41.6M","10.67%","9.14M","24.97M","-15.83M","8","2"
"XBI","","41.28M","-44.05%","15.72M","5.0M","10.73M","16","65"
"TTD","","40.84M","121.44%","20.72M","14.01M","6.71M","21","43"
"GPCR","","40.61M","978.48%","9.08M","4.29M","4.79M","2","29"
"DPZ","","40.58M","245.73%","25.61M","7.26M","18.35M","0","12"
"NFLX","","40.51M","-34.68%","17.8M","22.72M","-4.92M","4","4"
"LYV","","40.1M","-31.03%","25.98M","14.12M","11.87M","1","12"
