"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","13.34B","-22.74%","8.22B","3.4B","4.82B","280","317"
"TSLA","","5.79B","-13.73%","2.11B","2.06B","53.78M","2661","6632"
"NVDA","","2.93B","-4.52%","1.26B","1.04B","213.94M","491","2736"
"QQQ","","2.57B","-28.47%","1.8B","589.56M","1.22B","196","202"
"IWM","","1.97B","10.38%","1.29B","560.74M","732.0M","99","156"
"AAPL","","1.92B","16.35%","731.6M","519.21M","212.4M","540","1369"
"MSFT","","1.69B","104.76%","1.26B","230.94M","1.03B","237","687"
"AMZN","","1.43B","58.71%","441.8M","635.99M","-194.18M","327","928"
"AMD","","1.29B","-19.83%","386.97M","372.73M","14.24M","701","1793"
"META","","1.22B","24.04%","712.73M","336.63M","376.1M","165","883"
"LQD","","1.14B","246.48%","552.81M","512.64M","40.17M","38","202"
"IVV","","809.69M","95.93%","586.56M","145.21M","441.35M","26","122"
"XOM","","720.43M","51.82%","62.97M","561.2M","-498.23M","100","249"
"HYG","","598.84M","-18.81%","279.97M","202.77M","77.19M","30","255"
"UBER","","568.19M","113.89%","408.93M","141.45M","267.48M","35","88"
"BRK/B","","467.88M","9.2%","404.06M","49.31M","354.75M","24","96"
"GOOGL","","411.53M","58.4%","97.39M","102.13M","-4.74M","93","247"
"GOOG","","404.31M","97.05%","122.52M","137.4M","-14.87M","94","400"
"XLK","","394.96M","180.43%","206.3M","134.5M","71.81M","54","125"
"VCIT","","359.67M","143.07%","186.89M","131.05M","55.84M","11","66"
"TLT","","359.35M","-31.02%","69.53M","180.9M","-111.37M","65","332"
"RSP","","358.71M","101.84%","125.99M","148.34M","-22.35M","32","170"
"AVGO","","346.94M","41.12%","180.99M","153.01M","27.98M","14","36"
"EEM","","346.13M","-1.71%","71.33M","267.23M","-195.9M","24","47"
"DIA","","344.85M","43.14%","292.75M","23.16M","269.59M","30","85"
"VOO","","337.91M","-50.91%","91.76M","153.38M","-61.62M","50","172"
"DIS","","327.31M","48.54%","227.45M","61.77M","165.69M","28","137"
"SPXL","","302.02M","362.27%","9.54M","276.0M","-266.46M","30","63"
"MA","","297.23M","306.72%","19.35M","63.51M","-44.16M","3","45"
"EMB","","295.23M","185.61%","90.26M","183.53M","-93.27M","23","76"
"GLD","","287.83M","127.62%","67.8M","191.48M","-123.68M","37","122"
"IWY","","285.46M","2056.97%","81.95M","183.82M","-101.87M","3","43"
"COST","","282.53M","118.02%","124.04M","146.85M","-22.81M","7","30"
"TQQQ","","274.03M","-34.5%","70.4M","84.84M","-14.44M","124","424"
"XLI","","269.88M","319.16%","63.82M","171.59M","-107.77M","41","96"
"VGT","","265.73M","1257.75%","17.07M","233.88M","-216.81M","2","50"
"XLV","","247.73M","94.89%","201.27M","21.31M","179.95M","19","67"
"JPM","","246.65M","25.43%","87.87M","104.79M","-16.92M","45","138"
"BA","","244.37M","30.22%","84.8M","115.6M","-30.8M","54","226"
"LLY","","237.11M","72.12%","46.43M","93.64M","-47.2M","8","143"
"PDD","","230.1M","72.85%","210.68M","12.35M","198.33M","15","72"
"IJR","","218.39M","88.95%","120.72M","60.74M","59.98M","34","64"
"KRTX","","216.91M","138.34%","39.87M","65.66M","-25.79M","5","102"
"CI","","211.53M","55.54%","28.63M","157.9M","-129.27M","3","50"
"AGG","","210.56M","13.54%","24.79M","110.64M","-85.86M","7","151"
"BIL","","210.53M","-17.25%","28.32M","39.44M","-11.12M","0","213"
"XLE","","207.42M","44.22%","137.35M","48.15M","89.2M","26","91"
"ABT","","190.41M","408.18%","146.48M","37.11M","109.37M","6","47"
"IMGN","","189.4M","383.63%","35.04M","141.14M","-106.1M","11","35"
"LTHM","","188.94M","99.72%","176.78M","1.92M","174.86M","24","10"
"PFE","","183.96M","31.2%","72.08M","93.15M","-21.07M","55","123"
"XLU","","182.77M","176.01%","41.04M","131.93M","-90.89M","16","58"
"TJX","","181.48M","316.03%","5.05M","168.89M","-163.84M","14","44"
"EWZ","","181.31M","135.3%","16.0M","87.05M","-71.05M","9","61"
"BABA","","179.26M","14.77%","85.11M","38.7M","46.41M","61","170"
"LOW","","174.9M","95.24%","142.87M","14.4M","128.47M","9","58"
"C","","171.45M","72.03%","33.33M","90.26M","-56.93M","50","198"
"EWC","","167.9M","2538.66%","167.59M","0","167.59M","0","5"
"XLY","","167.3M","201.46%","6.52M","152.18M","-145.66M","11","35"
"CVX","","161.34M","-40.25%","27.01M","105.93M","-78.92M","49","117"
"EFA","","159.42M","-47.19%","98.87M","50.06M","48.81M","15","73"
"LABU","","159.0M","448.25%","60.36M","69.77M","-9.41M","61","302"
"INTC","","158.65M","1.26%","38.26M","83.01M","-44.75M","39","143"
"SQQQ","","158.29M","26.83%","44.02M","51.5M","-7.49M","16","288"
"SQ","","156.61M","57.38%","46.52M","87.39M","-40.87M","63","103"
"VZ","","155.53M","163.99%","37.48M","98.89M","-61.41M","27","79"
"DASH","","154.47M","507.46%","1.64M","141.87M","-140.23M","3","23"
"CRM","","152.41M","26.12%","23.01M","106.47M","-83.46M","26","86"
"JNJ","","151.38M","49.66%","18.79M","99.74M","-80.96M","19","119"
