"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.07B","-30.92%","942.0M","4.79B","-3.85B","259","403"
"OKE","","1.71B","6518.87%","522.39M","1.18B","-661.19M","39","50"
"QQQ","","1.55B","-46.82%","509.38M","891.84M","-382.46M","108","195"
"BND","","1.11B","940.25%","1.04B","15.72M","1.02B","2","130"
"EZU","","912.51M","24216.83%","6.85M","899.23M","-892.38M","5","21"
"META","","731.57M","51.16%","73.13M","658.43M","-585.3M","9","3"
"IAU","","671.83M","3755.76%","657.27M","5.8M","651.47M","1","33"
"NVDA","","595.13M","12.7%","169.81M","425.32M","-255.51M","12","1"
"MSFT","","582.65M","-31.29%","50.81M","531.85M","-481.04M","3","2"
"IVV","","546.41M","-42.44%","62.51M","411.76M","-349.24M","46","97"
"IWM","","520.25M","-44.35%","164.29M","309.78M","-145.49M","22","30"
"RSP","","351.67M","299.73%","34.95M","290.59M","-255.65M","17","76"
"MUB","","318.08M","49.29%","74.62M","194.96M","-120.34M","8","141"
"SQQQ","","299.45M","19.96%","87.0M","92.61M","-5.61M","62","492"
"TQQQ","","288.66M","-17.92%","75.54M","78.3M","-2.76M","85","513"
"XOM","","276.26M","-18.09%","0","237.26M","-237.26M","3","3"
"BIL","","275.46M","-20.35%","129.0M","40.1M","88.9M","0","199"
"LIN","","261.14M","149.62%","0","261.14M","-261.14M","0","7"
"IEI","","244.17M","529.7%","226.83M","10.65M","216.18M","4","39"
"PG","","237.29M","90.59%","237.29M","0","237.29M","0","5"
"VCIT","","234.85M","54.29%","194.28M","31.18M","163.1M","5","46"
"VGT","","227.41M","1150.94%","7.36M","215.6M","-208.24M","1","19"
"VTEB","","216.82M","80.08%","135.39M","47.83M","87.57M","3","85"
"BRK/B","","215.9M","-43.14%","43.9M","156.8M","-112.91M","19","84"
"TMUS","","213.58M","395.15%","209.55M","0","209.55M","0","7"
"INTU","","211.75M","1167.12%","25.03M","184.71M","-159.67M","1","6"
"LOW","","200.68M","49.01%","133.1M","48.82M","84.27M","3","11"
"USFR","","196.16M","153.26%","129.9M","31.25M","98.64M","0","93"
"EFA","","196.08M","58.0%","57.12M","37.96M","19.16M","6","45"
"MRK","","192.95M","51.33%","192.95M","0","192.95M","0","5"
"CVX","","188.42M","-9.47%","0","188.42M","-188.42M","0","4"
"LLY","","185.92M","1.33%","159.99M","19.2M","140.78M","0","7"
"GOOGL","","185.9M","-23.3%","90.03M","95.87M","-5.83M","2","2"
"VOO","","184.67M","-47.01%","65.36M","42.36M","23.0M","38","96"
"USHY","","169.1M","395.07%","157.14M","5.15M","151.99M","0","24"
"SPLK","","165.34M","-31.89%","29.78M","62.13M","-32.35M","46","98"
"AMZN","","151.42M","-68.01%","12.15M","139.27M","-127.12M","5","0"
"IWD","","148.52M","-40.9%","45.95M","85.09M","-39.14M","10","58"
"AGG","","142.98M","21.71%","40.76M","41.55M","-782.88K","1","132"
"ABBV","","134.87M","34.94%","116.98M","3.85M","113.13M","1","7"
"GOOG","","133.3M","-32.97%","75.13M","58.16M","16.97M","2","1"
"JNK","","130.54M","16.9%","57.87M","66.76M","-8.89M","4","51"
"DIS","","129.11M","-10.71%","8.15M","99.87M","-91.72M","4","5"
"EWZ","","125.53M","124.36%","16.44M","106.95M","-90.51M","4","67"
"ARM","","124.64M","117.28%","107.81M","11.88M","95.93M","10","75"
"IUSB","","122.09M","340.79%","99.16M","12.76M","86.39M","3","39"
"BSV","","119.74M","118.26%","92.17M","12.5M","79.68M","0","41"
"EAGG","","118.54M","3094.84%","117.86M","0","117.86M","2","3"
"RTX","","117.73M","2.11%","4.55M","57.37M","-52.82M","6","15"
"SGEN","","117.09M","53.51%","59.84M","25.36M","34.48M","4","42"
"LULU","","116.64M","183.62%","83.7M","25.74M","57.96M","4","8"
"TSLA","","116.58M","-42.82%","17.42M","62.73M","-45.31M","6","3"
"SSO","","116.44M","342.77%","17.66M","90.42M","-72.76M","11","48"
"AME","","115.53M","226.18%","0","96.87M","-96.87M","0","9"
"BABA","","115.52M","87.74%","115.52M","0","115.52M","1","3"
"PFE","","114.45M","-41.79%","107.0M","0","107.0M","3","7"
"UNH","","114.06M","-7.72%","114.06M","0","114.06M","0","5"
"IEFA","","112.39M","55.04%","15.0M","66.07M","-51.06M","11","98"
"V","","112.39M","104.23%","0","84.64M","-84.64M","0","7"
"NKE","","107.66M","-16.48%","28.28M","75.74M","-47.46M","7","4"
"PYPL","","103.06M","49.64%","48.83M","44.93M","3.9M","3","6"
"VTI","","102.42M","-14.97%","22.63M","15.59M","7.04M","23","127"
"BX","","100.99M","91.14%","82.19M","15.73M","66.46M","4","11"
"VDE","","100.53M","422.41%","1.88M","82.57M","-80.69M","5","11"
"PLD","","100.18M","2.18%","24.36M","75.82M","-51.46M","2","4"
"TJX","","99.53M","-3.56%","1.12M","98.41M","-97.29M","1","7"
"NEE","","96.66M","140.14%","41.72M","42.16M","-440.03K","7","12"
"TSM","","95.17M","0%","35.19M","59.98M","-24.79M","0","2"
"PEP","","93.97M","4.96%","62.41M","31.56M","30.85M","1","1"
"VALE","","93.53M","-27.24%","38.92M","51.28M","-12.36M","5","18"
"VEA","","93.2M","9.18%","23.38M","21.37M","2.01M","2","149"
"VCLT","","90.51M","130.12%","0","87.85M","-87.85M","3","8"
"VTV","","90.44M","58.9%","25.6M","43.36M","-17.76M","9","89"
"AVGO","","89.98M","-59.3%","4.9M","73.81M","-68.91M","1","11"
"FIS","","89.75M","-42.85%","3.32M","80.61M","-77.29M","3","15"
"EFV","","89.01M","332.44%","82.59M","3.66M","78.93M","0","16"
"UPS","","88.53M","-6.33%","4.72M","56.68M","-51.96M","3","17"
"QCOM","","86.22M","1.06%","69.56M","1.8M","67.76M","7","7"
"SCHG","","85.94M","717.77%","1.69M","81.98M","-80.28M","2","16"
"EMB","","83.93M","-7.09%","21.32M","52.12M","-30.8M","12","31"
"WSM","","83.89M","1171.01%","22.59M","28.93M","-6.34M","8","144"
"CRH","","83.57M","-53.92%","77.68M","2.17M","75.51M","1","9"
"AXP","","82.09M","-16.86%","68.51M","11.44M","57.07M","0","9"
"DHR","","81.91M","-31.66%","0","79.43M","-79.43M","1","11"
"MCHI","","81.67M","1069.61%","6.83M","72.57M","-65.73M","1","7"
"KO","","81.52M","-24.59%","77.93M","3.58M","74.35M","1","4"
"SE","","81.06M","69.43%","38.03M","20.55M","17.49M","27","59"
"IDV","","80.35M","1193.18%","700.65K","78.17M","-77.47M","1","4"
"MS","","79.89M","-27.59%","79.89M","0","79.89M","1","4"
"DVN","","79.73M","205.82%","67.8M","6.27M","61.53M","6","26"
"C","","78.7M","-14.81%","2.68M","70.7M","-68.02M","7","6"
"PDD","","78.42M","-22.23%","17.2M","57.87M","-40.67M","8","7"
"MBB","","77.55M","63.84%","44.3M","25.2M","19.09M","2","42"
"IGSB","","77.12M","372.14%","1.94M","63.06M","-61.12M","0","26"
"ABT","","76.66M","-19.34%","0","64.98M","-64.98M","1","5"
"BSX","","75.76M","-4.34%","31.11M","41.5M","-10.39M","2","10"
"TGT","","75.71M","8.26%","59.66M","8.79M","50.86M","7","31"
"MU","","75.68M","-54.3%","5.0M","69.18M","-64.18M","4","6"
"CTVA","","72.66M","-4.35%","32.01M","37.55M","-5.54M","4","10"
"DUK","","71.69M","15.5%","69.41M","0","69.41M","1","4"
"JPST","","71.32M","-44.83%","10.99M","30.64M","-19.64M","0","51"
"JPM","","70.36M","56.76%","70.36M","0","70.36M","0","3"
"GSK","","70.25M","225.91%","64.62M","5.63M","58.99M","7","4"
"AAPL","","70.16M","-82.01%","37.64M","32.52M","5.12M","2","0"
"ADBE","","70.1M","-35.93%","55.6M","14.5M","41.09M","2","8"
"COST","","67.32M","-7.39%","9.9M","52.75M","-42.85M","0","6"
"MA","","66.54M","214.84%","0","66.54M","-66.54M","0","3"
"VWO","","66.5M","14.81%","16.89M","20.01M","-3.12M","0","103"
"RCL","","66.48M","66.62%","29.93M","15.93M","14.0M","4","17"
"SHV","","66.28M","11.46%","4.63M","34.24M","-29.61M","0","76"
"SPLG","","66.04M","80.88%","1.56M","55.04M","-53.49M","4","24"
"MO","","65.29M","10.91%","56.32M","4.52M","51.8M","1","8"
"VIG","","65.1M","79.22%","14.92M","39.3M","-24.38M","9","34"
"RMD","","64.93M","110.94%","1.6M","30.31M","-28.71M","5","11"
"IQV","","64.48M","0.51%","24.78M","13.2M","11.58M","1","18"
"TFLO","","64.4M","126.21%","54.59M","893.54K","53.69M","0","25"
"AMD","","63.9M","-55.09%","12.3M","49.7M","-37.4M","7","5"
"ILMN","","63.47M","97.76%","4.72M","45.42M","-40.69M","4","26"
"GOVT","","62.0M","-35.04%","39.24M","13.95M","25.29M","0","42"
"HUM","","61.62M","-59.22%","40.07M","21.55M","18.52M","0","10"
"BP","","61.2M","249.38%","0","29.87M","-29.87M","2","3"
"AMGN","","61.03M","202.62%","0","54.3M","-54.3M","0","8"
"XHB","","60.55M","64.98%","4.62M","52.83M","-48.21M","4","33"
"FLR","","59.61M","358.63%","8.7M","26.84M","-18.14M","2","15"
"HON","","59.21M","5.48%","16.38M","41.57M","-25.19M","1","6"
"DELL","","58.62M","62.2%","2.94M","43.23M","-40.29M","3","30"
"RSG","","57.45M","1477.28%","0","56.4M","-56.4M","0","10"
"MCK","","57.02M","-39.92%","7.79M","49.23M","-41.45M","0","7"
"IJR","","57.01M","0.43%","18.43M","19.3M","-867.8K","8","54"
"VZ","","56.81M","55.57%","19.13M","36.04M","-16.9M","5","3"
"SCHD","","56.72M","38.57%","12.53M","30.21M","-17.68M","9","52"
"CCI","","55.99M","-24.13%","5.1M","47.3M","-42.2M","2","25"
"ATVI","","55.65M","-62.82%","12.6M","24.88M","-12.28M","3","24"
"IEMG","","55.55M","-69.59%","11.13M","28.81M","-17.68M","7","70"
"HLT","","55.31M","-0.74%","28.24M","26.62M","1.62M","1","10"
"VCSH","","54.28M","70.72%","2.64M","38.07M","-35.43M","1","34"
"CNC","","54.16M","-20.35%","44.09M","0","44.09M","3","14"
"XPEV","","54.01M","417.02%","0","52.92M","-52.92M","5","4"
"CSCO","","53.6M","42.45%","50.44M","0","50.44M","0","5"
"DG","","53.31M","-59.46%","7.47M","40.81M","-33.34M","4","35"
"XYL","","53.22M","50.31%","1.12M","51.16M","-50.04M","2","10"
"NFLX","","53.21M","5.2%","13.07M","37.29M","-24.22M","3","9"
"T","","52.69M","-28.93%","3.94M","46.31M","-42.37M","0","10"
"SBUX","","52.46M","138.78%","28.93M","17.15M","11.78M","5","4"
"PCG","","51.02M","93.76%","2.0M","24.18M","-22.18M","4","22"
"MDLZ","","50.79M","1961.99%","33.47M","17.31M","16.16M","0","5"
"AZN","","50.77M","-13.72%","50.77M","0","50.77M","0","2"
"BILL","","50.63M","468.66%","33.07M","11.33M","21.74M","1","21"
"SO","","50.58M","-19.41%","39.83M","2.06M","37.76M","2","10"
"TEL","","50.13M","-4.83%","6.62M","7.35M","-731.32K","4","11"
"VMBS","","49.29M","104.26%","35.62M","9.37M","26.24M","1","18"
"SYK","","49.23M","-23.66%","44.93M","2.86M","42.07M","0","5"
"IWS","","48.97M","390.37%","8.56M","36.92M","-28.36M","1","8"
"ET","","48.51M","449.41%","47.43M","1.07M","46.36M","2","8"
"HPQ","","47.57M","-33.77%","3.82M","42.54M","-38.72M","6","15"
"SMCI","","47.28M","23.66%","19.15M","19.77M","-615.68K","8","76"
"ED","","47.09M","19.92%","3.7M","39.07M","-35.37M","0","12"
"ORCL","","46.89M","-74.84%","15.02M","29.49M","-14.46M","0","6"
"KVUE","","46.6M","-16.88%","15.04M","16.29M","-1.25M","3","37"
"MMM","","46.53M","-18.68%","1.16M","38.45M","-37.3M","4","11"
"F","","46.14M","-18.12%","30.17M","8.32M","21.85M","0","19"
"IJH","","46.1M","20.91%","17.35M","16.12M","1.23M","11","53"
