"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bearish","9.57B","37.53%","882.2M","8.35B","-7.46B","328","265"
"QQQ","Bearish","4.31B","37.39%","1.38B","2.72B","-1.35B","246","250"
"IWM","Bearish","2.13B","76.67%","724.35M","1.22B","-500.59M","66","78"
"AAPL","Bearish","614.18M","131.46%","164.33M","449.85M","-285.52M","5","1"
"NVDA","Bearish","546.7M","24.99%","45.23M","501.47M","-456.24M","9","4"
"MSFT","Bearish","523.17M","158.34%","255.25M","267.92M","-12.66M","5","3"
"TQQQ","Bearish","510.79M","42.8%","128.15M","165.07M","-36.92M","298","811"
"BRK/B","Bearish","370.37M","13.32%","80.54M","282.55M","-202.01M","26","54"
"BIL","Bearish","320.05M","23.97%","63.4M","160.77M","-97.37M","0","200"
"PG","Bullish","306.46M","-8.65%","288.03M","18.43M","269.6M","1","11"
"UNH","Bearish","271.99M","114.89%","88.92M","151.77M","-62.86M","7","14"
"MRK","Bearish","268.77M","-3.15%","5.62M","263.15M","-257.53M","6","4"
"CVX","Bullish","256.58M","9.1%","230.76M","25.83M","204.93M","7","7"
"AMZN","Bearish","255.22M","39.24%","31.99M","223.23M","-191.24M","3","5"
"PANW","Bullish","251.28M","271.54%","93.39M","84.17M","9.22M","41","77"
"XOM","Bullish","248.01M","-30.97%","8.9M","0","8.9M","1","5"
"NEE","Bearish","247.6M","584.45%","16.65M","230.95M","-214.3M","8","8"
"SQQQ","Bearish","240.2M","14.02%","68.09M","98.67M","-30.58M","93","357"
"LLY","Bullish","232.34M","2.26%","159.45M","64.24M","95.21M","2","8"
"IVV","Bearish","222.5M","-35.34%","73.25M","117.28M","-44.03M","40","94"
"HD","Bearish","222.19M","355.38%","3.4M","215.31M","-211.91M","1","10"
"VOO","Bearish","211.44M","-40.61%","61.26M","89.56M","-28.3M","50","126"
"BND","Bearish","211.27M","78.84%","78.67M","110.34M","-31.67M","7","78"
"ORCL","Bearish","204.82M","18.87%","7.58M","173.77M","-166.2M","7","7"
"TJX","Bearish","202.14M","85.32%","6.39M","183.55M","-177.15M","4","12"
"ABBV","Bearish","192.29M","-10.71%","7.15M","175.38M","-168.23M","1","9"
"META","Bullish","191.07M","-52.01%","178.84M","12.23M","166.61M","7","3"
"HUM","Bearish","185.11M","16.65%","26.05M","123.75M","-97.7M","15","52"
"ATVI","Bearish","176.91M","-29.69%","65.89M","80.39M","-14.5M","47","41"
"MS","Bearish","174.13M","41.22%","0","174.13M","-174.13M","5","5"
"CVS","Bearish","170.47M","204.49%","4.53M","155.45M","-150.92M","14","9"
"USFR","Bullish","163.39M","86.14%","118.81M","13.88M","104.93M","3","79"
"DIS","Bullish","159.7M","22.01%","117.95M","41.75M","76.2M","5","7"
"AGG","Bearish","156.5M","-21.66%","51.1M","60.6M","-9.5M","21","73"
"VTI","Bearish","154.74M","30.07%","28.07M","67.61M","-39.54M","50","140"
"RSP","Bearish","149.42M","-43.07%","50.38M","54.01M","-3.63M","47","118"
"CCL","Bearish","143.86M","53.84%","35.7M","75.97M","-40.27M","43","82"
"VCIT","Bearish","139.67M","52.34%","8.31M","117.57M","-109.26M","7","35"
"C","Bullish","137.93M","34.7%","94.26M","34.84M","59.42M","8","10"
"ELV","Bullish","134.73M","80.33%","51.33M","46.36M","4.97M","24","73"
"SYK","Bearish","133.56M","122.08%","8.22M","125.34M","-117.11M","0","7"
"VEU","Bullish","133.51M","1109.79%","73.67M","55.93M","17.74M","5","14"
"LYV","Bullish","131.48M","226.15%","124.34M","4.9M","119.44M","1","31"
"PM","Bearish","128.63M","241.34%","31.08M","97.55M","-66.47M","1","5"
"RIVN","Bearish","127.04M","-37.21%","48.43M","64.59M","-16.16M","129","171"
"GOOGL","Bullish","125.97M","117.77%","106.31M","19.67M","86.64M","4","1"
