"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"JNJ","","4.59B","102.79%","3.85B","720.77M","3.13B","47","10"
"QQQ","","2.96B","-24.58%","756.86M","1.87B","-1.11B","205","314"
"SPY","","2.71B","-51.79%","1.14B","1.26B","-124.48M","195","315"
"NVDA","","800.72M","202.22%","0","800.72M","-800.72M","5","4"
"MSFT","","634.26M","-33.2%","474.05M","160.21M","313.84M","9","1"
"IWM","","617.89M","3.81%","445.83M","155.19M","290.64M","26","29"
"GOOGL","","584.03M","269.75%","290.75M","293.27M","-2.52M","6","1"
"LLY","","510.62M","35.33%","28.63M","456.98M","-428.35M","2","14"
"BMY","","421.64M","110.02%","397.32M","0","397.32M","1","10"
"AGG","","405.81M","180.85%","67.19M","303.93M","-236.74M","6","102"
"META","","397.88M","208.95%","36.73M","354.51M","-317.78M","3","2"
"MRK","","379.19M","97.55%","118.47M","260.72M","-142.26M","8","2"
"BND","","341.96M","287.53%","29.25M","284.32M","-255.07M","5","81"
"BIL","","333.57M","69.66%","231.85M","16.02M","215.83M","0","223"
"AAPL","","319.14M","-58.13%","319.14M","0","319.14M","3","1"
"TQQQ","","309.4M","-41.68%","83.67M","102.46M","-18.8M","118","437"
"SQQQ","","291.19M","-23.62%","86.59M","113.73M","-27.14M","48","411"
"KVUE","","273.93M","17.57%","189.22M","42.54M","146.67M","41","109"
"VOO","","268.62M","53.94%","149.35M","86.88M","62.47M","32","107"
"PG","","243.62M","38.14%","26.59M","217.03M","-190.43M","0","7"
"X","","241.71M","3023.39%","128.98M","92.26M","36.72M","151","132"
"CVX","","239.63M","13.54%","35.27M","199.41M","-164.14M","3","7"
"MU","","236.89M","593.43%","2.28M","224.23M","-221.95M","9","13"
"TJX","","234.86M","38.92%","152.36M","37.58M","114.79M","4","15"
"BRK/B","","225.41M","-44.92%","64.64M","147.71M","-83.07M","16","62"
"XOM","","224.99M","-26.04%","149.39M","75.6M","73.78M","4","2"
"UTHR","","224.07M","10577.94%","396.95K","223.41M","-223.01M","1","5"
"ACWI","","216.54M","1545.53%","201.07M","11.58M","189.5M","1","16"
"BABA","","215.69M","40.08%","76.23M","136.79M","-60.56M","5","5"
"MRVL","","213.37M","607.09%","128.47M","75.86M","52.61M","12","11"
"LIN","","196.04M","179.51%","191.65M","4.38M","187.27M","0","7"
"AMZN","","186.12M","-56.44%","32.24M","153.88M","-121.65M","3","3"
"C","","184.11M","8.82%","5.32M","174.32M","-169.0M","11","7"
"SMCI","","178.55M","-29.32%","75.7M","82.41M","-6.71M","52","239"
"SYK","","167.97M","235.7%","61.26M","106.7M","-45.44M","1","6"
"UPS","","163.76M","48.04%","11.41M","148.85M","-137.44M","0","9"
"VTI","","152.43M","61.65%","92.37M","12.43M","79.95M","21","93"
"HSY","","144.7M","948.65%","16.92M","126.69M","-109.77M","3","25"
"JNK","","142.46M","70.09%","25.55M","114.46M","-88.91M","1","20"
"WMT","","142.07M","70.37%","142.07M","0","142.07M","6","1"
"AMGN","","141.92M","166.52%","103.39M","31.41M","71.98M","0","10"
"IEFA","","141.26M","275.03%","73.72M","28.65M","45.07M","5","133"
"ENB","","139.65M","95.55%","0","139.65M","-139.65M","1","4"
"MCK","","139.33M","69.29%","107.67M","2.31M","105.35M","1","10"
"MUB","","139.22M","10.32%","49.01M","70.12M","-21.1M","12","59"
"MMM","","137.83M","233.5%","1.51M","135.45M","-133.94M","2","7"
"LOW","","134.59M","68.16%","0","131.19M","-131.19M","1","13"
"MMC","","133.9M","171.16%","0","133.9M","-133.9M","0","8"
"LI","","133.5M","333.1%","102.8M","25.3M","77.5M","14","30"
"ORCL","","130.88M","22.18%","117.28M","7.35M","109.93M","1","7"
"PANW","","128.27M","5.91%","112.57M","5.65M","106.92M","6","16"
"IVV","","120.92M","-73.51%","63.26M","26.3M","36.96M","25","73"
"PDD","","119.76M","152.67%","3.89M","114.45M","-110.55M","7","4"
"AMD","","118.12M","-26.89%","43.89M","61.28M","-17.39M","18","9"
"DIS","","117.07M","-53.12%","84.53M","30.27M","54.25M","4","6"
"CSCO","","116.8M","185.7%","77.8M","30.11M","47.69M","6","7"
"CMCSA","","116.73M","187.82%","47.67M","26.28M","21.39M","3","8"
"EMR","","116.56M","202.59%","1.44M","114.27M","-112.83M","1","8"
"BAC","","115.51M","17.27%","48.81M","7.39M","41.42M","1","5"
"SCHW","","113.99M","284.79%","2.75M","104.29M","-101.54M","7","4"
"JAAA","","113.21M","555.73%","112.03M","0","112.03M","1","8"
"WFC","","110.82M","-11.32%","4.22M","102.13M","-97.91M","2","4"
"DHR","","110.46M","31.99%","6.14M","100.88M","-94.74M","1","5"
"EFA","","109.19M","-32.74%","24.0M","81.04M","-57.03M","5","39"
"PFE","","109.06M","2.56%","0","109.06M","-109.06M","2","1"
"MDB","","107.6M","113.72%","83.91M","16.59M","67.32M","2","47"
"HD","","103.9M","150.72%","94.04M","9.86M","84.18M","0","6"
"FCX","","100.6M","78.07%","69.8M","23.34M","46.46M","8","11"
"MBB","","99.67M","268.27%","89.58M","2.28M","87.29M","4","34"
"LMT","","99.16M","17.57%","37.69M","54.1M","-16.41M","1","11"
"GE","","97.43M","224.25%","8.52M","80.54M","-72.02M","6","9"
"ABT","","92.09M","-43.24%","0","92.09M","-92.09M","0","4"
"CTSH","","91.41M","100.93%","72.48M","4.67M","67.81M","5","23"
"CEG","","89.19M","934.45%","11.95M","10.07M","1.88M","4","34"
"SHW","","89.18M","123.98%","84.42M","3.28M","81.14M","0","10"
"ABBV","","87.52M","-38.11%","0","87.52M","-87.52M","2","2"
"MELI","","86.81M","54.06%","18.87M","64.72M","-45.86M","0","10"
"INCY","","86.21M","1336.26%","81.25M","1.21M","80.04M","1","8"
"CVS","","84.37M","137.25%","21.38M","59.41M","-38.03M","6","4"
"FI","","83.07M","44.89%","0","78.58M","-78.58M","4","3"
"RBLX","","82.17M","55.53%","72.2M","9.05M","63.14M","9","9"
"EQT","","81.81M","-58.35%","0","50.38M","-50.38M","5","9"
"STZ","","81.03M","45.56%","79.71M","649.51K","79.06M","0","7"
"AVGO","","79.77M","1.15%","70.26M","9.52M","60.74M","2","5"
"CNC","","79.33M","65.36%","57.18M","19.77M","37.41M","4","14"
"TGT","","79.24M","-39.54%","58.54M","12.24M","46.3M","6","17"
"IEMG","","79.18M","240.99%","12.46M","58.18M","-45.71M","1","47"
"HON","","78.75M","97.77%","54.85M","23.91M","30.94M","0","7"
"QCOM","","78.46M","69.12%","16.72M","53.6M","-36.88M","0","14"
"HUM","","77.9M","1.99%","66.79M","0","66.79M","0","15"
"MO","","77.47M","72.09%","8.7M","68.77M","-60.07M","5","2"
"TEL","","77.32M","40.67%","64.84M","9.64M","55.2M","0","7"
"CPRI","","76.15M","-53.91%","44.51M","14.14M","30.37M","7","30"
"CELH","","75.57M","88.69%","56.96M","14.68M","42.27M","9","45"
"INTU","","74.45M","234.99%","1.37M","68.27M","-66.9M","1","9"
"ALB","","74.15M","414.11%","30.18M","23.93M","6.25M","9","129"
"MDLZ","","71.12M","221.0%","19.38M","45.46M","-26.08M","3","6"
"INTC","","70.58M","-18.27%","0","65.39M","-65.39M","8","5"
"IQV","","70.09M","68.36%","0","69.42M","-69.42M","0","8"
"VMBS","","70.08M","357.5%","15.62M","53.11M","-37.49M","1","12"
"UNH","","68.76M","52.46%","12.08M","56.68M","-44.59M","0","4"
"TXN","","68.58M","-39.35%","59.07M","1.67M","57.4M","2","10"
"YUM","","68.39M","111.24%","0","64.03M","-64.03M","0","10"
"HPQ","","68.09M","114.2%","61.46M","2.11M","59.35M","8","16"
"MAR","","67.55M","-25.27%","27.35M","6.54M","20.81M","3","28"
"WST","","67.01M","74.77%","1.21M","63.21M","-62.0M","0","8"
"FE","","66.86M","99.88%","42.43M","23.39M","19.03M","4","15"
"AGNC","","66.17M","1700.19%","750.68K","65.06M","-64.31M","3","7"
"PM","","65.95M","1224.32%","0","65.95M","-65.95M","0","3"
"VMW","","64.95M","230.79%","54.38M","2.89M","51.49M","0","11"
"ADBE","","64.26M","21.98%","25.75M","35.54M","-9.8M","0","7"
"KRE","","63.98M","25.3%","25.33M","23.2M","2.13M","12","38"
"IBM","","63.41M","39.9%","0","63.41M","-63.41M","1","3"
"CSX","","62.79M","36.37%","27.26M","16.37M","10.9M","9","12"
"ON","","62.79M","16.08%","53.37M","6.28M","47.09M","13","5"
"UBER","","62.75M","-8.87%","18.88M","36.94M","-18.06M","6","6"
"EXR","","61.26M","-4.03%","1.28M","558.46K","724.93K","1","20"
"BKI","","61.0M","-5.16%","1.87M","38.35M","-36.49M","1","8"
"AMP","","60.77M","151.7%","0","60.77M","-60.77M","0","6"
"LBRDK","","59.95M","1020.75%","0","59.95M","-59.95M","0","3"
"SQ","","59.91M","-44.54%","7.04M","10.89M","-3.85M","17","43"
"SHV","","59.22M","20.43%","25.25M","14.99M","10.26M","0","52"
"KEYS","","58.71M","81.74%","13.82M","39.54M","-25.72M","3","15"
"TSLA","","58.57M","-86.51%","30.86M","27.7M","3.16M","5","2"
"CMG","","58.48M","-15.71%","0","58.48M","-58.48M","0","4"
"LEN","","58.46M","173.71%","41.68M","14.63M","27.04M","4","8"
"PAYC","","58.39M","137.35%","2.43M","35.83M","-33.41M","0","16"
"GM","","58.38M","81.62%","16.79M","37.51M","-20.72M","7","13"
"VWO","","57.29M","36.75%","25.39M","8.04M","17.35M","2","82"
"MOH","","57.07M","131.11%","0","57.07M","-57.07M","0","8"
"KLAC","","57.01M","3.14%","2.4M","54.61M","-52.21M","2","10"
"EQIX","","56.45M","656.85%","0","49.56M","-49.56M","0","6"
"NSC","","56.36M","-33.62%","10.0M","45.84M","-35.84M","0","6"
"FTNT","","56.28M","22.09%","7.17M","31.84M","-24.67M","1","22"
"D","","55.86M","-20.19%","49.09M","3.76M","45.33M","6","9"
"ALNY","","55.72M","523.3%","4.89M","50.5M","-45.6M","2","5"
"IWD","","55.5M","92.18%","33.68M","15.31M","18.36M","3","30"
"ED","","55.31M","71.95%","919.21K","53.88M","-52.96M","1","5"
"PPG","","55.26M","28.66%","53.63M","666.47K","52.97M","3","11"
"LRCX","","55.24M","-14.94%","10.32M","7.7M","2.63M","3","10"
"ABC","","54.61M","-68.9%","15.32M","38.95M","-23.63M","0","14"
"SGEN","","54.53M","29.93%","324.78K","48.52M","-48.19M","0","9"
"IUSB","","54.35M","183.3%","46.67M","3.5M","43.17M","2","21"
"T","","54.13M","-36.94%","3.91M","47.48M","-43.56M","0","6"
