"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","4.35B","-30.12%","1.55B","2.35B","-795.97M","475","471"
"QQQ","","2.11B","-19.32%","654.85M","1.28B","-627.83M","188","223"
"IWM","","1.12B","15.77%","633.55M","438.24M","195.31M","49","71"
"TQQQ","","573.7M","37.06%","169.58M","186.72M","-17.15M","236","590"
"MUB","","550.09M","43.19%","63.6M","430.8M","-367.2M","46","131"
"BIL","","480.07M","32.83%","307.81M","88.5M","219.31M","0","181"
"META","","433.85M","62.56%","303.54M","130.31M","173.24M","7","3"
"HYLB","","400.87M","4560.22%","302.92K","272.85K","30.07K","0","3"
"SPHY","","399.66M","3708.36%","1.27M","253.76K","1.02M","0","5"
"PXD","","378.46M","49.78%","98.52M","201.1M","-102.58M","44","42"
"TSLA","","347.88M","91.2%","259.14M","49.09M","210.06M","5","6"
"VMW","","342.05M","385.53%","18.04M","318.82M","-300.79M","12","27"
"SQQQ","","322.29M","31.06%","115.12M","109.37M","5.75M","87","401"
"XOM","","316.3M","14.34%","175.2M","134.88M","40.32M","13","6"
"BRK/B","","312.71M","-1.76%","234.78M","64.2M","170.57M","27","89"
"VTEB","","312.61M","8.69%","205.7M","64.17M","141.53M","11","126"
"AMD","","285.29M","42.76%","177.76M","102.76M","75.0M","11","9"
"NFLX","","284.13M","147.29%","192.1M","73.77M","118.33M","10","12"
"IEMG","","267.14M","264.84%","106.55M","145.58M","-39.03M","13","57"
"AGG","","266.49M","-6.74%","36.42M","178.42M","-142.0M","15","116"
"VOO","","250.73M","8.7%","72.16M","141.53M","-69.38M","33","93"
"VCLT","","239.74M","233.26%","45.77M","187.6M","-141.82M","3","17"
"IVV","","214.62M","8.54%","98.73M","64.23M","34.5M","63","113"
"IGSB","","207.02M","282.95%","101.72M","102.31M","-592.98K","0","20"
"MBB","","204.98M","305.22%","2.36M","73.37M","-71.0M","4","31"
"BAX","","195.16M","370.03%","168.68M","9.18M","159.5M","16","45"
"AVGO","","188.55M","124.55%","56.55M","127.48M","-70.93M","8","6"
"C","","177.75M","18.93%","24.19M","146.04M","-121.85M","8","13"
"BSX","","173.84M","229.37%","28.28M","39.31M","-11.03M","10","21"
"AAPL","","169.87M","-36.04%","0","169.87M","-169.87M","2","0"
"BABA","","157.45M","27.42%","25.29M","132.16M","-106.87M","3","7"
"RIG","","155.3M","4737.12%","139.05M","15.33M","123.72M","6","14"
"SMCI","","152.18M","6.25%","63.03M","65.68M","-2.65M","41","198"
"INTU","","150.42M","345.71%","2.28M","129.02M","-126.74M","0","5"
"AVTR","","144.5M","838.3%","99.03M","33.08M","65.95M","37","28"
"IEI","","130.16M","153.87%","117.0M","1.68M","115.31M","1","29"
"MRTX","","125.3M","11.2%","690.76K","113.28M","-112.59M","2","24"
"QQQM","","122.79M","425.23%","85.46M","23.62M","61.84M","13","39"
"RSP","","119.69M","-7.09%","40.4M","35.76M","4.64M","32","87"
"TGT","","119.64M","19.84%","110.09M","5.78M","104.31M","10","18"
"TXN","","119.3M","190.59%","54.76M","60.55M","-5.78M","1","10"
"BND","","111.12M","-61.67%","29.03M","45.88M","-16.85M","9","94"
"ATVI","","111.01M","0.88%","54.49M","27.66M","26.83M","4","28"
"JNK","","110.52M","-10.23%","102.93M","7.58M","95.35M","0","17"
"AXP","","109.79M","145.13%","24.21M","85.57M","-61.36M","2","11"
"A","","109.78M","348.48%","35.67M","23.42M","12.25M","7","54"
"SUSA","","108.99M","-62.68%","105.86M","0","105.86M","0","6"
"TMUS","","108.68M","144.66%","13.23M","77.08M","-63.85M","3","19"
"EWZ","","107.22M","65.28%","18.95M","83.54M","-64.59M","13","62"
"PDD","","107.19M","6.77%","93.28M","9.93M","83.35M","6","6"
"RIVN","","105.87M","-54.07%","51.31M","52.53M","-1.22M","26","51"
"MS","","105.75M","27.94%","90.83M","10.98M","79.84M","4","11"
"NEE","","104.13M","-17.66%","43.91M","39.79M","4.12M","13","13"
"ADI","","103.89M","139.55%","7.33M","88.99M","-81.66M","4","12"
"EMXC","","101.72M","1154.94%","98.2M","0","98.2M","2","5"
"VEA","","100.69M","51.41%","71.61M","6.96M","64.65M","2","78"
"FUTU","","100.09M","205.03%","100.09M","0","100.09M","0","3"
"VTI","","99.97M","-22.21%","37.09M","22.08M","15.01M","33","96"
