"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","9.33B","10.11%","7.51B","1.29B","6.21B","224","286"
"QQQ","","1.81B","-61.2%","1.26B","377.78M","885.7M","131","180"
"IWM","","1.19B","-14.71%","346.16M","841.13M","-494.97M","22","27"
"META","","1.07B","83.94%","597.06M","376.58M","220.47M","9","10"
"IVV","","944.05M","90.85%","867.34M","42.67M","824.67M","25","80"
"MSFT","","783.24M","32.81%","522.69M","260.56M","262.13M","6","2"
"SHEL","","679.84M","2385.73%","74.4M","604.37M","-529.96M","18","11"
"AAPL","","631.54M","-2.89%","335.71M","295.82M","39.89M","4","1"
"AMZN","","510.16M","-7.5%","372.53M","137.63M","234.9M","8","1"
"NIO","","396.41M","523.78%","237.9M","133.76M","104.14M","81","152"
"XOM","","383.88M","-61.96%","337.63M","41.3M","296.33M","7","5"
"NVDA","","378.66M","-59.97%","378.66M","0","378.66M","6","2"
"AMD","","322.39M","125.03%","52.43M","268.22M","-215.79M","5","14"
"TSLA","","306.0M","-25.74%","127.46M","140.37M","-12.91M","7","5"
"TQQQ","","294.72M","-8.43%","82.19M","85.17M","-2.98M","162","476"
"GOOGL","","284.51M","12.54%","260.07M","24.44M","235.62M","6","1"
"BIL","","278.37M","72.62%","145.27M","31.29M","113.98M","1","179"
"BRK/B","","263.4M","-59.1%","18.66M","229.36M","-210.7M","20","68"
"UNH","","261.19M","200.29%","180.94M","75.41M","105.54M","2","9"
"CVX","","235.07M","-54.78%","45.29M","143.04M","-97.75M","3","4"
"NKE","","226.33M","104.55%","81.25M","116.77M","-35.52M","9","25"
"KO","","224.78M","-16.65%","25.38M","169.93M","-144.55M","2","15"
"PG","","212.98M","-53.31%","0","201.56M","-201.56M","1","6"
"WFC","","210.06M","15.8%","103.42M","106.63M","-3.21M","4","7"
"ORCL","","206.84M","-55.7%","0","206.84M","-206.84M","2","7"
"FIS","","206.72M","24.34%","75.32M","98.79M","-23.46M","3","20"
"CRH","","186.88M","26.42%","143.93M","32.77M","111.15M","18","31"
"LLY","","185.24M","-73.54%","0","185.24M","-185.24M","2","3"
"MU","","183.87M","121.37%","32.63M","140.78M","-108.14M","12","13"
"QCOM","","181.68M","159.64%","131.4M","50.28M","81.12M","9","3"
"EFA","","181.66M","219.3%","37.35M","132.49M","-95.14M","9","47"
"SQQQ","","181.52M","-23.49%","62.42M","59.87M","2.55M","40","307"
"VCIT","","181.22M","175.38%","66.85M","105.27M","-38.42M","3","33"
"MUB","","180.51M","43.77%","84.72M","68.65M","16.07M","8","84"
"HDB","","172.42M","424.56%","65.61M","85.45M","-19.84M","4","6"
"MRK","","162.84M","-54.73%","27.1M","135.74M","-108.64M","2","2"
"MELI","","162.62M","32.37%","47.54M","55.87M","-8.33M","4","10"
"ATVI","","150.82M","14.81%","43.47M","79.17M","-35.7M","13","37"
"PLD","","150.27M","55.2%","0","148.98M","-148.98M","0","5"
"LIN","","135.57M","-18.89%","8.36M","117.91M","-109.55M","0","7"
"AMAT","","130.52M","34.85%","33.06M","85.45M","-52.39M","0","9"
"NFLX","","126.05M","3.9%","106.66M","11.95M","94.71M","5","7"
"VOO","","125.18M","-19.37%","52.54M","28.79M","23.75M","32","94"
"GOOG","","125.06M","-17.99%","125.06M","0","125.06M","3","0"
"ABBV","","122.02M","-53.91%","122.02M","0","122.02M","0","4"
"INTC","","121.06M","-29.74%","111.49M","2.06M","109.43M","4","6"
"BSX","","118.91M","140.45%","35.46M","30.15M","5.31M","13","26"
"PDD","","116.58M","42.05%","78.27M","17.64M","60.64M","12","12"
"PFE","","112.51M","-76.69%","2.41M","107.05M","-104.64M","0","5"
