"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","8.79B","6.77%","3.55B","3.68B","-135.13M","543","628"
"QQQ","","3.4B","18.79%","1.37B","1.86B","-489.44M","221","254"
"IWM","","1.14B","57.0%","484.21M","627.98M","-143.77M","44","53"
"IVV","","901.06M","7.71%","36.41M","810.74M","-774.33M","50","101"
"TQQQ","","499.63M","36.8%","152.26M","153.51M","-1.25M","212","718"
"AGG","","429.0M","83.84%","158.14M","169.0M","-10.86M","13","209"
"XOM","","399.27M","35.11%","38.26M","353.53M","-315.26M","7","3"
"TRTN","","388.1M","1531.11%","636.2K","378.85M","-378.22M","3","43"
"CRH","","387.74M","171.4%","21.85M","364.37M","-342.51M","1","10"
"NVDA","","370.94M","-21.3%","82.02M","268.41M","-186.39M","3","4"
"SQQQ","","361.14M","29.75%","111.67M","131.5M","-19.83M","85","556"
"META","","347.18M","-16.96%","53.38M","286.85M","-233.48M","7","3"
"BIL","","335.75M","-11.1%","147.82M","112.52M","35.3M","1","201"
"MBB","","330.78M","425.81%","69.9M","250.62M","-180.72M","4","61"
"BRK/B","","320.76M","-19.9%","40.01M","264.02M","-224.01M","13","137"
"MUB","","316.64M","-13.26%","163.11M","70.24M","92.88M","38","177"
"SPBO","","309.46M","4118.52%","289.87M","19.28M","270.59M","1","11"
"BSV","","308.09M","175.65%","277.96M","15.3M","262.66M","1","41"
"VMBS","","308.09M","620.53%","112.41M","191.64M","-79.23M","2","31"
"VTC","","291.3M","52503.99%","314.46K","15.49M","-15.17M","0","5"
"CVX","","290.24M","39.05%","203.83M","78.83M","125.0M","6","6"
"AXP","","258.48M","200.78%","225.44M","2.93M","222.51M","2","18"
"VOO","","240.33M","-38.13%","55.04M","99.7M","-44.66M","59","187"
"PG","","237.77M","73.3%","190.51M","34.49M","156.01M","0","7"
"IWB","","229.67M","678.76%","12.27M","206.23M","-193.96M","6","47"
"RSP","","209.47M","26.64%","28.36M","155.2M","-126.84M","23","84"
"INTC","","200.36M","505.76%","6.91M","193.45M","-186.54M","15","2"
"LLY","","196.11M","2.99%","196.11M","0","196.11M","0","3"
"AAPL","","195.76M","-23.02%","34.09M","161.68M","-127.59M","3","1"
"PFE","","188.04M","36.74%","24.05M","158.28M","-134.23M","5","7"
"EMB","","184.04M","-10.48%","107.86M","49.83M","58.03M","8","70"
"JNJ","","179.9M","251.39%","12.35M","163.19M","-150.84M","3","2"
"MRK","","171.15M","58.34%","0","171.15M","-171.15M","0","5"
"AMZN","","169.73M","-59.58%","18.18M","151.55M","-133.37M","2","3"
"MET","","166.31M","437.21%","163.32M","2.01M","161.31M","3","7"
"TSLA","","165.89M","46.31%","54.49M","88.39M","-33.9M","6","4"
"BND","","163.17M","-56.97%","46.51M","32.82M","13.7M","8","177"
"MDLZ","","161.93M","289.1%","76.02M","55.68M","20.34M","6","11"
"TRP","","161.55M","458.42%","150.5M","9.58M","140.92M","1","5"
"WDAY","","161.34M","778.5%","120.61M","29.9M","90.71M","4","19"
"VTEB","","159.76M","-42.46%","53.8M","47.48M","6.32M","8","163"
"SPIB","","155.44M","654.85%","144.54M","6.05M","138.49M","0","25"
"SYK","","153.57M","128.25%","111.91M","16.87M","95.05M","7","23"
"SGEN","","151.7M","18.88%","51.81M","24.16M","27.64M","10","113"
"DHR","","145.94M","15.43%","44.02M","95.16M","-51.14M","0","7"
"IEFA","","144.65M","23.61%","32.44M","68.02M","-35.58M","8","102"
"VTI","","140.83M","-26.67%","22.78M","47.79M","-25.01M","49","147"
"JNK","","136.93M","-30.22%","58.4M","71.93M","-13.53M","1","53"
"LOW","","135.23M","7.05%","7.68M","118.41M","-110.73M","2","10"
"SPTL","","134.9M","294.19%","82.12M","47.58M","34.54M","0","19"
"IEMG","","132.28M","-37.92%","9.01M","92.76M","-83.75M","5","90"
"ABT","","130.45M","100.77%","39.19M","89.41M","-50.22M","0","7"
"SYNH","","124.29M","703.1%","55.36M","41.31M","14.04M","1","61"
"VEA","","122.9M","21.67%","36.58M","25.08M","11.5M","5","136"
"ABBV","","122.79M","11.81%","106.79M","9.19M","97.6M","0","5"
"EQT","","122.49M","294.17%","0","121.48M","-121.48M","0","13"
"TLH","","121.33M","189.11%","75.33M","41.07M","34.26M","5","15"
"VCIT","","119.17M","-45.21%","9.98M","86.41M","-76.43M","3","97"
"UPS","","118.8M","15.28%","13.73M","88.35M","-74.62M","2","12"
"USFR","","117.21M","6.46%","53.25M","41.81M","11.44M","0","90"
"ORCL","","117.07M","-15.91%","0","114.88M","-114.88M","2","4"
"LMT","","116.54M","76.35%","103.73M","0","103.73M","0","12"
"TJX","","114.76M","13.03%","30.25M","82.52M","-52.26M","1","10"
"D","","114.54M","119.23%","4.24M","104.95M","-100.71M","2","14"
"LIN","","111.18M","-30.41%","0","111.18M","-111.18M","0","2"
"TGT","","107.1M","19.79%","89.67M","12.41M","77.25M","8","23"
"CDC","","106.82M","3872.97%","105.66M","805.07K","104.86M","1","3"
"AMD","","106.8M","64.56%","27.48M","79.32M","-51.84M","13","5"
"UBER","","106.78M","60.79%","14.39M","89.0M","-74.61M","6","5"
"A","","106.68M","353.23%","3.18M","86.61M","-83.43M","5","31"
"CPNG","","105.57M","723.76%","918.27K","103.4M","-102.48M","0","6"
"NEE","","104.04M","114.55%","64.38M","31.21M","33.17M","10","17"
"UNH","","103.88M","24.77%","76.5M","19.59M","56.91M","1","7"
"SPTS","","102.82M","88.32%","4.65M","15.13M","-10.48M","1","18"
"PLD","","102.54M","12.2%","0","95.09M","-95.09M","0","9"
"HUM","","99.36M","-31.5%","96.89M","0","96.89M","0","9"
"DELL","","97.52M","151.43%","1.83M","82.06M","-80.23M","8","33"
"DIS","","97.39M","-47.2%","6.41M","90.98M","-84.57M","7","3"
"DG","","97.13M","39.83%","23.79M","60.09M","-36.3M","18","42"
"TZA","","96.38M","356.36%","27.88M","55.29M","-27.41M","36","85"
"FIS","","94.42M","55.03%","59.76M","19.04M","40.72M","2","33"
"SHV","","92.19M","29.65%","40.56M","25.31M","15.26M","0","84"
"VNQ","","91.93M","54.29%","14.63M","54.39M","-39.76M","21","59"
"VGSH","","91.74M","0.95%","6.14M","13.64M","-7.49M","2","60"
"TEAM","","91.62M","823.7%","3.39M","85.74M","-82.35M","3","16"
"C","","89.54M","-36.75%","8.79M","68.18M","-59.39M","6","10"
"SMCI","","89.41M","122.05%","37.61M","36.18M","1.43M","10","208"
"SPLK","","88.91M","-70.18%","16.16M","55.16M","-39.01M","12","41"
"EFA","","87.84M","-51.66%","8.07M","27.24M","-19.17M","7","68"
"CRM","","87.54M","63.47%","15.82M","69.18M","-53.36M","2","6"
"EZU","","87.22M","-62.18%","759.13K","81.57M","-80.81M","2","17"
"ILMN","","86.84M","194.65%","43.01M","33.62M","9.39M","5","21"
"ALB","","86.3M","236.1%","28.89M","31.25M","-2.36M","17","154"
"MCK","","85.89M","-5.35%","2.77M","77.57M","-74.81M","0","6"
"DUK","","84.98M","56.36%","7.77M","74.2M","-66.43M","3","10"
"DIVO","","84.43M","1887.66%","0","80.0M","-80.0M","0","4"
"BKLN","","82.32M","-53.62%","3.03M","65.76M","-62.73M","1","20"
"GOOGL","","82.21M","-40.86%","22.68M","59.53M","-36.85M","2","0"
"MDY","","82.0M","634.81%","0","80.95M","-80.95M","6","4"
"VGIT","","81.59M","-46.23%","65.36M","7.41M","57.95M","3","32"
"SPTI","","80.7M","68.12%","3.45M","74.4M","-70.94M","0","13"
"IJR","","79.9M","53.31%","33.02M","31.27M","1.76M","11","47"
"RTX","","79.65M","-38.28%","47.41M","14.09M","33.32M","10","13"
"XLRE","","79.48M","161.57%","25.08M","30.1M","-5.01M","3","46"
"BILL","","77.81M","190.26%","10.95M","56.65M","-45.7M","9","15"
"USHY","","75.63M","-28.75%","54.87M","19.84M","35.03M","2","18"
"MMM","","74.16M","27.62%","0","70.79M","-70.79M","1","11"
"TMO","","73.57M","161.77%","4.43M","55.91M","-51.48M","2","8"
"EWJ","","73.33M","309.0%","54.1M","16.28M","37.82M","5","12"
"SE","","72.52M","25.41%","34.38M","27.49M","6.89M","35","65"
"SO","","72.05M","35.14%","1.56M","64.51M","-62.95M","6","5"
"GOVT","","71.53M","-59.29%","42.22M","16.59M","25.63M","0","53"
"ADI","","71.53M","39.03%","0","69.85M","-69.85M","0","8"
"CMG","","71.11M","342.65%","51.54M","17.75M","33.8M","0","7"
"BX","","70.98M","22.49%","56.95M","0","56.95M","2","9"
"QQQM","","70.6M","61.1%","10.4M","57.32M","-46.92M","4","12"
"CCI","","69.89M","-15.98%","5.28M","56.82M","-51.54M","4","21"
"MCO","","69.67M","39.86%","2.03M","59.85M","-57.82M","0","14"
"COO","","69.1M","629.05%","23.54M","29.3M","-5.76M","0","6"
"VWO","","67.81M","0.08%","15.56M","25.18M","-9.62M","2","76"
"HES","","67.39M","424.2%","41.88M","5.5M","36.38M","1","25"
"SPLG","","66.72M","35.57%","47.23M","11.12M","36.11M","8","27"
"KXI","","65.4M","5967.0%","1.02M","64.38M","-63.35M","1","5"
"MCD","","65.32M","476.0%","2.53M","62.79M","-60.26M","4","6"
"IWD","","65.16M","-76.6%","17.76M","15.4M","2.36M","12","44"
"FI","","64.26M","23.19%","4.16M","53.07M","-48.91M","3","9"
"CBRE","","64.2M","262.5%","34.89M","4.12M","30.77M","1","27"
"GBIL","","63.67M","143.63%","15.48M","33.71M","-18.23M","0","41"
"OXY","","63.63M","118.98%","1.25M","51.83M","-50.59M","17","12"
"COST","","63.63M","-23.01%","29.61M","31.22M","-1.62M","4","11"
"PSTG","","63.36M","419.37%","39.56M","23.8M","15.76M","0","4"
"ULTA","","63.31M","251.95%","4.07M","56.3M","-52.23M","2","8"
"PLTR","","63.27M","67.47%","18.39M","21.2M","-2.81M","24","124"
"PXD","","63.07M","57.82%","41.52M","6.42M","35.1M","1","18"
"IWN","","62.67M","106.51%","20.83M","33.31M","-12.48M","8","20"
