"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","5.62B","-18.71%","4.29B","794.63M","3.49B","298","553"
"QQQ","","4.0B","25.32%","3.06B","565.35M","2.49B","173","274"
"MSFT","","1.41B","252.38%","833.02M","575.61M","257.41M","8","2"
"IWM","","1.33B","-17.49%","888.01M","376.04M","511.97M","78","84"
"META","","655.01M","49.17%","327.05M","327.95M","-899.73K","3","2"
"SPYV","","610.23M","926.34%","157.87M","434.81M","-276.94M","6","54"
"IWY","","586.4M","2748.44%","19.07M","522.69M","-503.62M","8","41"
"IVV","","471.09M","-43.89%","322.98M","101.25M","221.73M","56","109"
"NVDA","","470.1M","47.68%","158.48M","297.82M","-139.34M","5","2"
"QQQM","","311.33M","348.82%","26.52M","256.53M","-230.01M","15","60"
"BRK/B","","304.43M","-7.79%","119.63M","175.55M","-55.92M","7","75"
"XOM","","283.45M","-26.15%","26.43M","257.02M","-230.59M","7","4"
"IEMG","","273.45M","60.79%","54.95M","196.31M","-141.36M","14","152"
"IJS","","269.21M","1506.08%","71.15M","196.21M","-125.06M","5","22"
"PANW","","266.04M","609.54%","177.39M","88.65M","88.74M","4","14"
"AMZN","","260.66M","-26.41%","185.42M","75.24M","110.18M","4","1"
"CVX","","253.77M","-20.25%","32.0M","213.22M","-181.23M","4","9"
"BIL","","210.21M","-32.96%","63.99M","34.13M","29.86M","0","253"
"SHOP","","198.52M","190.45%","99.88M","61.33M","38.55M","11","16"
"DIS","","196.85M","-33.59%","41.95M","137.69M","-95.74M","3","9"
"VOO","","182.69M","-51.92%","71.91M","40.59M","31.31M","45","128"
"UPS","","177.61M","40.97%","153.6M","16.34M","137.26M","2","8"
"JPM","","176.35M","-56.7%","100.05M","16.22M","83.83M","2","9"
"MS","","174.66M","90.43%","127.36M","35.03M","92.33M","12","15"
"MUB","","172.22M","17.47%","36.82M","111.35M","-74.53M","8","73"
"AGG","","161.52M","6.69%","79.5M","41.03M","38.46M","7","109"
"CSCO","","161.33M","122.13%","67.17M","82.68M","-15.51M","1","8"
"VRTX","","157.38M","106.05%","69.08M","40.98M","28.09M","1","15"
"COR","","156.17M","224.41%","104.73M","37.87M","66.86M","3","18"
"SNPS","","154.12M","170.65%","92.99M","54.17M","38.82M","3","18"
"AMAT","","152.61M","151.53%","152.61M","0","152.61M","1","3"
"IEFA","","149.95M","58.09%","100.64M","10.29M","90.35M","12","117"
"ARM","","149.16M","154.26%","69.79M","71.36M","-1.57M","22","38"
"TSLA","","148.55M","-51.92%","85.59M","46.68M","38.91M","7","4"
"VWO","","148.45M","83.37%","70.81M","41.36M","29.46M","10","161"
"UBER","","147.82M","22.42%","140.74M","7.08M","133.66M","6","6"
"NFLX","","142.66M","43.2%","65.49M","62.03M","3.47M","7","10"
"KRTX","","131.91M","48.7%","24.22M","57.56M","-33.34M","3","61"
"SE","","131.81M","270.86%","116.05M","10.05M","106.0M","7","30"
"ORCL","","128.85M","121.98%","123.64M","2.55M","121.09M","2","6"
"PG","","128.31M","-34.65%","80.39M","47.92M","32.46M","1","4"
"HUM","","119.8M","40.82%","19.44M","26.2M","-6.76M","3","46"
"UNH","","119.8M","-7.83%","91.59M","0","91.59M","1","8"
"CCJ","","117.35M","223.02%","17.74M","94.28M","-76.53M","7","22"
"SYK","","117.15M","225.17%","108.12M","0","108.12M","0","10"
"LRCX","","117.03M","890.76%","49.35M","66.19M","-16.84M","8","10"
"EFA","","116.87M","-27.7%","84.52M","18.3M","66.22M","12","63"
"VTI","","116.85M","-33.06%","44.06M","15.74M","28.32M","22","137"
"USFR","","111.57M","22.77%","60.46M","12.42M","48.04M","0","87"
"RSP","","111.32M","-31.65%","28.98M","51.95M","-22.97M","27","85"
"HES","","110.35M","93.82%","12.44M","92.35M","-79.91M","5","16"
"SMCI","","107.67M","-46.66%","46.9M","39.45M","7.45M","23","167"
"AAPL","","104.55M","-82.35%","104.55M","0","104.55M","1","1"
"C","","103.77M","-7.15%","77.61M","25.18M","52.43M","12","10"
"ASND","","103.54M","1252.54%","42.88M","57.39M","-14.52M","3","21"
"AVGO","","102.54M","-31.94%","49.9M","0","49.9M","0","7"
"COST","","100.37M","271.03%","100.37M","0","100.37M","2","2"
"PDD","","95.47M","46.03%","31.81M","63.65M","-31.84M","6","7"
"ENB","","94.11M","672.1%","0","94.11M","-94.11M","0","2"
"BA","","93.1M","-44.42%","40.08M","37.19M","2.89M","24","24"
"TSCO","","92.96M","644.83%","67.01M","14.68M","52.34M","5","19"
"AMGN","","91.08M","239.45%","0","88.05M","-88.05M","1","6"
"T","","90.14M","-23.83%","77.07M","9.42M","67.66M","2","8"
"KHC","","88.72M","260.31%","86.86M","0","86.86M","5","6"
"CSX","","88.68M","311.83%","51.73M","35.85M","15.88M","2","6"
"PXD","","85.7M","38.25%","25.61M","42.57M","-16.96M","4","9"
"QCOM","","85.5M","262.47%","79.08M","0","79.08M","1","9"
"LYV","","83.68M","549.91%","34.32M","31.62M","2.7M","1","30"
"RIVN","","83.44M","173.89%","39.15M","29.81M","9.34M","30","75"
"APA","","82.26M","881.84%","76.82M","3.79M","73.03M","9","11"
"WOLF","","81.97M","317.53%","76.98M","3.52M","73.45M","6","14"
"EWA","","81.23M","782.71%","75.54M","5.16M","70.38M","0","6"
"ABBV","","79.71M","40.09%","50.71M","29.0M","21.7M","1","4"
"CCI","","78.98M","22.39%","63.59M","2.27M","61.32M","4","18"
"ON","","78.14M","4.79%","42.34M","10.71M","31.63M","9","42"
"EWZ","","76.43M","45.83%","43.49M","31.24M","12.25M","10","66"
"X","","76.11M","184.52%","5.92M","64.81M","-58.89M","12","19"
"VTV","","74.89M","-30.96%","31.56M","24.83M","6.74M","9","60"
"V","","74.72M","33.07%","60.1M","14.62M","45.49M","0","3"
"PFE","","74.37M","-49.47%","42.73M","30.0M","12.73M","3","4"
"VEA","","73.35M","-26.43%","22.89M","10.9M","12.0M","0","108"
"TMUS","","72.7M","46.94%","29.33M","25.54M","3.79M","6","16"
"EWG","","71.04M","804.96%","0","70.0M","-70.0M","0","8"
"LLY","","70.56M","23.12%","34.0M","36.55M","-2.55M","2","2"
"MA","","70.4M","16.43%","35.4M","35.0M","399.73K","1","3"
"IBM","","69.08M","63.59%","54.94M","8.18M","46.76M","2","5"
"SCHG","","68.85M","94.43%","49.38M","12.59M","36.79M","11","28"
"MDT","","66.63M","96.88%","60.86M","0","60.86M","3","5"
"SIMO","","65.95M","114.97%","0","65.95M","-65.95M","0","3"
"VUG","","65.44M","-18.54%","38.74M","12.68M","26.06M","6","41"
"SPLG","","65.19M","32.07%","19.99M","27.98M","-7.99M","5","46"
"EWJ","","64.74M","-21.11%","51.58M","9.77M","41.8M","8","25"
"VO","","63.14M","71.56%","29.92M","28.27M","1.65M","4","27"
"CTSH","","62.86M","154.36%","62.27M","0","62.27M","1","3"
"KVUE","","62.67M","21.9%","6.24M","52.86M","-46.63M","0","20"
"ALGN","","62.61M","595.89%","51.64M","6.54M","45.1M","4","13"
"BSX","","62.59M","42.26%","32.29M","26.59M","5.7M","4","10"
"IBN","","62.47M","165.18%","2.22M","50.08M","-47.86M","1","17"
"INTC","","62.34M","-61.5%","10.13M","25.18M","-15.05M","2","6"
"PYPL","","62.01M","78.88%","45.28M","8.56M","36.72M","14","15"
"REGN","","61.85M","91.9%","11.48M","37.61M","-26.12M","0","8"
"AMD","","61.23M","-68.6%","15.21M","39.68M","-24.47M","9","6"
"PACB","","61.06M","419.48%","59.05M","2.02M","57.03M","1","5"
"CYTK","","60.94M","-55.55%","22.79M","28.09M","-5.3M","3","19"
"DHI","","60.9M","370.68%","49.87M","10.09M","39.79M","1","9"
"MRVL","","60.54M","10.11%","31.4M","12.39M","19.01M","11","11"
"SNOW","","59.67M","-10.37%","28.23M","18.37M","9.86M","6","9"
"FCX","","58.77M","126.09%","51.05M","2.37M","48.68M","5","11"
"QLD","","58.71M","102.79%","4.88M","49.6M","-44.71M","16","22"
"IJR","","58.45M","-57.16%","17.18M","22.46M","-5.28M","24","49"
"SQ","","58.01M","82.54%","46.72M","6.75M","39.97M","18","18"
"LIN","","57.64M","1210.66%","4.54M","37.56M","-33.02M","4","4"
"IWD","","57.02M","-75.5%","19.35M","7.63M","11.72M","14","72"
"CARR","","56.62M","236.9%","1.5M","52.49M","-50.99M","1","8"
"CNC","","55.96M","192.08%","29.31M","12.41M","16.91M","3","22"
"SPOT","","55.31M","88.76%","35.72M","9.99M","25.73M","13","41"
