"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bullish","9.1B","15.1%","6.35B","2.41B","3.94B","207","281"
"QQQ","Bullish","3.3B","-8.65%","1.68B","1.18B","499.56M","224","340"
"IVV","Bearish","1.22B","246.5%","514.81M","628.81M","-113.99M","30","142"
"IWM","Bearish","905.43M","-28.12%","402.79M","445.09M","-42.3M","40","53"
"NVDA","Bearish","618.17M","66.83%","125.33M","492.83M","-367.5M","9","6"
"TQQQ","Bullish","542.54M","28.42%","176.35M","134.24M","42.11M","168","753"
"EXR","Bullish","451.72M","718.33%","436.34M","13.4M","422.94M","10","36"
"TSLA","Bearish","437.88M","-13.15%","190.88M","216.6M","-25.72M","4","7"
"XOM","Bullish","387.44M","7.99%","344.67M","42.77M","301.9M","11","1"
"ACWI","Bullish","372.38M","145.31%","296.08M","75.28M","220.8M","1","10"
"BRK/B","Bearish","365.33M","19.59%","81.17M","268.39M","-187.22M","13","86"
"MS","Bearish","300.53M","180.14%","90.46M","172.01M","-81.55M","1","21"
"UBER","Bearish","294.96M","205.53%","112.04M","156.45M","-44.41M","23","28"
"META","Bullish","283.01M","3.48%","225.94M","57.06M","168.88M","12","2"
"AAPL","Bullish","271.35M","-38.14%","271.35M","0","271.35M","3","2"
"VCSH","Bearish","269.49M","422.82%","25.82M","187.05M","-161.24M","34","82"
"ATVI","Bearish","253.74M","-51.45%","69.55M","112.04M","-42.49M","36","62"
"C","Bearish","250.57M","-17.01%","91.84M","151.96M","-60.12M","18","13"
"BND","Bearish","248.78M","48.0%","42.52M","178.41M","-135.9M","3","73"
"AZN","Bullish","245.64M","357.44%","189.88M","55.76M","134.13M","8","4"
"SHV","Bullish","242.93M","61.09%","136.92M","40.32M","96.6M","0","115"
"DIS","Bullish","222.73M","19.4%","42.84M","15.26M","27.58M","7","3"
"JPM","Bullish","222.37M","8.97%","199.76M","7.61M","192.15M","2","1"
"SQQQ","Bearish","216.39M","4.63%","55.83M","105.22M","-49.39M","62","303"
"HUM","Bullish","209.21M","46.41%","140.53M","19.39M","121.14M","8","50"
"WFC","Bullish","208.01M","55.76%","141.42M","66.59M","74.83M","10","10"
"LLY","Bearish","204.29M","6.42%","0","204.29M","-204.29M","0","4"
