"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","7.73B","28.23%","984.8M","6.26B","-5.27B","372","523"
"QQQ","","4.33B","35.72%","1.15B","2.87B","-1.72B","219","337"
"IWM","","3.14B","145.85%","633.79M","2.31B","-1.68B","111","161"
"V","","980.25M","2380.41%","846.36M","133.88M","712.48M","3","3"
"AAPL","","839.32M","38.44%","311.04M","494.62M","-183.59M","12","2"
"VOO","","555.41M","179.43%","177.98M","278.17M","-100.19M","88","189"
"MSFT","","529.29M","-43.11%","192.22M","337.07M","-144.85M","3","1"
"BIL","","460.31M","17.95%","48.15M","224.61M","-176.47M","1","337"
"NEM","","439.5M","85.59%","6.01M","319.54M","-313.53M","8","28"
"TQQQ","","401.08M","-18.6%","105.16M","125.09M","-19.93M","118","627"
"XOM","","389.06M","-8.66%","60.06M","329.0M","-268.95M","1","5"
"BRK/B","","356.13M","0.72%","223.37M","111.73M","111.64M","26","115"
"AMD","","333.94M","60.51%","7.19M","324.54M","-317.35M","13","6"
"CVX","","315.76M","-2.93%","29.7M","277.81M","-248.11M","7","5"
"ADBE","","308.83M","329.57%","270.29M","16.16M","254.14M","5","10"
"TSLA","","308.48M","2.0%","46.4M","262.08M","-215.67M","8","6"
"ENB","","289.31M","343.88%","75.28M","138.78M","-63.5M","2","4"
"AGG","","289.09M","70.77%","86.78M","129.74M","-42.96M","14","168"
"GS","","282.22M","383.04%","27.22M","251.37M","-224.15M","6","11"
"RSP","","281.62M","42.36%","39.9M","36.14M","3.76M","30","169"
"VCIT","","273.88M","146.62%","192.02M","43.36M","148.67M","16","116"
"MUB","","261.19M","-22.03%","137.59M","52.42M","85.17M","26","159"
"VTI","","252.33M","89.89%","130.01M","46.62M","83.4M","35","159"
"IEFA","","250.42M","131.03%","17.69M","35.46M","-17.77M","6","107"
"NVDA","","237.6M","-41.67%","0","224.19M","-224.19M","5","3"
"AMZN","","228.9M","-11.8%","0","164.95M","-164.95M","3","3"
"FIS","","225.35M","1554.23%","372.62K","222.57M","-222.19M","4","11"
"C","","220.04M","54.07%","3.1M","198.81M","-195.71M","9","14"
"EWZ","","217.02M","104.79%","139.98M","67.02M","72.96M","22","39"
"VTEB","","214.74M","-27.18%","23.77M","157.94M","-134.17M","9","92"
"QCOM","","213.02M","72.98%","1.88M","169.35M","-167.47M","7","15"
"SQQQ","","206.4M","-13.46%","58.57M","62.12M","-3.55M","42","341"
"IVV","","202.83M","-46.42%","112.67M","34.51M","78.16M","40","118"
"DIS","","198.63M","-33.82%","2.81M","166.63M","-163.82M","3","11"
"GOOGL","","192.17M","6.0%","94.42M","97.76M","-3.34M","3","0"
"BA","","191.64M","381.55%","83.83M","105.85M","-22.03M","10","17"
"BK","","190.21M","1540.9%","360.25K","189.42M","-189.06M","1","6"
"UPS","","190.11M","45.57%","34.91M","10.88M","24.03M","0","9"
"SHV","","187.62M","66.46%","21.89M","123.1M","-101.21M","0","100"
"IEI","","180.48M","75.75%","63.72M","58.61M","5.1M","23","214"
"SMCI","","179.66M","83.34%","77.65M","63.07M","14.59M","53","300"
"DUK","","177.72M","213.17%","139.06M","37.77M","101.29M","5","10"
"RBLX","","172.78M","175.02%","47.72M","8.18M","39.54M","13","28"
"SBUX","","171.63M","93.6%","167.55M","4.07M","163.48M","3","2"
"LULU","","167.19M","811.39%","1.48M","163.01M","-161.53M","6","13"
"META","","161.32M","-57.25%","49.9M","111.42M","-61.52M","6","3"
"COR","","160.91M","73.17%","148.64M","6.09M","142.55M","2","28"
"PANW","","154.19M","129.87%","138.15M","10.12M","128.04M","3","13"
"EFA","","153.45M","129.21%","23.58M","100.61M","-77.03M","9","107"
"GPN","","145.19M","1024.61%","1.12M","123.08M","-121.96M","3","26"
"DELL","","144.53M","311.06%","43.56M","96.2M","-52.63M","13","21"
"PLTR","","137.69M","28.02%","58.31M","62.74M","-4.42M","30","78"
"BND","","137.63M","6.96%","75.51M","21.06M","54.45M","12","102"
"KRE","","134.79M","138.6%","42.16M","49.05M","-6.89M","38","66"
"PFE","","132.51M","15.43%","46.82M","41.34M","5.47M","5","10"
"GSUS","","125.56M","129.72%","124.58M","0","124.58M","0","2"
"VTV","","124.7M","44.86%","56.05M","33.71M","22.34M","9","91"
"BMY","","124.33M","53.58%","79.79M","41.15M","38.64M","3","4"
