"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","4.08B","-39.88%","2.01B","1.29B","722.53M","245","421"
"QQQ","","3.67B","31.04%","2.38B","1.09B","1.29B","148","241"
"IWM","","1.89B","52.27%","1.42B","311.28M","1.11B","71","91"
"JPM","","1.13B","581.39%","62.15M","1.07B","-1.01B","5","4"
"META","","914.44M","101.96%","433.68M","349.72M","83.96M","6","3"
"VOO","","666.29M","24.14%","553.6M","43.16M","510.45M","56","107"
"SUSA","","553.59M","297.55%","547.55M","1.84M","545.71M","0","18"
"CVX","","504.22M","70.36%","209.0M","283.97M","-74.97M","2","11"
"AMZN","","486.23M","1.61%","486.23M","0","486.23M","6","1"
"XOM","","476.83M","30.97%","270.98M","205.85M","65.13M","7","8"
"MSFT","","416.94M","27.6%","284.48M","132.46M","152.02M","3","2"
"IVV","","397.34M","-54.93%","259.74M","92.39M","167.35M","32","85"
"TSLA","","392.04M","49.29%","205.67M","156.94M","48.73M","11","8"
"NVDA","","379.19M","-16.47%","172.72M","206.48M","-33.76M","5","2"
"UNH","","253.27M","373.36%","127.27M","62.66M","64.61M","3","14"
"DIS","","230.33M","-15.32%","10.39M","214.16M","-203.77M","7","5"
"BIL","","213.12M","-26.49%","51.37M","29.65M","21.73M","0","235"
"IEMG","","207.21M","51.85%","154.42M","12.91M","141.52M","4","69"
"UPS","","203.02M","209.78%","1.48M","193.5M","-192.02M","3","8"
"RSP","","201.41M","25.51%","51.86M","116.3M","-64.45M","24","96"
"WFC","","195.24M","260.51%","25.14M","59.28M","-34.14M","8","11"
"VTI","","189.73M","-10.32%","74.53M","57.4M","17.13M","40","145"
"AVGO","","179.49M","68.84%","113.41M","66.09M","47.32M","6","4"
"GBIL","","175.59M","505.97%","165.75M","1.41M","164.33M","1","39"
"UBER","","168.92M","78.88%","74.69M","46.38M","28.31M","32","15"
"BRK/B","","166.61M","-53.85%","62.05M","94.28M","-32.23M","9","59"
"PFE","","164.94M","57.79%","146.91M","14.22M","132.7M","8","8"
"COIN","","161.47M","-0.03%","67.67M","79.07M","-11.4M","82","180"
"AAPL","","159.36M","-67.75%","159.36M","0","159.36M","3","0"
"C","","153.47M","92.99%","63.95M","55.18M","8.77M","24","16"
"MRVL","","142.99M","323.37%","85.51M","15.06M","70.45M","16","27"
"CL","","141.95M","483.17%","139.98M","0","139.98M","0","13"
"MUB","","139.11M","-0.21%","86.08M","21.49M","64.59M","14","107"
"KRE","","134.55M","79.8%","35.25M","87.9M","-52.64M","35","60"
"PG","","133.61M","-57.62%","76.37M","57.24M","19.13M","3","6"
"CNQ","","127.78M","119.89%","0","125.82M","-125.82M","0","5"
"IWD","","126.9M","-45.58%","25.63M","77.11M","-51.48M","13","69"
"GOOG","","123.75M","-15.31%","123.75M","0","123.75M","3","0"
"AGG","","122.71M","-30.02%","21.3M","52.36M","-31.06M","6","127"
"SNOW","","121.71M","116.58%","15.09M","101.11M","-86.02M","9","27"
"PODD","","119.56M","204.83%","85.79M","27.49M","58.31M","13","21"
"KO","","118.97M","400.25%","89.12M","20.45M","68.67M","3","6"
"BA","","118.73M","-7.08%","28.53M","74.76M","-46.23M","12","33"
"CVS","","113.87M","-71.82%","2.45M","104.03M","-101.58M","5","3"
"UNP","","113.7M","320.93%","45.92M","4.01M","41.91M","4","8"
"KRTX","","112.22M","3.25%","19.91M","75.8M","-55.89M","5","29"
"DAL","","111.62M","267.16%","33.64M","43.85M","-10.21M","81","113"
"ORCL","","110.66M","777.98%","17.11M","68.34M","-51.23M","7","10"
"VIG","","109.88M","46.63%","23.99M","73.37M","-49.38M","6","47"
"CSCO","","101.76M","30.88%","85.24M","16.52M","68.72M","4","5"
"JPST","","99.25M","64.84%","22.23M","47.39M","-25.16M","1","78"
"NVO","","96.85M","130.95%","0","96.85M","-96.85M","5","0"
"PXD","","96.14M","75.86%","69.23M","26.35M","42.88M","7","20"
"HUM","","96.13M","117.95%","34.31M","24.99M","9.32M","4","47"
"IJR","","95.5M","-31.46%","52.24M","25.47M","26.77M","24","56"
"AMAT","","91.01M","276.33%","1.42M","81.53M","-80.11M","4","4"
"DHR","","90.68M","49.62%","83.48M","7.2M","76.28M","1","3"
"VUG","","90.1M","-3.36%","58.99M","23.41M","35.59M","2","54"
"ABT","","89.82M","389.71%","65.74M","24.08M","41.66M","1","7"
"NFLX","","89.44M","-23.5%","21.92M","56.61M","-34.69M","4","14"
"MRK","","89.02M","118.04%","58.44M","30.59M","27.85M","0","6"
"BSX","","88.71M","343.31%","0","83.3M","-83.3M","0","9"
"AEP","","88.55M","1466.63%","48.32M","30.61M","17.71M","4","16"
"SMCI","","88.49M","-63.1%","32.05M","40.67M","-8.62M","18","158"
"VTEB","","87.48M","93.23%","10.66M","63.89M","-53.23M","0","55"
"SRE","","84.36M","738.17%","0","84.36M","-84.36M","1","6"
"WMT","","83.96M","88.2%","65.88M","15.67M","50.21M","2","6"
"PEG","","82.82M","601.41%","27.08M","52.8M","-25.72M","5","10"
