"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bearish","8.83B","15.84%","3.35B","5.28B","-1.92B","163","244"
"QQQ","Bearish","2.76B","-19.37%","995.31M","1.48B","-482.73M","182","291"
"TSLA","Bullish","920.99M","535.34%","898.12M","22.87M","875.24M","8","2"
"IWM","Bearish","769.18M","-40.73%","296.69M","454.69M","-158.0M","38","32"
"COIN","Bearish","515.12M","223.78%","213.48M","238.91M","-25.44M","320","748"
"IVV","Bullish","506.49M","44.28%","334.89M","125.58M","209.31M","37","103"
"AAPL","Bearish","477.31M","27.73%","188.08M","289.23M","-101.16M","4","1"
"MRK","Bearish","466.04M","72.08%","0","458.87M","-458.87M","2","10"
"C","Bearish","449.51M","353.32%","79.88M","368.18M","-288.29M","6","17"
"PANW","Bullish","401.68M","299.35%","339.36M","43.07M","296.29M","17","39"
"TQQQ","Bullish","398.07M","0.61%","126.61M","113.5M","13.11M","186","601"
"NVDA","Bearish","377.76M","-27.27%","12.14M","365.62M","-353.48M","5","1"
"VTI","Bullish","367.7M","224.74%","180.68M","138.37M","42.31M","36","116"
"BRK/B","Bullish","356.68M","3.77%","328.49M","17.16M","311.33M","27","57"
"XOM","Bearish","356.59M","4.37%","51.07M","283.49M","-232.42M","8","8"
"AMZN","Bearish","332.62M","84.79%","159.23M","173.39M","-14.16M","5","1"
"TJX","Bullish","327.93M","158.23%","325.63M","0","325.63M","0","10"
"PGR","Bullish","314.55M","1990.88%","141.99M","76.2M","65.79M","25","57"
"PG","Bullish","311.46M","-2.54%","225.0M","86.46M","138.55M","1","9"
"CVX","Bullish","290.7M","33.62%","290.7M","0","290.7M","7","1"
"JPM","Bearish","244.13M","80.48%","23.02M","221.11M","-198.09M","2","5"
"RIVN","Bullish","241.91M","15.99%","142.63M","83.61M","59.02M","172","208"
"DEN","Bullish","241.54M","4130.05%","110.89M","88.65M","22.24M","38","62"
"ATVI","Bullish","240.77M","-14.49%","167.32M","55.12M","112.19M","37","36"
"SQQQ","Bearish","230.48M","6.37%","63.1M","86.49M","-23.39M","55","375"
"OEF","Bearish","228.52M","2760.98%","1.06M","167.18M","-166.13M","1","5"
"IEI","Bearish","215.32M","1040.1%","33.14M","163.52M","-130.37M","3","38"
"ORCL","Bullish","211.67M","31.94%","156.75M","50.56M","106.19M","6","5"
"NFLX","Bullish","208.09M","174.24%","178.47M","20.64M","157.83M","4","8"
"LLY","Bearish","206.0M","-5.79%","90.65M","110.33M","-19.67M","0","7"
"BIL","Bearish","201.69M","-17.06%","16.03M","106.28M","-90.24M","0","185"
"VOO","Bullish","199.53M","-23.64%","77.44M","70.79M","6.65M","50","132"
"RSP","Bearish","192.93M","3.93%","75.22M","83.16M","-7.93M","40","159"
"META","Bearish","191.18M","-45.32%","17.26M","123.46M","-106.2M","5","7"
"DHR","Bearish","189.0M","9.32%","0","183.03M","-183.03M","0","12"
"CVS","Bearish","178.83M","105.57%","9.37M","165.52M","-156.15M","13","8"
"PDD","Bullish","173.75M","265.04%","129.16M","36.47M","92.69M","17","24"
"SPLV","Bearish","168.8M","414.65%","59.57M","106.08M","-46.51M","6","19"
"UNH","Bearish","168.41M","-3.1%","24.28M","122.16M","-97.88M","2","9"
"FCX","Bullish","165.48M","101.31%","156.81M","2.03M","154.78M","9","6"
"ARKK","Bearish","164.71M","114.04%","62.67M","77.31M","-14.65M","48","88"
"GOOG","Bearish","155.97M","-17.69%","17.55M","138.41M","-120.86M","3","0"
"UPS","Bullish","147.32M","15.61%","9.3M","2.45M","6.84M","1","9"
"SNAP","Bearish","139.94M","183.32%","19.12M","26.6M","-7.48M","21","47"
"PLD","Bullish","139.62M","84.67%","134.84M","0","134.84M","2","11"
"EFA","Bullish","137.36M","11.94%","88.88M","42.28M","46.61M","8","58"
"WFC","Bullish","135.51M","30.43%","85.1M","7.64M","77.46M","5","9"
"QCOM","Bullish","134.13M","135.49%","110.66M","20.46M","90.2M","9","3"
"ABT","Bullish","133.33M","10.81%","130.13M","3.2M","126.94M","1","6"
"IJR","Bearish","133.13M","71.78%","32.78M","90.12M","-57.34M","16","36"
"IQV","","131.63M","114.68%","0","0","0","0","11"
"EZU","Bearish","126.82M","122.98%","25.01M","98.88M","-73.87M","6","21"
"GOOGL","Bearish","123.91M","48.01%","0","123.91M","-123.91M","3","1"
"SQ","Bearish","123.71M","64.66%","39.88M","61.75M","-21.87M","32","47"
"PCG","Bullish","123.57M","177.62%","65.87M","46.12M","19.74M","17","51"
"JNK","Bearish","123.1M","230.85%","38.52M","78.85M","-40.33M","2","38"
"INTC","Bullish","122.79M","-5.45%","116.04M","3.37M","112.66M","5","1"
"CMCSA","Bearish","122.36M","200.65%","60.09M","60.4M","-318.38K","9","3"
"SPDW","Bullish","121.45M","894.49%","68.53M","49.36M","19.17M","2","19"
"BKNG","Bullish","120.89M","110.08%","85.63M","2.83M","82.79M","0","7"
"BABA","Bullish","120.69M","8.05%","103.12M","13.77M","89.35M","7","4"
"USMV","Bullish","119.35M","263.85%","50.93M","42.2M","8.73M","3","31"
"INDA","Bearish","118.85M","611.78%","42.44M","75.8M","-33.36M","5","9"
"JNJ","Bullish","117.8M","85.9%","40.49M","0","40.49M","2","5"
"BKLN","Bearish","116.06M","400.5%","43.75M","67.24M","-23.49M","1","30"
"SPYG","Bullish","110.95M","862.26%","101.82M","4.51M","97.31M","5","27"
"ELV","Bearish","110.51M","9.24%","10.08M","63.71M","-53.63M","6","49"
"SNOW","Bullish","108.26M","196.61%","49.52M","44.53M","4.98M","17","51"
"LIN","Bearish","107.51M","2.71%","2.27M","105.24M","-102.97M","0","5"
"T","Bullish","107.09M","25.64%","102.58M","4.51M","98.06M","2","10"
"CCL","Bearish","105.99M","-2.2%","45.09M","53.83M","-8.74M","29","68"
"DAL","Bullish","103.86M","138.16%","47.41M","39.49M","7.91M","87","94"
"DGRW","Bullish","103.19M","1082.69%","84.04M","15.75M","68.29M","3","24"
"SPYV","Bearish","99.81M","489.31%","5.76M","89.23M","-83.46M","2","27"
"GDX","Bullish","98.74M","54.18%","45.94M","45.7M","247.36K","15","36"
"ABBV","Bearish","98.09M","-54.22%","0","98.09M","-98.09M","0","4"
"QUAL","Bullish","97.38M","177.05%","78.24M","5.43M","72.81M","6","29"
"SMCI","Bearish","97.2M","24.29%","31.37M","58.37M","-27.0M","49","88"
"WMB","Bullish","95.21M","114.96%","91.55M","3.14M","88.41M","2","9"
"LOW","Bearish","94.96M","-14.27%","0","68.28M","-68.28M","0","9"
"DD","Bearish","93.15M","89.27%","28.97M","63.16M","-34.19M","0","7"
"FI","Bullish","92.95M","81.27%","89.05M","1.99M","87.06M","8","4"
"CL","Bearish","92.49M","32.19%","14.96M","76.85M","-61.9M","6","4"
"W","Bullish","91.61M","115.04%","67.44M","14.02M","53.41M","10","40"
"SO","Bearish","91.08M","84.57%","23.27M","67.81M","-44.54M","6","11"
"WH","Bullish","90.84M","968.61%","88.95M","0","88.95M","0","7"
"EMB","Bearish","89.17M","7.48%","23.49M","60.03M","-36.54M","17","34"
"BMY","Bearish","88.42M","77.51%","16.18M","70.11M","-53.93M","3","5"
"BILS","Bearish","87.93M","440.07%","1.75M","77.18M","-75.43M","0","28"
"GS","Bearish","87.72M","147.32%","1.25M","72.05M","-70.81M","2","9"
"EWJ","Bullish","87.14M","104.99%","68.42M","16.88M","51.54M","2","16"
"MS","Bullish","86.81M","-36.29%","66.61M","20.2M","46.41M","1","6"
"VTV","Bearish","85.58M","-14.51%","27.14M","38.26M","-11.12M","16","63"
"BK","Bullish","85.37M","121.82%","79.22M","6.15M","73.07M","3","13"
"GVI","Bullish","85.24M","297.54%","84.38M","859.59K","83.52M","0","4"
"AJG","Bearish","85.04M","136.49%","0","80.22M","-80.22M","0","13"
"CVNA","Bearish","84.57M","128.94%","35.66M","47.7M","-12.04M","63","48"
"NOW","Bullish","83.66M","231.53%","38.83M","12.85M","25.98M","2","10"
"MCK","Bullish","83.39M","17.85%","73.74M","0","73.74M","0","16"
"MCHP","Bullish","83.28M","190.98%","72.77M","4.49M","68.29M","6","7"
"NKE","Bullish","83.24M","73.79%","75.03M","6.88M","68.15M","5","3"
"BND","Bullish","83.04M","-42.76%","46.63M","3.14M","43.49M","5","89"
"ISRG","Bearish","82.9M","54.63%","8.63M","36.21M","-27.58M","2","18"
"ADBE","Bullish","82.15M","30.91%","34.92M","24.0M","10.91M","3","9"
"MSFT","Bearish","80.87M","-72.99%","0","80.87M","-80.87M","1","1"
"TAP","Bullish","80.68M","80.33%","47.12M","24.49M","22.64M","8","15"
"CI","Bearish","80.36M","93.34%","10.53M","33.83M","-23.3M","9","19"
"EWZ","Bearish","80.03M","21.39%","23.37M","52.72M","-29.35M","10","38"
"USFR","Bearish","79.83M","-16.03%","13.81M","40.28M","-26.46M","0","64"
"DXJ","Bullish","79.53M","742.78%","47.38M","31.01M","16.37M","2","13"
"VUG","Bearish","79.18M","16.04%","14.39M","31.53M","-17.14M","9","66"
"SPGP","Bearish","78.89M","857.31%","1.17M","71.24M","-70.06M","1","9"
"AGG","Bullish","77.7M","-55.09%","40.77M","15.86M","24.91M","7","80"
"IBN","Bearish","77.55M","4824.8%","0","77.55M","-77.55M","0","1"
"COWZ","Bearish","77.5M","238.28%","9.09M","66.08M","-56.99M","8","24"
"HUM","Bearish","77.43M","-52.02%","9.59M","58.68M","-49.08M","6","25"
"ET","Bullish","75.66M","574.57%","72.77M","1.26M","71.5M","0","11"
"MMC","Bullish","75.39M","8.86%","74.23M","0","74.23M","4","4"
"CME","Bullish","74.45M","536.28%","27.09M","9.08M","18.0M","4","16"
"AXP","Bullish","74.29M","-2.32%","69.94M","4.36M","65.58M","5","1"
"SCHM","Bearish","74.06M","1173.15%","1.48M","70.85M","-69.36M","0","7"
"IGIB","Bearish","73.98M","237.5%","22.82M","49.99M","-27.17M","2","15"
"AVGO","Bullish","73.9M","-37.37%","19.06M","10.55M","8.51M","1","7"
"LUV","Bullish","73.32M","87.65%","33.23M","15.85M","17.37M","28","25"
"MUB","Bearish","73.27M","112.61%","29.07M","30.51M","-1.43M","2","50"
"WBD","Bearish","73.16M","389.99%","29.63M","40.02M","-10.4M","7","18"
"IEFA","Bullish","73.1M","40.32%","33.74M","21.74M","12.01M","7","63"
"TGT","Bearish","73.02M","-16.87%","12.11M","58.14M","-46.04M","2","12"
"IWV","Bearish","72.43M","1608.57%","521.81K","67.98M","-67.46M","4","16"
"MO","Bullish","72.38M","-0.43%","72.38M","0","72.38M","0","7"
"PFE","Bearish","72.32M","-16.81%","0","72.32M","-72.32M","2","2"
"DIS","Bullish","72.11M","-50.71%","62.52M","7.51M","55.01M","4","2"
"MSTR","Bearish","71.45M","263.32%","25.51M","38.93M","-13.42M","6","43"
"DSTL","Bullish","70.71M","1598.59%","8.42M","0","8.42M","0","2"
"F","Bullish","70.66M","0.49%","60.0M","8.33M","51.66M","4","16"
"XLC","Bullish","70.04M","151.81%","55.17M","11.86M","43.31M","2","18"
"D","Bullish","69.9M","123.45%","64.45M","1.75M","62.7M","9","12"
"DNB","Bearish","68.79M","1036.11%","1.19M","58.8M","-57.62M","0","13"
"ACWI","Bearish","68.73M","80.81%","546.86K","33.86M","-33.31M","2","17"
"DG","Bearish","67.68M","-31.59%","7.18M","50.44M","-43.26M","2","27"
"ABC","Bearish","67.4M","43.5%","785.67K","32.9M","-32.11M","3","14"
"SLB","Bearish","66.99M","29.6%","15.4M","44.33M","-28.93M","4","12"
"AAXJ","Bearish","66.86M","257.04%","0","65.87M","-65.87M","4","3"
"IJH","Bearish","66.25M","123.43%","17.32M","45.22M","-27.9M","3","29"
"FTI","Bearish","66.0M","291.1%","14.23M","41.55M","-27.32M","7","25"
"CPNG","Bearish","65.79M","2471.45%","29.24M","29.64M","-393.75K","10","21"
"FIS","Bearish","65.57M","-35.14%","22.56M","38.5M","-15.94M","3","14"
"RCL","Bearish","65.34M","23.95%","32.02M","32.06M","-44.18K","5","28"
"EQT","Bullish","65.09M","27.2%","58.51M","6.28M","52.24M","16","7"
"CSCO","Bullish","64.91M","33.48%","44.31M","20.6M","23.71M","4","3"
"HPE","Bullish","64.7M","29.61%","59.9M","0","59.9M","0","12"
"WELL","Bearish","64.4M","21.26%","26.14M","38.26M","-12.12M","0","9"
"DUK","Bullish","64.24M","62.39%","61.91M","0","61.91M","1","10"
"IGSB","Bearish","64.22M","196.1%","3.52M","57.72M","-54.2M","0","15"
"SYK","Bullish","63.27M","-12.86%","44.49M","8.04M","36.45M","0","12"
"UBER","Bearish","63.23M","19.18%","4.92M","25.53M","-20.61M","11","11"
"SHV","Bearish","62.9M","-30.61%","11.5M","20.85M","-9.34M","0","86"
"BLK","Bullish","62.9M","608.49%","53.06M","2.44M","50.62M","0","4"
"LMT","Bearish","62.88M","-26.82%","2.5M","51.36M","-48.86M","0","14"
"VEA","Bullish","60.99M","-1.4%","24.77M","10.81M","13.96M","7","74"
"VGIT","Bearish","60.75M","204.86%","8.98M","47.34M","-38.35M","0","22"
"KRE","Bullish","60.73M","106.15%","44.99M","11.05M","33.94M","26","26"
"VIG","Bearish","60.73M","-55.88%","19.17M","23.95M","-4.77M","13","48"
"LYV","Bullish","58.81M","1.46%","57.86M","691.01K","57.17M","3","6"
"INTU","Bearish","58.1M","141.58%","5.23M","33.26M","-28.03M","0","11"
"XYL","Bearish","57.83M","62.65%","0","55.63M","-55.63M","0","6"
"AMD","Bearish","57.56M","-66.59%","24.17M","29.7M","-5.53M","10","1"
"SRE","Bullish","56.85M","32.56%","54.74M","0","54.74M","0","9"
"MOH","Bearish","56.71M","27.52%","8.99M","25.87M","-16.89M","0","13"
"PPG","Bullish","56.68M","36.09%","52.95M","665.09K","52.29M","0","12"
"KWEB","Bearish","56.61M","155.56%","7.75M","44.34M","-36.59M","6","35"
"ROIV","Bullish","55.97M","638.04%","43.61M","6.54M","37.07M","4","14"
"VICI","Bearish","55.12M","22.77%","6.1M","48.23M","-42.13M","2","10"
"SPTI","Bullish","55.09M","19.56%","26.05M","22.2M","3.85M","1","63"
