"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bearish","6.13B","-25.15%","1.73B","4.18B","-2.45B","342","320"
"QQQ","Bearish","3.61B","-12.37%","1.03B","2.37B","-1.34B","225","273"
"IWM","Bearish","1.46B","106.21%","526.16M","861.6M","-335.45M","63","79"
"MSFT","Bearish","723.53M","10.02%","210.64M","512.89M","-302.24M","6","2"
"VOO","Bullish","663.02M","162.02%","392.29M","211.72M","180.57M","71","206"
"MDB","Bullish","629.33M","1029.41%","331.95M","220.35M","111.6M","128","321"
"AAPL","Bearish","626.97M","0.18%","190.5M","436.47M","-245.97M","2","3"
"TQQQ","Bearish","513.05M","-4.62%","141.47M","163.01M","-21.54M","274","777"
"IVV","Bullish","381.66M","23.98%","224.71M","60.89M","163.82M","40","141"
"BIL","Bearish","360.82M","-4.1%","85.27M","124.36M","-39.09M","1","390"
"BRK/B","Bearish","351.43M","-43.45%","35.62M","306.32M","-270.71M","34","87"
"GS","Bullish","347.59M","375.09%","337.97M","9.62M","328.34M","1","6"
"TMO","Bearish","305.68M","237.83%","135.88M","167.34M","-31.46M","2","4"
"ELV","Bullish","302.3M","179.42%","296.52M","3.4M","293.12M","2","26"
"NVDA","Bearish","302.23M","-78.51%","141.92M","160.32M","-18.4M","6","3"
"CVX","Bullish","295.65M","-20.84%","272.22M","11.52M","260.7M","1","13"
"LULU","Bullish","282.89M","159.72%","136.87M","92.19M","44.69M","82","276"
"ABT","Bullish","282.82M","77.43%","148.37M","123.41M","24.96M","2","8"
"SQQQ","Bearish","266.84M","-23.44%","66.8M","103.19M","-36.39M","119","420"
"IEFA","Bullish","253.25M","142.17%","204.66M","15.49M","189.17M","6","109"
"IQLT","Bullish","248.01M","202.3%","244.73M","823.48K","243.91M","2","10"
"VCIT","Bearish","247.67M","35.68%","76.77M","158.91M","-82.14M","4","43"
"EFA","Bearish","237.07M","-22.93%","96.99M","125.59M","-28.6M","8","62"
