"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","8.03B","66.86%","2.01B","5.65B","-3.64B","697","529"
"QQQ","","3.6B","31.26%","1.22B","2.2B","-972.41M","316","292"
"IWM","","1.4B","10.06%","465.23M","887.46M","-422.23M","69","102"
"RIVN","","537.82M","300.48%","469.85M","51.72M","418.13M","109","142"
"BIL","","536.0M","-28.51%","225.47M","155.2M","70.26M","1","295"
"TQQQ","","503.23M","20.19%","160.43M","169.5M","-9.07M","315","685"
"BRK/B","","412.69M","40.62%","22.58M","376.13M","-353.54M","9","106"
"MSFT","","330.18M","29.98%","0","330.18M","-330.18M","4","0"
"AAPL","","321.86M","31.85%","34.54M","287.32M","-252.78M","5","0"
"SQQQ","","311.25M","22.65%","76.47M","134.33M","-57.86M","143","467"
"MUB","","304.1M","-18.64%","178.63M","63.58M","115.05M","15","165"
"USFR","","297.68M","185.02%","33.94M","240.63M","-206.69M","0","80"
"AMZN","","287.47M","22.45%","53.45M","219.68M","-166.22M","5","2"
"PODD","","271.85M","1049.46%","824.86K","269.62M","-268.8M","0","11"
"PXD","","255.32M","752.91%","57.84M","151.5M","-93.65M","22","62"
"VOO","","248.55M","-7.91%","50.12M","159.16M","-109.04M","61","92"
"MINT","","240.09M","50.03%","219.48M","7.01M","212.46M","0","26"
"VTEB","","236.11M","-33.97%","25.72M","168.44M","-142.72M","8","134"
"JNK","","234.64M","-55.86%","21.27M","202.45M","-181.18M","5","35"
"PG","","221.0M","202.95%","221.0M","0","221.0M","2","7"
"RSP","","215.45M","-0.65%","65.94M","125.21M","-59.27M","48","101"
"NVDA","","208.72M","13.24%","123.97M","84.75M","39.21M","5","2"
"LIN","","208.45M","40.52%","0","208.45M","-208.45M","0","5"
"META","","203.89M","7.82%","25.15M","178.74M","-153.59M","5","2"
"IVV","","198.99M","-53.16%","91.32M","62.32M","29.0M","67","126"
"MU","","198.38M","114.17%","9.6M","188.78M","-179.18M","6","5"
"EFA","","195.51M","26.58%","51.9M","135.57M","-83.66M","7","52"
"CMCSA","","183.87M","263.93%","1.91M","181.96M","-180.05M","4","4"
"DIS","","179.2M","19.79%","139.43M","36.08M","103.35M","8","6"
"BND","","176.17M","9.99%","69.88M","45.24M","24.64M","6","112"
"VTI","","172.06M","37.97%","40.4M","67.86M","-27.46M","42","114"
"MRK","","171.05M","72.62%","17.56M","153.49M","-135.93M","0","5"
"VCIT","","169.76M","50.68%","78.19M","76.59M","1.6M","8","53"
"SHV","","160.84M","-69.17%","100.23M","22.98M","77.25M","0","81"
"AGG","","159.09M","-14.84%","88.82M","20.11M","68.71M","15","116"
