"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","4.67B","-22.29%","2.03B","2.24B","-213.2M","148","431"
"QQQ","","2.52B","-29.1%","1.37B","809.88M","563.57M","172","319"
"IWM","","826.25M","-37.34%","176.5M","538.71M","-362.22M","40","69"
"AAPL","","736.31M","2.72%","699.34M","36.97M","662.37M","4","1"
"VTEB","","689.39M","312.69%","392.78M","264.25M","128.52M","7","109"
"IVV","","560.25M","94.31%","55.66M","422.73M","-367.07M","24","113"
"MUB","","517.43M","96.23%","369.81M","93.67M","276.14M","11","169"
"LLY","","482.86M","161.09%","374.82M","0","374.82M","1","15"
"TQQQ","","410.37M","-18.55%","116.22M","109.14M","7.08M","82","599"
"TSLA","","398.43M","61.39%","333.66M","51.03M","282.63M","13","7"
"NEM","","389.71M","-10.57%","3.41M","382.41M","-379.0M","5","23"
"XOM","","389.55M","-4.94%","0","389.55M","-389.55M","5","5"
"META","","387.83M","31.65%","331.63M","56.19M","275.44M","7","2"
"GBIL","","310.51M","809.81%","1.9M","297.22M","-295.32M","0","23"
"BRK/B","","305.13M","-12.22%","175.36M","119.11M","56.25M","6","79"
"PM","","300.84M","301.25%","17.53M","273.92M","-256.39M","3","8"
"PG","","299.93M","328.5%","299.93M","0","299.93M","0","7"
"BIL","","289.34M","-26.37%","38.76M","107.62M","-68.87M","0","314"
"AGG","","252.76M","49.14%","157.06M","23.7M","133.36M","6","172"
"DFS","","248.54M","914.23%","247.88M","0","247.88M","0","5"
"PLTR","","239.48M","310.72%","189.67M","43.5M","146.18M","28","63"
"VGSH","","233.44M","368.47%","14.45M","65.99M","-51.54M","0","72"
"SHV","","220.47M","124.91%","9.73M","177.3M","-167.57M","0","84"
"VOO","","206.01M","0.23%","71.7M","62.52M","9.18M","23","125"
"CVX","","204.39M","-40.13%","136.72M","50.07M","86.65M","3","8"
"IWD","","202.17M","53.04%","80.48M","73.49M","6.99M","21","171"
"COIN","","185.79M","161.67%","148.59M","33.06M","115.52M","26","64"
"SQQQ","","185.6M","-24.71%","53.76M","59.39M","-5.63M","14","326"
"ABBV","","176.52M","-44.3%","172.09M","0","172.09M","0","6"
"IEI","","171.53M","116.05%","4.35M","10.24M","-5.88M","3","37"
"GOOG","","163.59M","-0.0%","163.59M","0","163.59M","1","2"
"SPXL","","162.95M","38.7%","13.36M","136.97M","-123.6M","18","46"
"PFE","","161.12M","57.33%","79.31M","75.43M","3.88M","2","10"
"NVDA","","158.83M","-59.98%","85.55M","73.28M","12.26M","4","2"
"MRK","","157.79M","41.05%","137.97M","12.6M","125.37M","2","6"
"ENB","","157.48M","811.61%","8.77M","148.71M","-139.94M","1","4"
"QCOM","","155.32M","55.9%","78.78M","13.13M","65.65M","3","20"
"C","","151.21M","19.44%","19.82M","124.26M","-104.44M","5","13"
"MRTX","","144.17M","53.05%","0","143.6M","-143.6M","0","7"
"FAF","","143.25M","571.53%","0","0","0","0","2"
"BAX","","141.57M","647.77%","3.22M","134.39M","-131.17M","9","12"
"VIG","","141.29M","100.15%","54.3M","71.37M","-17.07M","9","53"
"IEFA","","139.81M","44.04%","97.96M","16.58M","81.38M","3","84"
"MSFT","","138.3M","-86.82%","138.3M","0","138.3M","1","2"
"CRM","","133.54M","43.56%","21.23M","85.98M","-64.75M","2","8"
"XLC","","131.0M","265.23%","9.59M","116.68M","-107.09M","4","21"
"COR","","130.74M","96.21%","93.86M","36.05M","57.81M","2","25"
"IJR","","128.22M","135.15%","70.47M","25.69M","44.77M","11","76"
"COF","","127.8M","220.39%","60.83M","46.49M","14.34M","7","32"
"BND","","126.73M","-19.73%","21.82M","37.39M","-15.57M","4","138"
"KO","","126.16M","265.28%","120.73M","0","120.73M","0","6"
"SBUX","","125.67M","103.05%","66.66M","40.58M","26.08M","2","17"
"VCIT","","123.57M","4.15%","7.05M","104.86M","-97.81M","2","34"
"VTV","","122.9M","65.24%","48.26M","40.04M","8.22M","22","84"
"CTVA","","120.51M","292.88%","67.2M","6.73M","60.47M","5","24"
"NOC","","119.05M","40.29%","26.57M","87.51M","-60.94M","1","12"
"VTI","","118.86M","-10.41%","23.57M","25.17M","-1.61M","24","124"
"JPM","","117.25M","-19.45%","112.59M","4.66M","107.93M","4","1"
"EWZ","","116.49M","13.39%","12.73M","103.03M","-90.3M","5","34"
"SMCI","","115.71M","34.11%","46.2M","47.2M","-996.02K","18","199"
"BA","","114.43M","516.53%","45.66M","59.01M","-13.35M","22","35"
"SE","","114.38M","276.72%","15.94M","92.33M","-76.39M","11","27"
"UBER","","110.98M","3.12%","36.86M","50.85M","-13.99M","13","14"
"SO","","110.94M","-1.85%","1.08M","4.83M","-3.75M","2","10"
"SQ","","110.07M","-0.74%","93.82M","7.61M","86.21M","13","30"
"VFH","","110.06M","32.39%","107.21M","1.0M","106.2M","1","8"
"PINS","","108.51M","92.63%","2.7M","104.6M","-101.91M","9","14"
"BSV","","106.28M","166.95%","51.1M","39.58M","11.52M","1","50"
"EMB","","103.34M","-0.62%","56.3M","33.73M","22.57M","5","30"
"CCI","","103.01M","508.97%","6.46M","87.89M","-81.43M","2","19"
"AON","","102.17M","81.79%","100.97M","1.2M","99.76M","0","8"
"PANW","","96.74M","24.04%","54.8M","25.76M","29.04M","7","16"
"MDT","","96.51M","107.89%","6.11M","85.43M","-79.32M","4","12"
"VGT","","95.78M","505.81%","62.58M","30.31M","32.28M","2","22"
"SCHD","","94.89M","53.18%","18.69M","26.17M","-7.48M","9","50"
"VICI","","93.73M","89.63%","295.94K","93.44M","-93.14M","1","5"
"MNDY","","91.16M","968.99%","64.72M","24.28M","40.43M","3","39"
"HES","","89.19M","-5.21%","16.42M","62.53M","-46.11M","1","12"
"DXCM","","87.65M","105.38%","47.63M","13.06M","34.57M","9","29"
"GOOGL","","87.23M","-71.63%","54.22M","33.02M","21.2M","0","3"
"USFR","","87.07M","41.47%","22.55M","41.74M","-19.19M","1","91"
"ROKU","","86.76M","100.73%","18.74M","59.61M","-40.86M","23","83"
"NFLX","","86.0M","32.7%","2.68M","83.32M","-80.64M","2","8"
"DIS","","85.36M","-74.27%","77.49M","5.95M","71.54M","3","5"
"GTLS","","85.28M","1352.76%","26.74M","48.12M","-21.38M","3","8"
"MCD","","84.62M","241.79%","42.0M","40.07M","1.92M","1","3"
"VUG","","84.2M","48.64%","25.76M","41.29M","-15.53M","4","75"
"PODD","","83.98M","463.97%","3.12M","76.31M","-73.19M","1","25"
"BKR","","83.66M","9.73%","21.56M","60.22M","-38.67M","4","13"
