"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bearish","10.02B","25.29%","1.88B","7.89B","-6.01B","292","299"
"QQQ","Bearish","5.93B","79.22%","1.96B","3.38B","-1.41B","274","385"
"IWM","Bearish","893.1M","-4.23%","413.91M","436.55M","-22.64M","41","49"
"TSLA","Bullish","726.73M","131.88%","473.91M","244.2M","229.71M","14","3"
"AMZN","Bearish","704.24M","493.18%","218.38M","485.86M","-267.48M","7","4"
"IVV","Bearish","671.05M","25.03%","84.09M","547.16M","-463.08M","23","106"
"TQQQ","Bearish","606.38M","44.16%","165.32M","181.41M","-16.09M","298","905"
"VGT","Bearish","559.95M","1693.2%","9.31M","546.93M","-537.63M","7","21"
"BRK/B","Bearish","518.34M","64.82%","84.1M","421.85M","-337.75M","13","86"
"XOM","Bearish","514.91M","52.85%","100.69M","414.23M","-313.54M","9","4"
"NVDA","Bearish","463.65M","41.21%","65.7M","397.95M","-332.25M","11","4"
"VTI","Bullish","415.51M","113.22%","321.94M","22.39M","299.55M","23","173"
"HUM","Bullish","383.71M","694.51%","166.9M","142.6M","24.3M","16","150"
"MSFT","Bearish","371.56M","46.86%","101.23M","270.33M","-169.1M","5","2"
"AAPL","Bearish","350.96M","-37.71%","0","350.96M","-350.96M","2","2"
"META","Bearish","339.61M","225.33%","36.41M","122.82M","-86.41M","4","8"
"DG","Bullish","330.1M","140.43%","126.84M","73.63M","53.21M","22","78"
"DCP","Bullish","317.63M","453.38%","185.32M","121.14M","64.18M","1","20"
"GPN","Bearish","312.5M","869.3%","1.24M","304.32M","-303.08M","0","14"
"CVX","Bearish","307.61M","31.89%","3.58M","304.02M","-300.44M","6","2"
"SQQQ","Bearish","307.12M","13.6%","95.12M","115.37M","-20.24M","66","505"
"UPS","Bearish","275.98M","105.24%","4.2M","271.78M","-267.58M","2","4"
"VOO","Bearish","261.66M","-2.68%","89.8M","114.52M","-24.73M","50","160"
"C","Bullish","255.75M","133.84%","162.28M","89.08M","73.2M","4","8"
"UNH","Bullish","251.91M","332.14%","99.3M","81.55M","17.75M","8","20"
"ORCL","Bullish","250.31M","13.09%","139.88M","106.0M","33.87M","5","6"
"BIL","Bearish","249.08M","-2.64%","33.3M","113.65M","-80.36M","0","221"
"LOW","Bullish","240.95M","119.32%","226.41M","13.19M","213.22M","1","10"
"PG","Bullish","231.2M","23.29%","231.2M","0","231.2M","1","7"
"ELV","Bearish","230.37M","470.88%","24.5M","57.58M","-33.08M","8","126"
"VFH","Bullish","223.14M","7377.21%","221.52M","1.22M","220.3M","3","8"
"CDNS","Bearish","221.79M","1049.18%","2.18M","210.05M","-207.88M","0","9"
"TGT","Bearish","212.32M","25.99%","48.26M","150.12M","-101.87M","28","44"
"V","Bearish","210.62M","179.71%","0","200.17M","-200.17M","1","9"
"LLY","Bullish","209.42M","7.44%","160.81M","0","160.81M","0","4"
"DIS","Bearish","206.87M","46.0%","39.06M","109.93M","-70.88M","8","11"
"EWZ","Bullish","181.92M","163.42%","100.53M","16.47M","84.06M","17","36"
"VGIT","Bearish","176.82M","929.24%","9.51M","159.52M","-150.01M","2","25"
"SPYV","Bullish","173.64M","659.51%","137.57M","34.64M","102.93M","4","21"
"IEI","Bearish","172.22M","1342.44%","31.14M","134.38M","-103.24M","9","21"
"BLV","Bullish","168.25M","2315.05%","164.64M","1.19M","163.45M","0","13"
"GOOGL","Bearish","165.24M","46.59%","0","165.24M","-165.24M","5","1"
"LITE","Bearish","164.34M","1098.24%","44.7M","68.52M","-23.83M","52","93"
"MRK","Bearish","164.1M","-33.11%","34.5M","129.6M","-95.1M","1","5"
"SPYG","Bullish","161.77M","491.68%","131.76M","27.01M","104.74M","4","18"
"PYPL","Bullish","160.69M","112.89%","104.29M","22.27M","82.02M","16","19"
"PFE","Bearish","159.31M","-7.58%","19.65M","135.7M","-116.05M","3","5"
"MDB","Bearish","158.67M","99.68%","60.34M","79.3M","-18.96M","11","50"
"RSP","Bullish","149.61M","-3.61%","66.5M","41.07M","25.43M","25","146"
"SOXL","Bullish","148.84M","47.52%","76.74M","49.05M","27.69M","64","169"
"USRT","Bullish","148.59M","4698.05%","147.89M","0","147.89M","0","2"
"HPQ","Bearish","146.78M","189.25%","13.42M","123.33M","-109.91M","6","32"
"CMI","Bullish","142.04M","179.74%","140.75M","551.65K","140.19M","1","10"
"VCIT","Bearish","141.42M","22.16%","37.79M","96.25M","-58.46M","6","27"
"AGG","Bullish","136.11M","-35.07%","37.52M","12.21M","25.31M","4","93"
"ABBV","Bearish","132.91M","-13.57%","0","132.91M","-132.91M","3","3"
"AMD","Bearish","132.62M","-46.44%","32.47M","84.19M","-51.72M","10","11"
"YUM","Bullish","129.69M","145.53%","114.29M","679.5K","113.61M","2","13"
"DD","Bullish","128.74M","165.04%","127.69M","0","127.69M","3","4"
"PEG","Bullish","128.64M","239.47%","128.33M","313.1K","128.01M","0","11"
"VO","Bullish","126.56M","268.75%","105.35M","18.48M","86.86M","2","28"
"AVGO","Bearish","126.27M","11.59%","50.82M","67.18M","-16.36M","4","4"
"NFLX","Bullish","125.69M","-7.86%","60.02M","52.45M","7.57M","10","17"
"PLD","Bullish","125.15M","20.32%","122.07M","3.08M","118.98M","2","10"
"CNQ","Bullish","122.44M","862.19%","120.83M","842.44K","119.99M","1","3"
"TMUS","Bearish","120.52M","202.08%","19.33M","66.19M","-46.86M","10","27"
"PGR","Bullish","118.84M","422.13%","38.35M","4.12M","34.23M","2","24"
"BSV","Bearish","116.83M","-28.31%","16.52M","78.83M","-62.31M","0","48"
"TJX","Bearish","116.57M","35.79%","1.15M","108.93M","-107.78M","1","8"
"ON","Bullish","116.01M","67.24%","85.84M","17.04M","68.8M","13","27"
"FI","Bullish","114.42M","-1.57%","97.54M","7.14M","90.4M","3","33"
"DHR","Bullish","114.03M","-6.2%","107.51M","0","107.51M","0","6"
"KLAC","Bearish","112.84M","348.16%","5.62M","103.14M","-97.52M","0","10"
"SYK","Bearish","109.79M","58.67%","25.05M","82.5M","-57.45M","3","17"
"BABA","Bearish","109.42M","116.41%","18.94M","26.58M","-7.64M","10","6"
"VXF","Bullish","109.39M","618.22%","108.12M","0","108.12M","0","7"
"GOOG","Bearish","107.89M","115.29%","0","107.89M","-107.89M","3","0"
"CMCSA","Bearish","104.58M","670.33%","3.09M","101.5M","-98.41M","6","1"
"IEFA","Bullish","104.45M","-29.01%","48.79M","33.94M","14.85M","1","64"
"LIN","Bearish","104.16M","-12.69%","7.38M","94.81M","-87.43M","1","5"
"INTC","Bearish","103.88M","59.59%","30.97M","45.69M","-14.72M","6","17"
"ADP","Bearish","103.46M","1777.07%","1.39M","102.07M","-100.68M","1","5"
"MRNA","Bullish","97.86M","823.92%","77.84M","4.7M","73.14M","2","15"
"MS","Bearish","97.8M","-16.71%","6.8M","89.58M","-82.78M","2","5"
"WFC","Bearish","97.35M","-31.3%","3.65M","93.69M","-90.04M","4","4"
"MSI","Bullish","96.91M","45.64%","91.88M","0","91.88M","2","10"
"WELL","Bullish","96.57M","81.44%","86.89M","9.68M","77.2M","1","14"
"NKE","Bearish","95.41M","129.12%","16.97M","72.18M","-55.21M","1","11"
"DTE","Bearish","95.34M","107.25%","10.03M","74.38M","-64.35M","5","22"
"ADSK","Bullish","94.34M","1033.78%","50.01M","40.88M","9.12M","5","14"
"IJR","Bullish","92.93M","51.15%","48.32M","27.87M","20.46M","26","61"
"VYM","Bullish","89.55M","106.61%","76.47M","4.27M","72.19M","2","31"
"EWJ","Bullish","89.06M","25.58%","50.42M","30.94M","19.49M","6","44"
"MMM","Bearish","88.74M","70.33%","29.27M","58.88M","-29.61M","3","9"
"VGLT","Bearish","87.46M","959.5%","13.07M","69.77M","-56.7M","2","15"
"PANW","Bearish","87.01M","-25.3%","21.22M","56.24M","-35.02M","10","18"
"USO","Bearish","86.97M","107.2%","21.61M","62.76M","-41.15M","9","18"
"KRE","Bullish","86.94M","-23.32%","43.69M","31.76M","11.94M","29","61"
"ABT","Bullish","86.88M","-13.61%","84.36M","0","84.36M","2","4"
"STZ","Bullish","82.7M","42.27%","47.11M","1.48M","45.63M","1","35"
"GOVT","Bullish","81.61M","131.04%","61.03M","15.58M","45.45M","0","46"
"INTU","Bullish","81.54M","173.64%","39.56M","31.21M","8.35M","1","11"
"AXP","Bearish","81.27M","-12.61%","1.97M","78.02M","-76.05M","1","8"
"VUG","Bearish","80.93M","66.52%","26.94M","41.92M","-14.98M","3","81"
"AMGN","Bullish","80.44M","469.86%","65.75M","14.69M","51.06M","1","7"
"EFA","Bullish","79.91M","-69.47%","39.58M","22.89M","16.69M","7","90"
"ADI","Bearish","79.71M","33.13%","2.4M","65.86M","-63.45M","2","12"
"VTIP","Bearish","78.84M","808.69%","11.02M","64.86M","-53.84M","0","20"
