"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.1B","-8.25%","1.39B","4.32B","-2.92B","258","403"
"QQQ","","3.34B","22.7%","1.83B","1.2B","622.17M","232","361"
"JNJ","","2.58B","171.31%","1.77B","804.48M","962.3M","30","14"
"MSFT","","1.07B","330.34%","0","1.07B","-1.07B","4","0"
"TSLA","","927.46M","483.72%","578.43M","324.61M","253.82M","10","4"
"AAPL","","712.9M","-28.04%","34.42M","474.58M","-440.16M","5","1"
"EQT","","697.79M","2995.63%","93.97M","289.86M","-195.89M","10","21"
"BRK/B","","633.71M","70.86%","368.78M","247.89M","120.9M","36","96"
"IWM","","609.74M","-7.5%","362.6M","231.13M","131.47M","32","62"
"TQQQ","","579.46M","34.7%","168.45M","174.48M","-6.03M","190","931"
"SMCI","","532.9M","493.04%","172.9M","200.02M","-27.12M","83","629"
"SQQQ","","423.73M","55.06%","90.85M","164.46M","-73.61M","62","585"
"META","","370.55M","93.17%","45.0M","318.26M","-273.26M","5","1"
"TJX","","357.74M","439.48%","0","353.38M","-353.38M","3","12"
"XOM","","356.89M","1.54%","87.6M","6.3M","81.29M","3","6"
"IVV","","339.07M","-17.71%","145.87M","157.07M","-11.19M","16","97"
"KVUE","","332.99M","325.18%","249.73M","62.92M","186.8M","36","50"
"COST","","268.49M","422.26%","124.73M","143.76M","-19.03M","0","6"
"CVX","","261.34M","-47.78%","250.97M","6.37M","244.59M","0","12"
"ABC","","253.19M","-11.2%","176.03M","71.14M","104.89M","2","33"
"LLY","","244.45M","-27.0%","5.29M","226.67M","-221.38M","1","8"
"APO","","229.31M","659.32%","178.21M","23.0M","155.21M","28","56"
"RSP","","226.7M","177.19%","54.0M","151.88M","-97.88M","16","91"
"ABT","","224.93M","59.11%","32.6M","157.64M","-125.04M","4","13"
"AMZN","","222.8M","-58.26%","89.4M","102.1M","-12.7M","6","5"
"NVDA","","207.59M","-47.47%","118.97M","66.42M","52.55M","5","4"
"MRK","","205.6M","19.23%","62.68M","138.88M","-76.2M","4","5"
"PEP","","201.65M","89.64%","3.14M","193.91M","-190.77M","0","5"
"RIVN","","201.46M","197.25%","62.69M","128.8M","-66.12M","87","100"
"TXN","","191.69M","540.44%","15.65M","171.37M","-155.72M","2","9"
"IOO","","189.38M","9374.53%","11.65M","0","11.65M","1","11"
"VGK","","175.84M","1481.5%","13.05M","159.51M","-146.46M","2","18"
"XLC","","171.74M","1177.14%","139.65M","28.4M","111.25M","5","34"
"C","","169.83M","-32.07%","43.32M","72.31M","-28.99M","11","5"
"PG","","166.31M","-13.41%","0","22.45M","-22.45M","1","3"
"SCHX","","162.11M","452.44%","1.09M","99.21M","-98.12M","2","27"
"BIL","","158.56M","-35.61%","32.71M","25.34M","7.37M","0","205"
"SQ","","158.39M","-3.02%","99.71M","46.49M","53.22M","23","43"
"MUB","","158.04M","57.36%","45.49M","75.18M","-29.69M","6","98"
"VTV","","148.47M","116.21%","45.0M","80.04M","-35.04M","12","61"
"IGIB","","147.54M","981.09%","14.56M","130.66M","-116.1M","3","15"
"LMT","","145.06M","73.16%","79.23M","0","79.23M","0","11"
"AMD","","144.77M","-41.75%","59.77M","70.73M","-10.96M","10","11"
"WFC","","142.76M","1.5%","114.68M","15.94M","98.74M","2","13"
"ORCL","","139.74M","40.36%","139.74M","0","139.74M","0","4"
"CRM","","133.38M","287.22%","15.32M","41.14M","-25.82M","3","15"
"PLTR","","132.92M","37.27%","50.06M","52.36M","-2.3M","83","191"
"BCI","","130.86M","9076.06%","0","79.57M","-79.57M","2","2"
"AGG","","129.06M","20.33%","22.03M","78.75M","-56.72M","0","85"
"AMGN","","127.51M","147.31%","2.33M","123.55M","-121.21M","6","4"
"ABBV","","123.26M","-24.54%","9.82M","107.4M","-97.58M","0","5"
"SPEU","","122.46M","12139.96%","415.05K","99.07M","-98.65M","3","18"
"AXP","","122.05M","56.3%","0","122.05M","-122.05M","0","9"
"AKAM","","121.69M","748.56%","34.17M","35.0M","-825.33K","14","62"
"ATVI","","121.14M","241.15%","30.02M","64.81M","-34.79M","8","29"
"IJR","","120.42M","258.36%","95.61M","7.85M","87.76M","10","42"
"UBER","","119.2M","188.82%","11.25M","87.01M","-75.76M","12","11"
"ON","","119.09M","164.55%","9.85M","88.74M","-78.89M","8","31"
"SPSM","","118.46M","2651.55%","72.41M","44.37M","28.04M","7","26"
"HON","","118.15M","607.37%","99.03M","11.55M","87.48M","1","12"
"VHT","","117.69M","1710.2%","116.15M","0","116.15M","1","13"
"T","","117.04M","42.84%","94.55M","20.5M","74.05M","1","8"
"VOO","","115.81M","-52.93%","23.53M","40.2M","-16.67M","23","108"
"UPS","","115.7M","-15.09%","6.99M","95.69M","-88.69M","2","15"
"BABA","","113.88M","-54.94%","32.79M","47.86M","-15.07M","8","5"
"EXR","","112.68M","63.66%","5.1M","22.99M","-17.9M","1","17"
"TFLO","","112.3M","315.18%","36.93M","3.74M","33.19M","0","56"
"GVI","","111.74M","1604.73%","3.33M","107.44M","-104.11M","2","8"
"EFA","","110.17M","-23.6%","21.57M","78.04M","-56.47M","7","32"
"PODD","","109.82M","268.95%","31.77M","33.56M","-1.8M","5","54"
"DIS","","108.83M","-32.41%","6.69M","99.14M","-92.45M","5","5"
"SPXL","","105.9M","54.06%","35.29M","37.46M","-2.17M","41","118"
"RBLX","","105.02M","166.15%","45.79M","18.76M","27.03M","47","102"
"HUM","","103.79M","-19.12%","1.59M","97.06M","-95.47M","0","11"
"VTI","","100.56M","-15.84%","22.4M","30.73M","-8.33M","15","102"
"CSCO","","100.3M","392.05%","23.6M","70.89M","-47.3M","4","11"
"GOOGL","","99.9M","9.69%","0","99.9M","-99.9M","2","1"
"SCPL","","99.65M","1607.06%","30.22M","66.85M","-36.63M","5","16"
"LOW","","99.17M","7.58%","1.53M","91.61M","-90.08M","1","6"
"KDNY","","98.88M","47.34%","4.58M","93.99M","-89.42M","1","13"
"EL","","98.16M","13.51%","67.46M","9.8M","57.66M","3","20"
"BND","","97.34M","-3.16%","38.75M","30.12M","8.63M","3","68"
"PANW","","97.15M","-56.12%","72.38M","10.13M","62.25M","5","21"
"VEA","","96.26M","16.83%","14.0M","62.19M","-48.19M","1","98"
"ADSK","","95.82M","1082.74%","50.74M","33.7M","17.04M","3","28"
"ETN","","95.3M","70.95%","13.62M","76.0M","-62.38M","1","5"
"SHV","","94.66M","55.9%","41.19M","17.4M","23.79M","0","70"
"EXC","","92.7M","350.31%","6.05M","85.81M","-79.76M","4","7"
"VGT","","88.36M","-4.15%","48.12M","35.13M","12.99M","8","23"
"W","","88.25M","-24.67%","19.67M","46.37M","-26.71M","2","32"
"LIN","","87.75M","-46.31%","87.75M","0","87.75M","0","5"
"MS","","87.63M","-21.64%","73.24M","2.24M","71.01M","1","7"
"PFE","","86.04M","-43.65%","0","6.42M","-6.42M","0","3"
"TMUS","","83.01M","208.25%","26.95M","50.56M","-23.61M","2","9"
"COIN","","82.83M","15.2%","41.9M","34.22M","7.68M","24","84"
"PENN","","81.26M","689.91%","38.42M","33.23M","5.19M","53","50"
"DHR","","80.92M","-38.8%","79.14M","1.77M","77.37M","0","5"
"ET","","80.41M","337.42%","0","77.58M","-77.58M","1","7"
"MELI","","80.32M","-5.5%","14.26M","64.42M","-50.15M","3","5"
"RTX","","77.75M","29.83%","33.81M","25.78M","8.02M","4","14"
"VYM","","77.1M","445.24%","70.65M","2.09M","68.56M","0","20"
"USO","","76.38M","199.43%","58.03M","14.47M","43.56M","7","22"
"NSC","","74.02M","-0.81%","0","54.64M","-54.64M","1","29"
"DXCM","","73.85M","44.97%","7.32M","27.14M","-19.82M","6","21"
"ZTS","","71.25M","-5.48%","65.53M","0","65.53M","0","5"
"FSLR","","71.21M","167.72%","43.75M","14.19M","29.56M","8","69"
"CRWD","","70.52M","158.93%","2.19M","61.37M","-59.17M","1","19"
"NOC","","68.93M","245.65%","1.14M","55.62M","-54.48M","4","12"
"DKNG","","68.43M","29.98%","21.61M","28.98M","-7.37M","37","63"
"LYB","","68.19M","126.33%","779.52K","2.68M","-1.9M","2","18"
"ARKK","","67.62M","26.74%","17.01M","26.74M","-9.73M","19","107"
"SO","","67.28M","31.94%","57.79M","5.13M","52.66M","1","11"
"SNOW","","67.27M","2.82%","15.0M","27.49M","-12.49M","10","27"
"MCHP","","66.63M","20.07%","21.79M","26.64M","-4.85M","6","31"
"NE","","65.36M","599.61%","13.94M","1.14M","12.8M","2","12"
"USFR","","65.0M","6.7%","46.52M","3.6M","42.92M","0","66"
"CMG","","64.91M","-15.12%","37.77M","5.75M","32.02M","0","6"
"F","","63.14M","-0.27%","9.55M","52.31M","-42.76M","4","12"
"QQQM","","62.84M","22.38%","272.27K","58.55M","-58.28M","1","10"
"WBD","","62.66M","34.26%","6.25M","55.92M","-49.67M","7","10"
"TGT","","62.12M","-28.68%","4.71M","55.98M","-51.27M","2","16"
"DG","","62.02M","10.8%","9.43M","47.7M","-38.27M","1","18"
"MPWR","","61.86M","316.79%","54.1M","6.98M","47.12M","0","5"
"CPNG","","60.9M","757.61%","23.87M","19.38M","4.49M","9","18"
"UAL","","60.75M","69.91%","8.06M","46.39M","-38.33M","32","31"
"JNK","","60.54M","-25.49%","11.29M","36.81M","-25.53M","1","38"
