"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bearish","6.65B","11.1%","2.98B","3.31B","-337.56M","234","246"
"QQQ","Bearish","4.67B","55.44%","1.99B","2.47B","-474.0M","195","215"
"TSLA","Bearish","823.85M","470.34%","142.8M","667.73M","-524.94M","13","8"
"IWM","Bearish","752.54M","22.86%","137.19M","581.76M","-444.56M","52","20"
"AAPL","Bullish","672.92M","-2.6%","396.62M","227.31M","169.32M","4","3"
"IVV","Bullish","619.47M","30.78%","380.44M","167.23M","213.22M","40","97"
"NVDA","Bearish","516.5M","26.78%","121.08M","395.41M","-274.33M","8","5"
"JNJ","Bullish","484.87M","-35.15%","418.78M","66.08M","352.7M","7","3"
"PEP","Bearish","434.9M","835.34%","92.68M","342.22M","-249.55M","6","4"
"ACWI","Bearish","434.28M","183.06%","189.47M","239.39M","-49.92M","13","28"
"TQQQ","Bearish","431.17M","12.75%","118.11M","133.26M","-15.15M","263","600"
"GOOGL","Bearish","396.44M","87.65%","157.77M","191.79M","-34.02M","3","8"
"VGIT","Bearish","394.59M","887.65%","7.71M","380.72M","-373.01M","5","18"
"ROKU","Bearish","385.81M","941.32%","151.26M","165.16M","-13.9M","339","658"
"BSV","Bearish","376.13M","684.31%","9.46M","355.64M","-346.19M","1","39"
"PG","Bullish","376.09M","49.45%","251.39M","119.48M","131.91M","0","10"
"IJH","Bullish","372.85M","-14.98%","348.5M","16.47M","332.03M","13","27"
"XOM","Bullish","308.79M","-21.64%","249.45M","59.33M","190.12M","5","4"
"META","Bearish","305.0M","-54.39%","63.37M","90.19M","-26.82M","7","4"
"RETA","Bearish","291.84M","9443.15%","97.95M","107.39M","-9.44M","55","108"
"BBEU","Bearish","272.39M","-20.84%","4.36M","265.51M","-261.15M","1","9"
"DHR","Bullish","271.84M","26.28%","211.98M","23.92M","188.06M","2","13"
"BRK/B","Bullish","262.76M","-21.89%","240.89M","14.46M","226.43M","14","56"
"CVX","Bullish","261.52M","22.49%","249.9M","0","249.9M","0","14"
"MRK","Bearish","248.22M","4.72%","46.69M","185.74M","-139.05M","1","9"
"SQQQ","Bearish","248.05M","30.17%","75.16M","93.39M","-18.23M","84","464"
"BIIB","Bullish","243.42M","744.58%","129.94M","53.17M","76.77M","19","17"
"FSLR","Bullish","239.14M","968.52%","106.61M","89.29M","17.33M","172","172"
"MA","Bullish","222.69M","196.22%","153.41M","69.28M","84.13M","2","3"
"ON","Bearish","192.65M","279.06%","6.23M","170.92M","-164.69M","13","27"
"AGG","Bearish","188.18M","100.92%","38.66M","120.62M","-81.96M","1","71"
"NFLX","Bullish","187.52M","75.97%","147.39M","38.03M","109.36M","8","8"
"INTU","Bullish","175.03M","522.69%","117.01M","46.02M","70.99M","2","15"
"QCOM","Bearish","164.11M","136.88%","3.77M","152.56M","-148.79M","2","6"
"IEMG","Bullish","155.67M","42.33%","120.21M","25.22M","94.99M","4","43"
"SYK","Bearish","151.77M","43.16%","0","143.86M","-143.86M","0","10"
"MSFT","Bullish","150.48M","-64.48%","150.48M","0","150.48M","3","0"
"C","Bullish","150.41M","-34.66%","141.92M","6.22M","135.7M","12","9"
"BIL","Bearish","147.67M","-16.79%","12.77M","79.41M","-66.63M","1","148"
"ORCL","Bullish","144.61M","-2.15%","122.26M","18.17M","104.09M","4","9"
"HON","Bullish","144.6M","172.94%","143.32M","0","143.32M","1","6"
"INTC","Bullish","144.25M","177.27%","106.95M","29.72M","77.23M","7","7"
"CHK","Bearish","143.46M","6584.83%","26.66M","116.39M","-89.73M","5","7"
"CRM","Bearish","143.1M","51.97%","3.86M","83.68M","-79.82M","1","4"
"AMZN","Bullish","139.79M","-65.05%","113.4M","26.39M","87.01M","5","0"
"EQT","Bearish","138.35M","103.09%","39.07M","93.28M","-54.21M","6","33"
"PFE","Bearish","133.12M","-12.73%","2.74M","130.37M","-127.63M","1","2"
"SNAP","Bullish","132.92M","26.75%","114.71M","14.11M","100.59M","6","33"
"T","Bearish","132.77M","-4.62%","28.38M","102.64M","-74.26M","8","4"
"RSP","Bearish","132.11M","-7.91%","39.34M","71.02M","-31.69M","28","89"
"LLY","Bullish","131.69M","-33.62%","131.69M","0","131.69M","0","3"
"ABT","Bullish","131.2M","5.26%","131.2M","0","131.2M","1","5"
"AMD","Bearish","131.11M","10.14%","44.84M","84.0M","-39.16M","15","4"
"BABA","Bearish","125.01M","-25.24%","20.11M","98.0M","-77.89M","3","7"
"ZTS","Bearish","124.99M","7.3%","1.32M","120.35M","-119.03M","1","10"
"SO","Bullish","122.81M","102.44%","34.7M","14.63M","20.07M","5","12"
"ENPH","Bullish","120.91M","97.39%","57.93M","49.41M","8.52M","103","161"
"JPM","Bearish","119.87M","-34.45%","28.41M","91.46M","-63.04M","3","1"
"BND","Bearish","119.33M","67.36%","42.62M","57.25M","-14.63M","8","62"
"VTV","Bullish","118.82M","24.88%","83.11M","18.98M","64.13M","25","55"
"CTSH","Bearish","118.53M","845.66%","6.59M","110.41M","-103.81M","3","10"
"SPGI","Bullish","116.51M","61.95%","54.57M","43.39M","11.18M","1","11"
"DIS","Bullish","116.11M","-52.86%","110.23M","2.01M","108.21M","8","3"
"VOO","Bearish","111.74M","-73.54%","25.67M","35.93M","-10.26M","30","94"
"SOXL","Bearish","108.92M","95.87%","42.02M","44.67M","-2.64M","69","171"
"MS","Bearish","106.01M","-45.04%","21.69M","81.73M","-60.05M","0","8"
"PDD","Bullish","105.2M","33.96%","58.32M","41.9M","16.43M","8","9"
"HUM","Bullish","104.24M","-12.21%","66.56M","12.23M","54.33M","8","36"
"ILMN","Bullish","102.47M","784.36%","61.45M","1.68M","59.76M","4","9"
"TER","Bearish","101.45M","401.31%","0","41.81M","-41.81M","2","21"
"GOOG","Bullish","100.6M","-42.66%","52.55M","48.05M","4.5M","1","3"
"NIO","Bearish","100.32M","46.29%","35.01M","46.06M","-11.04M","36","142"
"FI","Bullish","99.58M","1.82%","12.2M","3.13M","9.07M","2","24"
"CL","Bullish","95.08M","231.65%","42.43M","2.03M","40.4M","8","15"
"BAC","Bearish","94.31M","-21.62%","27.37M","62.12M","-34.75M","4","4"
"FTSM","Bullish","94.03M","248.47%","83.43M","2.05M","81.38M","0","20"
"WFC","Bullish","93.66M","-35.2%","68.23M","25.43M","42.8M","0","9"
"TROW","Bullish","93.6M","565.76%","46.37M","35.72M","10.65M","30","26"
"ANET","Bearish","91.97M","62.48%","24.16M","48.8M","-24.64M","24","33"
"MMC","Bullish","90.93M","-23.91%","53.0M","32.99M","20.01M","0","9"
"VTI","Bullish","89.51M","-39.79%","19.05M","8.02M","11.03M","23","94"
"LYV","Bullish","87.62M","96.78%","57.03M","20.79M","36.23M","21","34"
"EFA","Bearish","87.23M","-7.31%","32.4M","47.79M","-15.39M","5","59"
"GDX","Bearish","86.51M","-1.3%","14.05M","67.38M","-53.33M","9","27"
"ISRG","Bullish","85.82M","151.54%","80.53M","0","80.53M","2","9"
"BX","Bearish","85.49M","399.05%","25.59M","57.55M","-31.97M","4","8"
"LMT","Bullish","84.49M","-28.29%","82.42M","2.07M","80.34M","1","5"
"BA","Bullish","84.09M","-43.83%","64.98M","1.85M","63.13M","3","4"
"STZ","Bullish","83.99M","61.47%","78.78M","1.93M","76.85M","1","12"
"CVS","Bullish","81.52M","-3.16%","10.66M","2.98M","7.68M","4","10"
"LIN","Bearish","79.47M","-58.05%","34.54M","44.93M","-10.39M","3","1"
"NKE","Bullish","79.07M","-5.14%","62.88M","13.0M","49.88M","5","4"
"MMM","Bullish","78.8M","8.9%","65.08M","8.11M","56.97M","2","14"
"JNPR","Bearish","78.07M","946.54%","16.71M","28.69M","-11.98M","21","26"
"CSCO","Bearish","77.82M","18.67%","12.95M","59.24M","-46.29M","6","3"
"TJX","Bullish","77.29M","-5.66%","69.93M","0","69.93M","0","8"
"SNOW","Bearish","77.25M","212.78%","4.15M","73.1M","-68.95M","7","9"
"EOG","Bullish","76.97M","107.27%","76.16M","0","76.16M","3","5"
"TAP","Bullish","75.78M","211.82%","38.39M","27.8M","10.59M","2","21"
"LPLA","Bearish","75.15M","160.36%","9.7M","50.14M","-40.44M","8","24"
