"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bearish","5.28B","-25.95%","772.22M","4.37B","-3.6B","161","188"
"QQQ","Bearish","3.24B","-20.86%","795.76M","2.28B","-1.49B","132","159"
"META","Bearish","1.33B","137.74%","618.41M","701.17M","-82.75M","11","5"
"NVDA","Bullish","1.17B","-57.63%","1.14B","32.22M","1.11B","9","6"
"MSFT","Bearish","1.11B","-21.22%","62.12M","1.05B","-986.87M","3","1"
"AAPL","Bullish","1.05B","8.34%","704.8M","311.58M","393.22M","2","4"
"AMZN","Bearish","1.04B","-28.1%","97.91M","905.73M","-807.82M","7","3"
"JNJ","Bearish","701.09M","708.16%","264.81M","402.05M","-137.24M","7","11"
"VCSH","Bullish","664.66M","218.4%","411.89M","202.17M","209.73M","2","167"
"V","Bullish","643.48M","174.53%","639.3M","4.18M","635.12M","0","4"
"IWM","Bearish","510.17M","-53.49%","218.0M","278.16M","-60.16M","24","31"
"BRK/B","Bearish","439.58M","29.77%","196.56M","215.36M","-18.8M","9","87"
"C","Bearish","426.37M","116.25%","41.1M","381.04M","-339.94M","10","14"
"LLY","Bearish","327.13M","61.58%","52.24M","274.88M","-222.64M","2","5"
"CRM","Bearish","289.99M","462.65%","35.89M","249.5M","-213.61M","5","6"
"NXPI","Bearish","278.89M","106.66%","6.23M","264.65M","-258.42M","4","16"
"SPSM","Bullish","269.67M","5734.61%","267.06M","1.18M","265.88M","5","9"
"USFR","Bullish","269.47M","319.06%","169.97M","66.83M","103.14M","0","112"
"TQQQ","Bearish","267.79M","-44.92%","61.21M","86.21M","-25.0M","162","392"
"JEPI","Bearish","262.32M","530.43%","9.6M","244.75M","-235.15M","3","35"
"XOM","Bullish","261.8M","-38.68%","187.38M","74.42M","112.96M","8","3"
"CVX","Bullish","255.03M","-7.32%","212.8M","39.34M","173.46M","5","9"
"NFLX","Bearish","248.87M","-54.4%","119.25M","121.18M","-1.94M","18","23"
"JEPQ","Bullish","247.76M","2768.0%","243.8M","2.64M","241.16M","3","12"
"BA","Bullish","238.75M","219.67%","116.98M","63.96M","53.02M","7","12"
"JPM","Bearish","236.9M","89.09%","0","232.0M","-232.0M","4","5"
"GOOG","Bearish","234.06M","-38.0%","0","234.06M","-234.06M","3","3"
"TMO","Bullish","232.71M","715.97%","182.92M","19.2M","163.72M","3","17"
"VFH","Bearish","230.22M","352.02%","3.84M","221.86M","-218.02M","7","12"
"DHR","Bullish","222.33M","26.06%","161.39M","14.0M","147.39M","4","26"
"AVGO","Bearish","218.41M","-59.93%","16.06M","192.54M","-176.47M","8","7"
"TLH","Bearish","211.69M","-31.59%","4.7M","48.25M","-43.55M","3","27"
"FCX","Bearish","210.82M","155.26%","72.91M","134.37M","-61.45M","14","7"
"JMBS","Bearish","210.36M","25875.18%","17.71M","145.42M","-127.71M","0","10"
"BABA","Bearish","206.33M","-17.56%","96.08M","108.17M","-12.08M","8","6"
"ICE","Bearish","198.93M","524.98%","92.07M","104.31M","-12.24M","0","15"
"MRK","Bearish","197.56M","-6.88%","24.86M","172.7M","-147.84M","7","4"
"IVOL","Bullish","193.61M","39740.76%","193.01M","0","193.01M","0","9"
"VOO","Bullish","183.91M","-20.17%","97.8M","39.77M","58.03M","48","98"
"LIN","Bearish","183.16M","94.63%","8.71M","174.45M","-165.75M","4","7"
"EFA","Bullish","177.95M","122.33%","162.82M","7.44M","155.37M","0","44"
"PG","Bullish","176.81M","-39.31%","171.44M","5.38M","166.06M","1","5"
"ABBV","Bullish","176.68M","-3.08%","130.64M","28.26M","102.38M","3","10"
"AXP","Bearish","175.54M","39.01%","4.39M","168.62M","-164.23M","4","8"
"IVV","Bearish","171.05M","-85.95%","36.63M","77.22M","-40.59M","18","76"
"MS","Bearish","170.51M","-19.58%","19.81M","121.44M","-101.63M","3","12"
"ADBE","Bearish","165.11M","-77.51%","14.99M","134.56M","-119.57M","3","12"
"ORCL","Bullish","164.84M","-20.98%","140.97M","23.88M","117.09M","1","10"
"DIS","Bullish","163.95M","7.46%","94.38M","17.73M","76.65M","8","15"
"CSCO","Bearish","162.39M","5.95%","0","159.95M","-159.95M","1","7"
"ELV","Bullish","161.84M","19.4%","107.76M","46.41M","61.35M","3","17"
"HUM","Bearish","155.21M","-44.67%","30.04M","97.79M","-67.76M","3","32"
