"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","5.58B","2.58%","4.17B","796.93M","3.38B","397","452"
"QQQ","","2.82B","-6.55%","1.76B","771.94M","983.1M","228","299"
"IWM","","1.26B","2.87%","549.95M","659.9M","-109.95M","38","88"
"HZNP","","1.07B","770.43%","165.03M","795.91M","-630.88M","15","169"
"IVV","","687.42M","117.23%","556.29M","76.55M","479.75M","26","132"
"BIL","","432.21M","-38.76%","88.09M","232.81M","-144.72M","0","266"
"NVDA","","431.17M","213.86%","364.09M","13.39M","350.7M","4","3"
"TQQQ","","389.57M","-9.85%","89.42M","120.52M","-31.11M","173","644"
"RIVN","","341.25M","432.25%","278.36M","35.03M","243.33M","106","161"
"XOM","","324.23M","3.8%","217.41M","106.82M","110.59M","6","4"
"DIS","","289.49M","154.91%","14.24M","275.25M","-261.01M","15","7"
"CRH","","285.0M","188.3%","283.56M","1.44M","282.12M","2","2"
"VTEB","","276.46M","-20.77%","45.73M","132.52M","-86.79M","10","144"
"SQQQ","","250.73M","-7.16%","63.38M","94.42M","-31.03M","60","417"
"VOO","","236.53M","-20.88%","119.7M","73.2M","46.5M","50","101"
"CVX","","233.69M","-0.2%","222.01M","11.68M","210.33M","5","2"
"MTUM","","221.24M","1733.2%","87.24M","133.08M","-45.85M","3","7"
"VTV","","217.79M","16.39%","65.05M","124.65M","-59.59M","18","101"
"BND","","202.91M","33.4%","96.92M","47.73M","49.18M","5","154"
"C","","185.9M","67.99%","143.17M","38.85M","104.32M","10","9"
"VMW","","184.94M","468.96%","174.98M","8.72M","166.26M","1","14"
"SHV","","180.21M","-65.19%","117.42M","26.28M","91.14M","1","83"
"UPS","","170.31M","38.31%","68.73M","81.34M","-12.61M","0","11"
"VCLT","","165.39M","99.12%","12.81M","36.84M","-24.03M","5","15"
"AAPL","","164.28M","-31.29%","0","164.28M","-164.28M","1","1"
"TSLA","","161.46M","-37.91%","29.0M","80.32M","-51.32M","5","5"
"JNK","","161.15M","-68.78%","89.08M","69.14M","19.94M","4","37"
"META","","156.55M","-32.87%","132.66M","0","132.66M","1","4"
"BRK/B","","154.7M","-60.87%","21.56M","117.2M","-95.65M","20","71"
"LIN","","148.68M","-6.7%","145.86M","2.82M","143.04M","1","5"
"UNH","","148.04M","128.1%","115.18M","4.76M","110.42M","2","9"
"KDP","","145.97M","541.99%","42.96M","25.12M","17.84M","10","35"
"IWD","","142.84M","69.54%","95.45M","27.45M","68.0M","10","54"
"ABT","","142.31M","35.21%","136.51M","0","136.51M","1","8"
"AEP","","141.74M","582.35%","8.35M","104.95M","-96.6M","5","41"
"MUB","","141.18M","-69.56%","25.39M","48.36M","-22.97M","9","177"
"AMZN","","137.37M","-49.93%","42.96M","94.41M","-51.45M","2","2"
"VYM","","134.61M","181.46%","8.29M","117.9M","-109.61M","7","38"
"SPLG","","130.38M","-18.06%","113.46M","11.08M","102.38M","2","23"
"EWZ","","130.32M","150.9%","23.93M","105.27M","-81.34M","4","56"
"MCD","","127.18M","85.1%","119.87M","7.31M","112.56M","1","9"
"PLD","","114.55M","3.61%","112.38M","1.09M","111.29M","1","5"
