"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","27.58B","175.79%","14.2B","12.83B","1.37B","371","416"
"QQQ","","9.14B","152.88%","1.01B","7.93B","-6.92B","187","246"
"MSFT","","5.48B","492.05%","5.23B","250.04M","4.98B","15","5"
"IWM","","5.03B","148.76%","3.49B","1.5B","1.99B","128","112"
"UBER","","4.47B","2071.5%","3.41B","22.55M","3.39B","49","10"
"AAPL","","3.92B","452.72%","3.76B","165.93M","3.59B","17","1"
"XOM","","2.56B","373.88%","2.43B","129.95M","2.3B","19","5"
"META","","1.85B","231.72%","1.16B","127.87M","1.03B","9","3"
"PFE","","1.81B","819.14%","807.09M","10.25M","796.84M","13","21"
"MRK","","1.72B","1389.75%","0","1.71B","-1.71B","13","2"
"CVX","","1.61B","468.88%","645.33M","968.03M","-322.71M","5","21"
"UNH","","1.51B","844.41%","760.51M","740.53M","19.97M","4","7"
"BRK/B","","1.47B","250.23%","1.43B","26.96M","1.4B","50","77"
"ROP","","1.45B","7269.15%","1.36B","83.0M","1.28B","8","33"
"IVV","","1.4B","21.29%","908.52M","449.06M","459.46M","49","93"
"BLDR","","1.35B","4527.91%","3.83M","1.34B","-1.33B","61","35"
"LOW","","1.31B","555.0%","1.29B","6.9M","1.29B","1","36"
"JBL","","1.13B","3331.13%","1.12B","12.28M","1.11B","15","50"
"AMZN","","1.02B","72.68%","913.61M","105.05M","808.56M","9","3"
"KO","","995.83M","1145.89%","44.53M","943.79M","-899.27M","3","12"
"CRM","","973.93M","1023.34%","37.64M","923.23M","-885.6M","4","16"
"AMGN","","953.07M","1424.33%","903.04M","50.03M","853.02M","3","15"
"JNJ","","950.1M","1444.91%","950.1M","0","950.1M","0","9"
"BLK","","897.89M","3156.19%","861.36M","17.01M","844.36M","16","14"
"ABBV","","887.36M","216.17%","846.69M","36.94M","809.76M","1","19"
"PEP","","877.77M","716.08%","220.78M","656.99M","-436.22M","3","22"
"DASH","","874.23M","1265.7%","781.35M","88.57M","692.78M","12","31"
"DHR","","868.85M","688.74%","862.71M","0","862.71M","0","13"
"WMT","","837.73M","812.5%","82.68M","752.37M","-669.68M","11","9"
"AVGO","","758.61M","101.07%","708.84M","42.91M","665.94M","14","7"
"UPS","","753.75M","371.73%","50.41M","703.34M","-652.94M","11","3"
"DIS","","750.65M","166.77%","741.98M","1.77M","740.21M","7","10"
"V","","738.98M","429.58%","323.56M","406.09M","-82.53M","3","10"
"NVDA","","727.12M","-14.53%","395.96M","331.15M","64.81M","12","8"
"NFLX","","719.53M","732.5%","705.09M","4.84M","700.25M","18","10"
"MDB","","708.38M","739.97%","684.05M","13.2M","670.86M","12","52"
"TTWO","","698.69M","2734.16%","665.53M","10.26M","655.26M","29","25"
"SO","","680.82M","513.36%","673.5M","7.32M","666.18M","14","10"
"TMO","","678.2M","623.7%","628.05M","24.85M","603.2M","13","11"
"CDW","","668.97M","2832.3%","666.48M","1.85M","664.63M","1","18"
"GOOG","","657.22M","614.91%","246.01M","411.22M","-165.21M","10","8"
"BKNG","","656.88M","1262.68%","201.04M","455.84M","-254.8M","3","12"
"BMY","","654.13M","479.21%","639.04M","10.6M","628.44M","17","13"
"CCEP","","650.51M","10375.04%","649.08M","582.48K","648.5M","15","4"
"IWB","","630.05M","722.55%","605.27M","9.12M","596.14M","5","66"
"SPLK","","620.31M","883.87%","614.8M","1.93M","612.88M","18","19"
"ABT","","619.19M","572.88%","189.53M","424.5M","-234.97M","5","9"
"PCG","","615.15M","767.05%","601.33M","3.91M","597.42M","16","35"
"RMBS","","605.5M","12843.62%","599.41M","4.66M","594.75M","34","5"
"FCX","","605.14M","702.69%","252.65M","349.6M","-96.96M","17","13"
"ELV","","575.47M","952.25%","37.21M","515.02M","-477.81M","1","49"
"FIX","","573.3M","11815.53%","328.35M","243.78M","84.57M","0","32"
"ALK","","557.61M","11638.75%","544.62M","4.31M","540.31M","6","44"
"QCOM","","557.37M","416.77%","440.3M","108.87M","331.43M","10","10"
"ET","","546.17M","5741.13%","175.4M","369.89M","-194.49M","2","23"
"EBAY","","528.71M","3164.89%","519.05M","7.57M","511.48M","31","6"
"MA","","527.58M","330.12%","292.0M","235.58M","56.42M","0","9"
"HPQ","","519.74M","1729.34%","457.95M","42.47M","415.48M","28","25"
"DD","","519.59M","2090.0%","194.32M","323.72M","-129.4M","0","38"
"ENPH","","508.55M","745.78%","22.25M","479.42M","-457.17M","34","94"
"VXF","","503.67M","3876.24%","489.35M","9.69M","479.66M","1","25"
"DG","","496.38M","650.51%","114.05M","379.13M","-265.08M","0","31"
"T","","492.16M","239.62%","0","62.29M","-62.29M","3","14"
"CSCO","","488.31M","856.54%","36.21M","266.09M","-229.88M","4","24"
"GILD","","481.78M","407.12%","208.56M","271.25M","-62.69M","0","14"
"EQT","","468.32M","1614.18%","4.2M","459.97M","-455.77M","1","40"
"TSLA","","455.75M","38.91%","103.63M","352.12M","-248.49M","13","9"
"WFC","","455.42M","77.3%","102.83M","340.95M","-238.11M","10","16"
"AXP","","453.45M","172.7%","440.41M","8.22M","432.18M","2","24"
"ALGN","","453.17M","2623.03%","417.36M","33.5M","383.86M","4","26"
"ADBE","","452.38M","168.15%","306.85M","128.99M","177.87M","4","16"
"LMT","","432.03M","2993.84%","177.55M","251.64M","-74.09M","9","13"
"BA","","431.62M","222.39%","379.48M","50.02M","329.45M","21","15"
"PANW","","419.62M","271.94%","105.96M","289.78M","-183.82M","8","81"
"PHM","","418.0M","690.99%","816.35K","414.2M","-413.39M","0","39"
"SEDG","","411.97M","1774.81%","106.92M","295.75M","-188.82M","6","67"
"SYK","","410.55M","965.15%","186.44M","165.87M","20.57M","0","20"
"VLTO","","404.61M","863.18%","140.03M","264.29M","-124.26M","3","22"
"IJH","","401.07M","37.72%","148.75M","247.43M","-98.68M","6","31"
"AMD","","398.76M","42.1%","331.16M","59.01M","272.15M","20","13"
"TXN","","393.63M","324.65%","145.11M","233.55M","-88.44M","13","14"
"ZM","","390.38M","1715.07%","382.68M","3.28M","379.4M","6","17"
"OKE","","380.74M","1968.28%","230.18M","147.52M","82.65M","4","31"
"TJX","","375.04M","720.92%","364.78M","0","364.78M","3","18"
"ADP","","369.54M","990.57%","1.31M","368.23M","-366.91M","1","17"
"LYV","","365.79M","660.36%","263.14M","1.57M","261.57M","3","26"
"SCHW","","359.42M","380.71%","323.07M","15.55M","307.52M","14","11"
"NKE","","357.58M","324.81%","161.94M","165.19M","-3.26M","11","11"
"CTVA","","353.48M","752.29%","273.53M","74.53M","199.0M","3","32"
"INTU","","344.54M","520.01%","185.49M","159.05M","26.44M","8","8"
"CTRA","","316.9M","614.4%","259.13M","54.67M","204.46M","13","12"
"XP","","316.45M","938.06%","13.94M","301.95M","-288.01M","9","17"
"TMUS","","316.04M","208.18%","299.55M","9.56M","289.99M","2","35"
"ORCL","","311.82M","66.57%","137.81M","163.95M","-26.14M","15","10"
"SEE","","311.05M","4997.8%","306.58M","3.54M","303.04M","12","21"
"VICI","","303.24M","278.94%","471.0K","302.42M","-301.95M","0","19"
"APD","","302.65M","718.26%","707.88K","297.93M","-297.22M","1","13"
"COST","","300.12M","230.59%","51.92M","244.46M","-192.54M","11","14"
"VRTX","","293.47M","172.45%","252.51M","10.93M","241.58M","4","15"
"DUK","","291.02M","168.93%","230.36M","48.38M","181.98M","6","26"
"EFA","","290.79M","24.65%","201.73M","63.14M","138.59M","9","105"
"MCK","","289.8M","873.14%","165.24M","82.18M","83.06M","2","60"
"NEM","","287.87M","520.31%","20.11M","263.88M","-243.76M","10","11"
"VOO","","285.37M","-42.13%","139.38M","49.06M","90.32M","50","149"
"JD","","282.42M","1630.78%","4.87M","272.71M","-267.84M","15","12"
"EQH","","275.59M","2477.51%","9.97M","265.21M","-255.25M","1","30"
"GE","","273.13M","192.81%","141.49M","110.37M","31.12M","0","15"
"BIL","","270.35M","-19.85%","70.06M","66.16M","3.89M","0","316"
"F","","266.74M","194.36%","244.22M","12.1M","232.13M","7","32"
"RBLX","","259.46M","277.42%","18.9M","236.49M","-217.59M","22","31"
"LCID","","257.99M","2683.82%","245.49M","6.32M","239.17M","9","25"
"FIS","","257.61M","172.49%","202.97M","53.57M","149.4M","2","25"
"ZTS","","252.77M","939.16%","124.41M","123.23M","1.18M","0","10"
"PM","","251.23M","91.15%","132.73M","92.17M","40.56M","11","18"
"FI","","250.84M","266.16%","25.62M","209.62M","-183.99M","12","23"
"EWZ","","244.98M","72.12%","155.38M","59.72M","95.66M","34","96"
"DE","","244.79M","360.89%","111.28M","131.09M","-19.81M","1","20"
"USFR","","237.31M","-17.46%","34.4M","142.46M","-108.06M","0","398"
"PGR","","237.01M","322.89%","102.09M","124.49M","-22.4M","4","22"
"CPNG","","236.57M","1250.81%","203.3M","28.47M","174.84M","6","17"
"ETN","","235.57M","1278.45%","0","223.04M","-223.04M","1","12"
"CRWD","","232.12M","420.48%","195.95M","6.07M","189.88M","19","17"
"CI","","231.52M","62.23%","7.57M","216.26M","-208.69M","2","24"
"GOOGL","","230.6M","45.73%","210.78M","19.82M","190.96M","7","0"
"HD","","230.41M","70.61%","0","230.41M","-230.41M","1","16"
"MAR","","230.16M","1060.51%","165.46M","64.69M","100.77M","3","22"
"SQ","","229.66M","227.07%","31.77M","60.08M","-28.31M","12","24"
"INTC","","228.08M","58.87%","144.97M","72.27M","72.7M","13","6"
"SPGI","","226.83M","1288.02%","63.4M","163.44M","-100.04M","6","6"
"SLB","","225.08M","433.21%","104.61M","96.51M","8.09M","2","22"
"BSV","","224.85M","274.34%","6.04M","186.31M","-180.27M","3","66"
"REGN","","224.77M","1441.47%","26.55M","194.22M","-167.68M","0","20"
"CMCSA","","224.15M","666.14%","123.25M","96.71M","26.54M","11","12"
"JPM","","223.65M","-13.29%","223.65M","0","223.65M","12","0"
"D","","220.52M","769.55%","35.41M","185.1M","-149.69M","4","14"
"EW","","219.64M","311.17%","38.03M","176.56M","-138.53M","11","27"
"PG","","217.24M","105.03%","114.87M","13.19M","101.69M","2","11"
"IEMG","","214.11M","64.75%","185.94M","13.88M","172.07M","6","67"
"MO","","213.21M","375.42%","4.27M","208.94M","-204.66M","17","4"
"BKLN","","211.25M","180.54%","145.98M","50.84M","95.15M","2","50"
"FTNT","","209.84M","1139.82%","51.81M","148.22M","-96.4M","9","19"
"SPH","","209.73M","17649.87%","209.0M","727.71K","208.28M","3","2"
"CAT","","208.19M","90.78%","206.22M","0","206.22M","9","9"
"RTX","","207.75M","1598.88%","68.5M","97.06M","-28.56M","18","4"
"HUM","","207.68M","206.01%","96.32M","87.04M","9.28M","5","46"
"MCD","","207.09M","109.37%","162.5M","44.59M","117.9M","6","12"
"EQIX","","205.84M","678.6%","188.23M","4.22M","184.01M","2","14"
"MMC","","201.6M","112.45%","0","200.66M","-200.66M","0","9"
"SHW","","200.64M","208.03%","1.56M","158.47M","-156.9M","1","19"
"DLR","","200.32M","608.55%","42.41M","153.26M","-110.85M","1","27"
"BABA","","198.35M","100.04%","122.95M","75.4M","47.55M","6","5"
"ETSY","","198.24M","180.36%","179.17M","13.29M","165.88M","9","31"
"TT","","196.02M","481.89%","193.06M","0","193.06M","11","2"
"VTI","","195.55M","-9.1%","64.47M","70.45M","-5.98M","30","152"
"GRMN","","194.45M","737.7%","173.02M","21.43M","151.59M","0","17"
"COP","","194.09M","210.89%","147.63M","38.82M","108.81M","2","21"
"ON","","193.04M","200.78%","8.32M","177.53M","-169.22M","16","25"
"MRNA","","189.46M","436.13%","17.77M","159.75M","-141.97M","19","58"
"CMG","","188.3M","208.55%","7.28M","178.27M","-170.99M","0","4"
"OXY","","186.15M","166.0%","180.91M","3.35M","177.56M","7","10"
"VEEV","","183.22M","119.42%","0","181.09M","-181.09M","2","22"
"CCI","","183.19M","102.64%","99.09M","65.84M","33.25M","7","41"
"NOC","","182.69M","740.88%","163.24M","17.0M","146.24M","0","23"
"SRE","","182.29M","572.43%","0","181.71M","-181.71M","1","13"
"ADI","","182.11M","182.68%","159.76M","5.92M","153.85M","0","25"
"DLTR","","181.51M","584.05%","67.68M","107.46M","-39.79M","2","31"
"PYPL","","181.17M","266.05%","149.84M","28.63M","121.21M","21","18"
"MOS","","180.3M","592.72%","177.24M","3.06M","174.18M","1","20"
"MODG","","178.08M","17169.28%","30.44M","1.62M","28.83M","2","23"
"CSX","","175.14M","286.85%","1.81M","100.23M","-98.42M","3","41"
"AGG","","170.47M","-47.58%","71.36M","34.78M","36.59M","4","174"
"LLY","","169.85M","18.97%","57.29M","84.13M","-26.84M","3","11"
"MCO","","166.92M","298.81%","153.59M","814.1K","152.77M","1","14"
"JBHT","","163.81M","671.31%","82.82M","58.91M","23.91M","1","41"
"COIN","","163.22M","29.75%","44.12M","104.81M","-60.69M","29","112"
"KVUE","","161.38M","167.09%","44.36M","109.31M","-64.95M","14","37"
"C","","160.26M","-41.67%","137.41M","11.55M","125.85M","17","15"
"ISRG","","156.66M","661.91%","33.27M","114.54M","-81.26M","0","19"
"IWD","","156.32M","-41.57%","65.7M","45.99M","19.71M","20","100"
"GIS","","154.68M","379.05%","42.35M","93.16M","-50.8M","5","44"
"SE","","153.57M","141.67%","27.13M","74.94M","-47.81M","18","77"
"CB","","153.09M","284.15%","20.44M","125.96M","-105.52M","7","17"
"PH","","148.39M","662.09%","140.26M","0","140.26M","5","4"
"APH","","148.23M","487.19%","70.28M","63.22M","7.06M","10","17"
"HLI","","147.35M","5496.7%","0","2.81M","-2.81M","16","5"
"RSP","","146.87M","-56.18%","41.15M","45.63M","-4.48M","46","130"
"MS","","146.01M","13.57%","105.33M","25.24M","80.09M","12","17"
"CEG","","145.32M","759.03%","1.85M","138.57M","-136.72M","2","35"
"SNPS","","144.74M","346.48%","129.63M","15.11M","114.53M","0","15"
"CDNS","","144.41M","638.57%","11.82M","128.16M","-116.34M","8","11"
"PXD","","144.41M","58.36%","63.29M","79.21M","-15.92M","14","5"
"NVO","","144.06M","61.65%","61.96M","68.98M","-7.02M","7","5"
"NEE","","142.99M","124.86%","6.4M","134.49M","-128.1M","14","3"
"BAC","","142.76M","15.57%","92.5M","20.69M","71.81M","12","10"
"GD","","141.38M","335.91%","9.02M","126.87M","-117.85M","3","12"
"KRE","","141.34M","27.42%","89.54M","41.95M","47.58M","21","58"
"BIIB","","140.96M","572.56%","45.23M","91.93M","-46.7M","4","40"
"FSLR","","139.6M","227.95%","27.59M","102.88M","-75.29M","21","80"
"WMB","","138.29M","910.25%","68.95M","68.48M","470.4K","5","12"
"PSX","","137.95M","264.37%","132.58M","5.37M","127.21M","3","19"
"ECL","","136.12M","138.86%","134.87M","0","134.87M","0","11"
"AMR","","135.76M","531.98%","1.79M","2.92M","-1.13M","8","8"
"ROST","","135.67M","604.91%","2.66M","130.35M","-127.69M","0","21"
"MPC","","134.94M","465.41%","126.36M","6.1M","120.27M","33","4"
"URI","","133.93M","375.86%","114.55M","8.72M","105.83M","8","18"
"PINS","","133.56M","121.35%","117.45M","13.4M","104.06M","17","21"
"DGRO","","133.39M","394.39%","126.28M","2.81M","123.47M","2","16"
"DOCU","","131.99M","147.2%","62.54M","55.8M","6.74M","105","170"
"VSTS","","131.57M","4807.91%","131.57M","0","131.57M","0","22"
"EFX","","131.51M","450.12%","104.4M","17.68M","86.72M","3","36"
"IBM","","130.52M","79.17%","121.98M","8.55M","113.43M","2","18"
"GM","","130.02M","108.78%","25.72M","91.65M","-65.93M","33","19"
"USB","","130.01M","45.99%","57.7M","54.66M","3.04M","19","16"
"PARR","","129.83M","2770.91%","252.55K","124.63M","-124.37M","7","4"
"ABNB","","129.46M","86.3%","83.74M","45.72M","38.02M","3","20"
"ZS","","128.97M","152.28%","5.4M","117.65M","-112.24M","29","32"
"DXC","","128.87M","2773.16%","127.3M","1.13M","126.17M","1","14"
"DTE","","128.66M","642.17%","16.02M","105.98M","-89.96M","2","20"
"DXCM","","128.64M","329.03%","1.46M","126.06M","-124.6M","15","4"
"SRPT","","128.61M","1489.05%","18.96M","109.31M","-90.35M","2","11"
"LULU","","128.31M","178.52%","26.6M","71.03M","-44.44M","4","35"
"ALB","","126.28M","273.51%","109.49M","8.97M","100.52M","23","42"
"ACN","","126.23M","328.97%","12.89M","113.34M","-100.45M","8","2"
"MDY","","125.82M","71.65%","107.37M","18.45M","88.92M","9","8"
"AA","","125.71M","305.39%","13.95M","4.42M","9.52M","29","28"
"MDLZ","","125.63M","545.43%","32.63M","91.99M","-59.35M","4","15"
"EXC","","125.58M","181.51%","78.93M","37.53M","41.39M","29","33"
"CME","","124.84M","115.38%","104.04M","5.77M","98.26M","6","20"
"OKTA","","124.83M","515.64%","19.61M","74.64M","-55.03M","4","38"
"PCAR","","124.66M","611.89%","121.95M","1.93M","120.02M","4","21"
"PPL","","123.81M","518.65%","104.69M","14.36M","90.33M","5","23"
"LEN","","122.4M","346.18%","11.18M","101.45M","-90.27M","2","27"
"CSGP","","121.73M","761.27%","878.0K","116.09M","-115.21M","1","24"
"TRV","","120.65M","296.57%","1.18M","119.47M","-118.29M","1","16"
"WAT","","120.36M","406.65%","96.91M","10.57M","86.35M","10","19"
"MCHP","","119.97M","407.11%","59.24M","51.0M","8.24M","11","22"
"KMB","","119.67M","1711.67%","43.33M","74.22M","-30.89M","10","10"
"XRX","","119.45M","3607.08%","115.19M","2.46M","112.74M","3","8"
"WOR","","119.37M","10817.93%","119.06M","309.58K","118.75M","0","7"
"VIG","","118.97M","-4.76%","52.39M","48.99M","3.4M","8","44"
"BDX","","118.78M","127.72%","91.09M","21.17M","69.92M","1","27"
"HON","","118.4M","176.99%","102.18M","13.52M","88.66M","4","14"
"TSM","","116.86M","330.31%","51.03M","60.6M","-9.57M","4","2"
"A","","116.41M","741.89%","4.11M","102.74M","-98.63M","4","32"
"LHX","","116.24M","241.22%","91.49M","24.75M","66.75M","1","15"
"MDT","","115.72M","197.65%","8.62M","102.25M","-93.63M","2","16"
"O","","115.38M","157.96%","103.49M","2.44M","101.06M","14","36"
"PNC","","115.05M","208.75%","27.89M","56.92M","-29.03M","11","20"
"IWN","","115.04M","68.01%","67.87M","22.53M","45.34M","11","42"
"BX","","114.69M","306.86%","85.6M","24.1M","61.5M","1","14"
"HST","","114.4M","172.65%","11.09M","84.82M","-73.73M","3","32"
"IEFA","","113.0M","24.66%","34.52M","37.15M","-2.64M","6","124"
"RJF","","111.97M","1061.17%","24.59M","77.31M","-52.72M","0","33"
"DHI","","111.02M","59.02%","2.75M","36.54M","-33.79M","4","27"
"STZ","","110.89M","396.65%","2.55M","106.9M","-104.35M","0","21"
"MUB","","109.86M","-45.91%","21.73M","56.75M","-35.01M","11","90"
"DELL","","109.3M","206.74%","94.19M","13.48M","80.71M","3","14"
"SMCI","","108.87M","17.92%","60.2M","27.95M","32.25M","26","138"
"DVN","","108.86M","161.54%","89.81M","11.59M","78.22M","24","34"
"AGCO","","108.83M","1673.37%","1.04M","107.79M","-106.74M","5","5"
"CARR","","108.05M","230.33%","0","102.25M","-102.25M","2","25"
"CAH","","105.66M","330.05%","87.9M","2.9M","85.0M","21","29"
"SBUX","","105.6M","174.26%","48.88M","48.64M","247.49K","11","11"
"ORLY","","105.23M","365.21%","96.83M","4.35M","92.47M","0","21"
"CIVI","","105.14M","1233.12%","281.18K","103.81M","-103.52M","1","18"
"RIVN","","104.76M","17.72%","51.74M","46.45M","5.29M","49","64"
"HRB","","104.55M","703.03%","78.85M","25.69M","53.16M","3","22"
"KKR","","104.32M","125.72%","38.94M","27.05M","11.9M","22","40"
"MATX","","104.27M","12506.06%","104.27M","0","104.27M","13","0"
"DECK","","103.29M","398.85%","6.22M","94.68M","-88.45M","0","13"
"EXR","","102.24M","334.28%","77.03M","9.26M","67.77M","11","17"
"ALKS","","102.17M","3940.57%","101.12M","0","101.12M","5","11"
"RCL","","101.82M","219.47%","68.54M","26.91M","41.63M","2","20"
"TEL","","101.44M","848.28%","53.03M","47.09M","5.94M","11","11"
"FTV","","100.4M","178.47%","95.95M","3.54M","92.41M","3","14"
"EXPD","","100.13M","654.7%","69.19M","25.94M","43.25M","2","23"
"URBN","","99.6M","4411.83%","0","99.23M","-99.23M","0","6"
"AMAT","","99.26M","26.09%","3.4M","82.86M","-79.46M","12","4"
"ROK","","98.78M","334.18%","81.85M","5.09M","76.76M","1","28"
"KEYS","","97.82M","477.75%","92.53M","1.07M","91.46M","23","6"
"RHI","","96.89M","950.63%","0","92.62M","-92.62M","0","20"
"HES","","96.84M","11.73%","30.53M","43.31M","-12.78M","10","25"
"UNP","","96.72M","1.02%","58.06M","10.1M","47.96M","1","23"
"VWO","","95.66M","-4.44%","43.14M","36.14M","7.0M","0","73"
"MNST","","94.6M","519.11%","1.85M","91.83M","-89.98M","3","16"
"FCN","","94.24M","2146.12%","91.01M","0","91.01M","3","15"
"TSCO","","93.69M","170.95%","29.84M","50.37M","-20.54M","3","41"
"HOLX","","93.68M","737.78%","0","85.95M","-85.95M","2","18"
"RSG","","93.57M","492.04%","6.71M","40.49M","-33.78M","16","25"
"HLT","","93.54M","440.26%","76.42M","17.12M","59.3M","1","16"
"AEP","","93.48M","195.85%","18.23M","73.25M","-55.02M","3","21"
"ADSK","","92.84M","336.21%","1.13M","71.17M","-70.04M","15","12"
"VZ","","92.55M","21.03%","3.52M","41.13M","-37.6M","8","5"
"SLVM","","91.51M","6140.88%","0","91.51M","-91.51M","3","0"
"HCA","","91.42M","180.01%","80.9M","1.8M","79.1M","0","36"
"DAL","","91.27M","20.46%","51.37M","5.0M","46.37M","8","17"
"MRVL","","90.77M","71.85%","36.09M","49.46M","-13.36M","15","2"
"VRSK","","90.7M","1035.29%","85.62M","353.73K","85.26M","13","8"
"LAMR","","90.69M","449.99%","89.59M","599.69K","88.99M","0","10"
"INVH","","90.64M","1219.77%","374.07K","89.8M","-89.43M","2","12"
"PLTR","","90.57M","136.42%","61.56M","16.48M","45.08M","37","66"
"LIN","","90.29M","23.36%","88.06M","0","88.06M","1","12"
"PDD","","90.19M","-74.93%","20.91M","25.66M","-4.75M","4","8"
"TGT","","89.14M","198.74%","49.65M","11.82M","37.83M","4","22"
"TDG","","89.0M","1179.08%","0","0","0","8","0"
"DRI","","88.76M","1455.49%","84.78M","2.9M","81.88M","1","32"
"WELL","","88.52M","227.52%","3.48M","82.29M","-78.81M","4","22"
"BURL","","88.4M","608.01%","82.76M","2.4M","80.36M","2","21"
"EOG","","87.6M","102.27%","77.03M","4.74M","72.29M","3","18"
"KBE","","87.37M","101.56%","81.26M","1.82M","79.44M","8","7"
"AWI","","87.2M","5981.97%","74.97M","12.23M","62.74M","7","7"
"MTH","","87.06M","3267.18%","83.0M","4.06M","78.95M","0","10"
"SCHD","","84.23M","-33.34%","25.48M","44.89M","-19.41M","8","65"
"WPC","","83.95M","503.38%","82.5M","1.12M","81.38M","2","26"
"MLM","","83.46M","1067.49%","67.91M","5.14M","62.78M","13","9"
"VST","","83.07M","482.67%","33.15M","46.82M","-13.67M","5","20"
"CNC","","82.89M","-2.72%","17.64M","65.26M","-47.62M","0","15"
"CCL","","82.87M","-15.24%","44.99M","27.78M","17.21M","13","45"
"IWV","","82.62M","164.08%","68.74M","2.65M","66.09M","3","14"
"USHY","","82.57M","-33.37%","19.54M","60.74M","-41.2M","1","13"
"PLD","","82.36M","66.42%","44.85M","32.68M","12.17M","3","14"
"MU","","82.21M","48.02%","4.08M","68.61M","-64.53M","13","11"
"UNFI","","81.47M","3638.5%","0","80.85M","-80.85M","0","5"
"JPST","","81.12M","-41.86%","14.96M","36.37M","-21.41M","0","78"
"LVS","","80.27M","119.12%","74.71M","772.1K","73.94M","8","10"
"NTCT","","79.72M","1400.45%","0","79.72M","-79.72M","0","6"
"CTAS","","79.66M","299.5%","11.23M","57.86M","-46.63M","1","17"
"NOW","","79.32M","21.89%","73.34M","5.97M","67.37M","0","14"
"NLY","","79.25M","1028.71%","77.84M","1.41M","76.42M","1","14"
"SNAP","","78.76M","69.71%","10.72M","61.06M","-50.35M","10","31"
"VTV","","78.69M","-30.27%","21.6M","30.49M","-8.88M","22","77"
"AFRM","","78.26M","-15.98%","34.48M","19.31M","15.17M","73","74"
"WY","","78.14M","701.47%","929.91K","76.07M","-75.14M","1","21"
"CERE","","78.11M","-44.26%","51.34M","5.68M","45.66M","14","22"
"SPG","","78.04M","273.16%","69.83M","8.21M","61.61M","2","17"
"NXPI","","77.37M","83.46%","67.01M","707.46K","66.3M","1","22"
"CL","","77.24M","2.17%","65.68M","0","65.68M","0","20"
"OGE","","77.12M","617.63%","0","55.91M","-55.91M","2","15"
