"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","4.49B","-34.61%","2.45B","1.65B","803.34M","209","402"
"IWM","","2.05B","51.2%","1.58B","386.78M","1.19B","51","119"
"QQQ","","2.02B","-49.05%","893.84M","932.35M","-38.5M","138","271"
"MSFT","","1.48B","323.62%","991.49M","486.14M","505.35M","14","4"
"WELL","","637.9M","685.99%","193.77M","14.2M","179.57M","6","56"
"AMZN","","530.33M","30.43%","240.49M","275.44M","-34.95M","7","5"
"BIL","","502.17M","-41.49%","272.78M","86.02M","186.76M","0","313"
"XOM","","483.55M","-29.36%","198.38M","279.19M","-80.81M","8","4"
"TQQQ","","439.48M","12.76%","111.94M","141.76M","-29.82M","95","676"
"TSLA","","379.08M","16.19%","164.53M","214.55M","-50.03M","8","8"
"MUB","","344.04M","22.65%","206.28M","62.5M","143.78M","20","196"
"WFC","","325.29M","257.91%","183.81M","131.92M","51.89M","3","11"
"DIS","","323.6M","47.36%","142.76M","172.46M","-29.69M","14","6"
"RIVN","","322.07M","365.01%","195.73M","111.31M","84.42M","82","136"
"CHTR","","312.09M","1840.38%","172.4M","139.69M","32.71M","1","7"
"BRK/B","","291.59M","-19.27%","15.57M","267.37M","-251.81M","6","72"
"JNK","","282.94M","-32.25%","167.42M","100.13M","67.29M","5","38"
"META","","282.32M","28.34%","248.67M","33.65M","215.02M","2","2"
"AZN","","255.06M","1429.27%","132.18M","102.12M","30.06M","18","5"
"IVV","","253.95M","-25.82%","176.09M","27.09M","149.0M","22","85"
"CVX","","249.41M","-31.62%","14.77M","197.06M","-182.29M","4","10"
"REGN","","235.78M","194.13%","235.78M","0","235.78M","0","7"
"AMD","","234.22M","-29.16%","181.77M","52.45M","129.32M","5","7"
"AGG","","227.79M","8.92%","153.97M","13.31M","140.66M","4","161"
"VTEB","","223.62M","-28.18%","51.05M","145.41M","-94.36M","8","111"
"JPM","","210.56M","108.15%","147.95M","62.61M","85.34M","3","5"
"SQQQ","","209.52M","-16.23%","63.17M","63.85M","-672.57K","12","412"
"TJX","","200.05M","97.07%","153.59M","43.89M","109.7M","3","4"
"SUSA","","159.39M","2004.93%","159.09M","0","159.09M","1","2"
"VONG","","157.06M","1412.08%","144.41M","5.53M","138.88M","3","27"
"NKE","","155.22M","798.28%","47.64M","9.28M","38.36M","5","28"
"VOO","","154.48M","-54.5%","28.49M","48.81M","-20.32M","36","124"
"MRK","","153.54M","193.22%","13.57M","135.62M","-122.05M","1","6"
"LLY","","151.56M","-15.74%","12.4M","108.02M","-95.62M","7","4"
"SQ","","149.28M","24.79%","59.59M","70.24M","-10.65M","43","61"
"GOOGL","","144.35M","-31.58%","93.75M","50.6M","43.15M","2","0"
"D","","139.66M","156.37%","130.55M","5.36M","125.19M","6","10"
"BND","","139.58M","-24.73%","41.17M","54.29M","-13.11M","1","102"
"MNST","","137.44M","408.28%","24.19M","110.89M","-86.7M","4","17"
"NOW","","137.07M","129.01%","127.72M","9.35M","118.37M","4","5"
"UBER","","135.72M","82.61%","24.22M","84.15M","-59.93M","17","14"
"UPS","","132.01M","44.73%","35.11M","83.86M","-48.75M","5","16"
"IUSB","","130.47M","434.67%","25.08M","99.8M","-74.71M","0","30"
"PFE","","127.42M","-1.37%","119.72M","7.7M","112.02M","3","4"
"RSP","","125.4M","-11.93%","63.76M","35.65M","28.11M","14","91"
"NVDA","","118.85M","-60.04%","61.72M","57.13M","4.59M","3","1"
"SRE","","118.01M","373.31%","93.28M","18.4M","74.88M","4","23"
"IEI","","116.02M","48.77%","35.72M","3.73M","31.99M","3","31"
"IEMG","","114.66M","76.58%","29.05M","68.3M","-39.25M","2","76"
"RTX","","113.73M","-67.23%","79.87M","30.58M","49.29M","4","5"
"ABBV","","113.26M","38.08%","105.48M","7.79M","97.69M","1","2"
"AAPL","","109.58M","-83.68%","36.65M","72.93M","-36.28M","1","1"
"TTWO","","109.01M","534.54%","40.58M","45.69M","-5.11M","32","139"
"GSUS","","108.98M","6407.76%","108.7M","0","108.7M","1","1"
"NOC","","108.94M","117.19%","93.83M","833.11K","93.0M","1","7"
"SPLG","","108.55M","-26.3%","54.45M","36.58M","17.86M","4","49"
"RBLX","","107.91M","144.09%","65.46M","30.04M","35.43M","62","92"
"IEFA","","106.2M","-22.56%","24.81M","41.87M","-17.05M","9","121"
"EMB","","102.45M","-29.85%","61.49M","38.08M","23.41M","7","22"
"KO","","98.46M","207.44%","84.71M","13.75M","70.96M","0","6"
"ORCL","","97.62M","107.28%","36.23M","49.12M","-12.89M","7","7"
"IWD","","96.85M","-31.05%","34.35M","41.83M","-7.47M","13","72"
"VTI","","96.09M","-41.33%","36.18M","20.43M","15.75M","21","103"
"SPXL","","96.01M","-4.1%","32.36M","34.98M","-2.62M","52","97"
"BABA","","94.8M","15.83%","94.8M","0","94.8M","0","3"
"T","","93.68M","26.94%","7.12M","86.56M","-79.44M","1","3"
"MRTX","","93.17M","808.81%","88.37M","2.67M","85.71M","1","8"
"GILD","","91.11M","7.41%","40.01M","24.19M","15.81M","12","20"
"BIIB","","91.04M","367.99%","47.41M","40.33M","7.09M","8","21"
"INTC","","88.92M","68.3%","60.2M","3.72M","56.48M","7","4"
"EMXC","","88.76M","346.37%","52.88M","25.84M","27.04M","4","20"
"SU","","86.63M","3571.77%","41.58M","45.05M","-3.47M","1","2"
"VTV","","86.31M","-25.68%","23.08M","29.37M","-6.29M","10","80"
"MPC","","83.55M","167.62%","64.78M","16.87M","47.91M","0","12"
"UNP","","82.84M","96.81%","45.3M","37.54M","7.76M","1","4"
"COWZ","","81.12M","117.78%","67.63M","5.73M","61.9M","3","34"
"IVW","","80.94M","25.81%","8.74M","68.25M","-59.52M","16","29"
"VWO","","80.8M","48.56%","13.89M","49.68M","-35.8M","1","68"
"TGT","","80.61M","43.75%","67.25M","10.77M","56.47M","3","17"
"EWZ","","78.42M","2.77%","21.84M","46.71M","-24.86M","1","79"
"TMUS","","76.62M","49.73%","23.85M","35.21M","-11.36M","9","13"
"DVA","","75.6M","1804.4%","32.26M","21.3M","10.96M","13","48"
"SHV","","74.9M","-83.96%","3.55M","33.84M","-30.29M","0","80"
"VEA","","73.9M","-13.43%","29.5M","20.05M","9.46M","1","97"
"VGK","","72.86M","805.5%","64.56M","6.81M","57.76M","3","7"
"SBUX","","72.51M","-62.78%","56.05M","13.81M","42.24M","4","7"
"NSC","","71.77M","64.11%","40.55M","12.36M","28.19M","2","21"
"EXR","","70.7M","427.0%","40.3M","14.28M","26.02M","5","26"
"BKR","","70.45M","68.94%","50.97M","15.4M","35.57M","6","14"
"PEP","","70.4M","-22.45%","60.25M","10.15M","50.09M","0","6"
"JPST","","68.82M","-66.85%","6.58M","25.44M","-18.85M","0","79"
"PYPL","","67.83M","47.26%","27.14M","27.69M","-549.71K","13","23"
"USHY","","67.73M","-47.83%","54.9M","11.39M","43.51M","3","9"
"CTSH","","66.83M","219.17%","66.42M","0","66.42M","1","7"
"IJR","","66.62M","-50.44%","16.72M","22.94M","-6.22M","15","97"
"TXN","","66.44M","59.36%","9.02M","44.06M","-35.04M","2","10"
"VIG","","66.0M","-14.0%","41.31M","6.33M","34.98M","5","47"
"GS","","65.87M","77.74%","63.32M","1.33M","61.99M","1","2"
"SO","","65.85M","-30.04%","46.69M","2.79M","43.9M","1","10"
"VUG","","65.44M","-44.45%","28.71M","10.18M","18.53M","7","61"
"EOG","","65.4M","41.65%","2.74M","59.1M","-56.36M","2","12"
"PM","","65.26M","27.83%","0","65.26M","-65.26M","1","5"
"DUK","","64.34M","-1.43%","52.81M","1.1M","51.71M","0","8"
"SCHD","","64.27M","-37.89%","29.36M","27.56M","1.81M","8","43"
"FAF","","63.41M","8837.63%","63.41M","0","63.41M","0","2"
"USO","","62.58M","93.55%","8.47M","45.07M","-36.59M","14","45"
"SMCI","","62.13M","-53.57%","25.24M","22.51M","2.72M","11","137"
"HON","","61.65M","-22.61%","54.58M","5.29M","49.29M","4","5"
"EFA","","61.64M","-61.33%","22.25M","13.45M","8.8M","5","53"
"CMCSA","","60.76M","4.79%","10.91M","49.85M","-38.94M","1","6"
