"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","4.23B","-31.09%","970.53M","3.01B","-2.04B","272","347"
"QQQ","","2.76B","-17.4%","594.48M","1.97B","-1.37B","178","259"
"IWM","","1.04B","-2.27%","409.98M","598.07M","-188.09M","48","67"
"NVDA","","830.81M","78.63%","625.48M","205.33M","420.15M","7","0"
"CVX","","692.28M","420.57%","483.12M","201.85M","281.27M","7","11"
"MUB","","629.82M","83.08%","146.82M","380.51M","-233.7M","34","206"
"BIL","","592.15M","70.92%","394.06M","30.73M","363.33M","0","349"
"HES","","586.19M","1206.75%","83.28M","435.96M","-352.68M","14","55"
"META","","519.45M","13.22%","439.24M","80.21M","359.03M","5","3"
"TQQQ","","470.68M","-7.2%","134.26M","157.78M","-23.52M","118","712"
"IUSB","","432.91M","87.05%","406.68M","17.02M","389.66M","4","38"
"EFA","","358.78M","136.16%","58.09M","176.08M","-117.99M","6","73"
"AMZN","","356.32M","20.95%","168.66M","187.65M","-18.99M","6","4"
"INTC","","344.12M","714.39%","32.07M","147.64M","-115.58M","8","9"
"CWB","","339.42M","263.37%","308.46M","24.95M","283.51M","11","41"
"MSFT","","334.18M","7.27%","115.18M","219.0M","-103.83M","3","2"
"BND","","324.81M","89.01%","41.29M","238.51M","-197.22M","6","106"
"AMD","","315.71M","76.09%","243.51M","65.7M","177.81M","19","9"
"USHY","","299.7M","445.42%","20.32M","66.8M","-46.49M","1","13"
"AGG","","297.52M","69.14%","202.83M","42.42M","160.41M","6","142"
"VOO","","291.31M","-11.85%","63.43M","186.07M","-122.64M","54","99"
"GOOGL","","278.01M","43.52%","0","278.01M","-278.01M","1","2"
"XOM","","277.45M","-6.45%","265.4M","12.06M","253.34M","5","7"
"BRK/B","","264.18M","62.12%","96.03M","156.51M","-60.48M","13","69"
"SQQQ","","253.54M","-13.91%","91.9M","78.77M","13.14M","43","410"
"TSLA","","246.1M","-55.35%","206.84M","39.25M","167.59M","7","3"
"DIS","","228.82M","79.42%","2.53M","203.84M","-201.31M","2","10"
