"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","5.11B","-14.29%","2.92B","1.63B","1.29B","286","397"
"QQQ","","4.96B","42.44%","2.92B","1.85B","1.07B","244","271"
"IWM","","1.04B","0.23%","542.82M","458.87M","83.95M","50","93"
"MSFT","","951.29M","173.08%","321.26M","630.04M","-308.78M","7","1"
"XOM","","756.78M","118.16%","79.61M","651.98M","-572.37M","5","13"
"BIL","","686.23M","58.78%","183.4M","388.24M","-204.84M","0","270"
"PEP","","581.34M","893.95%","558.2M","12.61M","545.59M","3","6"
"TQQQ","","554.02M","14.07%","162.66M","184.83M","-22.17M","165","817"
"NVDA","","408.4M","-36.15%","395.91M","12.49M","383.41M","4","2"
"AAPL","","394.93M","-30.05%","32.19M","328.51M","-296.32M","4","1"
"TMO","","378.93M","647.41%","64.11M","80.41M","-16.3M","6","77"
"VTEB","","334.19M","32.87%","85.51M","176.65M","-91.15M","9","180"
"BRK/B","","332.32M","101.82%","76.75M","238.72M","-161.97M","19","74"
"VOO","","329.08M","15.17%","66.35M","217.44M","-151.08M","48","107"
"IVW","","319.62M","482.5%","192.28M","119.63M","72.64M","15","55"
"MUB","","312.16M","-28.55%","110.98M","101.47M","9.51M","27","273"
"IVV","","278.94M","-34.74%","69.27M","157.24M","-87.97M","56","99"
"TSLA","","249.67M","-32.15%","61.61M","145.09M","-83.48M","8","9"
"SQQQ","","237.97M","-16.54%","79.44M","86.96M","-7.52M","33","429"
"KRE","","236.3M","149.78%","73.91M","150.96M","-77.05M","18","71"
"RTX","","236.11M","371.08%","212.28M","16.67M","195.6M","18","4"
"RSP","","232.93M","153.89%","171.89M","39.18M","132.72M","30","86"
"INTU","","221.84M","925.29%","76.38M","110.72M","-34.33M","6","12"
"BND","","216.24M","-3.19%","35.96M","139.15M","-103.18M","5","110"
"AMZN","","213.09M","-35.14%","51.61M","80.74M","-29.12M","6","3"
"SPTS","","211.4M","602.47%","205.26M","714.38K","204.55M","0","35"
"WFC","","207.55M","179.49%","127.97M","75.14M","52.83M","0","15"
"C","","206.84M","48.37%","30.07M","156.14M","-126.07M","7","19"
"CVX","","203.27M","-24.62%","26.72M","176.54M","-149.82M","3","7"
"IEFA","","199.53M","96.55%","19.8M","154.7M","-134.9M","9","90"
"VTV","","198.4M","115.26%","40.46M","134.08M","-93.62M","17","72"
"CVS","","191.15M","314.96%","28.6M","160.99M","-132.4M","1","11"
"META","","188.65M","-57.91%","67.57M","121.08M","-53.51M","7","2"
"VCIT","","188.26M","34.21%","38.87M","112.56M","-73.69M","9","45"
"SCZ","","186.52M","279.52%","5.13M","179.98M","-174.84M","2","10"
"IUSB","","184.93M","-44.26%","166.65M","9.37M","157.28M","6","37"
"CMCSA","","179.58M","154.16%","133.68M","25.57M","108.11M","2","8"
"ORCL","","175.63M","48.86%","167.9M","5.95M","161.95M","2","6"
"VGSH","","172.05M","217.6%","5.17M","152.69M","-147.52M","0","81"
"PXD","","171.81M","68.93%","65.23M","92.09M","-26.86M","16","26"
"GE","","171.37M","289.24%","1.3M","155.88M","-154.58M","4","8"
"AGG","","160.74M","-22.04%","94.93M","21.74M","73.19M","8","126"
"SPDW","","158.46M","111.93%","126.63M","20.92M","105.71M","5","35"
"SPLG","","157.19M","112.02%","90.92M","56.35M","34.56M","9","58"
"RY","","150.86M","-0.87%","150.86M","0","150.86M","1","2"
"NFLX","","149.35M","-18.01%","43.14M","90.61M","-47.47M","5","13"
"VUG","","145.3M","41.39%","15.88M","105.26M","-89.38M","7","53"
"TMUS","","142.96M","295.16%","122.32M","5.07M","117.24M","4","8"
"MS","","142.44M","-0.87%","1.31M","132.12M","-130.81M","5","10"
"WBD","","142.12M","1523.08%","80.42M","8.19M","72.23M","5","10"
"TEAM","","141.56M","950.76%","77.54M","62.77M","14.77M","5","12"
"COIN","","134.19M","123.02%","110.45M","16.97M","93.48M","23","85"
"VTI","","132.2M","5.4%","30.73M","47.52M","-16.78M","33","142"
"JPM","","131.86M","30.33%","64.79M","67.07M","-2.27M","1","3"
"KVUE","","130.11M","47.93%","8.05M","96.98M","-88.93M","12","60"
"DHR","","129.08M","139.3%","31.35M","38.16M","-6.81M","2","26"
"V","","124.17M","241.81%","63.82M","32.41M","31.41M","1","13"
"IGSB","","121.71M","94.3%","100.5M","16.62M","83.88M","0","27"
"USHY","","118.54M","2.02%","112.53M","4.68M","107.85M","0","15"
"DELL","","117.41M","184.69%","112.59M","1.97M","110.62M","4","22"
"VCSH","","115.94M","41.37%","23.76M","76.1M","-52.35M","2","73"
"SPOT","","114.15M","278.45%","59.72M","48.99M","10.73M","8","25"
"VGIT","","110.54M","-11.75%","91.61M","12.43M","79.19M","4","37"
"AVGO","","110.13M","17.37%","110.13M","0","110.13M","5","3"
"ADI","","109.01M","278.41%","52.13M","5.05M","47.09M","4","26"
"SPXL","","107.43M","5.48%","31.24M","39.71M","-8.47M","68","118"
"MMM","","104.58M","167.14%","612.5K","103.12M","-102.51M","1","10"
"LLY","","101.08M","385.35%","0","101.08M","-101.08M","1","3"
"WMT","","100.96M","97.34%","18.97M","75.47M","-56.5M","0","9"
"PDD","","100.66M","-30.88%","6.69M","93.97M","-87.28M","7","4"
"FTV","","100.59M","642.65%","11.35M","33.76M","-22.41M","6","115"
"IWD","","98.42M","39.9%","24.58M","55.61M","-31.02M","6","50"
"EFA","","98.36M","-56.63%","42.03M","41.05M","983.34K","7","62"
"AVTR","","97.23M","178.87%","14.74M","16.08M","-1.33M","24","95"
"VSS","","95.83M","78.88%","582.37K","94.76M","-94.17M","1","7"
"GOOG","","94.43M","-21.4%","94.43M","0","94.43M","2","0"
"PAYX","","92.83M","1156.07%","3.57M","79.43M","-75.86M","0","14"
"AVDV","","91.55M","594.87%","90.31M","519.67K","89.79M","0","8"
"BKLN","","86.68M","188.38%","29.63M","37.77M","-8.14M","0","31"
"BAC","","85.95M","1.35%","13.43M","61.67M","-48.24M","8","6"
"USFR","","85.26M","-9.91%","19.43M","26.72M","-7.29M","1","116"
"PG","","84.66M","-48.52%","16.03M","53.2M","-37.16M","0","8"
"XRAY","","84.59M","342.1%","70.38M","6.21M","64.17M","11","10"
"SQ","","83.51M","129.09%","40.14M","26.8M","13.34M","29","78"
"GOOGL","","83.45M","-61.15%","83.45M","0","83.45M","3","0"
"ACN","","82.92M","172.58%","0","70.66M","-70.66M","0","9"
"HOLI","","80.63M","1430.43%","80.63M","0","80.63M","4","0"
"LW","","78.75M","58.45%","53.49M","22.72M","30.77M","2","14"
"VEA","","77.69M","-9.33%","14.73M","35.89M","-21.16M","6","96"
"MA","","77.67M","156.62%","37.92M","8.73M","29.18M","0","9"
"DIS","","77.05M","-51.14%","2.81M","72.53M","-69.73M","4","3"
"NOW","","75.37M","127.31%","40.64M","28.97M","11.66M","5","10"
"CSGP","","74.87M","337.78%","12.38M","32.71M","-20.33M","12","35"
"FI","","74.51M","62.28%","10.65M","10.65M","4.04K","5","29"
"UPS","","73.74M","-49.51%","61.25M","2.65M","58.6M","3","9"
"GOVT","","73.73M","-74.15%","39.88M","9.52M","30.36M","0","75"
"TOTL","","73.33M","1300.6%","61.98M","10.77M","51.21M","4","6"
"VRT","","73.12M","252.7%","16.94M","28.47M","-11.53M","15","61"
"AJG","","73.01M","158.04%","31.33M","3.47M","27.86M","0","28"
"NSC","","72.99M","55.33%","494.42K","64.53M","-64.03M","0","16"
"ON","","71.65M","156.3%","6.9M","23.4M","-16.5M","15","25"
"FCX","","70.41M","20.71%","62.3M","2.4M","59.9M","1","11"
"GILD","","69.99M","186.2%","17.34M","50.85M","-33.5M","1","5"
"IJR","","69.89M","59.42%","48.78M","10.45M","38.33M","15","37"
"USB","","69.55M","313.6%","15.91M","26.53M","-10.62M","13","17"
"HD","","68.75M","12.96%","55.09M","3.62M","51.47M","2","3"
"SMCI","","67.63M","-21.08%","23.06M","30.13M","-7.07M","10","102"
"SPYG","","65.71M","194.96%","48.92M","12.56M","36.36M","3","28"
"TD","","65.64M","371.86%","15.33M","44.71M","-29.38M","11","8"
"VIG","","65.56M","14.79%","35.32M","21.75M","13.57M","3","39"
"KDP","","65.39M","233.97%","32.65M","30.74M","1.91M","1","15"
"BOND","","65.34M","430.41%","41.28M","20.53M","20.75M","3","8"
"ADBE","","64.97M","-35.82%","40.03M","24.94M","15.09M","2","7"
"MRK","","64.28M","-12.51%","14.32M","37.6M","-23.29M","1","8"
"SHV","","64.1M","20.83%","11.53M","11.92M","-392.86K","1","72"
"SYK","","63.88M","-32.29%","3.68M","32.5M","-28.82M","1","17"
"T","","62.33M","-32.74%","57.17M","0","57.17M","0","8"
"QUAL","","61.79M","-50.49%","41.4M","7.15M","34.26M","8","43"
"ADP","","61.61M","201.15%","1.75M","23.78M","-22.03M","8","7"
"NEE","","61.6M","24.34%","13.5M","24.67M","-11.17M","4","21"
"AXP","","61.58M","-58.06%","42.12M","16.95M","25.17M","1","11"
"AMD","","61.3M","-74.71%","45.12M","13.31M","31.81M","14","2"
"QQQM","","61.08M","82.23%","12.79M","6.66M","6.14M","7","14"
"MCD","","61.01M","-14.74%","51.48M","3.73M","47.76M","1","6"
"TXN","","60.98M","25.36%","2.03M","48.61M","-46.58M","0","13"
"SO","","60.32M","13.37%","9.46M","26.93M","-17.47M","2","26"
"TGT","","60.25M","10.82%","1.46M","54.46M","-53.0M","3","15"
"HYD","","59.37M","179.43%","56.8M","979.83K","55.82M","1","10"
"IJH","","58.74M","-63.73%","26.73M","20.43M","6.3M","11","54"
"SOXL","","58.26M","13.67%","23.11M","17.14M","5.97M","25","108"
"ISRG","","58.15M","-27.18%","51.31M","0","51.31M","8","8"
"SNAP","","56.95M","-41.72%","34.86M","7.06M","27.8M","7","41"
"MNST","","56.91M","174.51%","21.8M","31.88M","-10.08M","4","11"
"BILL","","56.75M","193.74%","21.25M","6.15M","15.11M","6","35"
"VWO","","55.24M","1.2%","20.09M","14.56M","5.53M","2","89"
"MET","","54.93M","83.09%","36.87M","17.67M","19.2M","0","9"
"BIV","","54.33M","89.48%","14.46M","35.76M","-21.3M","3","22"
"JNK","","54.14M","47.81%","23.13M","21.36M","1.77M","0","10"
"IEMG","","53.99M","-66.38%","11.72M","25.12M","-13.4M","2","72"
"JPST","","53.76M","-27.72%","18.87M","16.15M","2.72M","0","87"
"SBUX","","53.59M","268.09%","1.42M","51.04M","-49.62M","1","6"
"EWJ","","53.09M","58.87%","2.03M","49.2M","-47.17M","4","18"
"ABNB","","52.67M","91.72%","19.82M","13.04M","6.78M","5","28"
"OPCH","","52.5M","142.38%","8.48M","8.7M","-220.58K","5","38"
"KNX","","52.41M","98.33%","7.2M","29.91M","-22.71M","5","28"
"LIN","","51.99M","88.5%","35.41M","0","35.41M","0","6"
"CARR","","51.59M","223.68%","16.65M","8.05M","8.6M","4","36"
"VRSK","","50.88M","87.82%","1.03M","43.69M","-42.66M","0","9"
"COR","","50.62M","408.68%","14.81M","4.78M","10.03M","0","19"
"LRN","","50.38M","162.54%","19.99M","26.68M","-6.7M","7","34"
"AZN","","49.56M","105.48%","29.81M","16.48M","13.33M","4","8"
"IR","","49.05M","55.28%","6.06M","7.09M","-1.03M","4","38"
"VO","","48.79M","100.9%","26.06M","9.79M","16.27M","2","60"
"OIH","","48.29M","500.45%","27.36M","19.36M","8.0M","2","13"
"OKTA","","48.12M","13.77%","25.85M","5.98M","19.86M","8","29"
"SPXS","","47.84M","26.07%","14.29M","16.92M","-2.63M","2","80"
"HES","","47.82M","-74.01%","17.98M","11.99M","5.99M","6","37"
"DAL","","47.71M","72.54%","13.0M","23.49M","-10.49M","14","76"
"EMB","","47.45M","-36.4%","9.99M","30.38M","-20.39M","5","33"
"PINS","","47.42M","37.23%","11.64M","25.74M","-14.1M","7","18"
"INTC","","46.75M","-62.21%","17.23M","25.06M","-7.83M","9","3"
"RCL","","46.71M","-6.96%","9.54M","9.7M","-160.23K","5","17"
"TXT","","46.17M","671.79%","16.87M","6.4M","10.47M","5","43"
"PANW","","45.98M","16.25%","32.78M","9.58M","23.2M","3","12"
"VEU","","45.85M","-3.69%","8.15M","28.58M","-20.43M","6","27"
"NTRS","","45.85M","382.0%","34.15M","6.26M","27.89M","3","13"
"USMV","","45.46M","-67.65%","5.46M","35.1M","-29.64M","4","28"
"BIIB","","45.38M","293.59%","9.63M","35.07M","-25.44M","1","17"
"NXPI","","45.33M","184.12%","7.49M","33.33M","-25.84M","0","11"
"FANG","","45.18M","68.9%","7.49M","7.21M","285.1K","3","30"
"ABBV","","45.11M","-53.23%","16.47M","20.57M","-4.1M","0","9"
"ITW","","44.93M","108.65%","2.44M","18.95M","-16.51M","5","19"
"DUK","","44.87M","-13.37%","0","43.55M","-43.55M","1","5"
"COWZ","","44.8M","130.65%","39.28M","2.33M","36.95M","3","22"
"ITOT","","44.6M","112.42%","3.66M","30.87M","-27.2M","6","34"
"CB","","44.57M","128.59%","2.4M","23.86M","-21.46M","0","15"
"DLTR","","44.34M","158.24%","6.39M","11.38M","-4.98M","3","24"
"F","","44.17M","-8.07%","14.84M","18.26M","-3.41M","9","26"
"NKE","","43.71M","-42.79%","7.19M","26.42M","-19.23M","2","8"
"VZ","","43.32M","-24.03%","14.67M","26.39M","-11.72M","8","3"
"TZA","","43.31M","45.99%","14.99M","19.21M","-4.22M","27","63"
"KO","","43.21M","-37.01%","14.43M","25.86M","-11.43M","3","6"
"BRO","","43.01M","250.96%","1.38M","40.85M","-39.46M","0","11"
"IBM","","42.76M","18.87%","12.45M","27.55M","-15.09M","4","5"
"GS","","42.67M","0.17%","6.95M","32.33M","-25.37M","2","11"
"GBIL","","42.56M","-13.97%","23.1M","14.17M","8.93M","0","24"
"JEPI","","42.53M","26.97%","5.3M","24.75M","-19.45M","6","54"
"PFE","","42.21M","-50.03%","19.99M","17.2M","2.79M","6","5"
"ABT","","42.19M","-65.8%","13.47M","7.32M","6.15M","3","16"
"ALGN","","42.17M","409.39%","7.83M","19.4M","-11.57M","13","53"
"Z","","41.96M","1262.87%","1.1M","40.1M","-39.01M","1","11"
"SCHA","","41.66M","651.3%","37.95M","3.2M","34.75M","0","10"
"SCHF","","41.65M","101.57%","20.9M","8.71M","12.2M","0","45"
"ICLR","","41.64M","188.06%","32.74M","3.05M","29.69M","0","18"
"ABCM","","41.63M","-39.25%","21.84M","19.8M","2.04M","5","15"
"ENTG","","41.36M","394.55%","23.33M","4.42M","18.91M","0","17"
"XBI","","41.14M","-9.65%","18.7M","16.17M","2.53M","17","38"
"STIP","","41.1M","127.98%","24.97M","5.09M","19.89M","1","27"
"CNI","","40.92M","122.48%","13.05M","19.98M","-6.93M","1","15"
"NEM","","40.8M","35.99%","13.3M","24.04M","-10.74M","9","13"
"CCI","","40.78M","49.37%","1.74M","13.37M","-11.63M","1","22"
"ALV","","40.51M","217.08%","0","40.51M","-40.51M","0","1"
"GD","","39.88M","463.27%","10.23M","7.09M","3.14M","1","15"
"SNN","","39.29M","115.2%","38.46M","823.71K","37.64M","12","1"
"KLAC","","39.05M","99.89%","7.66M","0","7.66M","1","19"
"QCOM","","38.98M","-56.54%","3.67M","28.73M","-25.06M","6","7"
"PENN","","38.95M","583.64%","34.06M","779.7K","33.28M","4","22"
"VXUS","","38.89M","-15.93%","11.75M","6.19M","5.56M","3","32"
"MDT","","38.83M","-32.93%","2.71M","11.55M","-8.84M","2","12"
