"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","7.04B","-4.26%","3.68B","2.73B","949.42M","206","396"
"QQQ","","2.98B","-14.43%","1.85B","958.88M","891.08M","110","219"
"IWM","","1.65B","8.1%","969.31M","660.41M","308.9M","52","73"
"VCIT","","852.38M","98.19%","750.74M","83.64M","667.1M","4","64"
"CVX","","520.77M","31.19%","80.57M","403.09M","-322.52M","14","17"
"GOVT","","518.58M","231.72%","14.78M","477.01M","-462.23M","1","74"
"NVDA","","516.54M","-27.15%","476.02M","40.51M","435.51M","5","2"
"XOM","","464.48M","-14.55%","196.15M","259.33M","-63.18M","7","7"
"AGG","","428.37M","116.87%","61.27M","291.75M","-230.48M","4","187"
"CCI","","386.72M","326.07%","859.83K","368.95M","-368.09M","2","20"
"IAU","","345.0M","1521.55%","330.69M","8.49M","322.21M","2","26"
"MDB","","334.0M","330.65%","141.57M","99.31M","42.26M","36","333"
"VOO","","327.4M","-3.89%","82.86M","144.21M","-61.34M","42","138"
"BND","","326.46M","36.89%","124.9M","128.95M","-4.05M","1","125"
"HES","","323.01M","56.79%","54.3M","220.39M","-166.09M","18","56"
"TQQQ","","321.34M","-17.05%","86.56M","94.58M","-8.01M","87","514"
"BIL","","296.81M","-59.91%","66.01M","46.23M","19.78M","0","289"
"BABA","","291.87M","218.56%","82.86M","209.02M","-126.16M","2","3"
"UBER","","269.82M","95.99%","145.71M","93.33M","52.37M","15","19"
"AMZN","","268.73M","-49.45%","57.56M","112.89M","-55.32M","3","3"
"TSLA","","256.39M","-7.62%","101.29M","130.96M","-29.67M","7","6"
"KO","","248.19M","108.87%","57.29M","55.93M","1.36M","1","5"
"NVS","","240.54M","280.89%","0","240.54M","-240.54M","1","1"
"KVUE","","236.25M","90.84%","23.68M","191.62M","-167.94M","12","71"
"EMB","","232.38M","61.96%","83.46M","141.18M","-57.72M","9","38"
"MRK","","221.19M","-63.13%","14.87M","206.32M","-191.46M","0","5"
"IWD","","210.26M","-2.31%","160.27M","16.64M","143.63M","16","92"
"VGLT","","206.46M","32.47%","185.46M","12.71M","172.75M","3","44"
"EFA","","197.43M","10.63%","98.12M","28.84M","69.28M","8","70"
"IVV","","195.42M","-51.57%","65.51M","39.34M","26.17M","30","112"
"IBN","","192.81M","2348.35%","29.82M","160.06M","-130.24M","3","17"
"PXD","","183.31M","142.89%","23.45M","152.87M","-129.43M","10","16"
"AAPL","","180.17M","-64.99%","0","180.17M","-180.17M","1","1"
"CNQ","","175.22M","291.48%","152.4M","19.45M","132.95M","3","4"
"TGT","","172.76M","98.96%","160.77M","9.22M","151.55M","3","9"
"VTI","","170.76M","-2.04%","72.62M","52.28M","20.34M","23","111"
"JPM","","166.21M","43.77%","49.24M","116.97M","-67.72M","2","2"
"MSFT","","161.87M","-73.73%","87.96M","73.91M","14.05M","2","1"
"TSM","","159.56M","159.23%","136.26M","8.16M","128.1M","0","3"
"SHW","","158.96M","448.26%","140.11M","6.19M","133.92M","1","22"
"BSV","","156.29M","60.23%","21.77M","116.75M","-94.98M","1","63"
"MCD","","155.78M","5.07%","132.25M","12.0M","120.25M","1","5"
"MMSI","","154.85M","12952.5%","127.22M","5.41M","121.81M","77","39"
"COST","","154.46M","63.14%","8.06M","139.74M","-131.68M","1","7"
"DIS","","152.6M","-50.43%","41.65M","110.95M","-69.3M","4","3"
"C","","151.25M","45.44%","31.67M","104.9M","-73.23M","7","15"
"O","","146.43M","344.13%","4.33M","138.53M","-134.2M","12","10"
"PLNT","","140.0M","2561.95%","67.2M","72.45M","-5.25M","1","12"
"BMY","","139.15M","139.78%","76.19M","62.97M","13.22M","2","7"
"COIN","","138.96M","-27.72%","54.66M","59.44M","-4.77M","57","252"
"META","","138.12M","-69.7%","26.78M","101.22M","-74.44M","4","3"
"CSCO","","136.06M","71.3%","3.33M","130.59M","-127.26M","9","3"
"SHV","","134.84M","-15.79%","34.11M","33.3M","807.41K","0","120"
"GOOGL","","131.06M","-53.33%","109.37M","0","109.37M","1","2"
"T","","129.31M","-30.68%","29.31M","96.84M","-67.54M","5","9"
"EVH","","123.9M","7482.98%","45.63M","54.32M","-8.69M","19","75"
"VBR","","123.05M","264.33%","17.99M","103.61M","-85.62M","1","27"
"SQQQ","","119.15M","-29.29%","32.14M","27.77M","4.37M","10","236"
"IJR","","118.76M","31.03%","88.06M","17.24M","70.82M","13","49"
"IJH","","116.71M","107.42%","83.88M","3.73M","80.15M","6","46"
"CVS","","114.04M","320.87%","22.73M","15.67M","7.06M","9","17"
"RSP","","113.45M","-48.75%","46.82M","43.75M","3.07M","22","91"
"SQ","","113.03M","107.68%","26.15M","69.47M","-43.31M","19","45"
"VCSH","","112.23M","-17.59%","3.45M","82.05M","-78.6M","0","52"
"MDT","","108.29M","279.33%","89.5M","7.05M","82.45M","1","4"
"PLTR","","104.87M","44.23%","20.76M","54.8M","-34.04M","46","66"
"ABT","","103.47M","46.09%","103.47M","0","103.47M","0","5"
"IEMG","","102.31M","-36.07%","65.04M","21.92M","43.13M","3","65"
"PEP","","101.34M","86.13%","101.34M","0","101.34M","0","3"
"UPS","","101.26M","-30.26%","98.14M","1.3M","96.84M","4","8"
"IEI","","100.85M","40.42%","85.57M","8.42M","77.15M","6","21"
"CRM","","100.62M","-26.51%","48.33M","41.36M","6.97M","3","6"
"IEFA","","99.32M","-15.7%","65.49M","6.78M","58.71M","3","94"
"LIN","","97.42M","18.44%","72.33M","11.42M","60.91M","0","8"
"SONY","","96.95M","1279.63%","4.46M","90.06M","-85.6M","3","9"
"AXP","","95.33M","-50.98%","23.26M","64.63M","-41.37M","4","12"
"QUAL","","94.81M","112.55%","8.73M","76.17M","-67.44M","10","30"
"HCA","","93.93M","194.54%","0","91.32M","-91.32M","0","11"
"OLN","","92.42M","2710.82%","3.84M","740.03K","3.1M","2","9"
"TNA","","91.96M","-25.95%","25.45M","45.93M","-20.48M","38","127"
"NEM","","91.38M","11.09%","85.3M","4.33M","80.97M","7","6"
"SNOW","","91.07M","-29.9%","10.61M","69.42M","-58.8M","6","38"
"JIRE","","90.85M","86.41%","525.62K","329.48K","196.14K","1","3"
"ARKK","","90.63M","17.26%","40.06M","32.04M","8.01M","42","96"
"AMD","","89.48M","-58.26%","37.99M","49.28M","-11.29M","10","6"
"QCOM","","88.21M","-50.03%","21.59M","64.98M","-43.39M","1","8"
"CMCSA","","88.09M","30.68%","7.06M","81.03M","-73.97M","4","3"
"GM","","87.17M","-21.75%","9.63M","55.89M","-46.26M","5","25"
"BDX","","84.79M","57.96%","0","72.7M","-72.7M","1","11"
"SCHD","","84.68M","-10.5%","41.72M","30.47M","11.25M","9","43"
"QQQM","","84.2M","-34.04%","37.34M","35.06M","2.29M","8","27"
"AFRM","","80.87M","7.82%","33.12M","33.35M","-233.7K","83","113"
"XBI","","80.38M","-9.97%","14.33M","46.52M","-32.19M","25","80"
"USFR","","79.55M","-38.55%","26.65M","14.29M","12.36M","0","99"
"IYR","","79.27M","27.13%","41.05M","36.46M","4.58M","12","24"
"RCL","","78.85M","86.26%","43.26M","15.75M","27.51M","4","26"
"MO","","78.54M","283.99%","0","74.63M","-74.63M","2","7"
"IMGN","","78.26M","-64.09%","30.61M","26.9M","3.71M","4","23"
"EWJ","","78.23M","28.03%","46.33M","17.34M","29.0M","4","21"
"VEA","","78.05M","-7.08%","36.62M","13.32M","23.3M","2","81"
"DUK","","77.71M","-5.57%","55.42M","15.2M","40.21M","2","14"
"HUM","","77.55M","-62.57%","32.9M","25.74M","7.16M","4","23"
"CAT","","77.51M","32.3%","71.21M","1.42M","69.79M","1","7"
"CMG","","77.42M","8.62%","0","77.42M","-77.42M","0","3"
"NIO","","76.84M","103.84%","28.63M","36.34M","-7.7M","23","62"
"TECL","","75.51M","655.69%","72.59M","1.59M","71.0M","4","10"
"VTV","","75.42M","-38.29%","29.66M","21.82M","7.84M","11","72"
"VIG","","75.22M","-40.53%","59.37M","1.8M","57.57M","12","38"
"PANW","","74.85M","-66.78%","60.25M","14.6M","45.65M","1","12"
"SPHR","","74.82M","1748.93%","8.25M","9.81M","-1.56M","5","56"
"EDV","","74.15M","288.24%","42.71M","30.32M","12.39M","4","15"
"VPL","","73.52M","7089.7%","0","73.52M","-73.52M","1","0"
"CCL","","73.31M","104.55%","8.1M","57.53M","-49.43M","13","34"
"JCI","","72.67M","325.27%","4.63M","64.54M","-59.91M","2","11"
"MUB","","72.24M","-59.8%","27.88M","11.78M","16.11M","2","100"
"RIVN","","72.17M","81.51%","31.2M","28.45M","2.75M","48","80"
"SMCI","","70.91M","-32.17%","28.56M","31.57M","-3.01M","14","141"
"EMR","","70.75M","100.43%","1.88M","53.34M","-51.46M","1","7"
"DELL","","70.49M","-36.7%","1.64M","61.67M","-60.03M","2","23"
"TMO","","70.4M","6.03%","12.66M","27.64M","-14.98M","0","11"
"BRK/B","","69.76M","-83.85%","34.3M","28.34M","5.96M","11","59"
"KMB","","69.47M","21.21%","1.31M","66.34M","-65.02M","5","7"
"GDDY","","68.88M","312.03%","2.25M","64.23M","-61.98M","1","12"
"WMT","","68.81M","-6.25%","8.24M","55.57M","-47.34M","3","6"
"VUG","","68.39M","-0.94%","40.24M","13.9M","26.34M","4","47"
"PG","","67.73M","-72.82%","0","37.0M","-37.0M","1","2"
"MMC","","67.63M","-55.29%","2.37M","65.27M","-62.9M","4","5"
"TTWO","","67.42M","232.6%","57.72M","4.5M","53.22M","9","20"
"WELL","","67.2M","-53.03%","6.72M","59.12M","-52.4M","2","11"
"PDD","","66.99M","-28.78%","19.75M","47.23M","-27.48M","4","2"
"NEE","","66.93M","-5.62%","33.17M","17.61M","15.56M","5","14"
"KRE","","66.88M","-19.41%","48.7M","12.92M","35.78M","16","55"
"BA","","66.84M","2.06%","49.78M","17.06M","32.73M","1","6"
"NFLX","","66.76M","-49.04%","20.16M","36.14M","-15.98M","5","12"
"APH","","64.99M","110.96%","41.13M","18.01M","23.12M","4","15"
"VEEV","","64.69M","-1.62%","34.18M","12.14M","22.04M","2","36"
"INTU","","64.18M","37.77%","7.56M","56.62M","-49.07M","0","4"
"PLAY","","63.96M","1369.15%","35.78M","10.29M","25.49M","7","17"
"BNDX","","63.72M","-22.63%","49.5M","5.46M","44.04M","1","38"
"AON","","63.59M","-54.18%","60.74M","2.85M","57.89M","3","3"
"DDOG","","62.71M","67.05%","4.55M","49.57M","-45.02M","4","24"
"VTEB","","62.56M","-34.46%","31.62M","16.74M","14.87M","2","59"
"VGSH","","62.51M","-55.32%","3.23M","42.35M","-39.11M","0","49"
"CL","","62.03M","57.6%","49.07M","3.31M","45.76M","2","15"
