"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","9.38B","44.39%","1.2B","7.84B","-6.65B","382","468"
"QQQ","","4.2B","24.95%","1.03B","2.94B","-1.91B","264","315"
"IWM","","1.48B","39.02%","503.81M","917.39M","-413.58M","65","106"
"XOM","","1.25B","94.99%","70.9M","1.17B","-1.1B","26","5"
"RTX","","965.25M","280.06%","403.33M","376.59M","26.74M","21","23"
"IVV","","683.83M","44.12%","70.74M","550.33M","-479.59M","66","134"
"BIL","","673.1M","-42.63%","156.71M","283.61M","-126.9M","1","463"
"VOO","","569.21M","92.43%","197.88M","283.52M","-85.64M","46","167"
"SBUX","","512.94M","516.7%","110.25M","348.86M","-238.6M","17","29"
"CVX","","457.45M","29.49%","2.72M","454.73M","-452.01M","10","2"
"META","","430.62M","-5.78%","57.08M","373.54M","-316.46M","3","4"
"VTEB","","338.87M","3.49%","129.62M","166.17M","-36.55M","11","123"
"IGSB","","324.44M","1051.87%","1.86M","319.62M","-317.76M","0","19"
"TQQQ","","310.57M","-33.29%","87.65M","97.4M","-9.75M","116","493"
"BRK/B","","307.64M","-9.18%","163.94M","121.54M","42.41M","19","85"
"NVDA","","303.97M","-22.9%","33.98M","269.99M","-236.01M","4","0"
"MUB","","296.71M","-30.58%","92.35M","148.68M","-56.33M","24","149"
"CSCO","","295.62M","561.5%","203.21M","71.18M","132.03M","3","5"
"HES","","288.16M","267.58%","3.5M","264.24M","-260.73M","4","24"
"ADBE","","284.29M","103.57%","20.11M","249.09M","-228.99M","2","9"
"SQQQ","","278.41M","5.63%","62.64M","103.74M","-41.1M","41","454"
"IQV","","275.3M","134.71%","653.73K","273.43M","-272.77M","4","5"
"VTI","","266.3M","31.56%","136.85M","66.87M","69.99M","51","125"
"AMZN","","259.71M","-23.36%","121.84M","137.86M","-16.02M","5","2"
"EFA","","233.18M","99.75%","61.04M","145.73M","-84.69M","6","111"
"USHY","","228.41M","340.68%","206.71M","15.98M","190.74M","1","16"
"ROKU","","228.08M","115.66%","94.62M","77.55M","17.07M","112","426"
"SHV","","213.94M","52.93%","63.63M","96.44M","-32.82M","0","118"
"VCIT","","203.02M","-9.6%","77.49M","113.39M","-35.9M","6","36"
"JNK","","201.51M","80.8%","97.95M","97.53M","417.35K","3","29"
"AGG","","201.33M","-22.61%","90.78M","49.77M","41.01M","10","142"
"TSLA","","196.55M","-42.43%","148.53M","37.01M","111.52M","4","4"
"BKNG","","186.26M","1140.18%","5.42M","10.78M","-5.36M","2","8"
"MSFT","","186.21M","-2.9%","89.4M","96.81M","-7.41M","4","1"
