"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","10.11B","62.47%","5.56B","4.03B","1.53B","360","560"
"QQQ","","2.22B","-28.36%","1.53B","497.18M","1.04B","155","198"
"IWM","","1.26B","-17.99%","847.38M","297.11M","550.27M","86","136"
"AAPL","","1.18B","222.17%","424.43M","574.85M","-150.42M","8","6"
"IVV","","826.3M","12.76%","607.64M","148.71M","458.93M","35","124"
"NVDA","","689.73M","86.99%","168.58M","521.16M","-352.58M","5","2"
"MSFT","","561.95M","61.66%","60.14M","501.81M","-441.67M","6","1"
"AMZN","","544.16M","41.81%","544.16M","0","544.16M","5","2"
"INTC","","414.8M","511.68%","4.53M","405.59M","-401.06M","2","7"
"XOM","","410.35M","6.37%","115.06M","295.29M","-180.23M","4","7"
"SUSA","","390.43M","40.68%","389.39M","0","389.39M","0","3"
"BRK/B","","384.41M","4.8%","11.9M","358.55M","-346.65M","9","81"
"TSLA","","332.93M","34.12%","6.18M","326.75M","-320.57M","4","4"
"AMD","","328.46M","137.23%","170.68M","137.56M","33.12M","19","6"
"IWD","","319.5M","86.01%","40.22M","227.73M","-187.51M","27","129"
"PFE","","307.35M","268.49%","293.08M","14.26M","278.82M","9","6"
"DIS","","276.51M","6.42%","216.43M","44.22M","172.2M","10","3"
"SPXL","","276.19M","53.76%","10.47M","250.7M","-240.23M","26","54"
"BA","","273.57M","131.26%","105.64M","84.66M","20.98M","43","56"
"BIL","","273.15M","-8.1%","74.81M","44.86M","29.95M","0","276"
"CVX","","271.66M","-15.56%","51.36M","217.17M","-165.81M","7","9"
"VOO","","267.95M","-53.18%","99.66M","88.95M","10.72M","47","122"
"UPS","","262.73M","188.79%","17.55M","221.32M","-203.77M","7","16"
"MRTX","","255.08M","3374.69%","0","255.08M","-255.08M","1","3"
"SMCI","","226.68M","-0.57%","69.06M","123.86M","-54.81M","50","319"
"RTX","","217.49M","354.72%","138.38M","0","138.38M","2","4"
"PG","","217.27M","-9.43%","137.4M","79.87M","57.52M","1","8"
"AVGO","","203.48M","63.45%","0","197.97M","-197.97M","4","1"
"SSO","","196.47M","262.24%","171.04M","16.32M","154.72M","9","39"
"VIG","","188.21M","246.07%","9.18M","157.81M","-148.63M","10","54"
"RSP","","185.0M","10.72%","71.45M","87.07M","-15.62M","19","93"
"ABT","","178.73M","465.4%","172.86M","0","172.86M","2","10"
"V","","175.27M","77.51%","132.62M","35.95M","96.67M","1","4"
"AEP","","174.5M","557.0%","4.5M","124.91M","-120.41M","1","16"
"MUB","","174.42M","39.98%","94.66M","46.61M","48.05M","8","89"
"VRTX","","174.17M","309.76%","40.27M","51.8M","-11.53M","4","18"
"VTI","","173.64M","-22.27%","34.17M","66.56M","-32.39M","39","158"
"AGG","","172.52M","22.94%","27.68M","85.7M","-58.02M","7","167"
"ASH","","169.79M","13698.94%","961.76K","167.91M","-166.95M","1","4"
"SHOP","","165.62M","331.33%","93.41M","58.32M","35.1M","10","13"
"TXN","","162.07M","447.26%","160.33M","0","160.33M","3","5"
"ETSY","","161.78M","867.01%","155.33M","747.27K","154.58M","6","16"
"VZ","","158.63M","616.47%","63.28M","93.36M","-30.08M","4","11"
"JQUA","","157.39M","1577.06%","3.25M","153.29M","-150.04M","0","8"
"JPM","","157.2M","-61.46%","132.21M","24.99M","107.22M","4","1"
"T","","155.31M","53.59%","24.6M","129.34M","-104.73M","1","12"
