"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bearish","9.83B","75.18%","1.49B","7.94B","-6.45B","276","320"
"TSLA","Bearish","9.36B","28.61%","3.5B","3.62B","-117.48M","7883","8500"
"QQQ","Bearish","3.63B","24.85%","792.91M","2.58B","-1.79B","261","293"
"NVDA","Bullish","3.31B","-1.59%","1.42B","1.26B","164.64M","1279","3162"
"AMD","Bearish","1.53B","16.36%","375.84M","607.36M","-231.52M","1050","1772"
"AAPL","Bearish","1.09B","-44.38%","384.48M","416.76M","-32.28M","424","981"
"IWM","Bullish","998.86M","-46.84%","502.6M","395.34M","107.27M","36","50"
"MSFT","Bearish","941.46M","-36.17%","287.23M","394.01M","-106.78M","315","732"
"AMZN","Bearish","819.74M","-33.74%","266.02M","312.08M","-46.06M","481","764"
"FDN","Bearish","726.76M","2220.95%","23.3M","693.47M","-670.17M","8","19"
"META","Bullish","710.75M","-34.97%","270.66M","251.73M","18.93M","286","838"
"FXZ","Bearish","698.72M","1756.36%","3.34M","694.14M","-690.8M","12","24"
"BND","Bullish","679.42M","859.8%","617.76M","31.64M","586.12M","1","80"
"NFLX","Bearish","576.25M","63.9%","231.41M","261.01M","-29.6M","210","481"
"BSV","Bearish","533.66M","966.62%","24.27M","487.66M","-463.39M","1","56"
"IVV","Bearish","514.13M","68.0%","138.47M","354.6M","-216.14M","24","75"
"ADBE","Bearish","438.79M","141.12%","121.16M","208.83M","-87.67M","62","238"
"TQQQ","Bearish","388.64M","-11.99%","115.13M","121.26M","-6.12M","190","628"
"LQD","Bullish","385.99M","-58.68%","167.19M","162.56M","4.63M","15","162"
"XOM","Bullish","377.65M","-6.35%","91.54M","49.56M","41.98M","48","101"
"HYG","Bearish","356.49M","-36.99%","126.98M","178.11M","-51.12M","11","139"
"BRK/B","Bearish","296.32M","-21.18%","40.92M","243.1M","-202.18M","9","73"
"EFA","Bearish","293.52M","-11.88%","93.79M","192.94M","-99.15M","9","34"
"QCOM","Bearish","272.43M","245.51%","52.35M","184.21M","-131.86M","40","97"
"CVX","Bullish","269.05M","-15.29%","219.53M","19.13M","200.4M","40","69"
"SQQQ","Bearish","267.32M","-8.9%","92.57M","95.98M","-3.41M","108","394"
"ORCL","Bearish","256.64M","58.79%","33.13M","190.71M","-157.58M","44","73"
"GOOGL","Bearish","255.56M","-59.15%","44.91M","142.23M","-97.32M","110","174"
"BIL","Bullish","252.44M","-22.49%","114.05M","70.2M","43.85M","0","220"
"PG","Bullish","252.35M","20.9%","236.46M","8.7M","227.76M","14","45"
"IWF","Bullish","252.14M","308.98%","238.55M","7.21M","231.34M","7","42"
"GOOG","Bullish","248.29M","-39.38%","111.2M","93.74M","17.46M","137","148"
"APTV","Bullish","236.8M","407.91%","141.5M","2.39M","139.11M","6","9"
"DIA","Bullish","231.97M","76.52%","94.77M","91.5M","3.27M","39","78"
"RCL","Bearish","227.01M","254.86%","75.31M","133.04M","-57.73M","16","37"
"TLT","Bullish","220.83M","26.56%","142.98M","21.77M","121.21M","17","134"
"TGT","Bearish","210.12M","7.55%","54.35M","126.51M","-72.16M","47","166"
"AGG","Bullish","200.51M","54.04%","133.1M","38.85M","94.25M","10","76"
"PDD","Bearish","195.45M","151.01%","14.88M","174.3M","-159.42M","14","32"
"JEPI","Bearish","192.52M","276.78%","4.95M","174.55M","-169.6M","9","51"
"IEFA","Bullish","183.84M","42.73%","113.66M","21.55M","92.11M","5","57"
"DIS","Bearish","182.79M","0.08%","10.9M","143.44M","-132.55M","36","67"
"V","Bearish","179.4M","101.73%","26.38M","140.53M","-114.15M","20","72"
"VOO","Bullish","178.06M","-36.98%","67.02M","57.92M","9.1M","38","107"
"LLY","Bullish","175.14M","-25.44%","152.28M","16.2M","136.08M","4","47"
"XLE","Bearish","173.46M","17.41%","40.32M","113.83M","-73.51M","31","61"
"LIN","Bearish","167.71M","18.53%","2.17M","158.78M","-156.61M","1","21"
"ABBV","Bearish","166.93M","-6.7%","8.93M","136.53M","-127.59M","21","40"
"SPTI","Bearish","165.57M","119.72%","35.82M","107.62M","-71.79M","0","55"
"VCIT","Bearish","165.29M","59.58%","77.83M","81.1M","-3.27M","3","22"
"IWD","Bullish","162.36M","289.09%","132.08M","25.28M","106.8M","8","27"
"UPS","Bullish","157.31M","21.29%","92.61M","19.81M","72.79M","14","65"
"IEF","Bearish","156.88M","71.62%","41.17M","105.51M","-64.34M","4","40"
"BUD","Bullish","156.24M","648.7%","112.92M","38.02M","74.91M","6","17"
"HZNP","Bearish","154.59M","549.03%","51.21M","67.58M","-16.38M","6","49"
"DOCU","Bullish","145.44M","321.59%","74.28M","46.34M","27.94M","107","182"
"SGEN","Bearish","145.34M","435.61%","41.09M","56.81M","-15.72M","9","54"
"VCSH","Bearish","144.91M","204.73%","0","134.99M","-134.99M","0","25"
"XLV","Bullish","142.65M","131.22%","77.22M","19.44M","57.78M","17","41"
"TSM","Bearish","141.74M","23.88%","44.06M","65.75M","-21.69M","78","81"
"TME","Bearish","141.43M","8531.39%","0","141.43M","-141.43M","5","2"
"PYPL","Bearish","140.83M","70.01%","16.2M","110.63M","-94.43M","46","87"
"SHY","Bearish","139.0M","77.2%","5.76M","105.92M","-100.16M","1","51"
"MRK","Bearish","135.82M","-53.98%","2.33M","130.01M","-127.68M","2","25"
"XBI","Bearish","134.16M","417.01%","47.04M","72.6M","-25.56M","21","44"
"SHV","Bullish","132.77M","162.32%","63.9M","32.95M","30.95M","2","102"
"XLU","Bullish","132.51M","146.5%","82.15M","45.44M","36.71M","11","27"
"XLK","Bullish","130.79M","165.32%","88.22M","33.09M","55.13M","25","46"
"RSP","Bullish","130.24M","-42.54%","75.71M","38.33M","37.38M","16","49"
"BABA","Bearish","129.06M","-6.77%","43.29M","58.71M","-15.42M","59","153"
"GS","Bearish","128.48M","-0.89%","41.55M","76.96M","-35.41M","5","18"
"IJH","Bearish","125.77M","189.13%","53.08M","60.29M","-7.21M","22","50"
"PFE","Bullish","125.46M","-29.09%","108.14M","6.03M","102.11M","13","57"
"MS","Bullish","124.39M","-15.02%","79.5M","20.28M","59.22M","14","42"
"EEM","Bearish","122.58M","-72.71%","18.01M","93.94M","-75.93M","7","63"
"HD","Bullish","120.71M","49.26%","51.65M","51.55M","92.7K","15","96"
"VTI","Bullish","119.35M","-11.56%","51.88M","31.62M","20.25M","10","135"
"BAC","Bullish","116.5M","-21.37%","48.19M","41.91M","6.27M","22","139"
"C","Bullish","116.32M","-8.1%","93.58M","17.39M","76.19M","17","43"
"PANW","Bullish","115.67M","-54.65%","58.99M","48.04M","10.94M","17","51"
"EWZ","Bearish","113.2M","-4.43%","36.99M","72.82M","-35.83M","9","25"
"XLY","Bearish","113.13M","110.6%","8.09M","75.13M","-67.04M","8","20"
"MELI","Bullish","112.89M","186.06%","98.5M","7.7M","90.79M","0","6"
"TXN","Bearish","112.43M","91.22%","6.69M","101.26M","-94.58M","14","25"
"JNK","Bullish","111.51M","80.79%","96.14M","14.39M","81.75M","3","11"
"CRM","Bearish","110.89M","-14.55%","25.22M","67.76M","-42.55M","51","82"
"BA","Bullish","110.3M","-40.93%","50.04M","35.44M","14.6M","36","97"
"F","Bearish","108.55M","18.71%","30.12M","58.76M","-28.64M","28","98"
"NU","Bearish","107.99M","325.18%","5.6M","98.45M","-92.85M","11","18"
"SYK","Bullish","107.34M","97.57%","93.55M","974.52K","92.57M","3","33"
"DHR","Bullish","105.54M","-41.2%","91.56M","7.66M","83.91M","2","25"
"EL","Bearish","104.91M","278.86%","22.73M","47.6M","-24.87M","21","57"
"LOW","Bearish","102.12M","-8.38%","1.66M","97.18M","-95.52M","2","18"
"TEAM","Bullish","100.55M","173.87%","32.69M","8.08M","24.61M","4","27"
"W","Bearish","99.32M","8.61%","38.78M","55.15M","-16.38M","14","35"
"PLD","Bearish","97.78M","-3.35%","12.18M","83.63M","-71.46M","5","17"
"ACWI","Bullish","96.69M","-71.68%","74.55M","8.26M","66.28M","17","62"
"FXI","Bearish","94.96M","-16.17%","30.8M","51.36M","-20.56M","5","42"
"DG","Bearish","93.45M","-48.26%","5.68M","69.88M","-64.2M","9","55"
"ROKU","Bearish","93.01M","26.07%","32.51M","40.41M","-7.9M","59","147"
"ABT","Bullish","92.54M","-20.97%","69.07M","5.31M","63.76M","9","39"
"INTC","Bullish","92.5M","-3.28%","59.74M","19.96M","39.78M","30","66"
"IEMG","Bearish","91.57M","10.97%","21.23M","46.52M","-25.29M","1","79"
"TJX","Bearish","91.41M","-19.77%","1.92M","78.43M","-76.52M","8","23"
"SMCI","Bearish","89.1M","23.18%","25.8M","45.53M","-19.73M","37","188"
"UNVR","Bullish","89.03M","68.86%","57.55M","30.64M","26.91M","2","9"
"MMC","Bearish","88.33M","-14.89%","285.52K","50.34M","-50.05M","1","22"
"CB","Bullish","87.75M","61.13%","38.34M","31.74M","6.6M","6","36"
"OEF","Bullish","86.79M","694.97%","43.98M","42.81M","1.17M","1","6"
"JNJ","Bullish","86.01M","-10.81%","32.25M","32.09M","161.54K","19","66"
"TNA","Bearish","83.21M","-12.75%","23.04M","51.39M","-28.35M","50","72"
"IWN","Bullish","82.8M","65.39%","39.38M","35.57M","3.81M","18","24"
"WFC","Bullish","82.65M","-54.26%","76.62M","956.45K","75.67M","3","25"
