"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.43B","-1.83%","1.75B","4.1B","-2.35B","445","536"
"QQQ","","2.51B","-23.29%","937.45M","1.19B","-251.79M","249","327"
"BIL","","1.24B","0.1%","304.74M","630.17M","-325.42M","2","1539"
"IWM","","881.77M","-44.06%","284.61M","551.25M","-266.65M","51","67"
"XOM","","830.12M","71.88%","783.73M","19.95M","763.78M","4","15"
"DEN","","777.87M","6847.33%","579.16M","198.71M","380.46M","0","23"
"TQQQ","","606.97M","28.12%","162.14M","205.32M","-43.18M","247","889"
"VUG","","569.32M","576.7%","170.25M","386.2M","-215.95M","12","76"
"AMD","","465.09M","223.76%","130.62M","276.77M","-146.15M","33","45"
"WDC","","424.63M","862.02%","310.35M","62.48M","247.88M","57","160"
"MUB","","395.56M","-16.11%","163.22M","133.8M","29.42M","41","254"
"SCHG","","391.03M","2494.05%","377.97M","3.88M","374.09M","5","24"
"VTV","","353.42M","34.5%","24.87M","293.2M","-268.32M","19","96"
"AMZN","","343.41M","1.06%","182.68M","70.9M","111.78M","6","6"
"BRK/B","","340.8M","2.48%","32.57M","301.06M","-268.48M","8","70"
"EMB","","332.79M","297.3%","194.72M","126.85M","67.87M","18","49"
"AGG","","330.25M","12.04%","144.28M","94.83M","49.45M","12","225"
"VTI","","313.25M","77.73%","102.08M","152.74M","-50.66M","34","142"
"VOO","","310.75M","-18.24%","152.46M","75.96M","76.49M","61","153"
"GOOG","","309.67M","188.62%","111.82M","197.85M","-86.03M","1","6"
"VONG","","292.08M","204.06%","146.42M","138.65M","7.77M","4","25"
"CVX","","282.66M","-24.39%","55.36M","227.3M","-171.95M","3","10"
"IVV","","274.87M","-37.03%","121.17M","87.0M","34.17M","51","132"
"SQQQ","","273.94M","-11.09%","87.24M","90.65M","-3.41M","63","456"
"GOOGL","","260.63M","49.16%","122.66M","137.97M","-15.32M","4","0"
"META","","238.63M","-54.6%","21.69M","209.32M","-187.63M","6","2"
"AAPL","","234.43M","-20.72%","0","234.43M","-234.43M","3","1"
"ACWI","","231.3M","1392.99%","151.71M","74.63M","77.08M","3","21"
"PDD","","224.57M","164.14%","142.51M","82.06M","60.46M","2","4"
"VTEB","","217.23M","-42.8%","102.36M","50.6M","51.76M","23","134"
"RTX","","211.3M","-57.2%","7.15M","182.38M","-175.23M","5","16"
"PAYC","","205.02M","838.71%","59.36M","95.37M","-36.01M","33","284"
"USFR","","204.0M","154.47%","141.91M","31.35M","110.57M","1","102"
"C","","197.37M","-17.88%","15.49M","167.15M","-151.66M","6","17"
"AVDV","","196.92M","65.09%","196.53M","393.67K","196.13M","1","3"
"VSS","","194.96M","30.58%","1.23M","192.92M","-191.69M","1","7"
"BND","","185.46M","-5.88%","91.54M","54.03M","37.51M","6","122"
"HUM","","184.07M","354.77%","22.83M","31.76M","-8.93M","2","47"
