"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bearish","5.71B","-7.58%","1.19B","4.22B","-3.03B","149","265"
"QQQ","Bearish","3.49B","-14.42%","796.86M","2.53B","-1.73B","130","186"
"JNJ","Bullish","786.09M","214.09%","426.68M","247.69M","178.99M","15","16"
"IVV","Bearish","780.59M","-18.25%","58.14M","666.27M","-608.13M","23","93"
"VOO","Bullish","650.57M","180.0%","468.48M","119.04M","349.44M","22","120"
"META","Bearish","574.6M","-29.81%","64.12M","481.41M","-417.29M","3","7"
"AAPL","Bearish","550.87M","-52.76%","253.57M","297.3M","-43.73M","5","3"
"IWM","Bullish","492.61M","-50.64%","216.66M","197.37M","19.29M","20","33"
"XOM","Bearish","457.2M","15.6%","0","457.2M","-457.2M","9","2"
"VCSH","Bearish","415.03M","34.95%","188.55M","202.49M","-13.94M","1","49"
"HCA","Bearish","389.91M","1212.52%","2.07M","385.15M","-383.09M","25","7"
"GOOGL","Bearish","323.83M","-54.11%","0","310.05M","-310.05M","5","3"
"TQQQ","Bearish","319.8M","-23.41%","82.36M","86.23M","-3.87M","118","576"
"AMZN","Bearish","311.57M","-81.23%","56.52M","255.05M","-198.53M","5","4"
"IJH","Bearish","281.3M","9.82%","122.54M","148.52M","-25.99M","13","43"
"ACWI","Bullish","267.26M","67.83%","159.77M","57.35M","102.42M","5","16"
"BBEU","Bearish","261.17M","16134.02%","2.18M","258.73M","-256.55M","1","7"
"BABA","Bearish","243.63M","-5.81%","103.45M","140.19M","-36.74M","6","7"
"ABBV","Bullish","242.71M","25.14%","153.14M","89.56M","63.58M","0","8"
"RSP","Bullish","233.04M","-4.74%","151.52M","49.73M","101.79M","11","105"
"DHR","Bearish","232.39M","17.66%","22.79M","157.62M","-134.83M","2","25"
"ADBE","Bearish","231.4M","-69.05%","11.18M","212.2M","-201.02M","5","7"
"BRK/B","Bearish","221.3M","-38.06%","19.41M","187.74M","-168.33M","20","74"
"MRK","Bullish","213.44M","-0.61%","213.44M","0","213.44M","0","7"
"MS","Bearish","213.44M","18.9%","28.84M","179.37M","-150.54M","5","12"
"JPM","Bearish","211.87M","64.35%","0","211.87M","-211.87M","3","1"
"NVDA","Bearish","210.79M","-92.76%","89.07M","121.72M","-32.65M","4","2"
"CVX","Bullish","207.15M","-29.5%","11.76M","4.08M","7.68M","0","6"
"PG","Bullish","204.43M","-29.24%","192.27M","12.16M","180.11M","0","4"
"AMD","Bearish","202.28M","-56.52%","26.73M","175.55M","-148.82M","17","4"
"C","Bearish","199.84M","-17.12%","85.95M","86.18M","-234.75K","13","11"
"MMC","Bearish","196.77M","178.37%","22.75M","174.03M","-151.28M","0","8"
"MSFT","Bullish","184.73M","-88.72%","103.52M","81.21M","22.32M","2","3"
"ZTS","Bullish","179.46M","127.82%","141.63M","6.97M","134.65M","8","27"
"TFLO","Bearish","176.94M","-83.77%","23.25M","116.54M","-93.29M","2","75"
"BIL","Bearish","174.42M","3.36%","24.63M","52.96M","-28.33M","0","155"
"AMAT","Bearish","171.63M","-22.57%","6.89M","164.74M","-157.85M","7","1"
"MELI","Bearish","170.27M","6.47%","1.2M","169.07M","-167.86M","1","3"
"IVE","Bearish","165.34M","320.98%","3.54M","160.07M","-156.53M","3","15"
"SHW","Bearish","163.74M","213.95%","18.65M","74.67M","-56.01M","5","49"
"PFE","Bearish","163.74M","12.12%","0","24.41M","-24.41M","1","4"
"SPOT","Bullish","162.27M","583.91%","59.79M","53.18M","6.61M","62","268"
"FCX","Bullish","158.79M","27.74%","104.47M","42.12M","62.35M","8","21"
"TMO","Bearish","157.54M","113.31%","24.07M","106.73M","-82.66M","5","10"
"LIN","Bearish","155.59M","33.01%","4.12M","126.3M","-122.18M","0","14"
"UPS","Bullish","151.21M","-23.37%","134.87M","10.24M","124.63M","4","14"
"PDD","Bearish","144.69M","-4.09%","9.35M","19.75M","-10.41M","10","23"
"VTI","Bearish","142.9M","16.87%","26.13M","32.85M","-6.71M","19","139"
"VALE","Bearish","141.42M","1408.72%","56.92M","84.49M","-27.57M","1","3"
"LLY","Bullish","141.17M","-39.46%","141.17M","0","141.17M","0","2"
"SNAP","Bullish","141.12M","213.42%","104.67M","18.47M","86.2M","11","57"
"SQQQ","Bearish","140.78M","-36.71%","33.77M","42.43M","-8.66M","26","259"
"VGT","Bullish","137.75M","-27.43%","72.57M","62.24M","10.33M","5","22"
"EXR","Bearish","136.94M","-81.09%","25.82M","94.33M","-68.51M","4","46"
"VTV","Bullish","135.71M","-22.99%","88.89M","19.35M","69.54M","10","65"
"HD","Bullish","134.25M","3.38%","87.55M","32.6M","54.95M","0","6"
"USFR","Bearish","134.17M","22.75%","23.99M","71.71M","-47.72M","0","129"
"EFA","Bullish","131.34M","40.0%","61.13M","46.26M","14.87M","5","39"
"MUR","Bearish","130.37M","918.63%","328.64K","129.0M","-128.67M","33","4"
"RY","Bullish","126.16M","-17.31%","63.82M","62.34M","1.47M","0","3"
"RTX","Bullish","125.82M","375.77%","77.02M","21.23M","55.79M","19","22"
"VGIT","Bullish","125.54M","-74.24%","109.39M","7.68M","101.71M","0","32"
"ABT","Bullish","122.82M","-6.63%","92.34M","28.35M","63.99M","2","5"
"BMY","Bearish","120.62M","112.28%","0","119.21M","-119.21M","2","3"
"HUM","Bullish","120.47M","-54.88%","74.03M","18.66M","55.38M","3","33"
"IEMG","Bullish","117.49M","-70.6%","88.91M","9.55M","79.36M","0","49"
"MA","Bullish","117.1M","28.86%","60.67M","49.84M","10.83M","3","3"
"BKLN","Bullish","116.32M","124.03%","11.46M","1.59M","9.87M","0","32"
"ORCL","Bearish","115.93M","-46.23%","3.08M","102.1M","-99.02M","0","7"
"ATVI","Bullish","115.08M","-55.31%","80.44M","9.37M","71.08M","4","20"
"EWZ","Bearish","115.05M","38.22%","46.92M","57.21M","-10.28M","6","27"
"T","Bullish","114.4M","-20.76%","9.92M","1.6M","8.33M","3","10"
"VTIP","Bearish","111.78M","820.21%","1.34M","104.58M","-103.24M","1","18"
"FOLD","Bullish","110.49M","1765.47%","100.46M","7.02M","93.44M","2","5"
"AXP","Bearish","109.84M","-26.45%","0","107.44M","-107.44M","6","7"
"F","Bearish","108.24M","19.79%","16.8M","83.4M","-66.6M","11","20"
"VOE","Bearish","108.2M","3740.58%","679.05K","104.98M","-104.31M","1","6"
"KVUE","Bearish","107.8M","1.08%","32.66M","69.16M","-36.5M","16","30"
"EXPE","Bearish","107.17M","665.92%","39.06M","48.48M","-9.43M","5","92"
"DIS","Bearish","106.14M","-23.02%","3.35M","81.41M","-78.07M","8","8"
"IJR","Bearish","106.12M","211.79%","19.36M","75.85M","-56.49M","17","47"
"LW","Bullish","105.9M","464.82%","38.87M","35.2M","3.67M","10","64"
"BMO","Bullish","105.51M","286.96%","53.18M","52.33M","852.78K","3","0"
"PPG","Bullish","104.08M","107.08%","71.12M","24.75M","46.37M","7","15"
"FICO","Bullish","103.42M","265.0%","77.82M","1.68M","76.13M","0","8"
"TJX","Bullish","102.99M","55.63%","87.26M","11.95M","75.31M","2","6"
"UPST","Bearish","102.89M","101.93%","45.44M","48.75M","-3.3M","71","172"
