"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","4.12B","-45.55%","2.12B","1.44B","679.32M","240","414"
"QQQ","","2.28B","-31.57%","870.48M","1.18B","-312.12M","148","256"
"IWM","","1.31B","-12.35%","115.33M","1.16B","-1.05B","43","54"
"NVDA","","780.69M","90.91%","84.49M","684.24M","-599.75M","7","3"
"BAC","","488.92M","494.41%","481.51M","0","481.51M","2","3"
"XOM","","456.73M","2.48%","222.28M","223.72M","-1.44M","4","5"
"TQQQ","","414.66M","16.84%","104.38M","140.33M","-35.95M","142","596"
"BIL","","350.88M","-23.4%","20.44M","183.24M","-162.8M","1","303"
"IVV","","280.64M","27.81%","122.9M","101.17M","21.74M","33","117"
"BRK/B","","269.2M","-34.12%","219.5M","43.6M","175.9M","5","65"
"VOO","","256.18M","-40.26%","94.16M","70.02M","24.14M","46","151"
"VTI","","214.09M","33.22%","111.95M","32.44M","79.5M","26","127"
"PARA","","203.17M","1705.12%","197.37M","4.16M","193.22M","2","8"
"MSFT","","194.27M","-82.3%","194.27M","0","194.27M","3","1"
"ABT","","194.21M","176.61%","156.7M","25.4M","131.31M","3","12"
"V","","190.94M","19.54%","190.94M","0","190.94M","0","4"
"EMB","","185.28M","51.5%","56.55M","79.4M","-22.85M","18","51"
"VALE","","172.82M","101.44%","91.64M","81.17M","10.47M","12","29"
"AVGO","","162.35M","147.19%","14.07M","90.34M","-76.27M","2","10"
"MUB","","160.74M","-14.9%","85.08M","45.82M","39.26M","8","106"
"DE","","156.07M","397.06%","36.56M","62.29M","-25.74M","9","44"
"CVX","","154.96M","-44.7%","142.92M","0","142.92M","4","4"
"GOOG","","140.07M","-7.73%","0","140.07M","-140.07M","0","2"
"SMCI","","131.77M","52.47%","54.57M","56.54M","-1.97M","25","238"
"EFA","","128.71M","-29.43%","19.85M","98.95M","-79.1M","2","45"
"IEI","","127.56M","129.93%","8.33M","20.89M","-12.56M","8","22"
"SQQQ","","126.95M","-24.18%","39.13M","34.35M","4.78M","18","261"
"IEX","","121.97M","1007.59%","23.45M","94.66M","-71.2M","2","8"
"AMD","","121.66M","-61.96%","63.88M","49.75M","14.13M","16","8"
"MRK","","117.53M","-34.37%","117.53M","0","117.53M","0","5"
"BSV","","113.96M","-8.26%","49.38M","48.39M","989.63K","2","54"
"AMZN","","113.28M","-74.3%","0","113.28M","-113.28M","3","3"
"AGG","","113.18M","-54.08%","30.55M","28.81M","1.74M","2","139"
"DUOL","","112.2M","992.21%","80.9M","14.5M","66.4M","1","23"
"WMT","","111.4M","129.01%","78.06M","10.43M","67.63M","4","6"
"BND","","111.08M","-25.42%","64.12M","4.71M","59.41M","2","90"
"VGSH","","109.24M","143.12%","18.86M","76.24M","-57.38M","0","50"
"BXSL","","108.72M","370.59%","0","108.72M","-108.72M","1","0"
"IWD","","105.76M","-22.85%","75.09M","7.19M","67.9M","8","74"
"VNQ","","105.49M","274.1%","4.1M","97.57M","-93.47M","1","25"
"TSLA","","104.56M","-66.6%","31.61M","72.95M","-41.34M","4","4"
"JD","","99.39M","240.01%","98.42M","0","98.42M","2","1"
"COIN","","93.53M","86.87%","37.09M","48.46M","-11.37M","36","158"
