"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","7.06B","35.54%","1.27B","5.26B","-4.0B","247","543"
"QQQ","","2.41B","-22.35%","704.86M","1.51B","-801.5M","120","213"
"NVDA","","2.12B","493.69%","1.86B","210.91M","1.64B","20","5"
"IWM","","778.19M","3.78%","433.46M","306.82M","126.64M","23","45"
"QTEC","","752.86M","3063.14%","21.34M","712.65M","-691.32M","3","23"
"FTXG","","684.12M","2458.89%","653.96M","30.17M","623.79M","1","8"
"BRK/B","","506.56M","55.3%","459.6M","22.6M","437.0M","5","68"
"VOO","","506.14M","63.03%","109.9M","338.45M","-228.55M","22","106"
"META","","500.88M","77.42%","163.41M","337.47M","-174.06M","10","4"
"IVV","","482.06M","31.17%","102.53M","341.0M","-238.47M","15","80"
"MSFT","","448.13M","29.2%","60.52M","387.61M","-327.09M","6","2"
"AMZN","","442.84M","30.05%","120.39M","322.45M","-202.06M","7","2"
"LLY","","372.45M","-1.04%","0","354.07M","-354.07M","0","7"
"TQQQ","","356.68M","20.67%","85.83M","86.06M","-231.42K","128","564"
"XOM","","348.0M","6.46%","19.4M","328.6M","-309.2M","8","4"
"MRK","","339.04M","72.92%","178.15M","160.9M","17.25M","3","8"
"MUB","","336.19M","49.46%","86.8M","226.91M","-140.11M","7","65"
"FDN","","328.02M","7452.45%","325.9M","0","325.9M","0","8"
"DIS","","319.75M","156.15%","4.22M","315.53M","-311.3M","4","13"
"STX","","305.38M","672.13%","153.5M","28.78M","124.72M","35","124"
"BX","","303.82M","322.36%","290.34M","9.25M","281.09M","3","13"
"BIL","","288.88M","-22.59%","131.21M","43.83M","87.38M","0","286"
"AMD","","276.87M","90.97%","90.67M","173.44M","-82.77M","9","11"
"EFA","","275.51M","97.03%","222.09M","45.3M","176.8M","1","48"
"KVUE","","264.48M","45.81%","88.23M","54.19M","34.05M","37","155"
"ADBE","","249.51M","563.73%","21.42M","214.7M","-193.28M","4","8"
"ORCL","","246.59M","-4.83%","92.52M","118.76M","-26.24M","9","10"
"GOOGL","","237.26M","226.66%","151.34M","85.92M","65.42M","2","4"
"CSX","","236.68M","309.22%","48.16M","105.8M","-57.64M","22","29"
"CVX","","222.09M","5.4%","0","222.09M","-222.09M","5","3"
"INTU","","213.73M","395.37%","0","213.73M","-213.73M","0","7"
"SQQQ","","207.18M","-15.73%","44.34M","61.45M","-17.1M","25","417"
"ATVI","","205.44M","174.31%","0","194.17M","-194.17M","4","8"
"GOOG","","197.66M","305.72%","131.99M","65.67M","66.32M","2","5"
"MDB","","195.07M","112.14%","12.35M","50.9M","-38.54M","0","16"
"HUM","","193.61M","106.16%","5.64M","187.18M","-181.54M","3","11"
"TJX","","188.57M","38.41%","2.39M","176.36M","-173.96M","0","11"
"VSH","","185.41M","6016.92%","105.21M","63.04M","42.17M","45","33"
"SHV","","183.57M","51.55%","6.09M","121.26M","-115.17M","0","95"
"BAC","","170.74M","54.66%","0","167.92M","-167.92M","0","3"
"PFE","","161.27M","9.04%","0","158.47M","-158.47M","3","4"
"JCI","","161.14M","366.39%","7.4M","89.26M","-81.86M","9","44"
"UPS","","159.77M","32.25%","115.1M","18.22M","96.89M","3","22"
"MCD","","153.05M","88.26%","77.65M","75.4M","2.25M","3","3"
"MELI","","144.27M","2.1%","20.65M","32.68M","-12.03M","1","17"
"MS","","143.07M","91.86%","1.71M","140.19M","-138.48M","6","2"
"KO","","143.07M","114.77%","50.69M","89.65M","-38.96M","3","5"
"AEIS","","142.88M","18607.66%","78.55M","52.49M","26.06M","12","76"
"SQ","","140.04M","127.33%","62.58M","32.0M","30.59M","46","89"
"WBD","","137.15M","417.64%","2.68M","126.76M","-124.07M","4","16"
"LIN","","136.98M","52.0%","56.77M","64.77M","-8.0M","0","9"
"C","","134.56M","-3.51%","3.93M","68.37M","-64.45M","9","10"
"VTI","","133.88M","0.44%","65.7M","23.84M","41.87M","18","97"
"LMT","","131.04M","65.77%","2.23M","126.5M","-124.27M","0","8"
"PYPL","","127.49M","14.87%","0","22.98M","-22.98M","8","3"
"QCOM","","123.66M","35.46%","44.73M","75.16M","-30.43M","10","7"
"ELV","","123.44M","133.79%","54.28M","64.15M","-9.86M","2","12"
"PG","","121.61M","-12.99%","121.61M","0","121.61M","0","4"
"IVW","","119.79M","139.95%","106.47M","10.62M","95.85M","2","11"
"HZNP","","117.19M","-54.51%","19.66M","25.9M","-6.24M","3","33"
"WFC","","116.88M","-0.37%","0","114.92M","-114.92M","5","4"
"NKE","","115.92M","6.13%","65.73M","48.97M","16.76M","1","9"
"MSI","","114.08M","150.44%","0","113.59M","-113.59M","0","13"
"AMAT","","112.18M","168.39%","112.18M","0","112.18M","2","5"
"SYK","","111.68M","63.96%","105.02M","0","105.02M","0","10"
"LOW","","111.15M","11.74%","12.06M","99.09M","-87.04M","0","7"
"TSLA","","110.32M","-48.25%","55.13M","45.81M","9.31M","5","4"
"RH","","110.04M","378.29%","64.39M","36.5M","27.89M","15","162"
"SNOW","","106.21M","499.12%","49.13M","39.34M","9.79M","13","46"
"DHR","","105.49M","-38.16%","12.81M","81.8M","-68.98M","4","8"
"COST","","105.36M","91.58%","105.36M","0","105.36M","0","5"
"GS","","105.28M","304.09%","8.53M","95.3M","-86.77M","6","4"
"EWZ","","103.94M","37.89%","56.43M","46.44M","10.0M","7","56"
"SCHW","","103.71M","65.24%","4.8M","90.21M","-85.41M","2","5"
"TFC","","102.5M","352.82%","56.34M","45.06M","11.28M","0","13"
"ABBV","","102.37M","22.52%","81.65M","13.28M","68.36M","1","7"
"HLT","","101.9M","66.02%","86.56M","4.84M","81.72M","1","25"
"DG","","99.44M","-24.13%","65.17M","13.29M","51.87M","14","47"
"SMCI","","97.94M","-18.97%","46.22M","37.86M","8.35M","19","134"
"AVGO","","97.3M","-43.91%","54.07M","43.23M","10.84M","3","3"
"EWG","","96.22M","2948.53%","0","95.88M","-95.88M","0","5"
"ABT","","95.39M","-13.02%","15.22M","58.23M","-43.01M","0","10"
"ISRG","","93.43M","402.24%","8.58M","66.06M","-57.47M","0","9"
"AJG","","92.83M","237.45%","89.45M","1.96M","87.49M","0","10"
"IEFA","","92.29M","45.9%","39.04M","31.37M","7.67M","2","64"
"AGG","","90.5M","-38.15%","36.35M","9.52M","26.83M","2","100"
"BK","","89.97M","153.28%","84.24M","5.16M","79.09M","3","9"
"SHW","","89.5M","220.51%","3.67M","85.83M","-82.16M","0","5"
"D","","86.73M","22.13%","70.17M","9.93M","60.25M","2","12"
"CPA","","86.4M","2686.79%","43.37M","43.03M","342.1K","0","3"
"EWJ","","84.46M","23.82%","8.09M","72.73M","-64.64M","2","20"
"DELL","","82.64M","-26.34%","67.53M","9.91M","57.62M","7","32"
"BA","","81.87M","196.54%","3.56M","73.86M","-70.3M","3","15"
"BND","","81.34M","-40.58%","35.79M","15.53M","20.25M","1","83"
"FIS","","80.56M","156.89%","482.86K","2.77M","-2.29M","0","12"
"XP","","79.72M","154.88%","6.35M","59.23M","-52.87M","3","16"
"SO","","79.15M","29.97%","45.28M","23.88M","21.39M","7","16"
"MO","","77.65M","-16.14%","4.94M","70.38M","-65.44M","6","7"
"ORLY","","77.5M","180.97%","75.88M","0","75.88M","0","5"
"AON","","76.01M","117.76%","71.47M","1.46M","70.01M","0","13"
"BBJP","","75.69M","-1.2%","69.54M","5.73M","63.81M","0","6"
"CCI","","75.54M","92.19%","7.01M","53.88M","-46.87M","6","26"
"RCL","","74.61M","80.19%","38.15M","3.42M","34.73M","3","31"
"TMO","","72.99M","135.68%","39.52M","24.47M","15.06M","1","10"
"ADC","","72.31M","3469.53%","0","72.31M","-72.31M","0","3"
"VEEV","","72.27M","76.92%","12.58M","31.28M","-18.7M","1","25"
"RSP","","71.57M","-60.73%","39.06M","18.81M","20.25M","8","48"
"IR","","70.87M","25.1%","10.75M","22.47M","-11.72M","2","43"
"ROKU","","70.85M","-23.05%","25.42M","36.36M","-10.94M","27","109"
"TGT","","70.68M","-23.64%","1.18M","44.02M","-42.84M","0","14"
"BKLN","","70.28M","255.96%","58.79M","2.96M","55.82M","2","17"
"VCIT","","69.7M","32.6%","12.64M","46.41M","-33.77M","2","34"
"EQT","","68.27M","87.66%","30.37M","2.28M","28.09M","7","23"
"T","","68.23M","19.47%","3.59M","63.61M","-60.02M","0","9"
"MDLZ","","67.97M","80.68%","50.1M","9.43M","40.68M","3","8"
"PM","","67.62M","68.36%","45.4M","0","45.4M","1","6"
"JPST","","67.26M","16.9%","7.27M","48.75M","-41.49M","2","54"
"FI","","66.47M","0.94%","1.08M","887.56K","190.18K","0","12"
"GSK","","65.68M","4307.94%","14.39M","51.29M","-36.89M","11","8"
"IVE","","65.5M","85.36%","54.09M","4.61M","49.49M","1","13"
"UNP","","65.06M","137.53%","61.35M","0","61.35M","0","6"
"EMB","","63.79M","-26.21%","22.99M","25.82M","-2.82M","7","25"
"CMI","","63.66M","48.74%","63.66M","0","63.66M","0","9"
"CL","","63.54M","266.36%","25.11M","5.16M","19.95M","4","11"
"ACI","","62.86M","70.04%","21.44M","30.91M","-9.47M","14","50"
"MBB","","62.38M","21.76%","28.07M","23.82M","4.25M","5","40"
"SRE","","62.16M","59.9%","0","61.21M","-61.21M","1","11"
"ADP","","61.65M","14.02%","40.44M","21.21M","19.24M","0","6"
"VGK","","61.39M","338.19%","55.59M","4.05M","51.54M","0","7"
"F","","61.3M","-6.11%","50.35M","5.22M","45.13M","2","23"
"CMCSA","","60.38M","33.05%","35.16M","18.51M","16.64M","6","4"
"DDOG","","59.84M","190.69%","9.24M","42.82M","-33.59M","4","7"
"MMC","","59.2M","-21.22%","55.97M","3.23M","52.75M","1","5"
"IWD","","58.61M","63.27%","19.76M","20.96M","-1.2M","4","49"
"XEL","","57.48M","601.39%","0","55.19M","-55.19M","0","8"
"BABA","","57.43M","-40.58%","36.89M","20.54M","16.35M","1","1"
"ADI","","57.31M","-30.03%","0","51.12M","-51.12M","1","11"
"MRVL","","57.1M","1.61%","0","52.02M","-52.02M","2","15"
"QQQM","","57.02M","141.01%","37.27M","7.23M","30.04M","15","30"
"INTC","","56.64M","-40.86%","34.89M","18.75M","16.14M","6","2"
"MU","","56.26M","-40.78%","5.85M","43.91M","-38.07M","2","10"
"ZTS","","55.9M","-7.01%","3.45M","45.5M","-42.05M","0","11"
"ARMK","","55.41M","205.33%","0","54.91M","-54.91M","0","6"
"ON","","54.82M","365.4%","5.41M","37.65M","-32.24M","1","15"
"VTEB","","54.78M","-41.1%","15.05M","22.98M","-7.94M","5","56"
"BURL","","54.76M","950.67%","17.44M","28.36M","-10.91M","1","14"
"PANW","","54.62M","79.54%","12.53M","2.67M","9.86M","1","6"
"VEA","","53.62M","-20.6%","21.13M","9.5M","11.64M","2","101"
"MA","","53.07M","13.71%","32.72M","7.94M","24.78M","2","4"
"FCX","","52.81M","16.56%","5.1M","44.14M","-39.04M","3","11"
