"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","5.89B","-13.86%","2.47B","2.48B","-12.93M","258","494"
"QQQ","","4.16B","10.35%","2.01B","1.8B","209.73M","204","428"
"IWM","","2.01B","29.75%","814.68M","1.02B","-208.21M","104","174"
"MSFT","","1.29B","86.22%","515.93M","774.99M","-259.06M","6","2"
"IVV","","987.28M","169.93%","864.37M","60.05M","804.33M","48","120"
"V","","894.75M","223.3%","889.58M","0","889.58M","0","7"
"NVDA","","591.46M","35.33%","516.08M","61.56M","454.52M","7","1"
"XOM","","505.19M","25.57%","434.04M","71.14M","362.9M","6","6"
"BIL","","464.38M","22.27%","27.24M","231.94M","-204.7M","0","399"
"BRK/B","","428.42M","15.87%","52.23M","361.26M","-309.03M","23","87"
"TQQQ","","425.99M","-11.83%","88.29M","113.05M","-24.76M","115","779"
"AAPL","","412.82M","-47.66%","0","362.05M","-362.05M","4","1"
"MUB","","356.49M","13.43%","212.41M","96.6M","115.81M","21","173"
"VTEB","","319.55M","9.18%","31.99M","246.12M","-214.13M","8","89"
"GS","","297.15M","164.1%","77.0M","204.05M","-127.05M","5","12"
"DIS","","296.28M","10.19%","216.82M","47.38M","169.44M","11","20"
"CVX","","280.06M","-18.08%","22.03M","258.03M","-236.0M","5","4"
"SQQQ","","279.2M","17.44%","82.23M","80.5M","1.74M","22","489"
"AMZN","","271.25M","47.29%","177.19M","94.06M","83.14M","7","4"
"VCIT","","247.44M","50.43%","217.29M","6.34M","210.95M","0","66"
"JNK","","236.01M","333.69%","64.43M","160.96M","-96.53M","5","34"
"ORCL","","235.33M","1046.24%","12.47M","222.86M","-210.39M","8","2"
"VOO","","227.5M","-23.91%","115.21M","41.96M","73.25M","36","165"
"RPAR","","226.7M","18870.28%","0","226.7M","-226.7M","1","3"
"FIS","","225.44M","255.96%","0","222.35M","-222.35M","0","10"
"URI","","217.74M","2851.85%","210.95M","2.21M","208.74M","4","20"
"RSP","","208.34M","-12.05%","48.57M","38.72M","9.85M","26","167"
"NEM","","196.36M","-42.27%","2.32M","192.57M","-190.25M","10","14"
"RTX","","191.81M","203.42%","140.37M","27.18M","113.18M","10","10"
"AMD","","189.35M","-18.73%","134.03M","43.38M","90.64M","17","8"
"BK","","189.27M","225.96%","188.12M","1.14M","186.98M","1","3"
"GOOGL","","184.14M","-4.72%","35.93M","148.2M","-112.27M","4","0"
"ZBH","","177.97M","1043.08%","108.81M","6.86M","101.95M","4","42"
"VONG","","177.39M","276.94%","160.35M","6.29M","154.05M","5","26"
"BND","","161.98M","26.36%","89.9M","24.97M","64.93M","3","131"
"MGA","","160.76M","4252.68%","731.64K","159.64M","-158.9M","3","3"
"VTI","","159.83M","-7.05%","68.01M","34.19M","33.82M","21","176"
"IJR","","157.14M","98.31%","27.34M","113.83M","-86.49M","19","54"
"FIX","","149.25M","2461.58%","350.88K","148.9M","-148.55M","0","11"
"VT","","147.84M","423.16%","35.54M","104.07M","-68.53M","3","27"
"C","","147.69M","-19.2%","28.52M","114.73M","-86.21M","6","21"
"AXP","","146.94M","100.84%","135.53M","4.06M","131.47M","3","14"
"IEMG","","143.49M","72.74%","119.36M","5.18M","114.18M","6","82"
"TXN","","142.32M","170.54%","10.0M","116.36M","-106.36M","10","8"
"AGG","","141.05M","-23.6%","48.71M","34.6M","14.1M","4","153"
"BABA","","140.98M","240.06%","0","140.98M","-140.98M","2","1"
"VGSH","","134.97M","44.28%","86.58M","35.11M","51.47M","0","76"
"SHV","","133.46M","-5.27%","24.8M","55.93M","-31.14M","0","94"
"GBIL","","127.06M","15.81%","82.72M","5.22M","77.5M","0","48"
"ARKK","","125.54M","74.51%","43.98M","39.57M","4.41M","30","124"
"GPN","","122.6M","185.44%","2.0M","115.67M","-113.67M","2","9"
"SMCI","","121.3M","-4.77%","54.55M","48.15M","6.41M","37","204"
"PANW","","120.61M","16.38%","54.26M","48.77M","5.49M","12","41"
"UPS","","120.25M","-17.14%","106.75M","3.65M","103.1M","2","11"
"VMW","","120.12M","15462.41%","10.44M","109.68M","-99.23M","0","4"
"INTC","","119.9M","-0.82%","49.77M","26.01M","23.76M","8","18"
"PM","","119.76M","-14.33%","35.04M","72.48M","-37.44M","8","8"
"VZ","","118.63M","324.08%","18.93M","86.01M","-67.08M","1","10"
"VEA","","118.38M","53.73%","20.65M","15.84M","4.82M","3","155"
"PLTR","","117.68M","-10.83%","64.64M","28.11M","36.54M","31","77"
"TGT","","117.15M","147.51%","61.94M","35.61M","26.33M","40","64"
"OLK","","116.56M","954.96%","60.86M","46.36M","14.5M","22","44"
"CSCO","","113.06M","113.25%","34.29M","43.33M","-9.04M","8","9"
"HON","","111.93M","236.02%","61.43M","49.08M","12.35M","3","8"
"TT","","111.62M","1285.7%","66.68M","10.45M","56.23M","3","16"
"SQ","","110.67M","16.83%","32.78M","62.94M","-30.16M","29","42"
"TNA","","110.21M","69.52%","36.64M","50.87M","-14.23M","50","180"
"SCHP","","107.9M","1154.59%","1.53M","0","1.53M","0","15"
"AVUS","","107.36M","2112.18%","105.66M","0","105.66M","1","8"
"ACWI","","106.99M","272.03%","13.73M","2.22M","11.51M","1","28"
"AMT","","106.5M","359.5%","40.0M","40.8M","-798.33K","5","26"
"SCHO","","103.96M","315.94%","5.81M","89.93M","-84.12M","0","35"
"MINT","","103.94M","129.99%","34.62M","48.09M","-13.46M","6","39"
