"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bearish","5.93B","-29.28%","566.99M","5.08B","-4.51B","215","348"
"QQQ","Bearish","2.6B","-39.05%","784.13M","1.57B","-786.39M","141","270"
"NVDA","Bearish","1.2B","-13.1%","46.75M","1.15B","-1.1B","15","3"
"AAPL","Bearish","857.8M","56.47%","158.83M","698.97M","-540.14M","3","3"
"MSFT","Bearish","584.33M","-28.91%","0","584.33M","-584.33M","7","0"
"AMD","Bearish","504.03M","35.55%","213.83M","278.9M","-65.07M","21","8"
"TQQQ","Bearish","491.09M","-9.96%","110.37M","155.85M","-45.47M","112","745"
"EFA","Bearish","462.09M","80.81%","38.45M","404.51M","-366.06M","6","92"
"IWM","Bearish","454.92M","-46.8%","108.44M","291.85M","-183.41M","23","50"
"BRK/B","Bearish","376.09M","-43.98%","44.42M","319.65M","-275.22M","11","73"
"BIL","Bullish","364.69M","10.64%","138.02M","115.12M","22.9M","0","292"
"DG","Bullish","332.84M","4.76%","147.88M","84.75M","63.13M","38","248"
"LLY","Bearish","328.5M","-25.32%","96.06M","199.86M","-103.8M","4","13"
"CMCSA","Bearish","324.49M","49.65%","5.39M","302.04M","-296.64M","4","6"
"AVGO","Bearish","305.42M","-32.27%","88.69M","103.36M","-14.66M","7","26"
"MBB","Bullish","300.88M","930.53%","274.66M","17.7M","256.96M","1","34"
"VCIT","Bearish","288.69M","115.88%","83.56M","197.69M","-114.14M","6","37"
"VOO","Bullish","283.14M","24.65%","123.46M","82.31M","41.15M","26","124"
"IQLT","Bullish","278.53M","1785.57%","277.95M","266.99K","277.69M","1","6"
"IVV","Bearish","277.73M","0.2%","56.02M","135.06M","-79.04M","27","105"
"AGG","Bearish","275.57M","75.51%","70.53M","163.65M","-93.12M","6","95"
"TSLA","Bearish","268.48M","-0.21%","112.72M","155.76M","-43.04M","9","2"
"ABBV","Bearish","260.96M","-37.23%","20.4M","229.39M","-208.98M","10","10"
"META","Bearish","260.52M","-42.97%","29.84M","109.41M","-79.57M","7","6"
"XOM","Bearish","260.29M","-58.35%","0","260.29M","-260.29M","6","1"
"TGT","Bullish","249.95M","-42.4%","144.58M","66.42M","78.16M","27","84"
"SQQQ","Bearish","243.95M","-34.88%","57.25M","73.94M","-16.69M","49","415"
"NFLX","Bearish","239.52M","13.96%","88.83M","113.53M","-24.7M","7","15"
"EZU","Bullish","229.13M","1765.24%","195.33M","32.06M","163.27M","1","11"
"PG","Bullish","228.35M","-61.43%","221.38M","6.97M","214.42M","2","7"
"MRK","Bearish","227.0M","-39.21%","3.81M","223.19M","-219.39M","2","8"
"USFR","Bullish","218.89M","117.97%","184.07M","7.12M","176.95M","0","57"
"ACWI","Bearish","216.89M","466.97%","11.52M","201.89M","-190.37M","3","14"
"A","Bearish","206.74M","136.0%","77.52M","91.64M","-14.12M","10","45"
"DHR","Bullish","203.0M","-62.79%","168.93M","13.22M","155.71M","1","17"
"IGSB","Bearish","202.88M","212.29%","6.17M","191.71M","-185.54M","0","27"
"CVX","Bearish","196.62M","-47.91%","0","196.62M","-196.62M","6","2"
"ELV","Bullish","183.93M","159.36%","170.64M","8.74M","161.9M","3","38"
"C","Bearish","180.5M","26.64%","4.53M","170.51M","-165.98M","5","18"
"BOH","Bullish","177.34M","6506.97%","177.06M","280.77K","176.78M","1","30"
"AMZN","Bearish","176.35M","-68.78%","55.62M","120.73M","-65.11M","7","1"
"EMB","Bearish","165.65M","239.83%","49.62M","101.61M","-51.99M","7","38"
"TIP","Bullish","164.45M","587.54%","133.2M","29.14M","104.06M","2","19"
"PDD","Bearish","164.02M","8.29%","13.65M","142.68M","-129.03M","14","15"
"XLC","Bearish","162.78M","336.09%","54.49M","71.07M","-16.58M","14","48"
"VTI","Bullish","161.8M","34.39%","76.8M","53.12M","23.68M","26","153"
"TCOM","Bearish","149.3M","78.68%","23.52M","122.77M","-99.25M","10","11"
"VWO","Bearish","148.63M","179.28%","8.3M","126.53M","-118.23M","2","44"
"AI","Bullish","147.6M","41.66%","91.2M","42.61M","48.58M","90","139"
"MRVL","Bearish","145.44M","-26.39%","6.25M","119.46M","-113.21M","17","19"
"VGSH","Bearish","145.1M","268.74%","8.42M","124.24M","-115.82M","2","47"
"GOOGL","Bearish","140.89M","-39.29%","0","140.89M","-140.89M","0","4"
"NKE","Bearish","137.3M","106.33%","55.88M","62.46M","-6.58M","5","12"
"JPM","Bearish","135.08M","38.28%","19.3M","115.78M","-96.48M","7","7"
"PFE","Bearish","134.53M","-51.48%","0","134.53M","-134.53M","0","5"
"WFC","Bearish","132.27M","-11.35%","4.03M","126.73M","-122.7M","2","10"
"USHY","Bearish","130.38M","1092.12%","40.71M","88.77M","-48.06M","1","13"
"PEP","Bearish","129.18M","-61.92%","63.62M","65.57M","-1.95M","2","4"
"DD","Bearish","128.61M","39.91%","705.41K","127.53M","-126.83M","3","11"
"AXP","Bearish","128.23M","-10.58%","3.04M","120.83M","-117.79M","2","15"
"DIS","Bearish","126.94M","-24.26%","7.88M","111.73M","-103.84M","5","7"
"EFG","Bullish","126.48M","1973.73%","116.15M","3.15M","113.0M","0","17"
"VUG","Bullish","124.69M","-0.67%","61.6M","31.53M","30.08M","17","79"
"ORCL","Bearish","124.22M","-66.9%","19.63M","97.26M","-77.63M","4","10"
"RCL","Bullish","123.52M","154.33%","54.13M","15.49M","38.65M","6","36"
"ABT","Bullish","122.99M","-27.66%","109.73M","0","109.73M","0","12"
"DELL","Bearish","120.82M","513.74%","31.38M","62.49M","-31.12M","40","61"
"ADP","Bullish","119.49M","26.73%","73.14M","46.35M","26.78M","0","9"
"IJR","Bullish","118.64M","162.08%","84.66M","22.49M","62.17M","18","47"
"MCD","Bearish","118.21M","-3.67%","31.02M","87.2M","-56.18M","0","8"
"T","Bullish","117.99M","-51.59%","16.35M","0","16.35M","3","12"
"GOOG","Bearish","117.95M","-38.6%","36.19M","81.76M","-45.58M","1","2"
"MO","Bearish","117.83M","41.57%","1.5M","116.33M","-114.82M","0","8"
"MA","Bearish","117.37M","-30.81%","22.61M","65.96M","-43.34M","1","11"
"MS","Bearish","115.98M","-35.39%","12.22M","101.22M","-89.01M","4","10"
"PLTR","Bearish","114.11M","14.13%","31.59M","61.03M","-29.44M","55","135"
"CRWD","Bullish","114.04M","50.99%","52.66M","38.36M","14.3M","56","139"
"YUM","Bullish","113.45M","-50.56%","95.42M","5.62M","89.8M","2","22"
"TJX","Bearish","112.13M","-28.55%","10.56M","93.01M","-82.44M","2","13"
"RSP","Bullish","111.78M","-28.62%","44.26M","41.03M","3.23M","31","76"
"IJJ","Bearish","111.01M","5095.39%","3.8M","105.4M","-101.6M","0","15"
"LOW","Bullish","110.55M","-31.37%","107.89M","2.67M","105.22M","1","10"
"VZ","Bullish","109.41M","24.56%","67.03M","37.44M","29.59M","2","4"
"IAI","Bearish","109.18M","19429.78%","0","103.38M","-103.38M","0","6"
"IYJ","Bearish","107.85M","6284.26%","0","107.53M","-107.53M","1","4"
"AON","Bullish","105.37M","46.41%","95.11M","8.65M","86.45M","0","13"
"LIN","Bullish","104.59M","-65.43%","93.59M","0","93.59M","0","8"
"SOXL","Bullish","102.78M","-9.08%","45.45M","41.31M","4.14M","31","126"
"PINS","Bearish","101.61M","119.5%","17.32M","84.29M","-66.98M","6","14"
"SO","Bearish","100.33M","-10.07%","11.31M","83.97M","-72.65M","1","14"
"ED","Bearish","99.15M","-3.78%","1.44M","90.43M","-88.98M","3","29"
"VYM","Bearish","97.92M","16.15%","5.98M","81.16M","-75.18M","2","19"
"DUK","Bearish","96.97M","49.81%","10.47M","82.28M","-71.81M","2","17"
"ROP","Bullish","93.24M","-59.89%","49.68M","41.27M","8.41M","0","16"
"BABA","Bearish","91.9M","-0.24%","37.94M","51.88M","-13.95M","5","5"
"SRE","Bullish","89.49M","-12.88%","81.05M","1.47M","79.58M","1","24"
"EWJ","Bearish","89.39M","234.85%","4.77M","77.93M","-73.16M","1","32"
"ADI","Bearish","88.94M","-24.66%","6.76M","55.74M","-48.98M","4","19"
"SHV","Bearish","88.88M","12.07%","20.98M","32.93M","-11.95M","0","101"
"JNJ","Bullish","88.33M","-30.26%","57.11M","31.22M","25.89M","1","4"
"PSQ","Bullish","87.78M","9.05%","39.05M","25.64M","13.41M","2","73"
"SMCI","Bearish","87.66M","-29.58%","14.16M","26.09M","-11.93M","14","53"
"UPS","Bullish","86.15M","-47.66%","84.83M","0","84.83M","1","7"
"MMC","Bearish","86.09M","-61.96%","2.94M","83.14M","-80.2M","6","7"
"VEA","Bearish","85.73M","37.52%","23.51M","30.4M","-6.89M","1","85"
"GE","Bullish","84.48M","30.67%","76.99M","4.63M","72.36M","1","8"
"TMO","Bearish","84.33M","-11.29%","3.21M","77.13M","-73.92M","1","5"
"AGZ","Bearish","83.86M","1671.14%","0","83.86M","-83.86M","1","2"
"FE","Bullish","83.4M","92.58%","55.13M","17.74M","37.39M","7","31"
"ADBE","Bearish","82.95M","-50.24%","10.48M","29.25M","-18.77M","3","14"
"EXI","Bearish","82.67M","17302.1%","2.57M","79.07M","-76.5M","0","4"
"INTU","Bearish","82.51M","-47.11%","8.34M","64.41M","-56.07M","0","17"
"JNK","Bullish","82.25M","142.88%","58.07M","12.93M","45.15M","4","19"
"FTSM","Bullish","81.67M","124.84%","37.23M","37.1M","134.45K","2","29"
"EMR","Bullish","81.5M","-26.67%","68.02M","2.67M","65.35M","2","18"
"EQT","Bearish","80.54M","-35.94%","30.43M","40.0M","-9.56M","11","24"
"SH","Bearish","79.59M","-11.1%","22.52M","34.43M","-11.92M","0","179"
"VTV","Bearish","79.38M","-39.67%","22.08M","34.07M","-11.99M","10","88"
"TT","Bearish","78.99M","-35.98%","0","34.77M","-34.77M","2","20"
"SOXS","Bearish","78.1M","-19.0%","23.14M","40.64M","-17.5M","20","82"
"PSTG","Bearish","77.48M","102.86%","14.74M","54.05M","-39.31M","16","26"
"IEMG","Bullish","77.31M","-12.32%","32.72M","21.47M","11.24M","1","68"
"PLD","Bearish","77.29M","-80.49%","0","77.29M","-77.29M","0","10"
"OKTA","Bullish","76.76M","221.52%","35.71M","23.33M","12.38M","53","111"
"IWD","Bullish","73.83M","20.72%","43.11M","16.35M","26.76M","10","35"
"SPXL","Bullish","73.58M","-21.18%","42.42M","17.71M","24.71M","19","63"
"LMT","Bearish","73.57M","-60.22%","19.81M","53.76M","-33.95M","0","12"
"MCK","Bearish","73.07M","-32.18%","6.42M","65.96M","-59.55M","0","13"
"CSX","Bearish","72.99M","97.97%","0","70.31M","-70.31M","3","8"
"AMGN","Bearish","72.93M","13.26%","23.66M","33.73M","-10.08M","2","17"
"EWZ","Bearish","72.82M","-2.48%","16.66M","53.96M","-37.3M","6","26"
"GOVT","Bearish","72.17M","42.65%","31.46M","32.54M","-1.08M","0","37"
"LULU","Bearish","72.0M","-28.3%","17.35M","29.26M","-11.91M","10","55"
"CI","Bullish","71.46M","-24.98%","67.94M","1.4M","66.54M","1","7"
"HUM","Bullish","71.1M","-68.47%","57.81M","6.57M","51.24M","2","12"
"NET","Bearish","70.3M","25.64%","14.3M","25.95M","-11.65M","22","55"
"MDB","Bullish","69.63M","21.63%","31.72M","24.0M","7.72M","20","91"
"BNDX","Bearish","68.78M","306.16%","8.61M","48.86M","-40.25M","5","25"
"ZBH","Bullish","68.54M","-64.15%","54.57M","2.08M","52.48M","0","18"
"MUB","Bullish","67.37M","17.74%","37.37M","11.56M","25.81M","10","54"
"FIS","Bearish","67.26M","-61.14%","4.84M","54.32M","-49.48M","2","26"
"KMB","Bullish","67.06M","-58.06%","64.31M","2.75M","61.55M","0","9"
"UNH","Bullish","66.71M","-52.89%","35.95M","12.71M","23.23M","1","8"
"MINT","Bullish","66.66M","68.32%","51.26M","5.52M","45.73M","3","30"
"PANW","Bearish","66.63M","-53.82%","19.22M","29.79M","-10.58M","9","21"
"PEG","Bullish","66.56M","4.63%","62.26M","407.01K","61.86M","2","13"
"FCX","Bearish","66.27M","-22.26%","4.41M","57.98M","-53.57M","2","16"
"HPE","Bullish","66.25M","-14.58%","55.8M","1.02M","54.79M","3","25"
"VMBS","Bullish","65.75M","967.06%","6.46M","4.94M","1.52M","3","6"
"ATVI","Bearish","65.49M","-43.56%","15.61M","48.6M","-32.99M","11","12"
"COIN","Bearish","65.12M","139.13%","22.13M","29.28M","-7.15M","45","96"
"IJK","Bearish","65.12M","576.97%","558.5K","50.82M","-50.26M","2","13"
"HPQ","Bearish","65.05M","-51.9%","8.11M","54.15M","-46.05M","6","21"
"SU","Bearish","64.35M","92.15%","1.28M","63.07M","-61.78M","1","3"
"WST","Bearish","64.06M","-20.98%","0","63.31M","-63.31M","0","11"
"CNC","Bearish","63.79M","-41.18%","9.0M","41.55M","-32.54M","6","22"
"D","Bullish","63.63M","12.87%","59.23M","974.02K","58.25M","1","18"
"SYK","Bearish","63.11M","-55.94%","2.3M","57.52M","-55.22M","0","10"
"F","Bullish","63.0M","-41.09%","52.63M","4.76M","47.87M","9","18"
"HLT","Bearish","62.48M","-5.91%","1.91M","59.08M","-57.17M","0","12"
"LCID","Bullish","62.12M","889.25%","28.86M","18.71M","10.16M","21","68"
"IEX","Bullish","61.41M","38.78%","46.42M","11.44M","34.98M","0","17"
"CMS","Bearish","61.14M","-12.25%","4.97M","52.9M","-47.93M","3","17"
"STZ","Bullish","61.02M","-24.73%","58.46M","0","58.46M","0","17"
"DFAC","Bullish","60.55M","521.39%","36.51M","22.25M","14.26M","3","29"
"RY","Bullish","59.77M","280.31%","59.77M","0","59.77M","1","0"
"BSX","Bullish","59.37M","-29.78%","24.56M","12.69M","11.87M","2","10"
"MMM","Bullish","58.76M","-30.02%","53.21M","4.82M","48.39M","2","13"
"BDX","Bullish","58.6M","69.4%","26.06M","5.46M","20.6M","1","21"
"NU","Bullish","58.59M","169.87%","50.86M","1.86M","49.0M","2","24"
"GS","Bearish","58.53M","-3.9%","6.62M","49.85M","-43.24M","2","11"
"VXUS","Bullish","57.73M","138.37%","46.11M","3.03M","43.08M","5","27"
"XLRE","Bearish","57.31M","74.57%","1.64M","55.67M","-54.04M","4","6"
"TAP","Bullish","56.95M","37.49%","38.28M","12.35M","25.93M","4","17"
"CAG","Bearish","56.9M","-9.12%","2.29M","46.2M","-43.91M","2","18"
"NI","Bullish","56.77M","117.38%","46.27M","9.57M","36.71M","4","13"
"ZTS","Bullish","56.39M","-68.8%","49.78M","6.61M","43.18M","1","11"
"BND","Bullish","56.31M","-4.27%","18.43M","15.14M","3.29M","3","89"
"SCHD","Bearish","56.17M","-23.6%","4.82M","33.61M","-28.79M","6","55"
"WYNN","Bearish","56.13M","87.24%","6.58M","44.11M","-37.52M","17","39"
"DTE","Bullish","56.13M","38.04%","53.72M","0","53.72M","0","8"
"SQ","Bearish","56.04M","-65.25%","14.08M","34.71M","-20.63M","17","49"
"BIO","Bearish","55.86M","275.73%","0","54.98M","-54.98M","1","8"
"KWEB","Bearish","55.5M","313.75%","4.35M","48.44M","-44.09M","3","28"
"IYT","Bullish","54.78M","1780.58%","54.78M","0","54.78M","1","7"
"CAH","Bullish","54.64M","71.54%","28.97M","21.69M","7.28M","3","17"
"SLM","","54.54M","1304.91%","0","0","0","0","1"
"IEFA","Bearish","54.43M","-49.16%","21.17M","21.49M","-321.04K","5","54"
"AMP","Bearish","54.4M","-58.65%","2.51M","48.61M","-46.1M","1","13"
"CRM","Bullish","54.28M","-67.39%","26.27M","20.6M","5.66M","6","8"
"ZS","Bullish","54.03M","105.03%","25.58M","14.55M","11.03M","9","57"
"PYPL","Bearish","53.7M","-13.88%","18.36M","28.7M","-10.34M","11","13"
"AJG","Bullish","53.04M","-51.1%","38.46M","14.58M","23.88M","5","13"
"QUAL","Bullish","52.88M","23.92%","20.34M","17.28M","3.06M","1","41"
"DRI","Bullish","52.72M","23.2%","51.24M","1.47M","49.77M","1","13"
"UNP","Bearish","52.68M","4.01%","0","46.03M","-46.03M","0","5"
"EL","Bearish","52.44M","27.36%","4.67M","38.81M","-34.14M","2","25"
"GDX","Bearish","52.25M","-30.76%","11.5M","32.58M","-21.08M","13","42"
"DGX","Bullish","51.56M","17.33%","51.56M","0","51.56M","0","8"
"IJH","Bearish","51.34M","37.59%","17.87M","26.38M","-8.51M","6","38"
"PCG","Bullish","51.28M","-10.4%","40.22M","8.59M","31.64M","1","26"
"EWG","Bearish","51.27M","698.99%","804.03K","50.47M","-49.67M","1","2"
"MSCI","Bearish","50.76M","0.47%","11.37M","35.48M","-24.12M","1","10"
"MSI","Bullish","50.75M","-66.96%","46.51M","2.22M","44.28M","0","16"
"GLW","Bearish","50.54M","-20.6%","7.26M","41.72M","-34.46M","1","13"
"RTX","Bullish","50.12M","-31.36%","34.78M","14.07M","20.71M","1","9"
"CCL","Bearish","49.75M","117.66%","17.48M","28.38M","-10.9M","12","55"
"FICO","Bearish","49.3M","-27.33%","23.36M","25.09M","-1.73M","0","6"
"BK","Bullish","48.62M","-27.83%","39.32M","6.88M","32.44M","3","18"
"EPAM","Bullish","48.52M","14.94%","20.86M","258.51K","20.6M","0","27"
"GDXJ","Bullish","48.37M","123.16%","47.05M","1.02M","46.03M","3","5"
"CTVA","Bullish","48.25M","-44.42%","42.58M","2.48M","40.1M","2","14"
"TFLO","Bullish","47.93M","106.0%","20.25M","15.26M","4.99M","0","33"
"VEEV","Bearish","47.49M","14.25%","7.47M","27.8M","-20.34M","9","30"
"TSM","Bearish","47.31M","-68.64%","0","47.31M","-47.31M","1","0"
"TMUS","Bearish","47.28M","-62.72%","4.5M","24.73M","-20.23M","8","17"
"ROST","Bearish","46.84M","76.3%","1.13M","36.35M","-35.22M","2","19"
"VTEB","Bearish","46.42M","-19.58%","8.62M","31.08M","-22.46M","2","32"
"DE","Bullish","46.38M","-13.18%","10.95M","7.76M","3.2M","0","16"
"IT","Bearish","46.35M","-50.39%","0","32.55M","-32.55M","0","15"
"CMG","Bearish","46.01M","-80.03%","0","46.01M","-46.01M","0","1"
"FLJP","Bearish","45.89M","12909.13%","0","40.64M","-40.64M","1","23"
"SPTS","Bearish","45.88M","106.89%","1.83M","34.75M","-32.91M","0","26"
"DLTR","Bearish","45.82M","-45.43%","2.24M","29.8M","-27.56M","2","34"
"KVUE","Bullish","45.82M","135.69%","8.5M","2.6M","5.9M","4","19"
"CHD","Bearish","45.67M","-71.5%","0","44.82M","-44.82M","0","16"
"IEI","Bullish","45.46M","-9.48%","29.44M","5.71M","23.73M","3","25"
