"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bullish","12.67B","106.12%","7.95B","4.45B","3.5B","283","320"
"TSLA","Bearish","7.22B","-22.83%","2.35B","2.42B","-68.4M","4280","10084"
"QQQ","Bullish","4.91B","49.43%","3.0B","1.69B","1.31B","162","236"
"NVDA","Bullish","3.71B","-5.84%","1.65B","1.09B","552.96M","1122","3698"
"AAPL","Bullish","2.79B","65.89%","1.18B","835.31M","342.37M","951","2326"
"MSFT","Bullish","1.27B","11.74%","528.86M","465.98M","62.88M","362","676"
"AMZN","Bullish","966.3M","-10.35%","339.83M","276.78M","63.05M","331","908"
"IWM","Bullish","942.78M","13.65%","520.51M","355.64M","164.87M","31","64"
"META","Bullish","824.05M","-24.83%","406.83M","260.6M","146.23M","244","644"
"EFA","Bearish","790.29M","529.59%","257.97M","521.89M","-263.91M","13","79"
"HYG","Bullish","742.36M","-2.57%","311.08M","238.52M","72.56M","23","276"
"CSGP","Bullish","681.68M","3518.3%","659.45M","15.74M","643.71M","33","32"
"AMD","Bullish","583.64M","-35.31%","208.72M","186.13M","22.59M","342","717"
"IVV","Bullish","577.46M","-3.81%","288.42M","231.86M","56.56M","29","115"
"BRK/B","Bullish","567.88M","75.58%","410.94M","144.66M","266.28M","16","106"
"LLY","Bullish","536.68M","99.65%","487.79M","20.1M","467.69M","2","76"
"XOM","Bullish","514.64M","12.22%","462.18M","15.47M","446.71M","67","68"
"PG","Bullish","470.9M","74.27%","375.25M","19.14M","356.11M","11","106"
"TQQQ","Bearish","464.71M","-4.64%","104.37M","140.07M","-35.7M","146","834"
"LQD","Bearish","430.85M","-27.81%","194.43M","201.16M","-6.73M","15","194"
"PLD","Bullish","385.81M","250.85%","379.3M","4.08M","375.22M","8","41"
"ORCL","Bearish","383.72M","44.37%","28.54M","321.45M","-292.91M","36","143"
"MRK","Bearish","381.02M","68.88%","70.1M","298.08M","-227.98M","11","82"
"PFE","Bearish","363.58M","41.57%","41.57M","101.4M","-59.84M","22","133"
"NFLX","Bullish","356.44M","23.52%","169.95M","114.77M","55.18M","64","321"
"GOOGL","Bullish","338.75M","-37.81%","155.31M","93.08M","62.23M","89","272"
"BIL","Bearish","334.84M","55.83%","24.91M","117.24M","-92.32M","0","301"
"ABBV","Bearish","327.93M","60.92%","58.38M","246.4M","-188.02M","10","102"
"DHR","Bullish","313.12M","63.36%","261.3M","15.77M","245.53M","4","104"
"VOO","Bullish","311.83M","73.13%","181.37M","47.62M","133.76M","35","167"
"PEP","Bearish","311.44M","141.58%","99.82M","189.07M","-89.24M","36","83"
"CVX","Bullish","308.07M","11.28%","289.76M","9.62M","280.14M","49","41"
"MA","Bullish","293.18M","146.65%","256.31M","28.82M","227.5M","7","63"
"SQQQ","Bearish","289.8M","-0.82%","78.26M","97.1M","-18.84M","51","535"
"DG","Bullish","281.41M","169.41%","86.16M","42.17M","43.99M","5","57"
"UPS","Bullish","267.92M","135.07%","237.2M","17.74M","219.46M","12","66"
"GOOG","Bullish","265.09M","-31.23%","162.04M","52.09M","109.95M","127","177"
"DIS","Bullish","250.88M","-11.83%","191.53M","35.77M","155.76M","54","105"
"WFC","Bullish","239.47M","45.07%","185.91M","43.42M","142.49M","64","33"
"SSO","Bullish","235.46M","574.4%","214.78M","13.81M","200.97M","10","56"
"SLB","Bearish","222.81M","81.65%","30.22M","173.81M","-143.59M","21","35"
"LIN","Bullish","220.0M","76.78%","213.39M","1.13M","212.26M","0","39"
"JPM","Bullish","215.89M","32.41%","137.86M","44.18M","93.68M","50","155"
"BA","Bearish","211.24M","138.19%","39.42M","128.98M","-89.56M","61","149"
"TSM","Bearish","205.54M","243.42%","12.73M","172.57M","-159.84M","24","61"
"NKE","Bullish","204.45M","174.64%","82.05M","54.09M","27.96M","98","250"
"BAC","Bullish","199.75M","-5.35%","96.98M","59.83M","37.15M","28","207"
"ELF","Bearish","195.05M","2836.81%","878.77K","193.33M","-192.45M","3","9"
"TGT","Bearish","193.8M","8.92%","30.21M","31.6M","-1.39M","35","132"
"SCHW","Bullish","188.6M","223.48%","158.88M","13.41M","145.47M","27","92"
"COST","Bearish","186.61M","86.57%","23.54M","139.72M","-116.18M","11","57"
"V","Bullish","186.43M","86.66%","84.94M","18.54M","66.4M","30","139"
"ABT","Bullish","184.6M","19.7%","138.16M","3.09M","135.07M","3","57"
"LOW","Bearish","181.96M","38.4%","5.65M","152.11M","-146.47M","8","87"
"IEF","Bullish","181.41M","114.66%","80.2M","70.56M","9.64M","10","49"
"TLT","Bullish","175.28M","-11.12%","103.76M","32.68M","71.08M","28","152"
"AXP","Bullish","171.66M","21.79%","121.6M","43.54M","78.06M","33","30"
"UNH","Bullish","170.25M","3.66%","120.59M","25.93M","94.67M","3","83"
"JNJ","Bullish","167.22M","6.72%","93.57M","22.75M","70.82M","16","151"
"T","Bullish","165.52M","82.55%","128.99M","25.55M","103.44M","1","87"
"MS","Bullish","163.36M","-4.18%","139.22M","21.55M","117.68M","8","38"
"C","Bearish","159.26M","-11.1%","14.19M","129.18M","-114.99M","13","60"
"MU","Bullish","156.18M","-39.9%","61.08M","40.91M","20.17M","98","230"
"ELV","Bullish","155.71M","332.9%","133.05M","15.98M","117.07M","4","39"
"STZ","Bullish","155.58M","238.46%","85.11M","16.73M","68.38M","13","56"
"EEM","Bullish","152.89M","22.71%","99.29M","48.97M","50.32M","8","48"
"AGG","Bearish","152.15M","-34.86%","38.24M","77.65M","-39.41M","11","100"
"WELL","Bearish","151.56M","242.53%","17.99M","132.62M","-114.63M","4","20"
"ESGU","Bullish","150.19M","236.27%","145.92M","2.73M","143.18M","4","10"
"SHV","Bearish","147.96M","51.54%","33.21M","69.28M","-36.07M","0","137"
"ADBE","Bullish","145.41M","25.58%","65.84M","41.89M","23.95M","9","76"
"EWT","Bullish","139.7M","219.73%","86.15M","53.55M","32.6M","2","8"
"BABA","Bullish","139.16M","-15.51%","99.27M","23.43M","75.84M","46","89"
"VTI","Bullish","139.1M","-23.62%","41.62M","25.68M","15.93M","15","155"
"DIA","Bearish","138.34M","62.55%","16.99M","103.61M","-86.62M","12","54"
"ZTS","Bullish","136.89M","110.21%","127.16M","1.18M","125.98M","3","41"
"INTC","Bearish","136.68M","13.99%","56.46M","57.78M","-1.32M","32","46"
"JEPI","Bearish","133.25M","195.81%","14.26M","102.32M","-88.06M","3","80"
"CCL","Bullish","131.13M","58.43%","57.68M","40.48M","17.19M","66","197"
