"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","13.12B","143.33%","8.83B","3.36B","5.48B","447","544"
"JNJ","","5.13B","0.29%","2.12B","2.61B","-492.52M","54","24"
"QQQ","","4.85B","26.15%","3.26B","998.5M","2.26B","424","638"
"AAPL","","1.61B","233.59%","1.43B","184.31M","1.25B","10","2"
"NVDA","","1.47B","191.61%","485.93M","984.22M","-498.29M","13","3"
"VOO","","1.08B","236.54%","121.11M","918.28M","-797.18M","52","113"
"IWM","","834.13M","14.35%","517.04M","178.28M","338.77M","31","68"
"AMZN","","731.52M","242.9%","542.59M","188.93M","353.66M","7","2"
"MSFT","","572.24M","-38.26%","572.24M","0","572.24M","3","1"
"META","","542.1M","102.89%","451.37M","83.44M","367.94M","10","4"
"TQQQ","","489.11M","9.93%","119.65M","148.32M","-28.67M","167","800"
"DIS","","401.33M","204.23%","193.81M","207.52M","-13.72M","5","8"
"SQQQ","","362.54M","11.4%","93.1M","131.8M","-38.7M","72","546"
"PG","","361.1M","19.6%","0","361.1M","-361.1M","3","6"
"BRK/B","","351.99M","29.42%","42.56M","289.8M","-247.24M","11","79"
"GBIL","","336.11M","962.68%","3.19M","1.85M","1.34M","0","24"
"JNK","","321.58M","68.42%","80.25M","159.9M","-79.65M","6","67"
"JPM","","301.95M","709.84%","32.73M","269.22M","-236.49M","5","1"
"XOM","","297.36M","10.36%","90.3M","207.07M","-116.77M","5","5"
"GS","","288.04M","58.36%","7.77M","191.6M","-183.84M","1","5"
"CVX","","262.99M","23.51%","0","262.99M","-262.99M","4","4"
"IVV","","257.15M","-36.72%","189.75M","29.8M","159.95M","37","90"
"LLY","","230.63M","-13.72%","167.04M","58.64M","108.4M","1","6"
"CPA","","226.57M","1470.26%","112.64M","113.92M","-1.28M","1","2"
"PFE","","225.15M","65.67%","7.28M","194.15M","-186.87M","1","7"
"ABBV","","220.21M","100.55%","94.03M","111.03M","-17.0M","0","8"
"AMD","","215.08M","89.91%","75.49M","136.68M","-61.19M","14","10"
"ATVI","","203.81M","421.68%","97.32M","86.22M","11.1M","9","23"
"CMG","","202.74M","229.19%","106.42M","80.04M","26.38M","1","4"
"BIL","","202.26M","-19.21%","39.72M","32.36M","7.37M","1","209"
"MUB","","190.05M","127.53%","12.67M","159.95M","-147.28M","7","54"
"KVUE","","177.42M","-44.68%","67.27M","44.74M","22.54M","27","65"
"QUAL","","176.81M","439.04%","155.29M","6.41M","148.88M","11","45"
"LIN","","163.6M","44.69%","15.24M","142.19M","-126.95M","0","8"
"AGG","","162.33M","-16.25%","29.96M","87.73M","-57.77M","5","140"
"CVS","","162.3M","329.17%","58.17M","46.31M","11.86M","24","38"
"TJX","","158.5M","-23.13%","1.04M","157.45M","-156.41M","8","3"
"VTI","","155.74M","44.25%","78.75M","18.64M","60.11M","30","129"
"BND","","153.72M","1.03%","31.42M","77.03M","-45.61M","4","121"
"BAC","","152.77M","27.3%","80.05M","3.13M","76.92M","3","4"
"MRK","","151.84M","-30.63%","151.84M","0","151.84M","1","6"
"AVGO","","150.9M","30.43%","28.79M","122.11M","-93.32M","4","7"
"PANW","","149.34M","93.53%","85.52M","36.02M","49.5M","7","30"
"HON","","147.76M","479.99%","59.96M","85.41M","-25.45M","1","6"
"QCOM","","147.11M","285.36%","111.68M","34.15M","77.53M","2","7"
"C","","146.4M","-1.73%","118.68M","19.87M","98.82M","11","11"
"EXPE","","145.93M","216.2%","71.83M","72.91M","-1.07M","3","19"
"MAR","","138.7M","249.77%","9.56M","42.96M","-33.41M","3","32"
"WFC","","136.96M","55.13%","112.0M","22.51M","89.49M","2","5"
"ADC","","136.55M","4920.52%","0","135.83M","-135.83M","0","3"
"HD","","132.51M","98.93%","30.0M","102.51M","-72.51M","1","8"
"SPXL","","127.67M","109.32%","54.8M","38.17M","16.62M","80","118"
"VGSH","","126.34M","188.0%","17.8M","92.46M","-74.65M","1","51"
"SHV","","126.25M","124.44%","88.87M","11.8M","77.06M","0","62"
"SQ","","124.24M","111.18%","20.98M","81.56M","-60.57M","19","27"
"JPST","","123.0M","78.69%","9.6M","66.14M","-56.54M","0","108"
"BABA","","122.65M","3.69%","72.81M","49.84M","22.97M","3","4"
"EL","","119.01M","199.26%","11.12M","32.93M","-21.81M","13","44"
"AXP","","118.62M","83.77%","0","109.81M","-109.81M","2","11"
"DFS","","117.54M","250.99%","28.7M","27.95M","754.89K","30","105"
"DHR","","116.76M","52.4%","7.52M","96.34M","-88.82M","1","9"
"USRT","","116.61M","3426.07%","115.94M","668.0K","115.27M","0","3"
"ORCL","","116.32M","-9.15%","98.27M","0","98.27M","2","6"
"WMT","","116.17M","84.79%","86.25M","16.67M","69.58M","5","8"
"GOOGL","","115.31M","-62.49%","65.35M","49.96M","15.39M","6","0"
"MA","","112.46M","263.23%","0","112.46M","-112.46M","1","5"
"FI","","111.03M","56.72%","7.7M","98.36M","-90.66M","0","12"
"MS","","110.56M","1.7%","62.24M","16.82M","45.41M","8","11"
"ABT","","107.39M","26.58%","2.06M","29.19M","-27.13M","1","5"
"HUM","","106.96M","-0.26%","42.73M","54.32M","-11.59M","6","15"
"SCHW","","105.61M","116.53%","34.36M","71.25M","-36.9M","6","3"
"KO","","104.34M","221.2%","24.13M","70.87M","-46.74M","2","11"
"EMB","","102.53M","-7.21%","25.56M","52.43M","-26.87M","8","68"
"EWG","","101.89M","429.23%","101.53M","359.84K","101.17M","1","3"
"UNH","","101.56M","194.67%","96.42M","0","96.42M","1","5"
"SPIB","","98.67M","687.35%","90.91M","3.13M","87.78M","0","21"
"TGT","","96.76M","-37.81%","12.85M","73.59M","-60.75M","10","23"
"UPS","","96.43M","-1.29%","8.54M","75.56M","-67.01M","2","12"
"MRVL","","95.2M","51.42%","31.54M","46.85M","-15.31M","14","19"
"FTSM","","93.21M","472.93%","2.49M","82.35M","-79.85M","0","25"
"TSLA","","93.19M","-68.82%","46.36M","40.53M","5.83M","7","3"
"GOVT","","92.27M","349.29%","63.99M","17.37M","46.62M","2","44"
"EXP","","91.65M","32368.68%","88.86M","689.2K","88.17M","1","3"
"CSCO","","91.61M","49.51%","39.37M","24.59M","14.78M","7","3"
"SSO","","91.57M","64.23%","11.98M","74.2M","-62.22M","10","38"
"EXR","","91.51M","38.9%","2.06M","68.95M","-66.89M","4","20"
"LOW","","90.77M","1.88%","11.03M","79.74M","-68.71M","1","8"
"VXF","","89.24M","1339.4%","525.62K","85.93M","-85.4M","0","6"
"NKE","","89.11M","214.58%","25.54M","63.57M","-38.04M","2","6"
"SPTI","","88.94M","229.73%","19.43M","63.47M","-44.04M","0","84"
"KBR","","88.63M","1368.55%","276.12K","5.94M","-5.67M","4","7"
"X","","88.16M","-31.58%","53.35M","33.93M","19.41M","14","24"
"RSP","","86.39M","6.13%","50.81M","16.86M","33.95M","20","59"
"ADBE","","85.3M","0.75%","71.43M","10.02M","61.41M","0","5"
"YUM","","84.07M","25.48%","83.67M","405.57K","83.26M","0","18"
"PLTR","","83.88M","123.8%","31.81M","36.38M","-4.58M","44","139"
"ACN","","83.4M","697.17%","10.01M","48.15M","-38.15M","1","6"
"KRE","","83.16M","17.49%","39.11M","34.56M","4.55M","12","52"
"IEFA","","82.33M","8.77%","39.41M","17.73M","21.67M","5","85"
"EFA","","82.32M","-37.24%","28.01M","24.31M","3.7M","7","30"
"KCE","","80.11M","25326.21%","78.8M","0","78.8M","0","7"
"AGZ","","79.97M","0%","78.53M","0","78.53M","0","8"
"LMBS","","79.92M","1500.51%","778.44K","78.53M","-77.75M","0","5"
"TZA","","79.57M","107.49%","37.23M","29.93M","7.3M","32","99"
