"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","Bearish","7.98B","31.99%","2.78B","4.81B","-2.03B","276","330"
"QQQ","Bearish","3.33B","-0.6%","1.1B","1.91B","-811.77M","301","294"
"IWM","Bullish","1.09B","51.73%","695.12M","271.28M","423.84M","51","72"
"IJH","Bullish","661.9M","112.99%","481.33M","161.38M","319.95M","20","60"
"BBEU","Bearish","547.89M","163.71%","7.56M","247.37M","-239.81M","1","11"
"TQQQ","Bearish","527.01M","43.14%","138.72M","191.61M","-52.89M","356","660"
"ABBV","Bearish","506.85M","147.24%","29.07M","404.4M","-375.33M","13","21"
"JNJ","Bullish","447.03M","-31.08%","196.32M","160.43M","35.89M","4","12"
"AAPL","Bullish","379.71M","-69.41%","306.36M","73.35M","233.01M","2","2"
"XOM","Bearish","348.72M","-22.34%","109.33M","239.39M","-130.06M","7","4"
"DIS","Bearish","343.92M","76.79%","3.38M","331.72M","-328.33M","10","6"
"META","Bearish","333.55M","-64.83%","78.05M","208.36M","-130.31M","8","7"
"PG","Bearish","319.69M","5.81%","40.49M","266.4M","-225.9M","0","12"
"TSLA","Bullish","316.41M","-48.08%","264.51M","51.9M","212.61M","5","8"
"BRK/B","Bullish","316.04M","-15.02%","286.56M","16.75M","269.81M","12","86"
"MCD","Bearish","313.22M","422.85%","59.3M","253.93M","-194.63M","1","4"
"SQQQ","Bearish","307.75M","70.8%","93.91M","105.48M","-11.56M","69","531"
"MRK","Bearish","306.78M","35.9%","0","280.41M","-280.41M","6","4"
"LIN","Bullish","281.48M","97.6%","137.87M","128.77M","9.1M","2","12"
"RCL","Bullish","265.44M","343.62%","179.68M","70.82M","108.86M","60","101"
"MS","Bullish","260.75M","60.9%","256.49M","0","256.49M","0","10"
"PANW","Bullish","259.56M","-22.28%","203.29M","46.28M","157.01M","7","18"
"DHR","Bullish","242.61M","3.85%","214.55M","17.73M","196.82M","1","11"
"GDX","Bearish","233.38M","498.77%","61.58M","162.62M","-101.04M","24","63"
"BMO","Bearish","230.4M","177.54%","0","230.4M","-230.4M","0","4"
"VOO","Bullish","225.58M","-44.46%","60.86M","52.9M","7.97M","70","92"
"T","Bearish","225.4M","112.81%","24.65M","182.54M","-157.9M","2","26"
"HD","Bearish","219.38M","40.79%","0","214.65M","-214.65M","0","5"
"BAC","Bearish","217.45M","87.25%","40.88M","168.53M","-127.65M","6","12"
"GOOG","Bearish","216.03M","-43.79%","19.83M","196.2M","-176.37M","4","0"
"VTI","Bearish","210.01M","67.97%","22.89M","123.26M","-100.37M","46","130"
"GOOGL","Bearish","209.6M","-73.4%","39.66M","169.95M","-130.29M","3","3"
"PFE","Bearish","207.78M","34.31%","0","204.15M","-204.15M","3","3"
"ORCL","Bullish","200.64M","39.66%","187.7M","8.94M","178.76M","8","3"
"BIL","Bullish","198.95M","18.9%","82.49M","19.5M","62.99M","0","217"
"CMCSA","Bearish","197.8M","68.67%","15.59M","169.26M","-153.67M","5","8"
"QCOM","Bullish","191.98M","-11.37%","183.01M","2.17M","180.84M","3","4"
"WFC","Bullish","189.45M","38.69%","169.51M","19.94M","149.57M","6","5"
"CVX","Bearish","189.27M","-40.07%","0","155.87M","-155.87M","1","9"
"LLY","Bearish","184.87M","-16.19%","19.85M","165.03M","-145.18M","0","4"
"AMGN","Bullish","184.75M","-18.38%","180.26M","4.49M","175.77M","3","9"
"MCHP","Bearish","184.08M","163.57%","8.25M","148.71M","-140.46M","13","27"
"JPM","Bullish","181.67M","25.69%","167.14M","14.53M","152.61M","7","3"
"ABT","Bearish","179.08M","61.98%","0","177.04M","-177.04M","0","6"
"NKE","Bearish","176.11M","216.34%","27.32M","148.79M","-121.47M","3","5"
"ACWI","Bullish","175.06M","21.8%","116.24M","52.17M","64.07M","5","14"
"C","Bearish","172.87M","-27.97%","36.75M","132.51M","-95.76M","7","13"
"SYK","Bullish","163.01M","-15.77%","145.44M","8.94M","136.5M","1","12"
"TGT","Bearish","161.08M","102.19%","18.9M","129.6M","-110.69M","7","24"
"CMG","Bearish","159.2M","72.37%","37.82M","98.17M","-60.34M","0","20"
"NVDA","Bearish","155.5M","-94.64%","44.48M","111.02M","-66.54M","3","3"
"ADBE","Bearish","153.6M","-80.38%","36.18M","114.8M","-78.62M","2","9"
"RIVN","Bullish","150.83M","84.03%","76.12M","64.27M","11.85M","104","114"
"BBJP","Bullish","148.64M","2279.04%","147.15M","256.14K","146.89M","1","14"
"HON","Bearish","145.66M","164.65%","3.21M","125.86M","-122.66M","7","12"
"MMC","Bearish","140.23M","25.14%","0","139.16M","-139.16M","0","6"
"KMB","Bearish","138.15M","82.2%","1.61M","131.36M","-129.75M","3","14"
"BABA","Bearish","137.97M","-42.38%","51.67M","81.02M","-29.35M","9","6"
"NXPI","Bearish","136.63M","-31.91%","3.67M","121.81M","-118.14M","4","19"
"COP","Bearish","134.72M","1403.14%","0","134.72M","-134.72M","0","3"
"PM","Bullish","133.71M","428.88%","131.61M","0","131.61M","1","4"
"MCK","Bearish","133.53M","131.34%","2.03M","129.47M","-127.44M","0","9"
"PLD","Bearish","131.95M","38.92%","0","131.95M","-131.95M","1","8"
"JNK","Bullish","130.77M","239.63%","78.9M","49.63M","29.27M","5","27"
"CVS","Bullish","129.34M","33.15%","91.1M","17.79M","73.31M","3","15"
"IVV","Bullish","127.03M","-76.75%","58.91M","25.71M","33.2M","31","92"
"CHTR","Bearish","126.74M","-5.98%","21.3M","84.1M","-62.8M","3","22"
"IBM","Bearish","126.47M","266.85%","2.91M","119.08M","-116.17M","1","7"
"F","Bearish","125.92M","52.99%","9.59M","106.67M","-97.08M","8","25"
"HUM","Bearish","125.03M","-44.98%","5.06M","104.84M","-99.78M","7","22"
"AMZN","Bearish","124.84M","-92.62%","0","124.84M","-124.84M","3","2"
"UPS","Bullish","124.02M","-42.21%","89.67M","30.72M","58.95M","5","8"
"RSP","Bullish","120.91M","-14.63%","57.73M","34.17M","23.56M","46","101"
"FI","Bearish","114.85M","32.84%","816.43K","101.62M","-100.8M","3","14"
"NSC","Bearish","113.96M","30.17%","3.64M","110.32M","-106.68M","3","7"
"SO","Bearish","113.92M","107.67%","8.76M","105.16M","-96.4M","4","9"
"UBER","Bearish","113.24M","44.59%","11.34M","94.94M","-83.6M","4","9"
"IEMG","Bullish","112.04M","-17.61%","73.41M","28.87M","44.54M","6","39"
"MUB","Bullish","110.53M","104.63%","57.57M","17.38M","40.18M","11","83"
"IEX","Bullish","110.52M","248.85%","70.71M","9.26M","61.46M","12","35"
"FCX","Bearish","108.46M","-18.3%","34.68M","73.78M","-39.1M","3","8"
