"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.51B","-13.96%","1.5B","4.12B","-2.63B","184","368"
"QQQ","","2.55B","-41.31%","1.23B","1.07B","157.59M","107","199"
"IWM","","1.08B","-16.85%","762.8M","264.02M","498.78M","32","56"
"NVDA","","678.87M","-27.95%","240.0M","438.87M","-198.87M","7","5"
"VALE","","449.54M","683.74%","259.33M","97.75M","161.58M","6","20"
"PFE","","391.26M","-3.98%","166.82M","217.77M","-50.95M","4","7"
"GOOGL","","370.31M","87.03%","351.72M","18.59M","333.13M","4","3"
"IVV","","348.46M","-32.13%","18.48M","285.47M","-266.99M","24","63"
"XOM","","342.39M","-65.83%","290.01M","52.38M","237.63M","3","4"
"AMZN","","334.66M","-33.25%","293.74M","40.92M","252.83M","3","4"
"AAPL","","320.48M","-51.38%","0","320.48M","-320.48M","2","0"
"TQQQ","","313.54M","14.49%","68.03M","103.12M","-35.09M","92","521"
"FIS","","296.99M","114.14%","291.25M","1.08M","290.17M","1","13"
"CRH","","287.5M","275.12%","260.99M","11.63M","249.36M","4","18"
"BAC","","277.08M","94.16%","80.03M","170.33M","-90.3M","9","6"
"MELI","","272.11M","349.34%","112.83M","142.47M","-29.64M","3","15"
"LLY","","268.91M","-61.95%","224.79M","15.57M","209.22M","0","5"
"ORCL","","264.68M","-43.18%","21.92M","228.93M","-207.01M","3","9"
"MRK","","262.16M","-25.7%","119.59M","142.58M","-22.99M","0","8"
"DG","","260.85M","17.69%","197.32M","43.39M","153.93M","8","52"
"BRK/B","","249.63M","-61.32%","214.88M","28.16M","186.72M","5","75"
"PANW","","247.5M","477.61%","752.22K","237.64M","-236.88M","2","12"
"TSLA","","245.29M","-33.26%","140.13M","90.61M","49.52M","8","3"
"LOW","","239.51M","6.18%","211.82M","13.9M","197.92M","1","9"
"SQQQ","","235.85M","14.46%","67.64M","80.23M","-12.6M","25","436"
"MSFT","","214.63M","-63.45%","214.63M","0","214.63M","1","2"
"EQT","","211.04M","136.99%","64.58M","143.03M","-78.44M","6","11"
"DIS","","198.76M","-22.59%","18.04M","165.36M","-147.32M","8","8"
"GOOG","","194.97M","40.94%","160.42M","34.55M","125.87M","5","2"
"CVX","","189.4M","-63.63%","189.4M","0","189.4M","0","4"
