"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","2.88B","-65.28%","1.7B","372.23M","1.33B","145","349"
"QQQ","","2.34B","-38.11%","1.45B","615.41M","837.03M","171","285"
"MSFT","","1.21B","8.29%","369.76M","840.85M","-471.09M","10","3"
"IWM","","918.63M","-47.98%","467.89M","360.61M","107.28M","33","83"
"BIL","","713.05M","80.12%","29.86M","557.39M","-527.53M","1","283"
"VOO","","707.27M","128.99%","588.47M","68.91M","519.55M","23","112"
"NVDA","","562.11M","35.04%","221.75M","340.36M","-118.62M","6","4"
"AMZN","","549.91M","48.15%","151.77M","362.29M","-210.52M","6","7"
"UBER","","500.39M","599.78%","366.99M","110.47M","256.52M","30","89"
"BRK/B","","463.32M","15.86%","21.03M","435.83M","-414.8M","14","62"
"GOOGL","","387.95M","80.9%","347.12M","40.83M","306.29M","3","3"
"AAPL","","377.22M","58.78%","47.57M","329.65M","-282.09M","2","2"
"TQQQ","","366.33M","-0.94%","69.28M","104.76M","-35.48M","74","607"
"AMD","","348.18M","24.28%","231.04M","109.15M","121.89M","11","7"
"QCOM","","330.41M","423.65%","138.98M","148.69M","-9.71M","13","8"
"BK","","296.83M","358.08%","296.83M","0","296.83M","0","7"
"XOM","","293.49M","-41.14%","145.36M","128.15M","17.22M","4","6"
"META","","289.92M","-35.6%","151.96M","120.25M","31.71M","4","7"
"TSLA","","282.95M","6.3%","123.21M","80.45M","42.77M","6","9"
"IVV","","280.07M","-29.34%","128.28M","69.34M","58.94M","35","132"
"GOOG","","276.22M","908.37%","41.37M","234.85M","-193.48M","3","1"
"IVW","","250.94M","2914.79%","137.76M","58.16M","79.6M","9","49"
"SPXL","","231.93M","143.9%","212.14M","9.31M","202.83M","12","42"
"TJX","","217.2M","113.3%","150.4M","65.03M","85.37M","5","8"
"EFA","","209.59M","34.76%","128.59M","70.37M","58.22M","4","46"
"MFC","","186.02M","9607.45%","186.02M","0","186.02M","0","5"
"CVX","","182.63M","-40.04%","182.63M","0","182.63M","2","5"
"WFC","","166.73M","23.92%","111.26M","55.46M","55.8M","7","3"
"MNST","","160.58M","468.69%","1.91M","43.03M","-41.11M","7","8"
"DIS","","158.85M","-42.64%","153.68M","5.17M","148.51M","5","3"
"AGG","","156.51M","-35.49%","64.8M","28.47M","36.33M","8","159"
"BABA","","155.46M","-21.46%","0","155.46M","-155.46M","1","4"
"USFR","","154.28M","70.17%","16.69M","114.05M","-97.36M","0","80"
