"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"JNJ","","8.74B","4.03%","6.85B","1.8B","5.04B","36","18"
"KVUE","","6.35B","641.87%","6.19B","103.28M","6.08B","95","120"
"SPY","","6.11B","-12.66%","4.2B","942.45M","3.26B","465","698"
"QQQ","","3.91B","-4.73%","2.25B","1.23B","1.02B","360","490"
"NVDA","","869.54M","41.28%","810.36M","59.18M","751.18M","13","5"
"META","","760.71M","-0.92%","576.68M","184.02M","392.66M","7","2"
"MSFT","","640.49M","-16.92%","579.29M","61.2M","518.09M","3","1"
"AAP","","536.55M","6473.57%","535.54M","347.35K","535.19M","1","59"
"TQQQ","","524.81M","16.65%","145.98M","173.22M","-27.24M","241","756"
"IWM","","520.6M","-41.13%","226.54M","234.32M","-7.77M","23","52"
"AAPL","","429.29M","-10.55%","323.44M","44.83M","278.6M","5","1"
"IAU","","377.29M","266.9%","187.68M","186.85M","825.02K","2","41"
"SQQQ","","377.02M","19.25%","111.09M","144.4M","-33.31M","74","595"
"NEE","","365.25M","827.5%","36.06M","324.81M","-288.75M","3","9"
"BRK/B","","334.34M","-8.36%","250.79M","65.8M","184.98M","8","79"
"AMZN","","326.13M","15.8%","313.6M","0","313.6M","4","3"
"CVX","","316.08M","31.71%","310.94M","0","310.94M","2","7"
"TNET","","296.19M","44799.14%","0","291.92M","-291.92M","1","7"
"AMD","","295.93M","62.66%","146.8M","125.96M","20.84M","22","21"
"XOM","","292.31M","0.64%","286.38M","5.94M","280.44M","4","4"
"BIL","","274.01M","-16.78%","65.93M","79.22M","-13.29M","1","271"
"TSLA","","267.51M","-30.87%","168.6M","98.91M","69.69M","12","7"
"GOOGL","","266.63M","61.7%","112.79M","153.84M","-41.05M","8","1"
"INTU","","221.94M","747.41%","214.81M","0","214.81M","7","5"
"ORCL","","218.11M","19.42%","20.39M","37.75M","-17.36M","3","5"
"VGT","","204.84M","458.12%","31.19M","169.99M","-138.8M","7","18"
"EMLC","","201.82M","25179.23%","3.91M","197.91M","-194.01M","1","4"
"DIS","","196.02M","24.07%","13.82M","137.49M","-123.66M","11","9"
"EBND","","195.59M","6831.81%","195.59M","0","195.59M","1","0"
"UBER","","181.47M","112.86%","75.79M","52.48M","23.32M","7","11"
"ABBV","","179.84M","30.76%","128.52M","51.32M","77.2M","1","2"
"SMCI","","173.31M","120.02%","78.84M","63.24M","15.6M","74","272"
"VOO","","170.95M","4.08%","80.58M","31.14M","49.45M","37","94"
"DG","","167.8M","189.86%","21.15M","97.02M","-75.87M","9","49"
"SNOW","","167.54M","159.19%","68.85M","59.27M","9.58M","30","99"
"MRK","","167.49M","-26.28%","152.33M","15.15M","137.18M","1","3"
"TEL","","165.77M","163.72%","138.25M","3.46M","134.79M","0","26"
"PG","","165.6M","-25.38%","143.88M","21.72M","122.17M","0","3"
"SUSA","","162.55M","26749.67%","162.55M","0","162.55M","0","2"
"LLY","","159.42M","-34.35%","5.17M","154.26M","-149.09M","1","2"
"PFE","","157.8M","1.55%","33.97M","3.63M","30.33M","2","9"
"EFA","","156.84M","-9.76%","58.68M","88.57M","-29.89M","8","46"
"IVV","","150.43M","-59.32%","58.21M","35.51M","22.7M","36","88"
"C","","148.8M","15.33%","139.6M","6.51M","133.08M","7","10"
"TIP","","140.92M","180.76%","5.26M","133.91M","-128.65M","4","21"
"CSX","","138.15M","472.22%","132.32M","4.33M","127.99M","3","10"
"QCOM","","133.28M","75.32%","10.67M","118.7M","-108.03M","6","5"
"USFR","","130.68M","65.41%","70.01M","6.54M","63.47M","0","102"
"PDD","","129.68M","-2.68%","16.2M","71.74M","-55.54M","10","10"
"IWD","","128.41M","130.29%","62.5M","52.75M","9.75M","7","38"
"TJX","","124.08M","-16.08%","30.0M","87.38M","-57.38M","1","7"
"VGIT","","117.01M","42.14%","93.0M","19.78M","73.22M","1","20"
"RMD","","115.75M","170.82%","89.76M","24.57M","65.19M","3","16"
"TGT","","112.29M","20.98%","85.52M","19.27M","66.25M","8","21"
"EL","","110.97M","-1.28%","81.96M","15.62M","66.35M","8","32"
"MUB","","110.19M","19.17%","50.57M","21.0M","29.58M","15","86"
"VTI","","110.05M","-6.05%","41.42M","31.66M","9.76M","27","103"
"AGG","","110.0M","-13.69%","26.08M","49.64M","-23.56M","7","100"
"BA","","109.73M","227.07%","29.57M","73.08M","-43.51M","9","16"
"CMG","","108.61M","128.96%","0","108.61M","-108.61M","0","5"
"BKI","","104.28M","68.74%","71.55M","12.58M","58.97M","1","22"
"ABT","","102.5M","19.38%","0","102.5M","-102.5M","0","3"
"SPLK","","102.0M","1092.23%","38.16M","37.28M","884.23K","26","82"
"X","","101.85M","40.07%","61.48M","29.24M","32.24M","15","20"
"PANW","","101.75M","-34.25%","14.32M","66.79M","-52.47M","2","19"
"SPLG","","101.13M","389.77%","61.75M","35.46M","26.29M","4","23"
"CVS","","100.81M","148.23%","49.98M","40.03M","9.94M","6","16"
"ROST","","99.19M","344.31%","4.5M","81.06M","-76.56M","2","20"
"BURL","","99.04M","286.69%","49.34M","16.05M","33.28M","21","47"
"PYPL","","97.22M","56.26%","29.78M","67.45M","-37.67M","6","5"
"VMW","","96.73M","115.32%","1.71M","88.45M","-86.74M","0","10"
"ATVI","","96.53M","-31.02%","33.9M","45.72M","-11.81M","7","13"
"VTIP","","96.15M","-56.57%","1.72M","92.05M","-90.33M","2","15"
"EMB","","94.41M","-8.21%","60.82M","13.91M","46.91M","12","22"
"EXPE","","93.83M","977.27%","1.69M","88.72M","-87.03M","2","11"
"VTEB","","90.15M","30.64%","35.58M","38.16M","-2.57M","3","78"
