"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","6.02B","-11.5%","2.89B","2.69B","205.09M","643","510"
"QQQ","","1.96B","-40.59%","1.16B","648.65M","507.94M","211","221"
"IWM","","1.23B","14.84%","758.67M","439.77M","318.9M","45","85"
"TSLA","","625.68M","354.52%","9.89M","615.79M","-605.9M","4","3"
"IVV","","483.07M","7.98%","137.45M","287.96M","-150.51M","59","113"
"TQQQ","","452.87M","-0.02%","149.9M","131.25M","18.65M","241","604"
"USMV","","450.86M","1349.02%","178.44M","251.3M","-72.87M","7","44"
"GOVT","","444.97M","221.02%","413.27M","17.51M","395.76M","0","66"
"VTEB","","430.17M","39.49%","111.5M","220.64M","-109.13M","40","247"
"AMZN","","427.08M","80.98%","197.13M","229.95M","-32.82M","5","5"
"GE","","424.44M","1666.62%","385.39M","35.28M","350.12M","5","7"
"MUB","","400.56M","-17.71%","96.75M","195.84M","-99.09M","74","251"
"VOO","","339.93M","22.13%","47.37M","222.25M","-174.88M","74","119"
"SHV","","337.95M","211.2%","64.87M","228.45M","-163.58M","0","111"
"BIL","","327.27M","-13.92%","128.12M","93.25M","34.87M","1","276"
"BRK/B","","323.1M","-17.09%","71.56M","235.31M","-163.75M","24","118"
"IEFA","","281.24M","74.85%","231.24M","15.9M","215.34M","10","107"
"META","","274.8M","-17.43%","181.03M","86.23M","94.8M","4","7"
"XOM","","273.74M","-24.6%","66.03M","202.49M","-136.46M","3","6"
"SQQQ","","266.19M","-10.29%","84.13M","91.65M","-7.52M","93","425"
"DHR","","247.39M","46.38%","71.84M","153.17M","-81.34M","4","17"
"GOOGL","","240.38M","171.34%","206.27M","34.11M","172.16M","4","0"
"ORCL","","227.74M","90.09%","201.16M","23.62M","177.54M","6","5"
"HZNP","","218.14M","434.22%","114.18M","73.5M","40.68M","3","67"
"TD","","212.94M","897.89%","0","212.94M","-212.94M","3","1"
"NXPI","","201.11M","4325.37%","162.46M","38.15M","124.31M","3","2"
"ABBV","","193.93M","37.0%","91.63M","102.3M","-10.67M","1","6"
"MA","","192.58M","208.29%","179.39M","13.19M","166.2M","4","1"
"VCIT","","188.96M","60.72%","82.02M","89.36M","-7.34M","5","59"
"MSFT","","187.26M","-54.06%","110.03M","77.23M","32.8M","2","1"
"SGEN","","183.21M","108.31%","651.74K","166.82M","-166.17M","0","21"
"RSP","","182.91M","-12.8%","42.77M","108.68M","-65.92M","48","106"
"SYK","","181.56M","105.93%","174.77M","6.79M","167.98M","1","6"
"JPM","","171.4M","190.75%","122.99M","48.41M","74.58M","2","8"
"LLY","","169.95M","-34.83%","164.73M","5.22M","159.51M","0","4"
"PDD","","168.24M","174.72%","111.59M","56.64M","54.95M","3","8"
"TJX","","158.11M","-2.87%","3.61M","148.9M","-145.29M","0","14"
"JNK","","156.49M","-16.99%","43.94M","102.64M","-58.7M","5","30"
