"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"TSLA","Bearish","9.58B","13.05%","2.96B","3.27B","-310.7M","4654","14266"
"SPY","Bullish","6.93B","3.39%","5.63B","1.04B","4.58B","136","216"
"NVDA","Bullish","2.49B","-18.51%","946.42M","915.4M","31.02M","602","2738"
"META","Bullish","2.15B","220.31%","888.63M","698.99M","189.64M","540","2897"
"AAPL","Bullish","1.89B","8.91%","820.24M","536.1M","284.14M","467","1464"
"QQQ","Bullish","1.65B","-39.53%","786.39M","599.84M","186.55M","118","228"
"IVV","Bullish","1.26B","400.49%","1.16B","61.92M","1.09B","32","134"
"MSFT","Bullish","877.63M","-12.05%","483.15M","185.63M","297.52M","209","521"
"AMZN","Bullish","789.46M","-7.75%","389.27M","205.98M","183.29M","217","767"
"AMD","Bearish","705.06M","7.5%","169.95M","240.12M","-70.17M","327","1031"
"PG","Bullish","619.6M","106.97%","537.58M","57.19M","480.39M","6","81"
"LQD","Bullish","514.33M","-4.54%","237.07M","235.55M","1.52M","19","173"
"IWM","Bullish","499.07M","-32.26%","274.46M","170.64M","103.83M","29","51"
"GOOGL","Bullish","488.11M","93.01%","306.41M","108.67M","197.75M","83","221"
"XOM","Bullish","423.25M","12.74%","232.79M","156.3M","76.49M","42","97"
"HYG","Bearish","414.1M","-38.65%","147.13M","158.36M","-11.23M","21","194"
"VOO","Bearish","387.96M","62.34%","158.67M","167.24M","-8.57M","28","137"
"BRK/B","Bullish","385.37M","8.28%","352.8M","19.64M","333.16M","11","89"
"FIS","Bearish","326.66M","251.97%","30.86M","150.05M","-119.19M","25","86"
"NFLX","Bullish","304.77M","-5.78%","127.98M","112.54M","15.43M","72","382"
"TQQQ","Bearish","301.29M","-28.88%","74.88M","99.39M","-24.51M","115","517"
"LIN","Bearish","289.3M","103.88%","12.83M","262.71M","-249.88M","4","61"
"ABBV","Bearish","284.71M","55.55%","8.72M","262.26M","-253.54M","6","79"
"TLT","Bearish","284.11M","22.4%","44.05M","165.91M","-121.86M","22","128"
"IEF","Bearish","282.87M","100.4%","78.75M","129.78M","-51.02M","9","180"
"UPS","Bearish","280.48M","98.76%","16.65M","195.55M","-178.89M","15","111"
"XLP","Bullish","264.07M","86.53%","164.59M","49.2M","115.38M","22","81"
"BIL","Bullish","263.36M","7.55%","123.69M","70.66M","53.03M","0","258"
"PFE","Bearish","260.15M","25.01%","15.74M","221.19M","-205.45M","27","89"
"LLY","Bullish","251.11M","-11.81%","229.72M","16.43M","213.29M","2","47"
"UNH","Bearish","247.12M","56.39%","35.49M","142.46M","-106.97M","13","96"
"PLD","Bearish","246.33M","50.27%","0","242.99M","-242.99M","1","31"
"PANW","Bearish","235.77M","261.72%","100.76M","118.6M","-17.85M","13","134"
"TGT","Bearish","230.31M","30.48%","58.88M","154.86M","-95.98M","28","79"
"CVX","Bullish","222.24M","1.59%","177.74M","19.86M","157.88M","22","99"
"DHR","Bearish","220.0M","29.81%","33.23M","150.21M","-116.98M","1","51"
"DIA","Bearish","208.02M","89.3%","71.87M","80.22M","-8.35M","15","109"
"MRK","Bullish","203.87M","-10.43%","153.27M","45.68M","107.58M","6","47"
"VCIT","Bearish","191.71M","192.46%","32.46M","146.45M","-113.98M","6","77"
"XLF","Bullish","176.16M","85.95%","76.96M","57.05M","19.91M","11","74"
"BSX","Bullish","174.58M","251.76%","37.77M","4.6M","33.17M","10","28"
"ORCL","Bearish","172.49M","-29.88%","20.56M","134.73M","-114.17M","34","66"
"JNJ","Bearish","170.4M","50.69%","13.42M","133.27M","-119.84M","19","100"
"GOOG","Bullish","168.56M","-27.55%","88.98M","36.83M","52.14M","85","154"
"WFC","Bullish","167.52M","2.31%","153.62M","7.95M","145.67M","8","40"
"DIS","Bearish","167.45M","-24.25%","32.07M","107.69M","-75.62M","59","110"
"V","Bullish","165.42M","56.76%","72.98M","34.71M","38.27M","30","100"
"SQQQ","Bearish","163.87M","-35.37%","39.24M","60.37M","-21.13M","30","278"
"TJX","Bullish","160.27M","81.42%","156.49M","1.8M","154.69M","3","29"
"AZN","Bullish","159.25M","528.07%","71.29M","51.4M","19.88M","38","42"
"WMT","Bearish","157.97M","40.28%","15.41M","137.85M","-122.45M","6","46"
"ABT","Bullish","154.31M","23.1%","145.69M","1.86M","143.83M","3","36"
"TD","Bearish","151.59M","4050.56%","312.9K","150.51M","-150.2M","2","4"
"JPM","Bullish","144.81M","-30.12%","78.56M","23.3M","55.26M","42","107"
"INTC","Bullish","140.42M","37.23%","110.62M","13.31M","97.3M","19","90"
"NKE","Bullish","139.46M","30.9%","64.1M","51.46M","12.64M","42","77"
"TSM","Bullish","136.41M","60.46%","61.72M","58.92M","2.81M","27","65"
"IEFA","Bearish","136.06M","62.71%","18.05M","102.06M","-84.01M","4","61"
"BAC","Bearish","133.9M","-14.79%","28.59M","50.47M","-21.88M","24","149"
"MO","Bullish","133.51M","49.78%","124.63M","6.2M","118.43M","4","35"
"GLD","Bearish","133.5M","-0.6%","46.75M","68.82M","-22.08M","26","78"
"SQ","Bullish","131.34M","143.16%","66.88M","14.55M","52.32M","26","91"
"AXP","Bullish","130.1M","-13.79%","105.7M","21.92M","83.78M","10","35"
"VTI","Bullish","128.11M","-35.3%","28.32M","27.37M","957.39K","27","137"
"VEA","Bullish","126.99M","222.04%","79.27M","14.75M","64.52M","2","105"
"MS","Bullish","126.5M","-1.26%","77.49M","42.56M","34.92M","8","43"
"LOW","Bearish","126.21M","-0.74%","13.81M","105.0M","-91.2M","3","48"
"XLY","Bullish","125.65M","110.88%","77.47M","30.53M","46.95M","15","51"
"PEP","Bullish","125.35M","-19.55%","71.09M","28.51M","42.58M","15","82"
"AGG","Bullish","123.59M","-1.96%","34.25M","33.89M","356.14K","8","119"
"EFA","Bearish","123.24M","-58.47%","21.26M","81.48M","-60.22M","5","86"
"WOLF","Bullish","123.16M","1948.57%","62.34M","40.34M","22.0M","53","147"
"RIVN","Bearish","116.02M","153.08%","39.5M","62.37M","-22.87M","71","97"
"XLB","Bullish","115.75M","563.71%","80.96M","25.49M","55.47M","12","41"
"T","Bearish","114.94M","11.52%","11.52M","75.17M","-63.65M","28","56"
"XLI","Bullish","112.69M","85.74%","65.84M","31.83M","34.01M","27","69"
"PYPL","Bullish","112.22M","27.76%","62.35M","39.36M","22.98M","28","62"
"MA","Bullish","110.93M","-23.39%","75.08M","24.97M","50.1M","3","56"
"XLE","Bearish","110.58M","-0.07%","34.34M","57.29M","-22.95M","27","65"
"VTV","Bearish","110.36M","105.15%","25.09M","65.76M","-40.67M","9","72"
"C","Bullish","110.35M","-25.35%","97.77M","6.19M","91.58M","25","33"
"CRM","Bearish","110.28M","17.76%","45.27M","47.21M","-1.94M","24","86"
"ACN","Bullish","109.94M","34.93%","103.73M","5.02M","98.71M","3","23"
"XLU","Bullish","106.79M","96.66%","53.05M","50.56M","2.48M","13","47"
"DG","Bearish","106.02M","-10.16%","22.41M","50.62M","-28.2M","9","41"
"FI","Bullish","105.94M","46.69%","98.5M","1.37M","97.12M","2","26"
"SHY","Bearish","103.07M","47.99%","28.32M","32.5M","-4.18M","0","96"
"KO","Bullish","100.78M","16.9%","44.69M","44.11M","572.38K","8","50"
"SMLF","Bearish","98.86M","12499.02%","0","96.64M","-96.64M","0","10"
"EEM","Bearish","98.58M","-22.09%","36.54M","53.05M","-16.51M","6","41"
"EWZ","Bearish","98.23M","56.34%","45.99M","50.07M","-4.08M","8","29"
"ADBE","Bearish","98.13M","16.42%","29.12M","61.89M","-32.77M","5","65"
"SHV","Bearish","97.69M","-28.65%","12.58M","47.86M","-35.28M","0","78"
"BSV","Bullish","97.55M","45.58%","66.48M","11.75M","54.73M","1","49"
"RL","Bullish","97.39M","714.46%","41.41M","28.85M","12.56M","3","47"
"BA","Bullish","96.61M","-16.05%","47.21M","34.17M","13.04M","39","106"
"ZTS","Bullish","96.51M","29.6%","49.09M","39.5M","9.59M","4","32"
"SBUX","Bearish","96.06M","135.23%","24.75M","52.28M","-27.52M","16","44"
"MCD","Bearish","94.77M","73.99%","18.89M","59.93M","-41.03M","6","68"
"RSP","Bearish","93.49M","-38.24%","23.76M","30.42M","-6.66M","23","101"
"MDB","Bullish","92.83M","47.44%","80.69M","10.44M","70.26M","8","24"
"EMB","Bullish","91.45M","17.28%","81.53M","6.42M","75.12M","6","23"
"BABA","Bearish","91.26M","-30.98%","14.69M","55.32M","-40.63M","36","84"
"FCX","Bearish","91.09M","10.88%","9.88M","71.18M","-61.3M","26","38"
"UBER","Bearish","90.9M","24.14%","28.12M","43.08M","-14.96M","24","44"
"MU","Bullish","90.44M","-63.41%","44.21M","24.64M","19.57M","55","115"
"HUM","Bullish","90.09M","39.38%","48.23M","19.95M","28.28M","1","40"
"VCSH","Bullish","89.0M","255.38%","46.1M","13.66M","32.45M","2","68"
"F","Bullish","88.36M","-9.25%","53.28M","19.0M","34.28M","9","63"
"CVS","Bearish","88.26M","42.1%","6.04M","63.28M","-57.24M","19","51"
"SO","Bullish","87.3M","9.66%","68.44M","2.56M","65.88M","5","27"
"JPST","Bearish","86.62M","47.9%","34.33M","37.48M","-3.15M","2","60"
"KMB","Bullish","85.5M","68.09%","70.78M","11.69M","59.09M","1","17"
"EWA","Bullish","85.29M","307.55%","45.01M","37.82M","7.19M","1","12"
"MDLZ","Bullish","84.97M","164.32%","77.13M","2.06M","75.06M","7","32"
"VZ","Bearish","84.6M","-13.48%","10.38M","22.91M","-12.53M","18","81"
"RWR","Bullish","82.57M","574.28%","82.57M","0","82.57M","0","2"
"ECL","Bullish","82.44M","92.63%","60.45M","19.19M","41.25M","9","30"
"QCOM","Bullish","81.42M","92.31%","35.16M","13.26M","21.9M","31","38"
"IJR","Bearish","81.05M","14.64%","23.39M","46.45M","-23.06M","14","40"
"MINT","Bearish","80.58M","166.93%","33.09M","41.18M","-8.09M","2","21"
"SPYV","Bullish","79.31M","242.52%","60.38M","8.41M","51.96M","3","41"
"COST","Bullish","78.67M","-12.11%","53.25M","15.02M","38.23M","3","39"
"XLV","Bearish","77.57M","-19.88%","6.41M","57.87M","-51.46M","15","59"
"AZTA","Bearish","76.74M","1567.28%","0","76.74M","-76.74M","0","2"
"ASML","Bullish","76.59M","-11.46%","63.52M","7.87M","55.66M","1","16"
"CE","Bullish","76.11M","152.43%","52.19M","13.65M","38.54M","1","16"
"CCL","Bearish","75.87M","-25.87%","21.23M","36.43M","-15.2M","46","109"
"XLK","Bullish","75.76M","20.08%","29.38M","25.09M","4.29M","22","58"
"KBWP","Bullish","75.63M","230.83%","75.63M","0","75.63M","0","2"
"RCL","Bullish","74.43M","8.37%","58.8M","7.64M","51.16M","9","28"
"BND","Bullish","74.37M","-33.85%","33.89M","13.22M","20.67M","4","81"
"TMO","Bullish","72.72M","24.41%","51.24M","4.22M","47.03M","0","38"
"COIN","Bullish","72.61M","-31.47%","37.25M","23.39M","13.86M","42","104"
"SHW","Bullish","72.57M","29.16%","65.87M","2.08M","63.79M","1","24"
"STZ","Bullish","72.17M","1.81%","64.03M","4.59M","59.44M","3","16"
"CTVA","Bearish","70.94M","32.88%","2.71M","40.92M","-38.21M","5","38"
"NSC","Bullish","70.2M","55.26%","59.25M","350.78K","58.9M","0","22"
"WELL","Bullish","70.11M","8.4%","56.94M","12.29M","44.64M","1","13"
"FDN","Bullish","69.5M","965.07%","55.32M","3.65M","51.67M","10","66"
"VIG","Bullish","69.43M","96.4%","35.4M","20.22M","15.18M","7","46"
"MUB","Bearish","68.33M","57.37%","12.13M","29.55M","-17.42M","6","60"
"AVEM","Bullish","67.89M","5544.71%","55.72M","7.98M","47.74M","1","20"
"TXN","Bullish","67.36M","32.21%","39.7M","18.56M","21.14M","5","41"
"AMAT","Bullish","66.64M","12.72%","39.95M","14.5M","25.44M","11","53"
"ETR","Bearish","65.66M","17.31%","19.65M","33.45M","-13.8M","7","30"
"AVGO","Bearish","64.94M","-37.18%","27.95M","32.61M","-4.66M","1","23"
"W","Bullish","64.45M","178.05%","26.4M","20.1M","6.3M","21","56"
"IVE","Bullish","62.93M","155.75%","23.96M","18.45M","5.5M","2","35"
"YUM","Bearish","62.92M","43.79%","8.25M","50.52M","-42.27M","1","18"
"EMGF","Bearish","62.27M","2990.13%","4.8M","57.47M","-52.68M","1","18"
"EQT","Bearish","62.19M","20.99%","4.12M","55.93M","-51.81M","8","12"
"BKLN","Bearish","62.13M","37.39%","16.36M","31.1M","-14.74M","3","15"
"PBR","Bullish","61.96M","227.54%","47.43M","8.74M","38.68M","3","13"
"MMM","Bearish","61.59M","-2.74%","2.02M","54.91M","-52.88M","5","18"
"HD","Bearish","61.39M","-24.7%","13.33M","27.35M","-14.02M","2","71"
"SNOW","Bullish","61.1M","-60.87%","28.97M","20.46M","8.51M","30","114"
"VWO","Bullish","61.04M","52.05%","25.0M","4.48M","20.52M","4","60"
"ELV","Bearish","60.85M","-2.5%","20.97M","34.75M","-13.79M","3","28"
"ATVI","Bearish","60.44M","-14.91%","13.67M","25.26M","-11.59M","17","39"
"SYK","Bearish","59.86M","-23.46%","7.32M","49.32M","-41.99M","0","33"
"CMG","Bearish","59.75M","2.05%","2.29M","57.46M","-55.17M","0","3"
"VDE","Bullish","59.18M","2365.06%","50.18M","3.52M","46.67M","3","26"
"SPTI","Bearish","58.2M","4.51%","12.62M","37.34M","-24.72M","0","54"
"TIP","Bearish","57.98M","61.61%","2.49M","44.41M","-41.92M","2","28"
"CMS","Bullish","57.36M","75.87%","56.03M","302.7K","55.73M","1","10"
"VNQ","Bullish","56.94M","9.13%","33.92M","11.34M","22.59M","8","30"
"MSI","Bullish","56.35M","34.13%","48.68M","1.77M","46.92M","1","30"
"MSTR","Bearish","55.9M","157.94%","15.85M","39.31M","-23.46M","9","25"
"PAYX","Bullish","55.7M","223.13%","25.51M","13.28M","12.22M","12","26"
"VUG","Bearish","54.24M","-30.53%","18.47M","19.29M","-812.59K","2","56"
"IJK","Bullish","54.09M","23.43%","38.27M","1.36M","36.9M","3","18"
"VGSH","Bearish","54.05M","16.87%","11.83M","21.4M","-9.57M","1","51"
"SLB","Bearish","53.39M","-57.27%","1.43M","17.11M","-15.69M","10","30"
"CHTR","Bullish","53.37M","117.24%","25.04M","24.21M","824.09K","2","17"
"AMGN","Bullish","53.13M","34.72%","40.41M","2.5M","37.91M","5","36"
"PPG","Bearish","52.95M","22.74%","1.93M","34.95M","-33.02M","0","19"
"DBC","Bearish","52.7M","2755.8%","0","52.7M","-52.7M","2","0"
"MLM","Bullish","52.55M","135.21%","44.57M","448.34K","44.12M","2","5"
"INFY","Bearish","52.17M","234.7%","0","520.8K","-520.8K","0","17"
"DE","Bearish","52.01M","42.32%","2.95M","43.04M","-40.09M","1","30"
"AMP","Bullish","51.9M","23.13%","42.04M","0","42.04M","0","12"
"MCO","Bearish","51.78M","5.16%","2.42M","49.36M","-46.94M","0","10"
"EXC","Bullish","51.7M","369.54%","46.23M","0","46.23M","2","16"
"AI","Bearish","51.43M","54.65%","22.4M","23.95M","-1.55M","51","78"
"IWB","Bullish","51.07M","12.45%","42.79M","1.91M","40.88M","4","15"
"CMI","Bullish","50.98M","-9.04%","50.42M","270.49K","50.15M","3","5"
"GS","Bearish","50.97M","-38.13%","20.48M","20.77M","-287.72K","8","48"
"ED","Bullish","50.81M","40.06%","48.62M","464.4K","48.16M","2","13"
"INTU","Bullish","50.72M","-51.74%","34.79M","6.65M","28.14M","1","34"
"BMY","Bullish","50.04M","37.7%","34.95M","6.39M","28.56M","9","40"
"AVB","Bearish","49.83M","10.96%","0","49.83M","-49.83M","0","8"
"GILD","Bearish","49.6M","-18.73%","18.67M","25.04M","-6.38M","23","16"
"BNDX","Bullish","49.14M","-13.67%","25.01M","8.46M","16.54M","1","48"
"IWF","Bearish","49.03M","-3.79%","15.04M","20.88M","-5.84M","15","34"
"ADI","Bullish","48.76M","-39.86%","31.95M","10.77M","21.18M","8","49"
"LESL","Bearish","48.69M","0%","0","48.26M","-48.26M","2","1"
"DOW","Bullish","48.64M","410.02%","43.11M","2.8M","40.3M","3","19"
"CSCO","Bearish","48.45M","-25.26%","16.39M","24.34M","-7.95M","5","47"
"TEL","Bullish","48.0M","7.01%","46.26M","1.74M","44.53M","0","10"
"MMC","Bearish","47.87M","-29.72%","1.23M","46.64M","-45.42M","1","17"
"MARA","Bullish","47.79M","108.4%","25.7M","15.37M","10.33M","31","46"
"HLT","Bullish","47.11M","-33.77%","27.64M","12.18M","15.47M","2","22"
"MCK","Bearish","47.05M","-12.23%","4.15M","41.47M","-37.32M","0","8"
"IJH","Bearish","47.0M","96.13%","17.05M","21.98M","-4.93M","14","40"
"SMCI","Bearish","46.92M","0.48%","16.37M","20.87M","-4.5M","13","98"
"NEM","Bearish","46.31M","145.32%","13.83M","31.36M","-17.53M","13","38"
"ABNB","Bullish","46.27M","-19.66%","19.11M","12.32M","6.79M","16","54"
"AJG","Bearish","45.98M","-11.32%","10.33M","33.55M","-23.22M","1","21"
"SOXL","Bullish","45.34M","-44.55%","16.56M","12.21M","4.35M","12","81"
"FIXD","Bearish","45.2M","74.86%","1.72M","42.42M","-40.7M","5","10"
"TMUS","Bullish","45.19M","63.8%","33.21M","3.39M","29.82M","4","42"
"EWJ","Bearish","45.11M","111.51%","6.8M","34.0M","-27.19M","3","25"
"ROP","Bearish","44.37M","-41.52%","12.27M","32.11M","-19.84M","0","6"
"SPLG","Bullish","44.13M","-5.05%","24.57M","2.09M","22.49M","4","37"
"EMR","Bearish","44.07M","-35.33%","0","42.34M","-42.34M","2","8"
"SHOP","Bearish","43.98M","40.2%","15.64M","16.0M","-361.06K","29","52"
"BLK","Bearish","43.96M","-22.28%","10.14M","27.91M","-17.77M","2","22"
"ON","Bullish","43.89M","7.3%","13.3M","10.71M","2.59M","21","34"
"D","Bullish","43.6M","-4.96%","32.67M","1.84M","30.83M","10","22"
"JD","Bullish","43.47M","135.67%","36.67M","6.8M","29.87M","11","3"
"SHEL","Bearish","43.38M","90.52%","17.21M","21.82M","-4.6M","7","7"
"GIS","Bullish","43.38M","-13.81%","27.1M","14.53M","12.57M","6","21"
"IWD","Bullish","43.3M","-19.08%","23.43M","9.24M","14.19M","4","46"
"FANG","Bearish","43.27M","314.48%","1.08M","41.56M","-40.48M","3","11"
"LMT","Bullish","42.75M","-40.74%","36.25M","555.66K","35.7M","0","15"
"TNA","Bearish","41.82M","-9.15%","11.24M","19.84M","-8.6M","23","68"
"PCG","Bearish","41.82M","-67.77%","7.54M","9.76M","-2.21M","4","32"
"PM","Bearish","41.67M","26.07%","15.31M","18.24M","-2.93M","4","21"
"ELF","Bearish","41.66M","-23.42%","0","41.36M","-41.36M","0","3"
"SMH","Bearish","41.54M","-2.38%","9.59M","20.7M","-11.11M","15","36"
"SDY","Bearish","41.53M","748.14%","3.05M","37.06M","-34.01M","2","13"
"AON","Bearish","41.52M","-34.66%","2.01M","37.26M","-35.25M","0","8"
"TT","Bullish","41.39M","-2.43%","34.08M","826.32K","33.25M","0","11"
"MRNA","Bearish","41.32M","179.33%","12.28M","20.3M","-8.02M","25","64"
"WAT","Bullish","40.95M","48.87%","34.29M","651.26K","33.64M","0","12"
"GLW","Bullish","40.74M","35.46%","37.1M","1.18M","35.91M","2","10"
"GOVT","Bearish","40.51M","-29.72%","11.06M","14.68M","-3.62M","0","51"
"SPTL","Bearish","40.37M","90.5%","2.41M","36.25M","-33.84M","6","13"
"DRI","Bearish","40.29M","2.52%","0","36.45M","-36.45M","1","17"
"NI","Bullish","40.14M","141.02%","40.14M","0","40.14M","0","7"
"USFR","Bearish","39.85M","-54.4%","4.94M","16.92M","-11.97M","0","60"
"IAU","Bearish","39.51M","99.34%","8.69M","16.95M","-8.27M","1","60"
"REGN","Bearish","39.39M","-7.89%","7.87M","31.51M","-23.64M","2","10"
"WMB","Bullish","39.37M","128.76%","1.55M","1.04M","507.87K","0","15"
"DDOG","Bullish","39.21M","143.95%","5.33M","2.67M","2.65M","2","19"
"PSEP","Bearish","39.18M","1105.04%","0","31.1M","-31.1M","0","4"
"LSI","Bearish","38.98M","372.31%","2.69M","36.29M","-33.6M","1","4"
"BK","Bearish","38.84M","3.45%","0","36.13M","-36.13M","0","12"
"ZBH","Bullish","38.76M","-0.38%","31.97M","3.96M","28.01M","0","11"
"ES","Bullish","38.7M","233.13%","33.17M","2.12M","31.05M","1","11"
"CMCSA","Bullish","38.57M","-44.21%","21.04M","13.47M","7.56M","6","28"
"PEG","Bullish","38.04M","26.42%","37.79M","0","37.79M","0","7"
"XLC","Bearish","38.03M","122.64%","14.28M","16.22M","-1.93M","3","31"
"SPYG","Bearish","37.78M","230.3%","15.12M","17.11M","-1.99M","3","37"
"EWW","Bullish","37.61M","32.9%","34.28M","979.06K","33.3M","4","8"
"DUK","Bullish","37.51M","-33.05%","33.51M","1.54M","31.97M","4","19"
"HPQ","Bullish","37.44M","-14.12%","36.39M","710.76K","35.68M","2","6"
"DD","Bullish","37.22M","-8.68%","30.45M","5.93M","24.52M","1","9"
"XEL","Bullish","37.13M","242.77%","34.53M","314.82K","34.21M","3","9"
"LYB","Bullish","36.89M","31.28%","26.13M","9.39M","16.74M","0","7"
"VTR","Bullish","36.83M","1.58%","29.39M","5.29M","24.1M","0","6"
"CI","Bullish","36.67M","31.54%","24.14M","9.77M","14.36M","0","11"
"FTSL","Bearish","36.58M","3621.02%","2.55M","33.09M","-30.54M","1","4"
"SSO","Bullish","36.54M","-52.97%","15.11M","15.08M","29.86K","5","37"
"MAS","Bearish","36.46M","60.54%","3.05M","26.97M","-23.93M","2","16"
"RBLX","Bearish","36.39M","-22.76%","5.9M","26.7M","-20.8M","11","22"
"MCHP","Bullish","36.28M","4.9%","12.98M","11.7M","1.27M","14","35"
"BAX","Bearish","35.95M","117.9%","11.44M","21.91M","-10.47M","4","13"
"MNST","Bullish","35.94M","145.74%","16.14M","14.71M","1.44M","8","15"
"PHM","Bearish","35.9M","11.41%","2.06M","30.12M","-28.07M","1","18"
"MOH","Bullish","35.82M","62.05%","19.25M","911.42K","18.34M","0","12"
"LRCX","Bearish","35.69M","-54.87%","4.93M","24.17M","-19.23M","5","17"
"VALE","Bullish","35.62M","92.28%","19.18M","13.5M","5.68M","4","22"
"EOG","Bullish","35.59M","-6.83%","19.42M","10.83M","8.6M","4","27"
"DVN","Bullish","35.58M","16.79%","22.8M","9.21M","13.59M","19","28"
"LYV","Bullish","35.45M","37.51%","23.49M","0","23.49M","0","10"
"ULTA","Bullish","35.28M","82.95%","28.04M","523.02K","27.51M","0","14"
"VB","Bearish","35.25M","20.5%","4.21M","12.62M","-8.41M","1","21"
"GDX","Bullish","34.83M","-29.53%","18.44M","10.4M","8.04M","10","31"
"PLTR","Bullish","34.59M","20.67%","20.68M","7.56M","13.13M","12","48"
"CAG","Bullish","34.46M","39.08%","32.75M","724.3K","32.03M","2","8"
