"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","9.07B","63.39%","5.67B","2.72B","2.95B","691","831"
"QQQ","","4.12B","2.86%","1.71B","2.07B","-354.98M","297","403"
"AAPL","","825.36M","141.29%","619.96M","205.4M","414.56M","3","3"
"MSFT","","727.0M","-8.86%","294.43M","432.58M","-138.15M","10","0"
"JNJ","","659.86M","-93.29%","431.13M","228.73M","202.4M","4","7"
"SQQQ","","568.04M","77.98%","170.78M","237.26M","-66.48M","149","835"
"IWM","","559.31M","1.76%","281.25M","241.99M","39.26M","31","49"
"TQQQ","","553.82M","25.21%","155.91M","198.45M","-42.55M","285","819"
"TNET","","434.77M","337.83%","434.42M","345.06K","434.08M","7","4"
"NVDA","","427.82M","-45.74%","197.13M","230.69M","-33.56M","8","2"
"META","","316.11M","-48.95%","192.98M","116.81M","76.17M","5","9"
"MCD","","288.66M","1086.89%","78.0M","207.85M","-129.85M","8","5"
"AMZN","","275.69M","5.32%","221.32M","39.56M","181.77M","3","3"
"XOM","","274.7M","9.53%","4.55M","270.15M","-265.6M","2","5"
"BRK/B","","265.49M","-19.2%","200.86M","51.44M","149.42M","7","62"
"LLY","","231.01M","4.28%","81.42M","149.59M","-68.16M","1","3"
"CAR","","227.12M","856.19%","1.5M","223.95M","-222.45M","2","8"
"VOO","","206.43M","32.26%","110.94M","39.6M","71.34M","54","97"
"KVUE","","205.57M","-91.37%","49.01M","79.48M","-30.47M","35","117"
"GOOGL","","204.97M","2.22%","0","204.97M","-204.97M","2","2"
"BIL","","203.14M","-37.16%","107.98M","20.59M","87.38M","0","155"
"IAU","","199.51M","4.61%","4.51M","190.94M","-186.43M","2","36"
"CVX","","195.38M","-21.62%","181.71M","13.67M","168.04M","4","2"
"AVGO","","190.88M","213.36%","48.22M","142.66M","-94.43M","2","5"
"IVV","","190.32M","-48.6%","38.61M","132.96M","-94.35M","29","58"
"USFR","","177.02M","93.47%","62.18M","72.15M","-9.97M","0","104"
"ORCL","","173.12M","-3.27%","157.97M","10.99M","146.98M","3","8"
"AON","","156.68M","333.52%","155.68M","0","155.68M","0","6"
"LIN","","155.2M","89.28%","146.07M","9.13M","136.95M","1","3"
"NEE","","154.3M","21.64%","55.64M","96.69M","-41.05M","2","10"
"MRK","","150.32M","-22.26%","26.69M","123.63M","-96.94M","0","2"
"PLD","","148.58M","141.37%","0","148.58M","-148.58M","1","7"
"TIP","","144.08M","79.69%","5.48M","134.99M","-129.51M","1","20"
"WDAY","","138.79M","414.9%","74.49M","25.1M","49.4M","21","54"
"DIS","","134.0M","-17.13%","89.8M","39.2M","50.6M","10","4"
"SE","","133.43M","355.76%","91.71M","23.18M","68.53M","13","46"
"PFE","","132.54M","-19.41%","3.65M","119.11M","-115.45M","1","5"
"GOOG","","131.67M","-25.46%","0","131.67M","-131.67M","2","1"
"AMGN","","130.49M","346.99%","129.02M","1.47M","127.55M","1","6"
"SLF","","128.21M","334.82%","0","128.21M","-128.21M","1","0"
"AMD","","125.21M","-44.53%","42.47M","79.09M","-36.62M","17","8"
"MS","","122.39M","27.3%","109.49M","12.89M","96.6M","1","8"
"VTI","","120.86M","8.24%","59.29M","26.68M","32.61M","34","89"
"BMY","","120.85M","154.86%","82.32M","38.54M","43.78M","1","7"
"UBER","","120.2M","6.96%","62.58M","48.87M","13.71M","9","13"
"PG","","119.79M","-34.07%","101.0M","18.79M","82.2M","1","3"
"RPRX","","117.45M","4337.41%","27.1M","90.0M","-62.9M","1","5"
"SSO","","116.81M","403.39%","11.94M","90.31M","-78.38M","28","68"
"KLAC","","116.42M","201.79%","13.17M","103.25M","-90.09M","0","6"
"BA","","115.9M","95.32%","51.84M","43.01M","8.83M","9","19"
"C","","115.24M","-16.73%","6.68M","108.56M","-101.87M","7","11"
"TGT","","113.65M","9.43%","90.22M","15.15M","75.07M","9","30"
"HUBB","","113.6M","8554.51%","319.03K","102.48M","-102.16M","0","8"
"UPS","","112.96M","36.08%","96.7M","9.14M","87.56M","2","12"
"TMUS","","105.92M","187.8%","2.29M","92.38M","-90.09M","4","15"
"AXP","","103.33M","34.31%","35.65M","59.79M","-24.14M","1","6"
"CTVA","","103.08M","134.6%","101.41M","459.64K","100.95M","1","13"
"WFC","","102.82M","0.07%","15.83M","78.21M","-62.38M","2","10"
"TSLA","","102.44M","-74.06%","8.85M","93.59M","-84.74M","5","4"
"XEL","","101.9M","312.22%","60.84M","28.36M","32.49M","12","16"
"ABBV","","100.31M","-32.85%","0","100.31M","-100.31M","0","3"
"SPXL","","98.92M","148.72%","31.92M","28.44M","3.48M","58","139"
"ABT","","97.62M","17.82%","0","97.62M","-97.62M","0","3"
"MCK","","97.56M","24.53%","46.26M","49.39M","-3.13M","1","11"
"EMR","","94.77M","153.28%","11.13M","83.64M","-72.5M","1","8"
"LOW","","91.59M","-7.96%","7.9M","83.68M","-75.78M","1","5"
"TJX","","91.16M","-18.81%","13.29M","75.0M","-61.71M","2","7"
"MUB","","89.84M","-12.85%","55.36M","23.8M","31.56M","9","48"
"SMCI","","89.51M","-20.67%","36.77M","42.7M","-5.93M","34","124"
"SYK","","87.56M","54.3%","2.09M","84.08M","-81.99M","0","5"
"BKNG","","85.62M","67.68%","50.62M","35.0M","15.62M","2","1"
"GM","","84.66M","705.55%","3.61M","80.55M","-76.94M","8","7"
"SPGP","","84.58M","850.75%","827.96K","83.46M","-82.63M","0","5"
"VCIT","","84.49M","178.19%","40.2M","36.6M","3.59M","2","34"
"VHT","","84.27M","810.17%","493.12K","82.77M","-82.28M","1","5"
"SOXL","","83.74M","54.36%","40.15M","32.27M","7.88M","49","122"
"MMM","","81.39M","36.58%","80.6M","791.17K","79.81M","0","5"
"IGSB","","81.03M","429.11%","13.86M","23.6M","-9.74M","0","16"
"IEI","","80.64M","45.94%","60.33M","15.45M","44.88M","2","25"
"AGG","","79.02M","-38.5%","19.32M","20.13M","-807.89K","6","100"
"BKI","","78.17M","1.81%","59.46M","7.44M","52.02M","4","26"
"LMT","","77.54M","-9.05%","0","76.38M","-76.38M","0","5"
"ED","","77.12M","64.0%","0","77.12M","-77.12M","0","5"
"PPG","","75.96M","92.71%","75.06M","903.38K","74.15M","1","7"
"COST","","74.2M","-25.33%","59.11M","12.43M","46.67M","1","6"
"HSY","","73.84M","184.24%","40.91M","30.0M","10.91M","1","8"
"DHR","","73.63M","-30.37%","5.7M","64.6M","-58.9M","0","5"
"TT","","73.23M","126.21%","59.47M","13.27M","46.2M","2","9"
"EWZ","","72.16M","25.24%","24.61M","45.1M","-20.48M","9","33"
"TFC","","70.65M","94.58%","14.73M","41.02M","-26.29M","4","3"
"ROST","","70.46M","78.77%","68.86M","839.84K","68.02M","1","9"
"BABA","","70.29M","-48.31%","4.61M","65.68M","-61.08M","2","4"
"JNK","","70.0M","16.09%","35.87M","29.05M","6.81M","3","28"
"FTV","","69.08M","146.96%","24.41M","9.81M","14.6M","3","17"
"HUM","","68.39M","-1.61%","67.24M","0","67.24M","0","7"
"SOXS","","67.97M","113.54%","19.19M","26.9M","-7.71M","29","137"
"RSP","","67.51M","-9.17%","13.99M","33.07M","-19.08M","18","64"
"GVI","","67.49M","815.59%","66.74M","745.33K","66.0M","0","6"
"MMC","","67.14M","24.47%","0","65.66M","-65.66M","0","4"
"VEA","","67.11M","-15.49%","21.95M","22.25M","-292.63K","1","88"
"EL","","66.66M","-43.37%","13.64M","50.32M","-36.68M","3","19"
"MPWR","","66.14M","120.91%","31.17M","0","31.17M","1","10"
"PODD","","66.09M","56.0%","8.32M","52.41M","-44.1M","7","22"
"BND","","65.99M","-18.58%","16.87M","14.99M","1.88M","5","81"
"EFX","","65.8M","50.84%","53.08M","6.23M","46.84M","1","11"
"IWD","","64.4M","-4.69%","18.51M","31.52M","-13.0M","9","50"
"FCX","","63.72M","6.05%","4.47M","56.58M","-52.11M","3","12"
"RCL","","63.57M","33.35%","5.77M","37.47M","-31.7M","1","14"
"AFRM","","62.95M","843.7%","13.7M","45.15M","-31.45M","35","42"
"PEP","","62.72M","211.2%","0","58.26M","-58.26M","0","5"
"MTUM","","59.16M","204.97%","7.85M","51.31M","-43.46M","2","4"
"CHTR","","58.97M","8.35%","16.21M","8.84M","7.38M","0","19"
"MCO","","58.86M","34.16%","2.62M","55.05M","-52.43M","0","8"
"CWB","","58.03M","319.35%","1.25M","53.81M","-52.56M","1","9"
