"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","7.48B","-16.78%","3.59B","3.36B","230.19M","217","333"
"QQQ","","2.43B","-39.79%","1.4B","836.27M","564.5M","108","179"
"IWM","","1.33B","-43.46%","713.55M","466.46M","247.09M","98","161"
"MSFT","","993.09M","196.06%","0","993.09M","-993.09M","0","3"
"IVV","","702.61M","-57.34%","591.3M","47.1M","544.2M","37","117"
"KRTX","","364.69M","3686.55%","88.42M","143.94M","-55.52M","34","172"
"CAT","","345.47M","568.44%","345.47M","0","345.47M","0","6"
"BIL","","339.58M","8.47%","27.75M","196.82M","-169.07M","0","237"
"AMZN","","323.64M","-21.45%","227.75M","95.89M","131.87M","2","1"
"AXP","","261.56M","13.14%","261.56M","0","261.56M","0","8"
"XOM","","257.45M","-43.48%","127.46M","129.99M","-2.53M","1","3"
"CVX","","221.05M","-21.3%","210.22M","10.83M","199.39M","1","1"
"BRK/B","","211.85M","-41.91%","184.2M","17.1M","167.1M","2","61"
"AVGO","","195.48M","-23.77%","12.36M","129.02M","-116.66M","0","6"
"ANSS","","189.84M","6024.99%","50.32M","56.16M","-5.84M","23","256"
"COIN","","187.94M","46.96%","91.25M","71.05M","20.2M","68","177"
"JPM","","183.88M","-4.16%","183.88M","0","183.88M","4","0"
"SPTI","","183.2M","1725.75%","9.88M","169.94M","-160.06M","1","19"
"AGG","","180.96M","-56.22%","54.36M","53.54M","818.61K","13","193"
"RSP","","179.94M","-55.59%","118.0M","34.17M","83.83M","17","90"
"PXD","","174.78M","176.17%","12.64M","160.93M","-148.29M","2","6"
"VOO","","164.49M","-57.67%","76.64M","33.01M","43.63M","31","109"
"TSLA","","159.83M","-50.0%","138.07M","21.76M","116.31M","3","2"
"VTI","","158.22M","-29.81%","54.8M","35.88M","18.92M","46","181"
"PANW","","157.84M","61.72%","44.84M","37.18M","7.66M","4","8"
"MARA","","157.14M","96.99%","73.42M","72.49M","932.67K","133","199"
"DASH","","154.25M","224.18%","145.35M","7.27M","138.08M","3","26"
"SMCI","","149.7M","17.76%","44.99M","70.59M","-25.6M","26","284"
"TFC","","144.75M","224.14%","139.83M","3.68M","136.15M","6","8"
"AAPL","","136.49M","-80.79%","0","136.49M","-136.49M","2","0"
"META","","133.7M","-62.08%","91.6M","31.78M","59.82M","2","1"
"C","","132.39M","46.57%","99.26M","21.13M","78.13M","6","14"
"BAC","","129.01M","27.65%","117.12M","3.51M","113.61M","3","4"
"MA","","127.59M","16.87%","127.59M","0","127.59M","0","5"
"SNAP","","121.79M","-36.6%","2.8M","117.43M","-114.63M","4","13"
"WFC","","121.51M","-19.51%","98.35M","23.16M","75.19M","2","6"
"DIS","","121.21M","-47.82%","109.15M","7.91M","101.24M","4","5"
"IWD","","121.16M","-22.96%","32.05M","62.66M","-30.6M","17","84"
"MMC","","119.98M","17.49%","62.51M","56.53M","5.98M","2","5"
"JPST","","114.56M","-44.11%","35.7M","25.13M","10.57M","0","120"
"MUB","","110.95M","-39.4%","50.68M","21.71M","28.97M","6","109"
"IMCG","","108.6M","2928.05%","105.94M","1.76M","104.18M","1","8"
"BMRN","","107.1M","1457.49%","18.78M","62.33M","-43.55M","6","18"
"VEA","","105.65M","-1.32%","71.72M","10.46M","61.27M","6","117"
"CI","","103.31M","334.06%","96.4M","999.91K","95.4M","0","5"
"CRM","","100.66M","28.2%","83.33M","17.32M","66.01M","2","3"
"EFA","","98.69M","-67.55%","62.06M","20.86M","41.2M","3","52"
"SHW","","94.57M","146.88%","93.34M","1.23M","92.1M","0","4"
"DT","","93.38M","1602.68%","89.73M","2.7M","87.03M","2","3"
"MU","","92.79M","-58.18%","67.34M","24.39M","42.95M","13","4"
"USFR","","92.33M","-1.74%","26.87M","35.75M","-8.88M","1","117"
"ST","","91.91M","2041.14%","0","89.09M","-89.09M","1","5"
"VWO","","90.93M","-5.96%","55.51M","13.56M","41.95M","1","81"
"TXN","","90.2M","5.97%","81.45M","8.75M","72.7M","0","4"
"SPXL","","87.93M","-17.05%","24.3M","17.65M","6.65M","45","137"
"PNR","","87.62M","658.06%","87.62M","0","87.62M","0","3"
"BKNG","","86.37M","21.08%","38.89M","43.94M","-5.04M","1","3"
"IXN","","85.67M","15047.42%","84.98M","0","84.98M","2","4"
"AFRM","","83.08M","-30.09%","40.65M","23.24M","17.41M","92","115"
"ORLY","","82.58M","304.99%","2.64M","79.94M","-77.3M","0","5"
"BKLN","","82.38M","-49.08%","75.81M","4.25M","71.56M","0","23"
"PFE","","81.9M","-39.04%","81.9M","0","81.9M","0","5"
"NTES","","79.68M","543.57%","20.1M","29.43M","-9.33M","14","55"
"CRH","","79.61M","113.64%","79.01M","0","79.01M","0","2"
"BKR","","79.3M","470.88%","685.1K","76.69M","-76.0M","3","6"
