"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","5.58B","17.75%","4.3B","1.06B","3.23B","480","282"
"QQQ","","3.01B","34.63%","1.95B","811.58M","1.14B","309","290"
"EFG","","1.25B","25425.58%","97.29M","1.08B","-983.15M","46","83"
"IWM","","1.22B","37.87%","869.43M","284.53M","584.9M","57","54"
"AAPL","","1.11B","454.98%","780.61M","327.06M","453.55M","8","5"
"NVDA","","735.81M","301.87%","618.26M","117.56M","500.7M","15","1"
"IUSB","","713.95M","2953.77%","599.09M","90.21M","508.87M","10","107"
"EMXC","","712.05M","3364.21%","398.34M","250.14M","148.2M","29","103"
"GOVT","","706.09M","369.95%","179.28M","439.2M","-259.92M","3","137"
"IVV","","703.16M","125.89%","483.04M","123.81M","359.22M","104","120"
"EFV","","676.62M","7722.43%","63.81M","591.24M","-527.43M","26","84"
"OEF","","676.48M","19946.28%","496.01M","97.71M","398.3M","38","167"
"TSLA","","590.11M","62.54%","407.06M","172.3M","234.76M","14","12"
"TQQQ","","589.46M","37.61%","194.67M","192.29M","2.38M","363","708"
"MUB","","555.26M","113.4%","350.3M","105.79M","244.5M","46","252"
"IXC","","543.31M","4037.78%","444.71M","82.25M","362.45M","16","79"
"IYW","","497.85M","20743.44%","434.04M","30.31M","403.72M","33","94"
"VMW","","481.75M","47.33%","357.92M","111.46M","246.45M","35","42"
"TLH","","455.35M","515.49%","219.79M","26.69M","193.1M","11","60"
"XOM","","431.83M","144.05%","410.35M","21.48M","388.87M","5","4"
"AMZN","","401.37M","56.28%","352.57M","18.38M","334.19M","7","2"
"IJH","","393.89M","796.33%","122.39M","212.93M","-90.55M","39","101"
"META","","390.28M","31.09%","325.45M","64.83M","260.61M","8","1"
"USMV","","386.11M","741.46%","166.95M","201.85M","-34.9M","32","86"
"TIP","","368.51M","1342.09%","57.29M","287.34M","-230.06M","12","77"
"VMBS","","365.33M","341.87%","11.07M","346.53M","-335.46M","1","35"
"QUAL","","357.68M","1337.51%","199.73M","127.92M","71.81M","35","75"
"VTEB","","348.21M","232.74%","156.99M","122.66M","34.33M","24","204"
"PG","","341.03M","178.22%","300.37M","29.6M","270.77M","4","7"
"NFLX","","324.67M","124.05%","141.42M","171.42M","-30.0M","13","27"
"IEMG","","322.6M","511.61%","180.11M","112.89M","67.21M","15","121"
"SQQQ","","319.12M","39.1%","106.37M","108.57M","-2.2M","104","410"
"FND","","317.2M","4617.53%","285.78M","29.19M","256.59M","22","11"
"USIG","","279.6M","5732.68%","9.83M","265.72M","-255.89M","1","18"
"DIS","","236.03M","73.91%","94.0M","131.24M","-37.24M","5","9"
"MU","","228.62M","730.46%","166.57M","62.04M","104.53M","12","3"
"VCIT","","221.34M","-51.02%","73.96M","135.07M","-61.12M","9","53"
"ESGE","","201.84M","9592.34%","127.4M","69.59M","57.81M","6","31"
"GOOGL","","195.04M","-36.51%","153.71M","41.32M","112.39M","2","2"
"EFA","","191.48M","51.21%","152.38M","28.6M","123.78M","11","51"
"BND","","186.03M","59.68%","84.89M","36.8M","48.09M","15","167"
"VOO","","178.64M","-19.92%","51.41M","70.08M","-18.67M","74","79"
"IAU","","170.94M","698.06%","8.42M","152.56M","-144.14M","4","35"
"SPDW","","164.56M","369.31%","3.8M","150.05M","-146.25M","4","37"
"QCOM","","164.21M","232.4%","157.91M","6.3M","151.61M","5","3"
"AGG","","159.42M","2.49%","34.73M","47.51M","-12.78M","25","182"
"VEA","","157.13M","83.71%","21.47M","112.22M","-90.75M","11","74"
"UNP","","152.33M","702.68%","116.36M","34.48M","81.89M","7","4"
"T","","151.68M","1214.83%","112.78M","15.46M","97.32M","6","13"
"ORCL","","148.15M","101.19%","30.58M","117.57M","-87.0M","2","2"
"BMY","","148.12M","103.33%","135.14M","6.22M","128.92M","3","6"
"MS","","147.92M","-11.66%","14.08M","132.84M","-118.75M","3","9"
"ADBE","","143.6M","320.56%","61.66M","9.77M","51.89M","4","15"
"AVGO","","141.79M","54.02%","141.79M","0","141.79M","6","2"
"CVX","","141.26M","9.55%","124.95M","9.55M","115.4M","3","3"
"CSCO","","140.9M","272.63%","107.98M","28.09M","79.89M","2","4"
"VGIT","","138.06M","-20.39%","18.87M","106.36M","-87.49M","4","45"
"TFLO","","136.67M","330.67%","45.98M","67.09M","-21.11M","0","77"
"AXP","","127.56M","6.28%","91.45M","34.31M","57.14M","16","12"
"PXD","","126.85M","60.08%","98.47M","18.26M","80.21M","12","15"
"AMD","","125.22M","10.78%","28.15M","93.15M","-64.99M","9","9"
"SPIB","","122.29M","874.94%","10.43M","100.29M","-89.86M","2","43"
"VICI","","121.47M","169.3%","4.8M","115.65M","-110.85M","6","10"
"SCHP","","121.43M","1144.15%","101.45M","18.26M","83.19M","3","18"
"NKE","","114.42M","83.54%","88.47M","22.9M","65.57M","8","4"
"FUTY","","113.75M","74.39%","0","113.75M","-113.75M","1","0"
"VUG","","113.74M","78.59%","39.41M","67.73M","-28.32M","9","60"
"PDD","","111.57M","-2.07%","12.74M","94.79M","-82.05M","7","5"
"USHY","","110.98M","181.44%","3.93M","14.54M","-10.61M","2","11"
"SMCI","","109.07M","10.76%","48.8M","46.37M","2.43M","42","138"
"VFH","","109.01M","71.34%","2.42M","106.59M","-104.17M","3","1"
"PLD","","105.56M","636.69%","45.74M","26.69M","19.05M","4","12"
"VTI","","104.22M","5.49%","49.9M","24.19M","25.71M","39","80"
"BIL","","102.14M","-63.74%","24.69M","10.47M","14.23M","0","139"
"SGEN","","101.51M","80.59%","74.55M","9.83M","64.71M","6","45"
"BRK/B","","101.11M","-47.94%","71.26M","21.26M","49.99M","28","72"
"AME","","100.55M","1572.6%","13.48M","64.55M","-51.08M","3","14"
"PEP","","100.29M","99.79%","64.74M","35.54M","29.2M","2","5"
"MBB","","99.64M","-72.35%","30.16M","50.41M","-20.25M","14","75"
"SPLG","","99.07M","133.79%","60.33M","23.18M","37.15M","17","45"
"UPS","","98.95M","4.29%","11.25M","74.04M","-62.79M","4","6"
"XMHQ","","98.77M","621.36%","85.85M","4.72M","81.13M","2","15"
"ENPH","","97.8M","473.45%","40.42M","56.84M","-16.42M","8","19"
"IYH","","97.51M","6511.74%","5.43M","84.73M","-79.31M","6","30"
"BAC","","96.68M","22.6%","48.72M","44.73M","3.99M","5","3"
"VICR","","94.69M","36340.52%","94.69M","0","94.69M","19","0"
"HD","","93.76M","228.46%","0","93.76M","-93.76M","3","6"
"WELL","","93.18M","653.58%","16.65M","53.25M","-36.61M","13","38"
"ABBV","","92.6M","-0.99%","38.24M","24.72M","13.52M","0","9"
"MA","","92.28M","386.45%","43.31M","48.97M","-5.67M","2","2"
"DG","","91.41M","-30.46%","33.58M","18.38M","15.21M","12","33"
"SPTS","","90.84M","96.33%","28.9M","2.23M","26.67M","1","13"
"PYPL","","89.91M","93.48%","78.02M","11.18M","66.84M","11","3"
"ESGD","","89.86M","4210.95%","6.4M","78.3M","-71.9M","11","15"
"EWJ","","89.0M","202.28%","1.23M","85.65M","-84.41M","3","10"
"VTV","","87.48M","-13.07%","24.52M","39.4M","-14.88M","27","61"
"SCHZ","","85.65M","1274.17%","57.69M","16.44M","41.26M","2","36"
"ENB","","84.03M","1006.97%","84.03M","0","84.03M","0","1"
"COST","","83.32M","353.83%","67.35M","3.55M","63.8M","4","8"
"ABCM","","83.25M","221.38%","33.01M","36.46M","-3.45M","4","35"
"VCLT","","82.43M","-0.56%","33.78M","44.9M","-11.12M","5","29"
"RIVN","","82.02M","41.13%","73.51M","5.14M","68.37M","21","29"
"CL","","81.74M","186.4%","38.29M","31.71M","6.58M","7","11"
"C","","81.22M","-1.99%","9.64M","69.06M","-59.42M","6","8"
"BURL","","78.94M","366.32%","75.64M","1.67M","73.97M","2","13"
"LCTU","","75.91M","0%","69.15M","3.15M","66.0M","3","19"
"SPLK","","75.78M","245.54%","4.09M","64.17M","-60.07M","8","9"
"VCSH","","75.68M","-54.56%","3.32M","62.89M","-59.56M","2","37"
"VLO","","75.09M","556.56%","71.92M","3.17M","68.75M","2","7"
"SNY","","74.73M","252.33%","9.79M","64.94M","-55.15M","6","0"
"CI","","74.5M","228.02%","63.0M","9.96M","53.04M","2","5"
"TFI","","73.4M","-5.12%","65.14M","6.98M","58.17M","2","27"
"DHR","","73.35M","115.74%","9.11M","10.35M","-1.24M","7","18"
"FCX","","72.92M","33.69%","12.83M","45.53M","-32.71M","3","21"
"USFR","","72.23M","-38.55%","32.6M","18.32M","14.28M","0","69"
"EMB","","72.19M","0.34%","27.77M","39.37M","-11.6M","8","31"
"FBND","","72.14M","139.75%","3.92M","6.24M","-2.32M","3","13"
"IWD","","71.54M","-60.16%","31.57M","20.06M","11.51M","15","44"
"SPTI","","71.26M","472.64%","6.59M","2.91M","3.68M","3","21"
"LULU","","70.65M","-82.19%","24.1M","42.59M","-18.48M","8","17"
"IEFA","","70.15M","-11.19%","20.52M","25.74M","-5.22M","12","70"
"NVS","","67.96M","0%","0","67.96M","-67.96M","2","0"
"KVUE","","67.77M","43.32%","3.77M","51.01M","-47.24M","5","33"
"INTC","","67.35M","41.69%","46.23M","15.61M","30.62M","8","4"
"AVTR","","67.12M","91.64%","17.21M","37.74M","-20.53M","13","22"
"SPXL","","66.97M","9.6%","20.96M","25.52M","-4.57M","61","59"
"PDBC","","66.76M","463.59%","58.33M","7.65M","50.68M","2","15"
"IR","","66.62M","653.32%","2.21M","57.95M","-55.74M","6","17"
"MRVL","","66.05M","129.36%","46.96M","5.0M","41.96M","13","8"
"GM","","64.59M","127.53%","43.66M","15.32M","28.34M","14","16"
"DELL","","64.44M","-2.35%","1.01M","51.25M","-50.24M","4","19"
