"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","18.41B","23.08%","8.55B","9.25B","-695.27M","346","503"
"TSLA","","5.95B","-8.33%","2.1B","2.14B","-37.16M","2231","7809"
"QQQ","","4.24B","39.1%","2.35B","1.69B","657.5M","220","259"
"NVDA","","3.48B","19.93%","1.34B","1.25B","90.7M","508","3637"
"AAPL","","2.59B","121.5%","1.3B","534.13M","770.09M","697","2282"
"VOO","","1.76B","428.49%","369.96M","1.27B","-899.33M","66","249"
"IWM","","1.64B","5.87%","978.0M","531.72M","446.28M","99","122"
"AMD","","1.44B","-9.36%","324.54M","470.5M","-145.97M","717","2162"
"AMZN","","1.29B","75.71%","338.41M","669.7M","-331.3M","297","853"
"META","","1.2B","47.59%","227.15M","742.13M","-514.98M","201","1002"
"MSFT","","1.15B","60.39%","488.06M","426.51M","61.55M","221","646"
"HYG","","1.0B","77.29%","412.97M","486.18M","-73.21M","22","298"
"TQQQ","","664.26M","109.89%","101.4M","391.35M","-289.95M","121","558"
"IVV","","631.73M","110.65%","236.03M","299.87M","-63.84M","46","145"
"UBER","","620.98M","235.3%","200.1M","371.34M","-171.24M","82","171"
"BRK/B","","616.22M","81.35%","566.25M","28.33M","537.93M","7","126"
"XOM","","595.08M","18.58%","129.82M","403.59M","-273.78M","84","208"
"IWD","","526.42M","239.44%","159.55M","302.78M","-143.23M","60","156"
"DIA","","514.86M","205.91%","264.99M","141.93M","123.06M","53","141"
"TLT","","476.77M","-0.44%","138.76M","237.06M","-98.29M","42","284"
"PDD","","427.51M","1162.72%","345.75M","72.89M","272.87M","21","55"
"KVUE","","426.84M","2561.41%","29.34M","382.8M","-353.47M","11","42"
"LQD","","418.17M","72.1%","191.67M","178.31M","13.36M","23","187"
"VCIT","","409.55M","522.95%","87.77M","302.17M","-214.4M","6","72"
"RSP","","406.84M","256.59%","252.81M","93.73M","159.08M","46","173"
"BIL","","395.51M","95.3%","100.27M","146.54M","-46.27M","0","379"
"CI","","378.76M","725.91%","138.87M","171.46M","-32.59M","7","60"
"COIN","","361.67M","48.14%","160.32M","157.33M","2.99M","162","474"
"RTX","","359.2M","854.96%","18.52M","324.19M","-305.67M","18","70"
"AMAT","","348.78M","1310.44%","271.51M","67.14M","204.36M","10","57"
"XLK","","347.36M","392.57%","93.64M","199.67M","-106.03M","67","162"
"XLV","","339.9M","495.66%","233.91M","84.75M","149.16M","28","101"
"CVX","","337.63M","46.52%","33.18M","263.27M","-230.09M","51","104"
"EMB","","332.1M","1303.09%","123.53M","177.33M","-53.81M","19","75"
"VTI","","320.23M","18.49%","51.76M","157.94M","-106.18M","57","237"
"ABBV","","317.7M","399.21%","257.79M","45.46M","212.33M","30","100"
"PFE","","308.14M","270.07%","61.12M","210.54M","-149.42M","63","191"
"XLE","","306.6M","162.13%","38.09M","241.34M","-203.26M","32","105"
"DIS","","306.48M","55.96%","149.65M","117.45M","32.19M","44","121"
"GOOG","","305.0M","78.18%","216.29M","35.92M","180.37M","72","190"
"IWF","","296.78M","297.54%","32.81M","196.61M","-163.8M","27","104"
"MCD","","274.98M","657.3%","192.82M","72.33M","120.49M","19","39"
"VIG","","271.42M","189.56%","74.46M","163.59M","-89.13M","26","86"
"MUB","","268.95M","144.8%","95.56M","125.41M","-29.85M","9","125"
"GOOGL","","260.07M","-0.62%","138.53M","49.31M","89.22M","69","249"
"SCHD","","259.53M","257.81%","127.98M","102.66M","25.32M","15","105"
"COST","","256.99M","145.23%","165.85M","69.91M","95.94M","14","37"
"AVGO","","241.23M","-8.62%","147.18M","72.89M","74.29M","5","56"
"BA","","226.76M","26.79%","106.05M","74.91M","31.14M","64","310"
"LLY","","225.55M","67.22%","29.11M","164.7M","-135.59M","11","86"
"AGG","","224.08M","37.61%","60.24M","71.71M","-11.47M","5","213"
"V","","213.84M","200.1%","36.76M","145.23M","-108.47M","24","124"
"SOXL","","208.44M","166.8%","51.17M","130.99M","-79.82M","51","192"
"EFA","","208.24M","-25.34%","72.73M","96.98M","-24.25M","10","119"
"ACWI","","207.34M","92.19%","8.71M","178.32M","-169.62M","12","48"
"CRWD","","197.19M","209.6%","56.22M","136.6M","-80.38M","11","56"
"XLY","","196.9M","1143.69%","29.02M","69.49M","-40.47M","18","29"
"JPM","","195.1M","4.58%","81.51M","36.88M","44.63M","38","186"
"XLB","","194.41M","659.44%","148.99M","38.48M","110.51M","6","34"
"ORCL","","194.04M","172.95%","140.55M","16.95M","123.6M","21","105"
"JNJ","","193.02M","164.16%","82.02M","59.43M","22.59M","54","122"
"HUM","","192.97M","328.34%","114.47M","58.87M","55.59M","2","42"
"UPS","","189.94M","209.79%","131.5M","35.7M","95.8M","31","111"
"CTSH","","187.3M","5991.27%","184.54M","0","184.54M","1","17"
"BND","","183.48M","11.63%","56.97M","69.49M","-12.52M","8","133"
"BABA","","183.11M","29.66%","58.44M","83.05M","-24.62M","67","190"
"VT","","181.69M","231.23%","108.33M","42.35M","65.97M","14","101"
