"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"SPY","","3.84B","-42.32%","1.16B","2.18B","-1.02B","314","456"
"QQQ","","1.77B","-38.43%","802.85M","857.09M","-54.24M","111","170"
"XOM","","688.69M","271.25%","457.91M","189.84M","268.07M","36","13"
"H","","686.42M","8300.43%","540.49M","145.92M","394.57M","17","15"
"IWM","","622.7M","-44.58%","292.0M","293.94M","-1.94M","33","56"
"PXD","","618.89M","492.59%","204.29M","325.83M","-121.54M","79","107"
"BND","","574.88M","191.9%","497.46M","36.88M","460.58M","3","108"
"MUB","","518.48M","78.88%","360.69M","89.98M","270.71M","13","207"
"AGG","","487.68M","157.45%","82.2M","353.35M","-271.16M","5","126"
"VOO","","410.34M","119.19%","50.73M","283.91M","-233.17M","40","101"
"META","","402.45M","95.92%","8.16M","394.29M","-386.13M","11","1"
"AAPL","","365.65M","84.23%","144.99M","220.66M","-75.67M","4","3"
"ATVI","","346.23M","1116.58%","32.0M","114.19M","-82.19M","8","47"
"TQQQ","","325.62M","-25.07%","74.0M","95.26M","-21.26M","126","547"
"AMD","","324.09M","152.21%","90.98M","103.43M","-12.45M","13","7"
"CVX","","278.65M","46.53%","232.71M","15.89M","216.82M","1","11"
"BIL","","271.41M","-32.42%","47.07M","120.49M","-73.42M","0","246"
"BRK/B","","266.1M","-8.39%","151.64M","98.23M","53.41M","17","87"
"CHPT","","234.43M","9892.9%","185.78M","0","185.78M","1","12"
"PFE","","233.71M","358.3%","207.96M","13.24M","194.72M","3","11"
"IVV","","219.6M","-30.21%","123.73M","54.54M","69.2M","37","84"
"SQQQ","","212.95M","-16.6%","69.24M","70.45M","-1.2M","46","369"
"VTEB","","212.8M","-29.89%","140.45M","44.02M","96.44M","8","105"
"PD","","198.22M","5028.28%","107.69M","75.2M","32.48M","80","31"
"DIS","","191.75M","2.94%","82.19M","109.56M","-27.37M","4","5"
"SHV","","180.71M","33.32%","146.33M","15.43M","130.9M","0","72"
"SCHH","","170.13M","2256.7%","55.37M","79.45M","-24.09M","0","11"
"JPM","","168.28M","58.44%","0","127.73M","-127.73M","3","3"
"XLC","","166.41M","219.64%","61.29M","98.33M","-37.04M","11","34"
"MA","","162.62M","146.19%","20.09M","142.52M","-122.43M","5","4"
"TSLA","","145.88M","-21.5%","137.81M","8.08M","129.73M","1","3"
"GOVT","","140.88M","154.18%","53.9M","72.44M","-18.54M","0","59"
"EMB","","139.95M","42.38%","71.37M","64.54M","6.83M","14","24"
"SMCI","","132.15M","-4.41%","48.62M","66.42M","-17.8M","35","144"
