"Symbol","Sentiment","TotalAmount","DailyAmount Change","AtAsk","AtBid","NetValue","DPTrades","BlockTrades"
"TSLA","Bearish","6.11B","-8.72%","1.8B","2.21B","-402.78M","3070","8079"
"SPY","Bullish","5.57B","-16.02%","4.87B","445.47M","4.43B","190","339"
"QQQ","Bullish","3.31B","-5.88%","2.56B","563.33M","1.99B","126","183"
"NVDA","Bearish","1.84B","-35.38%","604.26M","737.38M","-133.12M","396","2172"
"AMD","Bearish","1.59B","96.34%","380.95M","621.87M","-240.92M","736","2088"
"META","Bearish","1.27B","-41.51%","435.42M","488.18M","-52.76M","312","1502"
"IWM","Bullish","1.22B","61.49%","367.52M","261.27M","106.25M","29","49"
"AAPL","Bearish","1.09B","-32.89%","326.46M","454.61M","-128.15M","350","957"
"AMZN","Bearish","999.32M","19.05%","222.26M","494.38M","-272.12M","351","997"
"MSFT","Bullish","752.65M","-55.57%","292.13M","212.42M","79.7M","234","798"
"LQD","Bearish","656.41M","-18.56%","255.96M","323.34M","-67.38M","45","191"
"BIL","Bearish","622.32M","212.2%","102.3M","363.22M","-260.92M","0","877"
"HYG","Bearish","587.13M","-11.41%","262.21M","262.58M","-365.39K","33","234"
"XOM","Bullish","582.31M","-6.22%","398.53M","155.51M","243.01M","64","125"
"JNJ","Bearish","514.73M","-26.45%","176.5M","244.74M","-68.24M","60","164"
"EEM","Bearish","460.95M","41.8%","190.1M","199.97M","-9.87M","5","129"
"CAT","Bullish","401.49M","525.29%","171.15M","156.62M","14.53M","138","525"
"UBER","Bearish","391.39M","161.92%","130.85M","176.53M","-45.68M","210","311"
"GOOGL","Bearish","360.13M","-49.34%","107.03M","159.72M","-52.69M","100","309"
"PFE","Bearish","356.42M","32.59%","43.03M","169.04M","-126.01M","42","118"
"ANET","Bullish","356.1M","309.95%","130.27M","98.17M","32.1M","118","461"
"IVV","Bullish","343.35M","-36.7%","209.22M","69.34M","139.88M","17","151"
"C","Bullish","329.08M","54.87%","264.5M","53.72M","210.79M","28","53"
"LLY","Bullish","318.1M","35.26%","229.88M","82.2M","147.68M","6","34"
"TQQQ","Bearish","316.55M","-27.53%","87.14M","89.64M","-2.5M","126","473"
"NFLX","Bullish","315.94M","6.88%","200.32M","73.93M","126.39M","39","185"
"CVX","Bullish","306.55M","-29.66%","205.27M","45.63M","159.64M","26","166"
"PG","Bearish","302.58M","-30.26%","102.8M","185.09M","-82.29M","13","69"
"SPHY","Bullish","290.52M","878.11%","135.89M","0","135.89M","3","15"
"BRK/B","Bullish","284.96M","-7.81%","190.2M","86.85M","103.35M","24","71"
"BABA","Bearish","279.49M","4.23%","108.79M","132.49M","-23.7M","83","157"
"TLT","Bearish","276.39M","31.26%","49.8M","143.06M","-93.25M","41","245"
"DHR","Bullish","275.94M","-1.86%","138.71M","10.42M","128.29M","12","71"
"MRK","Bullish","255.93M","-10.57%","210.63M","35.08M","175.54M","27","63"
"NEWR","Bullish","241.84M","269.23%","100.92M","79.84M","21.08M","5","82"
"ABBV","Bullish","234.12M","-39.84%","226.18M","3.39M","222.78M","17","30"
"GS","Bearish","224.94M","781.64%","49.92M","168.67M","-118.75M","6","40"
"DIS","Bullish","223.84M","-39.53%","131.16M","28.61M","102.54M","59","192"
"PPG","Bearish","222.72M","155.01%","40.52M","176.51M","-135.98M","1","18"
"PYPL","Bearish","216.75M","117.95%","44.71M","157.73M","-113.02M","56","60"
"VOO","Bullish","211.34M","-28.5%","123.77M","35.9M","87.88M","28","118"
"TXN","Bullish","203.61M","126.2%","154.36M","37.89M","116.47M","10","34"
"INTU","Bullish","201.93M","104.91%","198.7M","1.71M","196.99M","2","10"
"SYK","Bearish","195.21M","51.34%","4.07M","180.29M","-176.23M","4","34"
"W","Bullish","192.25M","414.64%","123.6M","41.82M","81.78M","20","52"
"SQQQ","Bearish","190.1M","-10.79%","59.08M","65.01M","-5.93M","23","355"
"LIN","Bearish","187.59M","-7.25%","8.35M","175.94M","-167.59M","9","11"
"WFC","Bullish","187.31M","-9.52%","114.39M","63.94M","50.45M","8","62"
"XLV","Bearish","186.44M","124.3%","21.59M","141.95M","-120.36M","10","71"
"MMC","Bullish","184.05M","41.81%","160.43M","23.15M","137.28M","0","15"
"TFLO","Bearish","178.77M","416.5%","40.43M","107.0M","-66.56M","3","69"
"HUM","Bearish","178.06M","55.19%","10.24M","160.5M","-150.26M","10","27"
"GOOG","Bearish","170.63M","-64.39%","44.87M","72.3M","-27.43M","79","198"
"AVGO","Bullish","166.63M","61.89%","78.97M","71.46M","7.51M","6","30"
"IEMG","Bullish","166.57M","23.13%","132.58M","13.11M","119.47M","3","67"
"SHW","Bullish","162.73M","140.19%","150.38M","7.97M","142.41M","6","27"
"ACN","Bullish","160.29M","413.37%","152.26M","4.57M","147.69M","5","20"
"ROKU","Bearish","158.85M","-24.77%","66.31M","72.97M","-6.67M","117","226"
"AGG","Bearish","155.22M","8.87%","37.06M","72.84M","-35.78M","3","126"
"F","Bullish","147.42M","42.22%","112.45M","18.23M","94.22M","30","73"
"XLE","Bearish","143.73M","32.05%","42.15M","74.04M","-31.89M","24","103"
"ACWI","Bearish","142.5M","-20.35%","5.02M","136.45M","-131.43M","3","7"
"VTI","Bullish","141.99M","5.47%","46.95M","30.62M","16.33M","39","163"
"DIA","Bearish","141.81M","3.38%","52.77M","64.49M","-11.72M","18","68"
"IXUS","Bearish","140.73M","916.86%","35.24M","65.95M","-30.71M","0","24"
"HD","Bullish","140.36M","11.1%","75.65M","57.05M","18.6M","5","43"
"EMB","Bullish","138.41M","142.34%","85.93M","11.04M","74.9M","20","55"
"UNP","Bullish","136.32M","-45.13%","19.81M","7.57M","12.24M","4","64"
"LOW","Bearish","135.12M","0.51%","2.19M","123.15M","-120.97M","2","31"
"TJX","Bullish","134.34M","50.97%","79.49M","43.42M","36.08M","6","26"
"KDNY","Bullish","132.51M","748.62%","66.36M","52.29M","14.07M","10","113"
"QCOM","Bearish","130.78M","-32.22%","56.63M","64.47M","-7.84M","41","57"
"IEF","Bullish","130.25M","123.54%","54.01M","45.69M","8.32M","12","100"
"ORCL","Bullish","129.37M","-35.22%","100.72M","21.24M","79.47M","12","43"
"SHV","Bearish","127.43M","97.15%","29.49M","50.17M","-20.68M","0","141"
"GLD","Bearish","126.28M","-12.18%","33.07M","60.53M","-27.46M","35","95"
"ATVI","Bullish","125.65M","-26.12%","64.77M","34.38M","30.38M","14","75"
"ABT","Bearish","124.51M","-20.77%","15.83M","101.46M","-85.63M","3","30"
"XLI","Bullish","122.15M","29.09%","54.63M","51.54M","3.09M","28","50"
"BA","Bearish","120.38M","-61.31%","27.91M","70.18M","-42.27M","30","141"
"MU","Bullish","120.02M","45.6%","59.73M","42.58M","17.14M","33","32"
"ADBE","Bearish","117.59M","-20.69%","30.52M","47.56M","-17.04M","11","50"
"MPWR","Bearish","116.75M","292.96%","5.73M","15.07M","-9.34M","0","32"
"PLTR","Bearish","115.21M","38.75%","37.56M","53.83M","-16.27M","77","189"
"TGT","Bearish","112.19M","-42.85%","10.5M","88.38M","-77.88M","9","73"
"XLK","Bullish","111.69M","52.67%","80.86M","19.48M","61.37M","21","52"
"CNC","Bearish","111.17M","97.77%","920.81K","99.55M","-98.63M","4","20"
"BAC","Bullish","110.87M","-41.22%","59.47M","17.85M","41.62M","18","100"
"ETN","Bearish","110.42M","132.29%","22.39M","32.75M","-10.36M","30","67"
"TLH","Bearish","110.28M","332.49%","22.77M","68.7M","-45.93M","9","60"
"MO","Bearish","109.54M","48.31%","14.08M","87.09M","-73.0M","13","27"
"RIVN","Bullish","108.73M","17.64%","53.77M","49.58M","4.19M","75","74"
"USFR","Bullish","108.68M","76.75%","54.18M","34.76M","19.41M","0","81"
"TMO","Bearish","106.29M","-12.56%","45.23M","52.52M","-7.3M","2","26"
"PDD","Bearish","105.84M","30.17%","38.72M","58.19M","-19.47M","37","41"
"UPS","Bearish","105.32M","-12.65%","8.47M","90.8M","-82.33M","11","31"
"SHY","Bearish","105.16M","68.71%","8.1M","66.52M","-58.41M","3","66"
"HZNP","Bearish","104.66M","280.19%","11.86M","86.05M","-74.19M","7","17"
"ECL","Bullish","103.21M","93.79%","88.99M","11.11M","77.87M","5","35"
"LMT","Bullish","103.04M","-39.55%","80.92M","6.03M","74.89M","1","27"
"PPL","Bullish","101.63M","1281.69%","97.09M","3.99M","93.09M","3","7"
"PLD","Bullish","99.86M","-16.91%","65.8M","32.01M","33.79M","5","16"
"CCI","Bearish","99.47M","69.54%","9.35M","69.76M","-60.41M","10","35"
"MS","Bullish","99.3M","-44.11%","91.72M","2.46M","89.26M","4","28"
"COIN","Bearish","98.81M","43.99%","38.32M","45.45M","-7.13M","59","131"
"KVUE","Bullish","98.56M","75.34%","54.54M","27.44M","27.1M","9","28"
"T","Bearish","98.21M","-46.55%","14.51M","75.03M","-60.51M","12","58"
"GPN","Bullish","97.45M","321.39%","38.3M","21.94M","16.36M","27","51"
"KDP","Bearish","96.9M","60.78%","7.94M","48.55M","-40.61M","12","37"
"UNH","Bullish","94.52M","-14.08%","81.65M","7.89M","73.76M","1","36"
"ROK","Bullish","94.5M","106.37%","48.05M","12.18M","35.86M","8","72"
"EQT","Bullish","92.9M","18.82%","64.66M","25.91M","38.75M","5","11"
"SIMO","Bullish","92.66M","126.58%","89.79M","1.59M","88.2M","0","11"
"EFA","Bearish","91.37M","5.1%","28.67M","56.39M","-27.72M","6","57"
"NCLH","Bullish","90.93M","179.58%","70.65M","14.77M","55.88M","49","76"
"IEI","Bullish","90.71M","437.51%","69.42M","2.27M","67.15M","0","44"
"GE","Bearish","90.37M","4.84%","6.08M","76.7M","-70.62M","11","25"
"VGSH","Bearish","88.16M","139.01%","17.08M","61.53M","-44.45M","0","47"
"KMB","Bullish","87.17M","-24.06%","60.68M","3.1M","57.57M","0","19"
"CMCSA","Bullish","86.54M","-22.95%","62.77M","8.38M","54.39M","9","26"
"IQV","Bullish","86.53M","106.8%","63.06M","11.69M","51.37M","2","37"
"RSP","Bullish","86.08M","-28.93%","47.08M","13.72M","33.36M","17","88"
"EFX","Bullish","85.95M","105.07%","3.95M","1.39M","2.56M","0","18"
"ZBH","Bearish","85.6M","129.21%","6.16M","63.07M","-56.91M","11","37"
"FXI","Bearish","84.89M","-42.71%","30.85M","50.49M","-19.64M","9","30"
"NIO","Bullish","84.88M","-10.04%","44.34M","27.43M","16.92M","40","98"
"CP","Bearish","84.39M","81.19%","5.82M","9.18M","-3.36M","5","78"
"HON","Bullish","84.27M","-24.26%","36.19M","27.3M","8.89M","13","67"
"TSM","Bearish","83.89M","62.38%","27.57M","45.65M","-18.08M","17","48"
"BND","Bullish","83.76M","0.09%","39.31M","15.7M","23.62M","5","96"
"V","Bullish","83.28M","-27.3%","43.77M","13.93M","29.84M","6","62"
"DXCM","Bullish","82.83M","61.73%","66.38M","7.33M","59.05M","4","24"
"BMO","Bearish","82.05M","-6.04%","0","82.05M","-82.05M","0","2"
"IBM","Bearish","81.28M","-13.21%","8.8M","37.86M","-29.06M","19","66"
